,Cerebellum_4_5_R,Thal_LP_R,Thal_VA_R,Hippocampus_R,Frontal_Sup_Medial_R,VTA_R,Caudate_L,LC_R,Rolandic_Oper_R,Insula_L,Insula_R,Raphe_M,Paracentral_Lobule_L,Thal_PuI_L,Caudate_R,Cingulate_Mid_R,Rolandic_Oper_L,Temporal_Inf_L,Cuneus_L,OFCant_R,Temporal_Mid_R,OFCmed_R,ACC_sup_L,Cingulate_Mid_L,Frontal_Inf_Oper_L,Parietal_Inf_R,Angular_R,VTA_L,Vermis_3,Vermis_7,Frontal_Med_Orb_L,Frontal_Mid_2_L,SupraMarginal_R,Temporal_Inf_R,Occipital_Sup_L,N_Acc_R,OFClat_R,Vermis_6,Paracentral_Lobule_R,Precentral_L,Lingual_L,Cerebellum_Crus1_L,Thal_AV_L,Precuneus_R,Amygdala_L,Thal_VA_L,Cerebellum_10_R,ACC_sub_L,SN_pr_R,Cerebellum_4_5_L,Frontal_Inf_Tri_L,Occipital_Mid_R,Thal_LGN_L,Thal_VPL_L,Vermis_4_5,Red_N_R,Cerebellum_7b_R,Thal_VL_L,Vermis_9,Raphe_D
Insula_R,0.6068559235952442,0.04373396142190808,0.4308928096043741,0.4162801507781221,0.5973578574012247,0.19867039936887224,0.5138300418350847,0.16279596875234967,0.38138719393345705,0.7369188049418528,1.0,0.1726537975757054,0.36813087718732146,0.4437158739550742,0.558119210518975,0.6201110498782543,0.558911160655968,0.285472158370413,0.24430452705847458,-0.009758807893993707,0.3699785969045023,0.09869179942387098,0.47635880173575146,0.6433465832820867,0.4196832492722156,0.32440943614474094,0.11645579158124388,0.2907546793963254,0.630920594361987,-0.0005176705017304562,-0.05808695769789467,0.5493895750370379,0.3768911113606128,0.16415194266906746,0.07757200571003896,0.23712011517665565,0.5817040163084058,0.13358591496996924,0.36852457138415645,0.4296391937029252,0.3558129577912492,-0.032981796841837434,0.39554136327445877,0.32270173811213493,0.29390351128826164,0.3076656667375319,0.3094951194385628,-0.10129444650145862,0.3702710503235353,0.4418493490178871,0.5415740960300635,0.01637118107045715,0.6532392030068441,0.3449512563712328,0.2755431218069575,0.6411247989144097,-0.19718550855265116,0.40221250946896014,0.22505516049608543,0.1704952595136377
Raphe_M,0.3492079088121169,-0.1784751229467549,-0.18489400205169934,-0.18807031790592962,-0.04274802858127999,0.2697471110691475,-0.18728172769937312,0.3808056466974179,0.26962755889992857,-0.0174016094083353,0.1726537975757054,1.0,0.13975043605634505,0.20635723258927324,-0.160200426543783,0.3029129867846383,-0.07705735211181006,0.25372598917505224,0.3549245314831148,0.10489266705489383,0.15614858104096363,0.04662058032675482,-0.26499631297741244,0.38357389956489396,-0.081452972753978,0.17394768377263972,0.24460026675735708,-0.020086717923121056,0.07487042612826204,0.2716904847674076,0.16612666223892217,0.026730067706014153,0.2137538131903379,0.08165301991596957,0.48291179926209965,-0.2380651668100054,-0.0029146099173833462,-0.4527240511766715,-0.017856742097938534,0.08135477854124319,0.413927066167675,0.48283138414211607,-0.14713387446085752,0.2717294083433065,-0.3269437853211626,-0.04251990384343515,-0.03186001375465246,-0.05057326387181201,-0.19162349613997354,0.3871320754908938,0.0720557294030376,0.35466524600081983,0.25245069833351447,0.14079488467400256,0.5124491153673093,0.23993521676104693,0.3053211989038469,0.018251338214345294,-0.4185116054653161,0.433882937709244
Paracentral_Lobule_L,0.7314212135431186,0.2787103315265853,0.4279178813706331,0.5750301663445955,0.28379479020285237,-0.03867354089349464,0.42877548987940733,-0.08869435403392925,0.2522975363271738,0.29880225442784913,0.36813087718732146,0.13975043605634505,1.0,0.5502568887210221,0.335917550456334,0.6753943763619057,0.3482647189387174,0.35905864529646503,0.1322347134752672,0.10089357793060597,0.5271152426579078,0.041279700416244146,0.4700147748350864,0.622537958729055,0.5732378505104856,0.4382690261080285,0.5270809534489888,0.2978675119449486,0.6944569641985449,-0.12467509949589228,-0.06960798811019474,0.7304681988126478,0.6386084252652249,0.007689827580762795,0.06255376219357878,0.032052015389615725,0.07630630256096797,0.09298279849319835,0.8228606632235598,0.8619375609951394,0.38991885910212687,0.004718083604781669,0.4498562424188512,0.7184181419960544,0.3297146877126967,0.27916824284035524,0.42882848554172737,-0.12931938812384822,0.288860723935498,0.530581395358135,0.6160854690270351,0.08029155123183633,0.43792288223641535,0.7153070633587425,0.39702491475705876,0.06618246241725659,0.19713910463856096,0.5577504159134411,0.035589757540946294,-0.07314655415922179
Thal_PuI_L,0.5339654550202638,0.07070970923443219,0.23122552050112322,0.42032531130614786,0.2695378729648878,0.12143371673438698,0.42856016357171317,-0.15456344802123795,-0.1675199132727855,0.3582289589074068,0.4437158739550742,0.20635723258927324,0.5502568887210221,1.0,0.3376244756167277,0.5201230024887337,0.29069667718707837,0.15175675726374008,0.4121253606142786,0.04475113463827885,0.17106086994656733,-0.1427379566808538,0.29352341121046366,0.4601976310483381,0.3986160895145652,0.19064503298415758,0.10150073486745165,0.2660999988217843,0.5417871590046921,-0.014314925929630344,0.027429395864972072,0.5878485177443514,0.270770064682955,-0.1306648377452138,0.12379102341858249,0.18772752209558144,-0.029105011490754874,0.2273992526423122,0.5262375405052583,0.5590393874116798,0.2281108756033347,0.23306072549726053,0.3541918389257013,0.5185548406417158,0.15153145724065126,0.1939596531372674,0.08383008109406755,-0.03780309961641887,0.13968737223074099,0.38617761346558116,0.4367026772668429,-0.25883405026955014,0.427225067667476,0.5822943615380028,0.31166429504349974,0.1655108826208753,0.1260369346020366,0.48120568178547124,0.234125884778011,0.20740921617145522
Caudate_R,0.23054530605430054,0.18478752625048356,0.6225042444072405,0.7969272394298498,0.7056078570966433,0.13009929434945425,0.729650587734787,-0.29989136706285063,0.010504317050470637,0.6425256135366676,0.558119210518975,-0.160200426543783,0.335917550456334,0.3376244756167277,1.0,0.3774664253130652,0.5739896319554454,0.07186183102702548,-0.28341108480548854,0.11821902585333854,0.10465844696023961,0.179059983575937,0.718624149858266,0.40623584757996783,0.6859823691245338,0.09565703788862835,-0.12478713358353917,0.33659392616909906,0.6446456028799629,-0.3101388175528101,-0.14556298350158717,0.7201757603745055,0.18030797179483482,-0.19099450429347212,-0.5212818163080654,0.2574760152924321,0.41301123924437855,0.6240774890257855,0.4437305177961234,0.502971680185844,-0.036801687894631036,-0.2920980092910525,0.677484544316815,0.2086147000649161,0.6744427368097309,0.4235790484804102,0.08226667146878064,-0.13046219827368788,0.618594761244598,0.025588116107501193,0.6653348659103469,-0.39973504245292074,0.38311457987698144,0.4590754755551038,-0.2190693207486884,0.4555901740488982,-0.29302651835077864,0.5824739569302076,0.5089699928408589,-0.1756135657954216
Cingulate_Mid_R,0.7427824196663095,0.04924678702754748,0.20855881798001227,0.4672027234849392,0.5903804354898219,0.2619623958990373,0.4278325540883095,0.25965184443478495,0.45949086212233103,0.5462610202940826,0.6201110498782543,0.3029129867846383,0.6753943763619057,0.5201230024887337,0.3774664253130652,1.0,0.5363691100396398,0.5260197363719274,0.3138465739512112,0.06468509468986905,0.5505039482934332,-0.046861277640789255,0.4842328849992256,0.9292842354856997,0.6155943681330219,0.528822760472402,0.49181594220364094,0.18610693204265533,0.6862151400128892,0.23141088448802682,0.02355758913733482,0.6044032180927,0.5964617622696272,0.2686406087399129,0.11267596018714547,0.10670809784060335,0.35137448178250574,-0.06475597152531544,0.6795040253870963,0.5951110813026007,0.5540050487544175,0.23142294869873611,0.38584988818935617,0.6112909397751364,0.16061754826968697,0.37915981452985525,0.35689120577077826,-0.09043333483593718,0.1713368255810879,0.7336142722568432,0.6355581569081568,0.166510556914754,0.6527210387481474,0.5485932637934808,0.568263949842117,0.41909026297543567,0.12098116487624672,0.4933165286644315,0.11324070946452258,0.16522617110653362
Rolandic_Oper_L,0.36990917554836955,0.11645883422515857,0.40687426644311636,0.5282495248058966,0.5491865344549266,0.15131521787795815,0.6080346584603475,0.17672771919140068,0.235176964328494,0.8363405577660763,0.558911160655968,-0.07705735211181006,0.3482647189387174,0.29069667718707837,0.5739896319554454,0.5363691100396398,1.0,0.45456018668177667,-0.18981144119310978,-0.0071858894938206675,0.188465419964507,-0.2696543585605071,0.7165375560140964,0.5327113140343056,0.755668512319458,-0.05265821150682413,-0.11052012049822177,0.2706721188956713,0.6745125893120828,0.04293649569925774,-0.1796059059922774,0.553014831427679,0.0820905158890617,-0.02563102954834918,-0.39744553893533663,0.25856634736359946,0.2790212362367897,0.27258077563963307,0.38980490213996283,0.3813088264715056,0.3813218598553326,-0.0616276296954304,0.6496078721485332,0.12170014518614448,0.4266851091249305,0.3935125568950867,0.32806971786077327,-0.06790613237598675,0.29068917465964966,0.4004340318188737,0.6802076839293779,-0.2797409024557117,0.6717987293442202,0.4512164184128895,0.2132259277128899,0.39633294701045635,-0.1633213742100009,0.5039920304394913,0.46114718431942225,-0.16376985626203217
Temporal_Inf_L,0.5324549696896701,0.25638287964468076,0.22341870937995217,0.14195493184712799,0.0937501573493959,-0.023351956185457712,0.1981577363658153,0.3953895960273238,0.5518886614358804,0.44455057342699816,0.285472158370413,0.25372598917505224,0.35905864529646503,0.15175675726374008,0.07186183102702548,0.5260197363719274,0.45456018668177667,1.0,-0.021401641473972995,0.06903597666529344,0.355042172177964,-0.06459971657566452,0.22946601776384215,0.5561693104646421,0.32882080621020704,0.2386249761937827,0.3152946891461728,0.3139161502930624,0.4430495073867744,0.3560867332457533,0.11209309455230254,0.17746124235409394,0.2633957256562263,0.19468193467297779,0.11397884275702162,-0.012844135200803287,0.11414199737606821,-0.31255455931098725,0.2235526583923954,0.2933268621237596,0.6445188656099179,0.2673079949656316,0.09594004681204833,0.19618756016569897,0.12065931055730968,0.09684759927868725,0.5285778511613485,-0.1531416244561799,0.03117813997950738,0.6849691450798833,0.3849204515048199,0.36605588037186537,0.6509326152728465,0.31984163539109967,0.5350815253741104,0.331306681542604,0.2596526472815112,0.43406814754485884,-0.11731854574238579,-0.06945268791810237
Cuneus_L,0.372405180166254,-0.3063216622767163,-0.34085188467481936,-0.2415428994312354,0.03243073486278005,0.1802518432744925,-0.15554335193904717,0.2032796227547231,0.026772465513752328,-0.022706942102711705,0.24430452705847458,0.3549245314831148,0.1322347134752672,0.4121253606142786,-0.28341108480548854,0.3138465739512112,-0.18981144119310978,-0.021401641473972995,1.0,-0.07569393626017211,0.2705440461060895,-0.013916827076752522,-0.20868962936715046,0.2631581523815737,-0.12765007174115495,0.37813657465751077,0.4000633947172149,-0.057844425608434696,-0.02694519917789099,0.4036309366956108,0.10217301890054682,0.024205986383427917,0.31964895568211743,0.24542072998782624,0.7643163888849127,0.009634432386275192,0.04490204036057239,-0.3611837921763672,0.1416986036772491,-0.004147425265731219,0.28147928527173127,0.3252965603770494,-0.21832204769701985,0.45174522271141215,-0.49634838156213984,-0.01788839033278436,-0.146898100168906,0.0037085222288023825,-0.26373783204090684,0.42339810502048114,-0.10209353415541374,0.22135860718631853,0.07468097069530487,0.02259259916209616,0.49177076863383423,-0.07587940602544585,0.14368434787454884,-0.10017310727456519,-0.178012283503354,0.5118425713105172
OFCant_R,0.055869342786796054,-0.022875419954604778,0.08470567837006157,0.11377598068497852,0.06761063651981446,0.067385599471522,0.019170537105471154,0.028050194957109937,-0.02048892112884944,0.04587611522671818,-0.009758807893993707,0.10489266705489383,0.10089357793060597,0.04475113463827885,0.11821902585333854,0.06468509468986905,-0.0071858894938206675,0.06903597666529344,-0.07569393626017211,1.0,-0.015410587787312677,0.12652241830506994,0.1329545727800422,0.04845726335174908,0.02926569213749103,-0.05906123216565909,-0.08948400607495305,0.003462542336608876,0.09040285272664152,-0.08886105258041432,0.021235138004817366,0.022423814625078656,-0.07025828302709558,0.05572717403990651,-0.08802508555303276,0.048735038540971914,0.012936966210128223,0.13103761143838985,0.08175323309344613,0.036049869262149,-0.02995677444705239,-0.12569659088710672,0.030982924035793533,0.030572902616979196,0.12074855984099907,0.18930285422287835,-0.014574037971692433,-0.026484050344389474,0.10636982238194242,-0.01714352874793574,0.09651954141311164,-0.05417944931286004,0.1511737780099179,0.12800983821424158,-0.004827447739650038,0.04576960000627321,0.017742257175015316,0.12165187423610412,0.00360485115761102,-0.05806884107110307
Temporal_Mid_R,0.6618179957504572,0.08917148702133745,0.15394538300775287,0.310629100593406,0.24340562391503157,-0.009217485406527549,0.29645923215264464,0.1425178845532259,0.5444391223561679,0.2200006622167446,0.3699785969045023,0.15614858104096363,0.5271152426579078,0.17106086994656733,0.10465844696023961,0.5505039482934332,0.188465419964507,0.355042172177964,0.2705440461060895,-0.015410587787312677,1.0,0.10652657612344334,0.18692487454551482,0.5468532760463418,0.2981352877441757,0.4995474190745202,0.639951224718034,0.20585541209468577,0.48142618497583395,-0.014664847904012799,0.19498106022548573,0.2809606647424871,0.6303169352219169,0.2914629902896683,0.23572065838884404,0.14947754553550793,0.3272178955225246,-0.2547032514771323,0.49196382238104114,0.35165228975724355,0.6132906466687997,0.06373941626445376,0.22336783282558262,0.6094392944503687,0.11781615025697784,0.08434710241624324,0.3536300817287748,-0.05921645864646744,0.14801248830046923,0.7038235577215893,0.26272041690129544,0.4269323825898851,0.4011973994322093,0.3172979154184689,0.5625295782500956,0.11402948956955974,0.02409456328405313,0.312455663559234,-0.1248875517318828,-0.005308330260495717
OFCmed_R,0.11061834568789612,0.20909878737137713,0.2472999241949785,0.13153382395673616,0.11905705928152757,-0.10813914404312033,-0.0037905836783970652,-0.182333965501398,0.2148850877658249,-0.1261297003378838,0.09869179942387098,0.04662058032675482,0.041279700416244146,-0.1427379566808538,0.179059983575937,-0.046861277640789255,-0.2696543585605071,-0.06459971657566452,-0.013916827076752522,0.12652241830506994,0.10652657612344334,1.0,0.025209645913769344,0.03712101286899658,-0.15630400514746431,0.2819041781904408,0.213912789220776,0.16323030482008588,0.030179271318952462,-0.13612124922353297,0.032956402858910425,0.043196800806061544,0.26625168772122454,0.09938680551852025,0.09709545869279136,-0.06870854780950379,0.22888841722036807,-0.032870261157561635,-0.0008049300440112485,0.10388100651517751,-0.08065172652829225,-0.26242103169954456,-0.0817425650287937,0.13064748555845448,0.1415771378640491,0.03681598824897399,-0.013301278258117279,-0.11498171927438333,0.277760214085636,-0.05252308794929773,-0.01783485198295279,0.2667720741590456,-0.11842441040582705,-0.13944702562318917,-0.19706652995043206,0.17136997440132037,0.02402181672146502,0.04943658665599444,-0.21915879450107423,-0.07433994781980262
ACC_sup_L,0.2975036219634384,0.33910542390127146,0.5500330541296402,0.6689624563759017,0.6415536281973819,-0.09236098145055444,0.6678594331601558,-0.1861262963696901,0.11869853620481441,0.6370188665801395,0.47635880173575146,-0.26499631297741244,0.4700147748350864,0.29352341121046366,0.718624149858266,0.4842328849992256,0.7165375560140964,0.22946601776384215,-0.20868962936715046,0.1329545727800422,0.18692487454551482,0.025209645913769344,1.0,0.43855078130221814,0.7242756103702549,0.07895909716496613,-0.041227413779128995,0.3696140966186946,0.6561131346097744,-0.20619981583906605,-0.22037909691769322,0.6650634543670854,0.17231678486318258,-0.007341876483651883,-0.4380648476960083,0.3506220832134913,0.38464823353878624,0.45883909700884645,0.5124372379179176,0.542488385887458,0.08459227375197537,-0.36705073166358104,0.6413631973945816,0.24392444990103093,0.5856566189303369,0.4273552027552434,0.2936996376399917,-0.09341049216391019,0.46752991869221017,0.19293806296221386,0.6980865232769277,-0.3675253133175724,0.4356414114808611,0.4409766471550343,-0.07975848567212784,0.28530592372455976,-0.11148959975165225,0.5997758959123008,0.4768937600931025,-0.2937870977951019
