,Lingual_L,Cerebellum_4_5_L,Rolandic_Oper_L,Cerebellum_Crus1_L,Red_N_L,Vermis_1_2,Fusiform_L,ParaHippocampal_L,OFClat_L,ACC_pre_L,Olfactory_L,Thal_PuA_R,Thal_LGN_R,Frontal_Sup_Medial_L,Hippocampus_R,Parietal_Sup_R,Insula_R,Frontal_Inf_Orb_2_R,Thal_IL_L,OFCmed_R,Cerebellum_8_R,Cerebellum_9_R,Temporal_Pole_Mid_L,OFCmed_L,Angular_L,Temporal_Pole_Sup_R,Pallidum_L,Frontal_Inf_Tri_R,Cerebellum_3_L,Cerebellum_6_R,Parietal_Inf_R,Thal_MDl_R,N_Acc_L,Postcentral_L,Lingual_R,Thal_MGN_L,Parietal_Sup_L,SN_pr_R,Cerebellum_Crus1_R,Vermis_8,Occipital_Mid_L,Supp_Motor_Area_L,Calcarine_R,Thal_VA_L,Thal_PuA_L,Cerebellum_4_5_R,Vermis_6,ACC_sub_L,Cingulate_Post_L,Cingulate_Mid_L,Precuneus_L,LC_R,Raphe_D,OFCpost_L,Thal_VPL_L,Frontal_Sup_2_R,Cuneus_L,Cerebellum_Crus2_R,Temporal_Pole_Sup_L,VTA_R,ParaHippocampal_R,Thal_MGN_R,Frontal_Inf_Tri_L,Pallidum_R,Precuneus_R,Frontal_Med_Orb_L,Raphe_M,Temporal_Sup_L,SN_pr_L,Rolandic_Oper_R
Lingual_L,1.0,0.8454704556765724,0.3813218598553326,0.35244632316190166,0.2531058232600184,0.6524321865844299,0.6402137523411507,0.15348049381125708,0.3982618413193239,0.01431483885705448,-0.17885495097485116,0.3496269780350066,0.4898897064512809,0.12872349287637297,0.14585957155628537,0.23786435457492602,0.3558129577912492,0.04647186168857627,0.5033123648138146,-0.08065172652829225,-0.12509363383649907,-0.4444145521945385,0.038183538237931074,-0.20036745381834686,0.41016987548044176,0.4671562420967839,0.11576154857949482,0.22203537725727074,0.7641066945231164,0.6471555801862326,0.24879872386436486,-0.1727367610997838,0.23698032246463996,0.3575237455304388,0.8771348894448406,0.1425946252571775,0.3723706475590048,-0.058306747860170344,0.03593222797764794,0.19872303881979803,0.4820700999234115,0.13109211949090457,0.6114915403329882,0.07166745330797974,0.2227170124055936,0.6927414384123689,-0.5005802119417381,-0.14320897340804042,0.499632357104639,0.5689749762808443,0.4886473795256001,0.5541754624425138,0.05014158014727931,0.20201911790414062,0.38824106621218757,0.24527038253495168,0.28147928527173127,0.16497070029152267,0.29556732994727075,0.10804444368665819,0.11781507907018,0.4516129476693613,0.28449388744809356,0.1556000693197965,0.5465720909780816,0.09443653655982628,0.413927066167675,0.5051884637153392,-0.15773613005983655,0.5976788146420625
Cerebellum_4_5_L,0.8454704556765724,1.0,0.4004340318188737,0.3753342218995384,0.3418757456075288,0.5142728304161506,0.7788850348518965,0.20576749718992715,0.39344071554824456,0.02633040429939147,-0.21579020222413411,0.5406349932306949,0.442711603608119,0.3068472771635151,0.1763628277860234,0.4553260116325053,0.4418493490178871,0.12464574975115415,0.4986406895327958,-0.05252308794929773,0.2056115646033006,-0.3246286423544457,-0.027518930482241088,-0.17539845368918103,0.45957774254027695,0.45722686228711834,0.09153668450159863,0.3283952409848419,0.7688043911194752,0.6511009176623901,0.4570309693679106,-0.22237347416420516,0.23536967854351382,0.5102509758555759,0.8065056063042892,0.1260875240230407,0.5253585125077637,-0.07278197593175435,0.15458591942570205,0.25478763783303465,0.43427643155405954,0.3376351979727224,0.5056796129368939,0.09585002949226995,0.3422333058141236,0.8224243906305219,-0.42265832414438936,-0.10948092285783984,0.4983827220686454,0.7262194414051639,0.5747811103803951,0.38708315192714987,0.15400832249295865,0.2821034956724366,0.4049598763562497,0.46688257802222066,0.42339810502048114,0.37077111236779225,0.28127451948635357,0.08304014279967802,0.17532482454947393,0.40267607898173946,0.3867171873138122,0.16187894081176724,0.5797211156375027,0.14330934732979622,0.3871320754908938,0.548748969307853,-0.028968106648497326,0.5508279640773652
Rolandic_Oper_L,0.3813218598553326,0.4004340318188737,1.0,-0.0616276296954304,0.21108478359596153,0.4325907105984134,0.5686678029562232,0.5540057170591974,0.05928212988093921,0.46790239486761614,-0.12455489838828218,0.04775838333357214,0.5417435309183867,0.6892171619915543,0.5282495248058966,-0.2526706450321758,0.558911160655968,0.3738201800166442,0.5420816333894328,-0.2696543585605071,-0.04810329910704189,0.15195762309932942,-0.10534590557963812,-0.16474964577818818,-0.25391728370702826,0.058588450097723885,0.7412887208622425,0.5027648033528761,0.32773769964299226,0.03976584524807943,-0.05265821150682413,0.12875665715582915,0.26373088458476407,0.5551856500973696,0.21648046041407662,0.32287841482932716,-0.20471243024090682,0.29068917465964966,-0.015018978567894482,-0.31010040179276566,-0.17648325086309039,0.12049485373737401,0.00699683130356787,0.3935125568950867,-0.04727793155406126,0.36990917554836955,0.27258077563963307,-0.06790613237598675,0.3287909908651919,0.5327113140343056,0.08969517927747787,0.17672771919140068,-0.16376985626203217,0.6611830560682884,0.4512164184128895,0.5070378949814424,-0.18981144119310978,0.1146685496218628,0.013284400430804099,0.15131521787795815,0.4499582261326129,0.4741967582415494,0.6802076839293779,0.5683887813806856,0.12170014518614448,-0.1796059059922774,-0.07705735211181006,0.7928378295802374,0.37155491195155493,0.235176964328494
Cerebellum_Crus1_L,0.35244632316190166,0.3753342218995384,-0.0616276296954304,1.0,-0.01887069883980672,0.29438272323998405,0.2868684822035791,-0.30835574687443346,0.3538885619158027,-0.17677596500302492,-0.2538701958447893,0.23928730594581293,-0.05016264178800375,-0.16612489291970514,-0.2744838231179799,0.1781971492601122,-0.032981796841837434,-0.42163036701266265,0.05510420489036431,-0.26242103169954456,0.3745766842863678,-0.2758934355891528,-0.025892226855228538,-0.0948444288363961,0.5488070177684387,0.12569263921276153,-0.3503627858141953,-0.21321091937012962,0.3370691779515481,0.47173674546962163,0.12692519479692696,-0.1949868539997684,-0.30096095123635075,0.1023798990539174,0.2203966288182806,-0.0498409790470397,0.21711649435333347,-0.35337259636847856,0.4952024557825764,0.3845336420795732,0.35152320428324363,0.19444608793954363,0.33457677044053774,-0.3173222127478428,0.4514358375239943,0.17912044637333557,-0.4406883534748752,0.07709984647791221,0.11129983936511517,0.2817995883438846,0.0499674866900513,0.3215446782447904,0.5291437439989626,-0.23901016476471904,0.03817419481529747,0.029902342279198905,0.3252965603770494,0.10576622447006229,0.28282705742508746,0.23869666203799486,-0.4263450332027523,0.07909733277347952,-0.04475617197007628,-0.502266723358113,0.04415413292962419,0.1851681048890027,0.48283138414211607,-0.024515008401177187,-0.16908161552166912,0.04948499064675397
Red_N_L,0.2531058232600184,0.3418757456075288,0.21108478359596153,-0.01887069883980672,1.0,0.12282379799446473,0.3401231895005161,0.3187020806213459,0.06185842245323653,0.21098649311868364,-0.033238292765856214,0.439264343445736,0.44581299458984497,0.2241704625942998,0.07211923825728365,0.30236111915313096,0.2035394518791331,0.36778813060718374,0.4589436903829357,0.10859196067306424,0.10597801051156047,-0.2778875969612592,-0.16097536106612712,0.4239569529870428,0.15982108346637092,0.4013256099243537,0.10320638311204111,0.3289264088989504,0.47109784765030066,0.20291166864137755,0.30049473821380585,-0.660659666958322,0.3875650366500462,0.18290108240277406,0.5275651717253595,0.3083324193200418,0.2853701881802194,-0.02167545678728132,-0.16271173128108543,0.2626810792334549,-0.04531149895308954,0.34213917687803347,0.0454253024497338,-0.23201106992126808,-0.07659290154981206,0.34215467755790946,-0.22191882106570487,-0.09564279589581867,0.21874115508462577,0.2706522608946285,0.24504937733620566,-0.20951820108509023,-0.40710273639237254,0.07788235018686376,0.09364219177802575,0.15424668792813684,-0.10335407067888533,0.25387384937824936,0.4428585976112983,-0.6474789185142032,0.08984131954063782,0.18431484587869906,0.28574524603324,0.3112573782803065,0.13544165250142326,0.04879329088740119,0.018345486375772657,0.19234796911618204,0.19160634474276347,0.47845998146931856
Vermis_1_2,0.6524321865844299,0.5142728304161506,0.4325907105984134,0.29438272323998405,0.12282379799446473,1.0,0.3282349857617271,-0.025643608390178943,0.3170447566188487,-0.12602744752731995,0.029902286351571522,0.32200973024939367,0.21342304954724103,-0.009057066645876796,-0.0429866423436618,-0.04136380352944804,0.17501890032904827,-0.16658546617246914,0.22294240002920265,-0.2647325138315743,-0.15307409597320903,-0.3841214034999399,0.1522395299328129,-0.12595192608229916,0.3300878424819868,0.29174262653128546,0.03468966440415394,-0.003314742716541318,0.4367865159557721,0.4259666957389525,0.018121091456721423,-0.07052782145514716,-0.115964420928823,0.2003325024857671,0.49705232032613234,-0.07811908758594856,0.05926776610189954,-0.26959816973129735,0.08826116468323326,0.09543495810711335,0.296087713400787,0.0014300861061661428,0.22152516487726387,0.20261431833981355,0.1999073522059862,0.2965466161088726,-0.38175056015448033,-0.08460591850096617,0.17468117098397498,0.34847686397989197,0.09426311407029533,0.647774325557585,0.08328698843609338,0.15690475987225638,0.17070212207633503,0.051718580581253094,0.05297766892377685,0.20825893349068308,0.1662108740598791,0.22875440256106883,-0.0570396840621229,0.29837948061199854,0.24523026926427183,0.16604935648129154,0.1092753878503622,-0.12861608695021523,0.22333531822956929,0.4590361741546901,-0.2793903009027083,0.42439099981696987
Fusiform_L,0.6402137523411507,0.7788850348518965,0.5686678029562232,0.2868684822035791,0.3401231895005161,0.3282349857617271,1.0,0.5213412170810923,0.09260117150660171,0.38409044230793793,-0.2562205581995155,0.3451727396861913,0.5534631478430396,0.4464510675149048,0.5214526243235804,0.3125483284639932,0.384696831576513,0.2926764939756266,0.595868217604756,-0.21949680127878754,0.19562857532808456,0.004333523471784947,-0.2788760036980728,-0.21694729927683923,0.09744557552125478,0.054625879651287186,0.4430254762653617,0.5122176590292239,0.5193023299718584,0.23414982563370346,0.3439563322731894,-0.1845831350214328,0.19559526974183666,0.6022659951148925,0.586738354996644,0.3650583814224644,0.3503306193226728,0.16478184614091826,0.2312233019338219,-0.06798682774425917,0.17317513193188752,0.34084585573622067,0.24510521004028465,0.0700428153992831,0.25568502070602694,0.6672413966359206,-0.003864112850529513,-0.07791284016004944,0.43747557720030367,0.6507009064190653,0.5344462684740326,0.03718755532436004,-0.10382278116296449,0.42507486268840955,0.6149357859921951,0.47535379639399317,0.13379762727263164,0.17886507495483173,0.19386541990310974,-0.0011893742989812506,0.38779487673347257,0.4886674450852177,0.5397098958891232,0.23684284971980546,0.5664273584459724,0.09107319606231155,0.11807676777738269,0.672683455266081,0.3210262722924004,0.29234545594138356
ParaHippocampal_L,0.15348049381125708,0.20576749718992715,0.5540057170591974,-0.30835574687443346,0.3187020806213459,-0.025643608390178943,0.5213412170810923,1.0,-0.2660465593101058,0.55154632370882,-0.05494447826915667,-0.02673603414029814,0.6732688179808557,0.5895134370960213,0.877418925152742,0.10366401207603125,0.4859291228364577,0.5665605685872956,0.5909956863895418,0.11327858317348817,0.082014276535962,0.5249383236793904,-0.13509455118353747,0.005018437579837817,-0.462251289115431,-0.24300442361132651,0.7259543046252392,0.7612436578175661,0.13727117727716284,-0.28921296734908586,0.2111254787426623,0.13137330620315685,0.28713635167580565,0.6159236015134495,0.1784293460756263,0.4260732337285214,0.04343727000961767,0.5928356045076079,-0.061546778548242656,-0.4163562584064067,-0.31381646168947186,0.41927329466002555,-0.0902507221655481,0.319159909960724,-0.16369902653793245,0.4304040278963122,0.5407243988228114,-0.195525721177657,0.464968490003919,0.41079224946734494,0.4411874082677184,-0.35351615028245653,-0.38037545461671857,0.45868519347818765,0.5972800903552297,0.49419718558068565,-0.25736281918142,0.08041231590422744,-0.07100912638654451,-0.06316992251808913,0.7964750900521511,0.3737649966167601,0.6624439385539078,0.59189127554907,0.41689136227914736,-0.04573258535017232,-0.22620920360650618,0.5596812451814184,0.6922629715856873,0.06816766440892928
OFClat_L,0.3982618413193239,0.39344071554824456,0.05928212988093921,0.3538885619158027,0.06185842245323653,0.3170447566188487,0.09260117150660171,-0.2660465593101058,1.0,-0.18874811552544019,-0.18929437427994436,0.26419041458151443,0.029301346564132028,0.09230458424051306,-0.333026817692258,0.0002813443727941033,0.47854293430729844,-0.04791564555048452,0.12622583329409925,-0.06350224578176915,0.14230976391617609,-0.35815689920461286,-0.015331047049321641,0.01700615486706568,0.460210283968832,0.6538053324309385,-0.1865603755188485,-0.13529232285664441,0.354504809910679,0.7712235319767625,0.2191083955268812,-0.052118589491457805,0.02844734691504197,-0.061606217821234883,0.34234242920762836,-0.16887804110749313,-0.009947111194212304,-0.31886263413642435,0.03280445192114571,0.3782801327742963,0.29249552987174066,-0.007590633196074549,0.49445009847671195,-0.1721444285978479,0.22745384305292934,0.25985880509075593,-0.4601930046410326,0.023774116284625075,0.16593149490045694,0.3546025381021741,0.041967235647400125,0.45809570276449796,0.47217650542152206,0.20073482923010133,-0.14445550390524584,0.23329718034381292,0.4069996183572253,0.4414857345654041,0.42035433140753337,0.2069868501807238,-0.24949010008636802,0.17580913459239156,-0.028939189163579522,-0.07372600381230388,-0.010070657120112405,0.11452490195055585,0.36711112673062896,-0.07223004448826417,-0.2864050831051627,0.3573066398262019
ACC_pre_L,0.01431483885705448,0.02633040429939147,0.46790239486761614,-0.17677596500302492,0.21098649311868364,-0.12602744752731995,0.38409044230793793,0.55154632370882,-0.18874811552544019,1.0,-0.12851015534060045,0.0832827447165359,0.3925825353169416,0.45063127465951236,0.5479321062894195,-0.17663915419361872,0.2426124518803957,0.42124847143644345,0.39243200366572256,-0.08457818426604527,-0.08941630977251959,0.2937753219217158,-0.4765405801632159,-0.10366936109355364,-0.5030815027052691,-0.22245191189346483,0.6692928544254758,0.4384424197460792,0.0440369921679208,-0.38203163105208027,-0.015761790498843575,-0.015065113646856488,0.3022967769832923,0.24907152484623843,-0.03805282555962686,0.3748797119655026,-0.2335140126967816,0.43634019555105463,-0.23181043820288838,-0.377818022544095,-0.41193800477427495,0.005816804695443549,-0.27111194035708036,0.056064626319148374,-0.06483379142810877,0.04397270414738717,0.39196878416457964,0.037312846220289915,0.08800249934794993,0.10844044148517877,0.003062287972611851,-0.2966680309953251,-0.44068708482785224,0.43224653276651875,0.296624345555306,0.2618422318282896,-0.30075821121698265,-0.19013633435072688,-0.17030391387407684,-0.08956576818185752,0.46283291579479535,0.3562567124844744,0.2739970285888408,0.30507952626958856,0.07508769595952176,0.1358918911239106,-0.28356804564948135,0.3553832036433997,0.49174722241747215,-0.038738779223747265
