,Supp_Motor_Area_L,OFCpost_L,Precentral_L,Temporal_Mid_L,Paracentral_Lobule_R,Cuneus_L,Cerebellum_6_R,Frontal_Sup_2_R,Cerebellum_6_L,Cerebellum_3_R,Cerebellum_3_L,Temporal_Sup_R,Putamen_L,Thal_PuM_R,Thal_IL_R,Cingulate_Mid_R,Thal_VPL_L,Cerebellum_4_5_L,Cerebellum_8_R,VTA_R,Amygdala_R,OFCmed_R,ParaHippocampal_R,Occipital_Sup_R,Vermis_8,Thal_VL_R,ACC_pre_L,ACC_sup_L,Thal_VPL_R,Parietal_Sup_R,Frontal_Inf_Orb_2_L,Raphe_D,Thal_PuL_L,Rolandic_Oper_L,Thal_LGN_L,Precuneus_L,Vermis_3,Temporal_Pole_Sup_R,Frontal_Med_Orb_L,Vermis_1_2,SN_pr_R,Vermis_10,Pallidum_R,Caudate_L,Occipital_Inf_L,Red_N_R,Thal_LGN_R,Olfactory_L,Thal_MGN_R,Thal_LP_R,Thal_IL_L,Thal_PuI_R,Cerebellum_4_5_R,Occipital_Inf_R,Cerebellum_Crus2_R,Occipital_Mid_R,Temporal_Sup_L,OFClat_L,Cerebellum_7b_L,Vermis_4_5,OFCpost_R,Thal_PuA_R,Thal_AV_L,Lingual_L,Insula_L,Parietal_Sup_L,Calcarine_R,N_Acc_L,Frontal_Mid_2_R,Cingulate_Post_R,Hippocampus_L,Postcentral_R,Cerebellum_10_R,Frontal_Inf_Tri_L,OFCant_L,Temporal_Inf_L,Hippocampus_R,Calcarine_L,Temporal_Inf_R,Rolandic_Oper_R,Frontal_Sup_Medial_R,Frontal_Sup_Medial_L,Thal_MDm_R,Postcentral_L,Occipital_Mid_L,ACC_sup_R,Rectus_L,Cerebellum_10_L,Cerebellum_7b_R,Fusiform_L,Insula_R,Thal_PuL_R,Heschl_L,Thal_MDl_L,Frontal_Inf_Orb_2_R,Lingual_R,Parietal_Inf_R,ACC_sub_L,Thal_Re_L,Vermis_7,N_Acc_R,ParaHippocampal_L,Putamen_R,Red_N_L,ACC_sub_R,OFCant_R,Frontal_Inf_Oper_L,Raphe_M,Thal_LP_L,Thal_MDm_L,Supp_Motor_Area_R,Vermis_9,Temporal_Mid_R,Cingulate_Post_L,Cerebellum_Crus1_L,Frontal_Mid_2_L,Thal_MDl_R,SupraMarginal_L,LC_L,OFCmed_L,Fusiform_R,Cerebellum_Crus1_R,Thal_PuM_L,SupraMarginal_R,Cerebellum_Crus2_L,Thal_Re_R,Thal_PuA_L,Olfactory_R,Frontal_Inf_Tri_R,ACC_pre_R,Paracentral_Lobule_L,Rectus_R,Temporal_Pole_Sup_L,Cerebellum_8_L,Cingulate_Mid_L
Supp_Motor_Area_L,1.0,-0.14104419925410439,0.7815225961880223,0.17616606266878143,0.5857773038653921,0.26693739278158,0.12387731163402714,0.5324932909072859,0.06788141475394976,0.5623112753180312,0.3076127597670326,0.2717580657925913,0.07145899503518144,0.2955155011270243,0.26686544615509955,0.5698354462251709,0.5301908283273735,0.3376351979727224,0.603671270234973,-0.01295984416442121,0.12281091793940832,0.13035587520219383,0.3097384634896843,0.2953706717647854,0.24295607506376327,0.28401450882966367,0.005816804695443549,0.28029848787604,0.5573350977815754,0.5210569407501568,0.05453004634734835,0.20045501047393696,0.3888091266383184,0.12049485373737401,0.30643470797464717,0.6193316226618989,0.5029858654388085,0.028257476345530944,0.018076048696490217,0.0014300861061661428,0.18118543189290595,0.1376991666629001,0.16552388290258735,0.265143203030839,0.19009365221353414,0.18915063141778218,0.3991909833838705,0.02403750308128742,0.19435116381377293,0.24027949810688604,0.41605479004604523,0.5394500981005727,0.6130628821547833,-0.12183732523463142,0.4002131243659052,-0.0015140613338362244,0.292910814619071,-0.007590633196074549,0.4160224117662377,0.21021221784906863,0.1013844455024545,0.2830276895455687,0.260707643199437,0.13109211949090457,0.12958464712738146,0.5105326906887878,0.25030337001443603,0.048065280900138244,0.45634238157812107,0.5061543701733766,0.51842905867141,0.6779596571566291,0.20066227849827417,0.4502241959460414,-0.15734819914393489,0.22981361513314583,0.38684617355400575,0.18063011839102716,-0.030431606287243007,0.03905913240557986,0.29301258232319244,0.33832624607329254,0.3308460138222781,0.741188240006051,0.062002464828318705,0.17376879456670138,0.22342423360360103,0.3507173404728697,0.29719442978985194,0.34084585573622067,0.39058768503235974,0.18775393155377396,0.6200461740972414,0.2757732160286907,0.07179061652662858,0.21708521076567888,0.4780034528823215,-0.10954815832320396,0.14624361005524553,-0.0027542461731764924,-0.029582359533071995,0.41927329466002555,0.1741089154021278,0.34213917687803347,-0.13714990378680983,0.06707186244233468,0.3372207426221858,0.21601528082157537,-0.08501035286271431,0.29743600516642427,0.9081067094735118,0.0677630202508366,0.18559009103427812,0.5997061148414605,0.19444608793954363,0.6580037865869008,0.04695758491281828,0.5337384071887147,-0.30335198477719005,0.09715629905211244,0.1853291354855276,0.20884655423971007,0.48402998847272827,0.5438030271960456,0.08300265267290487,0.18307414168324646,0.31187064372151907,0.08869776467373972,0.4940112856646364,-0.11496456531648606,0.7057966761638842,0.0342453366633096,-0.0059444559256473534,0.29607517063525873,0.5457017861305988
OFCpost_L,-0.14104419925410439,1.0,0.075233642280335,0.26804215719323543,0.3241192486816431,-0.07045447088816595,0.03768957675982943,0.4980303701384039,0.15469784592386746,0.24833358076112044,0.12673147098862317,0.2559865624905672,0.6455835105366793,0.05530194828676142,0.5873622176587157,0.4103686522479744,0.1718267167834056,0.2821034956724366,-0.041792566827422384,0.17484059090492993,0.1683243423737565,-0.11951215582464518,0.4431903611765512,0.05481615778409345,-0.3854707957461225,0.4517344519463319,0.43224653276651875,0.590214034064508,0.2844181526387769,-0.12951665821925426,0.8100696714550394,-0.14789046905379052,-0.11847311419517594,0.6611830560682884,0.4827671637323811,0.08026906054032126,0.40440448940000423,0.10796365820353397,-0.04241631675754861,0.15690475987225638,0.18821189233173494,-0.07089065189253917,0.4379713685715069,0.5577148140150288,-0.08584262283291069,0.38762246392910193,0.3114849470013715,-0.12562014971919466,0.2904707208125044,0.05079250865629891,0.3548449358209285,0.12324434808899193,0.1763077716647333,-0.05573925630150594,0.19807885518966475,-0.20935352670251894,0.48594640850357007,0.20073482923010133,-0.06444074809739746,0.05645241677202017,0.38418582846469335,-0.018727815683745225,0.4619597216938933,0.20201911790414062,0.7411782157222843,-0.2032074968008497,-0.030798111875290867,0.313353409077431,0.5520841619940594,0.19687128178875413,0.4320165142924249,0.29347009877355124,0.10761507694253407,0.4964343586111191,0.6730959123392866,0.2146621401609426,0.44020428039262616,0.05181640877899487,-0.003390544611879053,0.1871989748101839,0.6489049384670041,0.6851366086786117,0.32662671070881005,0.20768492906663172,-0.14325662409813966,0.5052019850884185,-0.23465782948152625,-0.2242966275476238,-0.5327974620337144,0.42507486268840955,0.5030426066163464,0.19326335167119452,-0.0348597073653896,0.2585944919616617,0.5623661816625629,0.12557923067439938,0.13071352256882218,0.03162831991099737,-0.028205070093957625,0.0007145102115887228,0.2508275870689236,0.45868519347818765,0.6114255160868548,0.07788235018686376,0.24496216761599945,0.01949940474762886,0.6074741337224416,-0.19500377669342223,0.014842695647906815,0.25195207488166727,0.04214221903293196,0.35269495870573475,0.2764216965332691,0.13185233990883435,-0.23901016476471904,0.3341676654259947,0.13110337655332374,0.048037105152515816,0.2984844052357167,-0.09956057972017782,0.3490068984447276,-0.03778195245931417,0.3258759255046761,0.10115196373631882,-0.1817762585885839,0.04625623838820579,-0.14332549680995976,-0.06941647816394765,0.44019031653222546,0.7132199805880381,0.1337528486460178,0.37076381938409064,0.11052999632182389,0.034754341962873574,0.43369545045066427
Precentral_L,0.7815225961880223,0.075233642280335,1.0,0.3145703466872589,0.7167889206834557,-0.004147425265731219,-0.007138815719964671,0.4984053846771022,-0.07295611268460044,0.4542475281711223,0.34569404952937,0.5224411153076702,0.37056164678259046,0.16611068291428954,0.4763424778246534,0.5951110813026007,0.6599672688899213,0.3809454575749977,0.279710705196999,-0.062430850255402834,0.23881084617125867,0.10388100651517751,0.5089617790362828,0.2543324858400111,0.01914217306178197,0.3849431017485376,0.2069765923601939,0.542488385887458,0.5037908346969934,0.42920678326350487,0.2813841112034438,-0.07712249094038867,0.4866629309999904,0.3813088264715056,0.3786011291366611,0.6544507997116029,0.7093298780946182,-0.024181170742054812,-0.08882824269314767,0.05995972821423008,0.40270533285480536,0.003026222946272648,0.4583419051293178,0.45975644753748907,0.050217542244419336,0.15182563752439426,0.5850405457370111,0.03263215220242312,0.3379962316621873,0.3629213383465486,0.6213296826130323,0.3550708140517242,0.6440988788733558,-0.10341353672390667,0.2582306110945504,-0.024498445055060727,0.5529048082172923,-0.16020050579370743,0.21796148884054647,0.19419579884674001,0.28236338713268344,0.16400708571326797,0.5278921785717544,0.24013819412222845,0.3103783828867149,0.4901563576011911,0.13538297614606826,0.25086637491537156,0.645757638034872,0.5757007630058544,0.6865409396031652,0.8434154534562059,0.3837815153839037,0.7124890203932428,0.10938549058143215,0.2933268621237596,0.6211174113294662,0.04639553405479994,-0.10093851400727549,0.21448861472890962,0.3615721762006723,0.4850417451446867,0.4755431341587833,0.8822443978738328,-0.004879139956583399,0.3439822250493295,0.14502830535438377,0.3498141840666271,0.20626235119203026,0.48788516310381524,0.4296391937029252,0.24820229941732846,0.6031802639005572,0.41446973818142463,0.3400296981467553,0.3146686066217672,0.3852949581548571,-0.16272061936166224,0.22509037929396827,-0.17833395261092683,0.05489591755421499,0.6381896070525526,0.5053491395337993,0.3601467361266104,-0.03662861072126133,0.036049869262149,0.6194878549202048,0.08135477854124319,-0.173700658035377,0.29003728341023954,0.8270215723248145,0.16530605839124374,0.35165228975724355,0.6591272355423622,-0.016187596880967804,0.8295419029634648,0.07273862665188983,0.5436715359552909,-0.15724844869259577,0.028870265419260653,0.22307790620043771,0.07352502255487803,0.46253951334845644,0.6044876375026006,0.009446285159512577,0.3235419719748069,0.06999382470098921,0.13496647637597226,0.7505480519788026,0.19573651414447346,0.8619375609951394,0.09635533574869462,-0.11938473244713292,0.01616768516812978,0.5730194048312008
Temporal_Mid_L,0.17616606266878143,0.26804215719323543,0.3145703466872589,1.0,0.2238590363816805,0.28096717515424213,0.436932749540011,0.17230094925133022,0.506337027083256,0.04836048187999049,0.7115453298098601,0.3936904842667254,0.2746580748808687,0.12939193388837794,0.31646793377422655,0.45369381741772224,0.44236442363554085,0.6924521670006338,-0.04665945660155046,-0.023785686558030164,-0.22165429962475425,-0.1039277333900796,0.05586988145823787,0.3279546172936425,0.23249491611817535,0.19149827050060997,0.10896030782544626,0.19866778370614208,0.273242549829885,0.2952529769613489,0.2635270048070536,0.044215666793601276,0.3963909841545066,0.4014099656233161,0.5550187976403556,0.3938923994809539,0.40855296682362596,0.3506509677025224,0.08160731983929155,0.4603640870734841,-0.008705321597560794,-0.21096990749581718,0.09158455134992889,0.19676622038181352,0.2817957570948124,0.09034742261646063,0.44516798980424416,-0.09407024035441477,0.34889419586841613,0.15270048671054615,0.5136009141274721,0.24189984173562254,0.6036617667869855,0.16216562465007142,0.10302403972238987,0.3832631455434099,0.5892660791478411,0.1998223458022947,-0.06199333533650212,0.6395790376478356,-0.13420652635018718,0.3180272592012252,0.11605705892145386,0.7135575959574884,0.4038567223159269,0.47704548056417856,0.5045138656134345,0.2001934519323764,0.10036618795706528,0.36352085473456425,0.2970239483279041,0.39867861136277916,0.3014853082389041,0.2645182941063697,0.18081453370996162,0.6432352235652729,0.092273514201209,0.48881270885264233,0.14907233466220135,0.42815302282023815,0.12858035249018213,0.211186243314017,0.0078096461822360205,0.38633415197423704,0.5273364130184507,0.13368922887313653,0.0037584234393768148,-0.25762427001343,0.23501065504491986,0.6130532421652005,0.2542140764139534,0.3810188349480241,-0.0714030810659579,-0.020506904932808153,0.007050892662568244,0.6914423122104311,0.17592891175445047,-0.07263242683331096,-0.22439665545087728,0.2991060505536181,0.021541822312927922,0.17675565587610254,0.21615643208392932,0.3223515757933786,-0.055735468630060826,0.032788187119162565,0.3477752946665514,0.28613163718164486,0.051170924844117366,0.13556311346672734,0.25387143331742984,-0.22790974279515974,0.48007862942084184,0.3401392913621732,0.2484745334133192,0.2591414121878835,-0.22115474201608878,0.519524594402394,0.35242716186571404,-0.06019620659777403,0.5531115746174865,-0.09731087885382557,0.4159479792648132,0.2923103696084346,0.3412309200465487,-0.06040586556331769,0.25340670174591645,0.11748618761633729,0.19049379242819678,0.1834199345247968,0.4509633392639703,0.053353934887782097,0.11264092655954083,0.25625508264326546,0.5239043163464571
Paracentral_Lobule_R,0.5857773038653921,0.3241192486816431,0.7167889206834557,0.2238590363816805,1.0,0.1416986036772491,-0.01998189991889467,0.5736129801215378,-0.022731964433477334,0.6199088837285083,0.19203876819437532,0.5607637808312212,0.3753372862514888,0.29034505452518433,0.5370326522786467,0.6795040253870963,0.6501005468565288,0.4742205979580578,0.25302719469355056,0.10186448839294608,0.3436930493556372,-0.0008049300440112485,0.5872463929734443,0.49667368849846055,-0.2003522813495411,0.31444720953139177,0.2512430965475432,0.5124372379179176,0.5664278852586558,0.43504747022818485,0.3257861005360019,-0.08734501429254549,0.44769392900477,0.38980490213996283,0.36069317120363287,0.7600902566732736,0.7225180596278794,-0.1439341135791567,-0.05736304471381626,0.11890171426473492,0.27290870592107164,0.11476818611365708,0.38099045527578823,0.4743807114741386,-0.045903228171729295,0.09403446807850095,0.4294139567269352,-0.0964326160584122,0.42579486878214334,0.1357256784937758,0.45938705189030843,0.3996315440756361,0.5822751001227159,-0.09551731645121637,0.29475684024320614,-0.15495288877365745,0.5551768585103274,-0.1301136034734417,0.1210853906150415,0.28469244910641966,0.2733206809239054,0.15413897074200225,0.5418823209683709,0.32365964357692517,0.37088977134006695,0.3952559561276987,0.11932010659988615,0.13449088969920378,0.7279646512493556,0.5358857619237422,0.6856335528083616,0.7936952337195448,0.2733528226782776,0.617238324239875,0.14590351059303983,0.2235526583923954,0.7119686615675413,0.13070528544990054,-0.03595186320520754,0.09628963314369507,0.43890453269643626,0.45392013087147715,0.48587725097254963,0.7566293796957769,0.05722743345157707,0.28978311708705407,-0.09041682145316075,0.14942283133185552,-0.0998986431914305,0.6092394565021964,0.36852457138415645,0.4011207442662824,0.43374778054049107,0.3429640812293642,0.3737612743506031,0.30690437633527745,0.5106900328694988,-0.14374526019127534,0.15448716019612035,-0.11243686350091898,0.1329948574251844,0.6362356542730468,0.4535882022843929,0.12114926938553244,0.05939476128824007,0.08175323309344613,0.6397654847702527,-0.017856742097938534,-0.19135215218279678,0.3043253471423056,0.7748787593411545,0.34417214472001123,0.49196382238104114,0.5991762580255476,-0.08584335111396173,0.712820250814732,0.16379204140669315,0.406199994712395,-0.0243416919839062,-0.16207754340855773,0.2392696405539408,0.19617237741719,0.6332721102319887,0.6147084541559289,-0.2063024491997472,0.2892317592626477,0.1770139258521723,-0.07761395177547398,0.7053569666784636,0.20299926205657454,0.8228606632235598,0.2747542092063517,-0.11922061056107844,-0.007903437164188253,0.5602772748268121
Cuneus_L,0.26693739278158,-0.07045447088816595,-0.004147425265731219,0.28096717515424213,0.1416986036772491,1.0,0.5302910627545505,0.17045504677386075,0.5383470887227539,0.41521776419589773,0.204050715705383,0.013404441431786668,-0.20670291661008555,0.47412275022250117,-0.16991368735532436,0.3138465739512112,0.02259259916209616,0.42339810502048114,0.4375540936533293,0.1802518432744925,-0.22247589857696998,-0.013916827076752522,-0.20701420062980494,0.713902365160084,0.3937714065539453,-0.24492914609115768,-0.30075821121698265,-0.20868962936715046,0.3047511126648683,0.5159065926184679,-0.029071059354428153,0.5118425713105172,0.1809865623713103,-0.18981144119310978,0.07468097069530487,0.43958414602094126,-0.02694519917789099,0.32818304018791067,0.10217301890054682,0.05297766892377685,-0.26373783204090684,0.1581854233415442,-0.22525814404360378,-0.15554335193904717,0.42409497122428036,-0.07587940602544585,-0.1740650864174181,-0.025222460286998507,0.05013145826525881,-0.3063216622767163,-0.03389659259541432,0.5048954885211671,0.372405180166254,0.00024411991776187209,0.4215219311598377,0.22135860718631853,0.02243394306022657,0.4069996183572253,0.23885782654646937,0.49177076863383423,-0.4187201747064455,0.3386214387328055,-0.21832204769701985,0.28147928527173127,-0.022706942102711705,0.5352946148906278,0.688848772818676,-0.09123937050338744,-0.09917639421627873,0.3455298989417756,-0.09589729078707493,0.11282824691320562,-0.146898100168906,-0.10209353415541374,-0.17129892759841184,-0.021401641473972995,-0.2415428994312354,0.6685363514271041,0.24542072998782624,0.026772465513752328,0.03243073486278005,-0.06318498095043808,-0.19671421882277415,0.1718750573873966,0.7137102132736022,-0.27587384440421747,-0.09251129082112781,-0.13358966589605786,0.14368434787454884,0.13379762727263164,0.24430452705847458,0.38318702081000505,0.032365347471094964,-0.33193004914662166,-0.2534531345129625,0.2332822370374062,0.37813657465751077,0.0037085222288023825,-0.00421961679114279,0.4036309366956108,0.009634432386275192,-0.25736281918142,-0.28189519165517596,-0.10335407067888533,-0.0863673146336286,-0.07569393626017211,-0.12765007174115495,0.3549245314831148,-0.013067042662834517,0.1712995816674109,0.2281717994259542,-0.178012283503354,0.2705440461060895,0.3143111222370793,0.3252965603770494,0.024205986383427917,-0.028283533563590705,0.36083956069858486,-0.12823171631096686,-0.19350930601156066,0.27261730591336397,0.2102280487845296,0.2223637685773637,0.31964895568211743,0.1763129447623462,-0.12900781793393298,0.4370506533848968,-0.04617763465645799,-0.11279767752078053,-0.26832871583684514,0.1322347134752672,-0.07898883744060099,0.10422206739812583,0.5129204754460859,0.2631581523815737
Cerebellum_6_R,0.12387731163402714,0.03768957675982943,-0.007138815719964671,0.436932749540011,-0.01998189991889467,0.5302910627545505,1.0,0.15659510608237068,0.905610294748666,0.05441702317844493,0.6035566395897958,0.27169608592866995,-0.19388980975363299,0.26762531909335047,0.017474174251215797,0.36177276241812834,-0.008741393681187004,0.6511009176623901,0.10702266978858223,0.06868412168658276,-0.6498568720148359,0.003443299213909934,-0.29961130852814033,0.3149499051080871,0.5554579402837541,-0.1784863153118478,-0.38203163105208027,-0.21037165280864545,0.14970488247452776,0.24174485328089007,0.09321308010074801,0.48268301970285393,0.042267264828294314,0.03976584524807943,0.40237082224824305,0.29558765462224473,0.06916323247383892,0.7858738439250966,0.06845484877179664,0.4259666957389525,-0.3270228067011365,-0.3064144691906608,-0.11357031004483692,-0.25390764582755476,0.516033698827128,0.24772569421135726,0.11100454488644158,-0.2018722562870222,0.14416655524433897,-0.126114002862581,0.2314693352601912,0.18285549502473253,0.5304244182782754,-0.015923876760444933,0.4745479581639747,0.5334517997380435,0.06594098911990495,0.7712235319767625,0.10788150891226898,0.7288988191272854,-0.5419004480630247,0.271598331590812,-0.26762109491020813,0.6471555801862326,0.0814374934783031,0.3423775955936808,0.7169354526847367,0.08814422430436712,-0.2326862356541299,0.409933232982381,-0.2010522893286311,0.12178305399858062,0.13380684687808805,0.0025628872283128966,-0.17221230681010918,0.35669582094048474,-0.38217070903707234,0.7197923002533356,0.2689359364201297,0.5160448792747021,-0.027413454466727254,-0.04891261150633768,-0.32564620700109004,0.08042002786828939,0.5739055365829552,-0.24638229490967106,-0.02494602588809311,-0.38016552643398277,0.209756812849369,0.23414982563370346,0.3808423052501138,0.37551550146100793,-0.2794753436751635,-0.4192219000021319,-0.12732170640456994,0.6384036597312018,0.31115051370930463,-0.0760729949305401,-0.24745049055339363,0.4693462937227294,-0.1948248563506601,-0.28921296734908586,-0.17663684474591293,0.20291166864137755,-0.09266315816749846,-0.11855435359620446,-0.14179505402887327,0.5266491659539974,0.31683631571906656,0.08367570921740676,0.030483206143307986,-0.36402227908414836,0.4072999182512091,0.30639673077374907,0.47173674546962163,-0.07557252969979696,-0.1897914624351764,0.3524919423815931,0.3626719626444403,0.06454199031630212,0.7385208597576935,0.13247621237298046,0.1419215015609767,0.31923252979125494,0.5237799713805361,-0.1593072858688607,0.27027771798969613,0.28355134326739917,-0.1004231863500865,-0.1445969239841706,0.09577899761419777,-0.05849356882989365,0.4638885200117153,0.6192410759774806,0.449117533080927
Frontal_Sup_2_R,0.5324932909072859,0.4980303701384039,0.4984053846771022,0.17230094925133022,0.5736129801215378,0.17045504677386075,0.15659510608237068,1.0,0.1995316243256444,0.5973924085229986,0.35199252631840966,0.37554905824835233,0.4488026249004245,0.38311420039569827,0.551288073928344,0.72852249484749,0.37701003107982567,0.46688257802222066,0.5141272303615445,0.23022287058923604,0.17860865899427983,0.1670140282339856,0.5518612407855007,0.19748259802266183,-0.06320665940540275,0.5160524863148962,0.2618422318282896,0.5302178356818867,0.6717604614802256,0.24723551648352746,0.5217417003940863,0.1346692602513616,0.11083570464591638,0.5070378949814424,0.47508156305091614,0.41309796743167215,0.6030477754546394,0.18587627865137435,0.05934389856905421,0.051718580581253094,0.2220717791824764,0.04301752221174747,0.3551561633634689,0.5454149571929447,0.031541187559504615,0.528244483191247,0.4173095884352013,-0.14174261868334645,0.36199394869772145,0.08747972674790255,0.3998710646900344,0.3652934402690856,0.5281036523656154,-0.07335856761170112,0.35941715337120583,-0.09892429613397177,0.42865679540360396,0.23329718034381292,0.34600229365598667,0.1709754991779403,0.2695072373546323,0.19527789566866172,0.4780552867010512,0.24527038253495168,0.5622276575302961,0.16063862040565952,0.18235946890212104,0.20274874930989584,0.7246706329768908,0.4755457013374118,0.6145473834652563,0.6797342395107736,0.04085484753698975,0.5703955938639131,0.2072834360229345,0.22566399771882395,0.5556666358402763,0.2348649046020797,0.08679201685613283,0.22365045894900196,0.7946190128076174,0.8225712702625312,0.5492312594521015,0.5949054857305938,-0.1546129151514573,0.5218975592758553,0.0038299906635123394,0.10956042153566614,-0.19535627224824814,0.47535379639399317,0.6513513675603637,0.3078903968508983,0.4844389427270685,0.35670370421749864,0.4977664284529054,0.20635617719254037,0.43769935656607484,-0.0993078716225178,0.14592407196436308,0.02705047127428221,0.1847836097487506,0.49419718558068565,0.5156941741401058,0.15424668792813684,0.13440346563177005,0.06960742152786532,0.5808373896353102,0.13430371822405257,0.0013704264339770363,0.4668052621336239,0.566348768194904,0.29812779358593305,0.3884014706702913,0.5274157306496152,0.029902342279198905,0.651860968234955,0.2895797770672387,0.2639584441976294,0.015515812374977383,0.03160858367829361,0.41550901687035013,0.15159008205286298,0.5090366959189512,0.46957634795788933,0.03895541039008835,0.07577764259717057,0.09929716072705654,-0.07909097042851178,0.6546704242170517,0.4048252442281657,0.43202489484569856,0.15731850910879452,0.06395972499854063,0.40475502621285997,0.7202273165031292
Cerebellum_6_L,0.06788141475394976,0.15469784592386746,-0.07295611268460044,0.506337027083256,-0.022731964433477334,0.5383470887227539,0.905610294748666,0.1995316243256444,1.0,0.08988431341105639,0.5987107241996609,0.18874581006891122,-0.0502557046743316,0.39238161041878344,0.0766558260683886,0.39624782632205036,-0.02756771592921051,0.6574657881193012,0.13169251021947162,0.17932869094984433,-0.6484815543149126,-0.04300539186605203,-0.27247491647165206,0.3102634017343563,0.4849149795084291,-0.12651406842383056,-0.36807635700241803,-0.16591784227785267,0.1842850073639302,0.22156318187677349,0.12491861668171504,0.5129730377088874,-0.0027060298682349843,0.1370638023589649,0.4271463657566032,0.21638934899082787,0.04810897542537438,0.7365278494496669,0.016218304848066793,0.5495167523347586,-0.3589554567618652,-0.1819731652587536,-0.06575902413002603,-0.2384984544827187,0.43828135447969074,0.3069105745743396,0.07783971032492103,-0.11689001222830364,0.15244598827232572,-0.20713239385629922,0.1708590704804296,0.2399584047745504,0.48237128146144637,-0.044886617336357446,0.47769794342717165,0.48429989858209754,0.16662764455651857,0.7181541747368234,0.0902821036112826,0.736508845513253,-0.4966882020680772,0.3227317048221593,-0.2916480927075845,0.6436637345233301,0.223361851852121,0.28727407094767476,0.649088175329477,0.0720682806826688,-0.23314487630824457,0.3542194383819981,-0.1778404126654462,0.10834893297071002,0.06853303853778503,0.027100232998177452,-0.04426197186209777,0.44948445031618756,-0.3782231867631179,0.6947649733477986,0.3059001967515269,0.4718249344337308,0.06314626786104734,0.005335731946173222,-0.2519131996432298,0.07402481970386281,0.5753289356997948,-0.24525340704286874,0.10326885454586726,-0.543045917763039,0.13346729809064548,0.22125619058276427,0.37313504183539287,0.41742493307839057,-0.2852549491325634,-0.429844129074758,-0.186193012986682,0.5918978494797263,0.2671458609064027,-0.09864671055740967,-0.3223729536635354,0.6691968840038636,-0.2101220098406025,-0.2767679329271588,-0.13361907674930865,0.1106583340921579,-0.05547844956018581,-0.09907624352269213,-0.0842099853487728,0.4839012268096198,0.45945786340609585,0.22959433282816963,0.009202156569884016,-0.32440063824919013,0.30936338909339667,0.21453221196466263,0.40892776669729236,-0.07506534080923197,-0.11098457902265874,0.35950698007374454,0.4063721410657401,0.038684179996665555,0.6343108435210506,0.06653683390350595,0.16378939763751044,0.23512474281840182,0.48050935482841817,-0.16148448549165406,0.30009122907399305,0.29068092434116516,-0.12988264202155095,-0.11278039177327924,0.044167881370534644,0.032426583566474654,0.3646180756536531,0.6916088085855002,0.4711941188399716
Cerebellum_3_R,0.5623112753180312,0.24833358076112044,0.4542475281711223,0.04836048187999049,0.6199088837285083,0.41521776419589773,0.05441702317844493,0.5973924085229986,0.08988431341105639,1.0,-0.01281005429926085,0.008810076196967337,0.1571075331149835,0.5476771807388664,0.42765780446691376,0.4831053367652874,0.4258908839772611,0.27753891446919216,0.574236792176233,0.3970609907061059,0.33254301777972584,-0.0495494049605949,0.25434218869593855,0.49399704860142263,-0.13740637799923627,0.16055657760202052,0.09521709065151206,0.31298619062258193,0.6862494798553835,0.31524330841049547,0.223577077862821,0.34407749851336783,0.2121144711710378,0.24705960536451305,0.2467964951542399,0.5133086943909585,0.42398446200824713,-0.20266969399950582,-0.0285040550402452,0.006452634075531981,0.07459099330799017,0.4297917480929322,0.036563112855609696,0.3315415566608396,-0.1303088554423833,0.1735713410657141,0.044214877764578685,-0.09986311633384984,0.29043263938626934,-0.1432448087579066,0.2758142180267765,0.7544044546467141,0.384294387620125,-0.23875705130104155,0.4765425904361228,-0.4220211686500795,0.36612749745811807,0.10384620799358381,0.29678786384053496,0.17560600734979,0.13715551751818153,0.08211971134881212,0.40910378725698954,0.06011105788077571,0.34605072439177864,0.2490570818108749,0.2320026031669126,-0.16267210050136283,0.5316938525672599,0.4290520122775496,0.4830386682742588,0.47350423882330617,-0.2209000591899049,0.47601397330562645,-0.0010273214613331163,-0.08003425117457048,0.4407987438906367,0.2403674418243725,-0.1482233918424747,-0.35251391708718244,0.4643549640456642,0.37762842027627613,0.32203583095219723,0.5812061004383939,0.07980355508652141,0.10311449108121196,-0.1749326545678889,0.03386022320963555,-0.17654482949687667,0.3331032388243952,0.38615260025395376,0.3886031407760254,0.4653525586132657,0.21039189361176078,-0.0012562104137592233,-0.05800495966105818,0.2997058035042266,-0.11102739040326977,0.20951134321214232,0.07500309804829101,0.06101408303515957,0.35537346169752315,0.11465999466512698,-0.1395971823196286,0.13736701036117757,0.027544031169530116,0.4563173529437017,0.1298386633894303,-0.10806496897397366,0.4374812214098418,0.5989773759033556,0.3730347759967368,0.12323324698635062,0.445407153660642,0.09388302569543464,0.5177995033541429,0.2710176372061969,0.45342207768838233,-0.1304160540446825,-0.11871373351978103,0.1050853035068461,0.33147686943943,0.6104907289151706,0.2847362165689509,-0.340520775476731,0.1230748849915005,0.2925109585964916,-0.22393344899954076,0.36576051036753116,-0.013221725122033005,0.43233623409268174,0.11996261501227923,-0.09601911502571886,0.27236462834315595,0.40020459724699725
