,Caudate_R,Cerebellum_3_R,Thal_MDm_L,Frontal_Med_Orb_L,Caudate_L,OFCmed_L,SupraMarginal_L,Olfactory_R,Postcentral_L,Thal_PuI_R,ACC_sub_R,Cingulate_Mid_L,Thal_VA_R,SN_pc_R,Vermis_6,VTA_L,Occipital_Sup_L,Thal_AV_L,Parietal_Inf_R,Cerebellum_10_R,Cerebellum_7b_R,OFCpost_L,Red_N_R,Fusiform_L,Thal_MDl_L,Thal_MDl_R,Cingulate_Post_R,Cerebellum_Crus2_R,Raphe_M,Thal_LGN_L,Thal_Re_L,Frontal_Mid_2_L,Postcentral_R,SN_pc_L,Lingual_R,Heschl_L,N_Acc_R,Calcarine_L,Olfactory_L,Thal_VL_L,Temporal_Mid_L,Thal_VL_R,Rolandic_Oper_L,Paracentral_Lobule_L,Thal_VPL_R,Hippocampus_L,Cerebellum_6_L,ACC_sup_R,SupraMarginal_R,LC_R,Cerebellum_9_R,Precentral_R,Precentral_L,Frontal_Med_Orb_R,ACC_sup_L,Cerebellum_9_L,OFCmed_R,Vermis_7,Thal_IL_R,Red_N_L,ParaHippocampal_L,Parietal_Sup_L,LC_L,Thal_PuL_R,Frontal_Inf_Tri_L,OFCant_L,Frontal_Sup_2_R,ACC_sub_L,Cerebellum_3_L,Fusiform_R,Putamen_R,Thal_MGN_R,N_Acc_L,Cerebellum_8_R,VTA_R,Vermis_4_5,OFCpost_R,Frontal_Sup_Medial_L,Temporal_Inf_L,Thal_PuA_R,Cerebellum_Crus2_L,Amygdala_R,OFClat_R,Pallidum_R,Rolandic_Oper_R,Pallidum_L,Frontal_Sup_Medial_R,Occipital_Mid_L,Cerebellum_Crus1_L,Angular_R,Thal_MGN_L,Precuneus_L,Temporal_Pole_Sup_L,Thal_LP_R,Vermis_9,Thal_PuA_L,Heschl_R,Cuneus_R,Calcarine_R,Cerebellum_4_5_L,Thal_PuL_L,Supp_Motor_Area_R,Insula_R,Vermis_10,ACC_pre_R,Thal_AV_R,Frontal_Inf_Orb_2_R,Thal_LGN_R,Thal_LP_L,Rectus_L,Thal_IL_L,Temporal_Mid_R,Occipital_Mid_R,Occipital_Inf_L,OFClat_L,Thal_MDm_R,Cerebellum_10_L,Temporal_Sup_R,Thal_VPL_L,Thal_PuM_L
Caudate_R,1.0,0.38259157151584594,0.47915127141711505,-0.14556298350158717,0.729650587734787,0.03000168230777894,0.11096103615746986,-0.09424028243551484,0.5205035271588195,0.1478688551037876,0.19758148898748504,0.40623584757996783,0.6225042444072405,0.2267046679706906,0.6240774890257855,0.33659392616909906,-0.5212818163080654,0.677484544316815,0.09565703788862835,0.08226667146878064,-0.29302651835077864,0.5150150949754423,0.4555901740488982,0.3131081717020162,0.6472414941979431,0.4351125031938658,0.32965373736955284,0.023355991149235783,-0.160200426543783,0.38311457987698144,0.2727316161186742,0.7201757603745055,0.5122286892953021,0.3345756146940849,-0.07550362410693598,0.5595807770367741,0.2574760152924321,-0.09718314750442304,-0.0031015730818605074,0.5824739569302076,0.009703672278647558,0.5704247191876883,0.5739896319554454,0.335917550456334,0.5468853165336549,0.7652507118992858,-0.2645221358173438,0.632408805024705,0.18030797179483482,-0.29989136706285063,0.5673127723621336,0.6018153320076566,0.502971680185844,-0.23277219081885886,0.718624149858266,0.5777801199579577,0.179059983575937,-0.3101388175528101,0.7081154424298438,0.08696622415657906,0.7698304338760557,-0.14522960712272295,-0.024989941213745027,0.015454575051048131,0.6653348659103469,0.5199376286067123,0.617664831832016,-0.13046219827368788,0.021594572426435237,0.12192997512987935,0.7626392731437381,0.34198445714071096,0.20825328217373507,0.16865883815109495,0.13009929434945425,-0.2190693207486884,0.6647509243687115,0.7319903314687538,0.07186183102702548,-0.13109929668049713,-0.2473975168153222,0.5491280919875344,0.41301123924437855,0.5738764959896857,0.010504317050470637,0.7497842921893874,0.7056078570966433,-0.43216856584338625,-0.2920980092910525,-0.12478713358353917,0.2947009763411365,0.202495430478171,-0.1529183542334371,0.18478752625048356,0.5089699928408589,-0.17510422032839632,0.5613392741797208,-0.26562549252018897,-0.14738234907567374,0.025588116107501193,0.021589797748770952,0.39878115738788167,0.558119210518975,0.0965123235818063,0.597005065935441,0.7889785169978842,0.6102928426222629,0.5408771734523774,-0.06695558252941754,-0.014960029655494823,0.45085638000053513,0.10465844696023961,-0.39973504245292074,-0.2135437479139522,-0.15762695433169704,0.7050850369834742,0.3509759722241756,0.26468745898643914,0.4590754755551038,0.35952991344297547
Cerebellum_3_R,0.38259157151584594,1.0,0.4374812214098418,-0.0285040550402452,0.3315415566608396,-0.11871373351978103,0.45342207768838233,-0.22393344899954076,0.5812061004383939,0.7544044546467141,0.13736701036117757,0.40020459724699725,0.08944130429345261,0.470999267525171,0.2998367675339379,0.14163937116900852,-0.029938545772014692,0.40910378725698954,0.2997058035042266,-0.2209000591899049,-0.17654482949687667,0.24833358076112044,0.1735713410657141,0.3331032388243952,0.21039189361176078,0.2710176372061969,0.4290520122775496,0.4765425904361228,0.1298386633894303,0.2467964951542399,0.20951134321214232,0.5177995033541429,0.47350423882330617,0.40694297835297055,-0.05800495966105818,0.4653525586132657,0.06101408303515957,0.2403674418243725,-0.09986311633384984,0.27548041500618725,0.04836048187999049,0.16055657760202052,0.24705960536451305,0.43233623409268174,0.6862494798553835,0.4830386682742588,0.08988431341105639,0.10311449108121196,0.2847362165689509,-0.23768079465846564,0.5588806160734109,0.6900807754061972,0.4542475281711223,-0.3457447025244326,0.31298619062258193,0.6212437020083292,-0.0495494049605949,0.07500309804829101,0.42765780446691376,-0.1395971823196286,0.35537346169752315,0.2490570818108749,-0.1304160540446825,0.3886031407760254,0.47601397330562645,-0.0010273214613331163,0.5973924085229986,-0.11102739040326977,-0.01281005429926085,0.1050853035068461,0.11465999466512698,0.29043263938626934,-0.16267210050136283,0.574236792176233,0.3970609907061059,0.17560600734979,0.13715551751818153,0.37762842027627613,-0.08003425117457048,0.08211971134881212,-0.340520775476731,0.33254301777972584,-0.06565071771834781,0.036563112855609696,-0.35251391708718244,0.1514722696048641,0.4643549640456642,0.07980355508652141,0.09388302569543464,0.15827710811808066,-0.04999730428419474,0.5133086943909585,-0.09601911502571886,-0.1432448087579066,0.3730347759967368,0.2925109585964916,0.6538732820218615,0.2605427563665446,0.2320026031669126,0.27753891446919216,0.2121144711710378,0.5989773759033556,0.38615260025395376,0.4297917480929322,-0.013221725122033005,0.3758217386171547,-0.0012562104137592233,0.044214877764578685,-0.10806496897397366,-0.1749326545678889,0.2758142180267765,0.12323324698635062,-0.4220211686500795,-0.1303088554423833,0.10384620799358381,0.32203583095219723,0.03386022320963555,0.008810076196967337,0.4258908839772611,0.6104907289151706
Thal_MDm_L,0.47915127141711505,0.4374812214098418,1.0,-0.15374940587672664,0.02053840871686322,-0.022389301266560656,0.3429276891833736,0.14306416105459088,0.40586955073010256,0.24116252878790714,0.15185394775389638,0.41574185969016164,0.13611534144509363,0.6083739897541565,0.2255451248462747,-0.057515664331269804,-0.12413289339355085,0.20810631884375264,0.11851246592484951,-0.18593432306749597,-0.16393532235193575,0.25195207488166727,0.4488945754718795,0.020370795318063455,0.14204658020734784,0.7141774756287262,0.31394900173352536,0.22998737061274457,0.10731521386842402,0.2872319758095943,0.10058315330762899,0.44263177050877184,0.30940483900315374,0.6189874045182093,-0.027796398932670406,0.33294960257658773,-0.021991686551758448,0.2028227855527666,0.13564837813342864,0.16116963176409338,0.13556311346672734,0.05744307634107483,0.30042055486410124,0.20538369550504063,0.5692997305898836,0.3528270132858912,0.22959433282816963,-0.028664494970374196,0.08372881500531122,0.19431916440943497,0.29855014302171307,0.3523267111415907,0.29003728341023954,-0.11251791559435582,0.3490854094746915,0.2902981716873892,0.17204331678670226,0.2306932373580486,0.491015599221042,-0.2778078289337041,0.2775956295761205,0.005235870414253226,0.008487788438160603,0.40266942538015565,0.3219086430936144,0.2921285220658499,0.4668052621336239,-0.18537154676412554,0.09349976641319982,0.1510899626803026,0.31589473814866437,0.14285629881075187,-0.008712716053755232,0.18440813451787763,0.44015670728509493,0.1695975610749371,0.14580099960836995,0.37848534455389554,0.12056791927307992,-0.1613241406409445,-0.18387086296709493,0.1121193781535971,0.14896626787348022,0.2909687477649959,-0.007942278407998257,0.18587740004689227,0.5808481311121888,-0.02678179525596799,-0.21307141795500384,-0.050755263885315996,-0.198087032233189,0.23486975640345603,-0.3001325549839304,-0.37759141274253005,0.2659927897654066,0.09307859817227412,0.48894393490675003,0.014216636237822381,0.24501842585315983,0.15132238955568691,-0.10015532942504146,0.3169824847576867,0.45732136466789375,0.2575321785268818,0.06836608295552424,0.34092494707132986,0.06917214622547922,0.2212564217566481,0.5222222796644763,0.20767412414240324,0.21548129878025826,0.06665918119655939,-0.2268146562680249,-0.090841249363624,0.06548922728830672,0.43674018488802796,-0.06415192926204924,0.04044807301604854,0.3645007858775382,0.14538593817172155
Frontal_Med_Orb_L,-0.14556298350158717,-0.0285040550402452,-0.15374940587672664,1.0,0.06145913108447423,-0.06212449526486056,-0.13932780962589777,-0.1972353780873761,-0.09020592633048942,-0.00349910437877231,-0.07116100446041856,0.052779789976275276,-0.07424009526653526,-0.11354362144151271,-0.14459866654571513,0.06814108534385613,0.12583831687897884,-0.10972921148088617,0.1751971298048587,0.0010050494665384908,-0.04433042537595908,-0.04241631675754861,-0.036270796753924445,0.09107319606231155,0.016568656596192364,-0.1614744821496415,-0.0009747415638349139,-0.10396767064812229,0.16612666223892217,-0.027589518457425723,-0.03051068304835299,-0.09942865263790708,0.06544104228355087,-0.10135772915426429,0.11039416003513093,-0.0373970258999672,0.09164157321435167,0.09737002809233462,0.0215754305136434,0.11396317887814342,0.08160731983929155,0.14959599061983084,-0.1796059059922774,-0.06960798811019474,0.030864811107523486,-0.013391692318696545,0.016218304848066793,0.038985665068922336,0.1656288416699547,-0.07401902483205887,-0.10169358927063823,0.017542715680973615,-0.08882824269314767,0.134525002617353,-0.22037909691769322,-0.15134998261243682,0.032956402858910425,-0.037171730906591295,-0.12213789156164889,0.04879329088740119,-0.04573258535017232,0.03290565641518637,-0.052762263223844835,0.02427236433957989,-0.13991023631768562,-0.18670283002783158,0.05934389856905421,0.16439666949649215,0.17725672980971013,0.12650610305676,-0.13957034227741041,-0.05855003986392824,0.04228727668424573,0.19554332601484545,0.032177060615174655,0.05274016109667836,-0.0679566157377453,-0.028287998264847652,0.11209309455230254,0.23089068936153534,0.2064096210318307,0.025194856687601772,-0.058346370143954274,-0.22894381481896278,0.07066510291302178,-0.1328105783134269,-0.06769998214699682,-0.06461742212946417,0.1851681048890027,0.12951160953348698,0.04521792952856637,-0.012034154427417749,0.16424719495215537,0.09818527270028007,-0.24554142286771333,0.1164043718364668,0.035650150025674954,0.14030724745384657,0.05272902029641416,0.14330934732979622,0.12501274430453713,-0.002936835324645193,-0.05808695769789467,-0.06670303323023548,-0.03238599634878651,-0.009002042651499592,-0.02588971084253715,0.019442738002071986,-0.14212104927464758,-0.015945373378897516,0.021080074134272566,0.19498106022548573,0.1981709746898025,0.09525040645098985,0.11452490195055585,-0.0005439926349506327,0.11761618919726595,0.06620859161705013,-0.09439557586258991,0.12294595375259605
Caudate_L,0.729650587734787,0.3315415566608396,0.02053840871686322,0.06145913108447423,1.0,-0.11267459725765092,0.08128219411412539,-0.23247231503171228,0.5158161721979546,0.25522108616306977,0.13418325498830577,0.42169847028971225,0.6533875044280143,-0.04195089893419508,0.43969427236151515,0.48437347034202755,-0.3536464114142645,0.6993622085478003,0.18111323526924655,0.33460419582643564,-0.23790102297170332,0.5577148140150288,0.2281824938046417,0.5798188541474926,0.6495219013092096,-0.03471390084116335,0.3382593240201272,0.014124911318466521,-0.18728172769937312,0.4819051272898222,0.13827485296719627,0.6058485836417217,0.545169849312068,0.02747304381068841,0.1339228148383918,0.46050509191347594,0.40096709392314006,-0.002895317578001901,-0.10884556870846568,0.7182037524163012,0.19676622038181352,0.7825444523893219,0.6080346584603475,0.42877548987940733,0.415233499547402,0.746056544106082,-0.2384984544827187,0.8134175960401828,0.3084843608494564,-0.33723159588713186,0.3964403688530658,0.566401719717778,0.45975644753748907,-0.2876677999209337,0.6678594331601558,0.4183341949013657,-0.0037905836783970652,-0.331359192908783,0.5591999385932083,0.33753971415567835,0.7159614025051392,-0.008769132141701745,-0.03900357032649673,-0.1119943507987122,0.5972958988434988,0.4236041470389502,0.5454149571929447,0.008739159864266578,0.16549270924140402,0.20375686080201116,0.7131072567099198,0.45026698008322213,0.3321064996358518,0.15862123707514905,-0.07277546352033219,-0.11702988370797464,0.5212251032289466,0.7071926998512289,0.1981577363658153,0.2582478568213745,-0.13123166330620425,0.5116366478848818,0.42282720820893505,0.5263890787245161,0.1172606406674495,0.7939060360926076,0.5242477178791982,-0.31418349515794564,-0.1511273946553654,0.03866221779473612,0.47343723434797,0.2491057032295195,-0.02319189158393622,0.4570461315070254,0.40437602672040185,-0.059075784288298634,0.48326820341699406,-0.029774851203168962,-0.15068636175420994,0.24579613348761972,0.20808497052447,0.38656610871988484,0.5138300418350847,-0.04717377678024592,0.6947376711543283,0.6451254507892824,0.6354794638786001,0.5475146134844822,-0.4833114084256218,-0.14283152325620588,0.536637020689707,0.29645923215264464,-0.2423541149063537,-0.0447920312148479,-0.08685991557243454,0.634011135535106,0.3153480812342286,0.3848075541674169,0.3922485008116743,0.564562040356301
OFCmed_L,0.03000168230777894,-0.11871373351978103,-0.022389301266560656,-0.06212449526486056,-0.11267459725765092,1.0,-0.20193806209101522,0.5158381356551813,-0.2384483970351239,-0.07023409940018913,-0.13002729993442746,-0.0817560493712189,0.13144234996805831,-0.13679577496627915,-0.13775664194329962,0.32994389257340256,-0.004113731412617085,-0.23178155671150522,0.037784322903066575,-0.08080639131024886,0.12216177819000308,-0.09956057972017782,0.16616503160519136,-0.21694729927683923,0.2816104043815734,-0.25176387774306574,0.016675483016793648,0.1367107130999389,-0.09061357174274401,-0.16087749171171617,0.04036775801707567,-0.028081378720936752,-0.053239226801530044,-0.4011843238897475,0.03343850751801369,-0.08311829755314921,-0.1695820491822907,-0.1421085309718688,0.12882625752908675,0.12299545967865065,-0.06019620659777403,0.15561867290404752,-0.16474964577818818,-0.11285350039135966,-0.0293442213372299,-0.13992045778892817,0.038684179996665555,0.06476656929701524,-0.03453106826091628,-0.3480044640899371,-0.1461327760121912,0.028670151541744505,0.028870265419260653,0.19828659610090904,-0.0034568156099852184,-0.1328734549980127,0.28949715041435486,-0.0213484399906058,0.0033864551765719546,0.4239569529870428,0.005018437579837817,0.015500374377431807,-0.23338387103089567,-0.09041366371180344,-0.07339884967212314,-0.10721646214546662,0.03160858367829361,-0.09997058787548815,-0.03885802559868904,0.012680041308907932,-0.12813022384705058,-0.034233118634374726,-0.029461783359429086,0.13773427919100867,-0.4657038806979103,-0.3142306534178425,0.07457693986517619,-0.04275317547175473,0.001931322595360192,-0.07896010758484777,0.3047395064226037,-0.39940404975408433,0.05594498410000344,-0.10729118004798932,0.05873092069949334,-0.2626752249704861,-0.017946354633410832,-0.10717571868267507,-0.0948444288363961,0.011061580088927344,-0.1840794900255947,-0.04845281328179656,0.21795276662793275,0.4049505728598803,-0.08094762136783575,-0.12019907780354484,-0.018175659953057633,-0.06205872493846311,-0.006212351469001182,-0.17539845368918103,-0.05404739678061201,-0.030720515152033435,-0.11972462753793973,-0.24377316132994273,0.07716734980156574,0.044380870748109834,0.12049187100177848,-0.052602759799687863,0.17938244674719322,0.31676653322762305,0.06870324889060399,-0.16343880691516538,0.11949336241983102,0.034222698396431744,0.01700615486706568,-0.09274117981801702,-0.018066170033942147,-0.033238162120888266,-0.15639822230994074,-0.193366647573284
SupraMarginal_L,0.11096103615746986,0.45342207768838233,0.3429276891833736,-0.13932780962589777,0.08128219411412539,-0.20193806209101522,1.0,-0.11610088799742622,0.6983764050426949,0.4844841110373239,0.028952598915006046,0.6028278405516304,-0.057112584791701476,0.26001346020007554,-0.07697392542635743,-0.0956467256948146,0.2204545438311415,0.28480198000684515,0.1219092726436457,0.052441247289140895,0.37393218608806994,0.048037105152515816,0.12756929106821585,0.4611466326887359,-0.1726214866698939,0.14301104558111685,0.3586441828110419,0.292806418130083,0.3324641551975441,0.43669986309925723,-0.08394973594270932,0.4843539411245474,0.4282737685822141,0.3473384774461341,0.24240239995839713,0.2453112206142534,-0.08443964578060661,0.2917751653204038,-0.07842965373734048,0.2910669817323202,0.519524594402394,-0.06964740825059643,0.39085363277788143,0.580257100705053,0.454115430082039,0.307432083712739,0.35950698007374454,-0.07318599613222171,0.29407977845229116,0.3195411606694789,0.012274723093359393,0.4407116024062403,0.5436715359552909,0.007970026602293534,0.2081157301325713,0.17760418982341547,-0.29933973262223196,0.3397062413658415,0.382421496512854,-0.0008024481632989109,0.14384137159412674,0.41786780686422614,0.24926047376648505,0.3508517705333994,0.4585077499425841,0.05787011911274096,0.2639584441976294,-0.021891129020095542,0.3721793755005313,0.32412743062224325,0.11055229021824232,0.2104425029639688,-0.14157801887500376,0.3095312120698987,0.30609808692028523,0.5958521363497707,-0.15766705116752874,0.22019207016920633,0.32773708930724244,0.09032513019118822,0.016643920630207223,0.04675189664407407,-0.14673779736887496,0.0198160610403578,0.059081414099202485,0.04870817696581158,0.22575446315726644,0.3968774514630121,0.4331237040053356,0.26993293286504405,0.0969043796107576,0.4302770018224623,-0.09910796550063365,-0.1906623035115415,0.06150735413475856,0.42818633417020113,0.11218527310580972,0.24629691232848014,0.35871982807456637,0.4792338090484399,0.2599136057322025,0.5543091750003666,0.3119113676506476,0.2124555216635808,-0.19741703164708177,0.06624436214465969,-0.22091818543359312,0.2736913292851743,0.047841307656447216,-0.06496314843295256,0.40197024916816865,0.20663282670829042,0.012071665820936313,0.14042311245595743,0.13363062144241714,0.01095616260918942,-0.14787692411815037,0.09177859555792793,0.5816296754617368,0.46320811426196995
Olfactory_R,-0.09424028243551484,-0.22393344899954076,0.14306416105459088,-0.1972353780873761,-0.23247231503171228,0.5158381356551813,-0.11610088799742622,1.0,-0.10144338352128256,-0.15846501867026652,-0.06509136069506616,0.049814394134689015,0.2455842655243676,0.07094020282173566,-0.3198905275727777,0.32248625072109777,0.23060989613970131,-0.26019653011813887,0.21594919004268082,0.2555651996152751,0.2003481938266814,-0.06941647816394765,0.16082054091696923,-0.1895704783080468,0.06418008312745115,-0.2707865213073477,0.226551634370157,0.30786169839936206,0.03894660414995262,0.050948873256082834,-0.0019191009477864428,-0.014116815074448591,0.06686933605993658,-0.29402998801529623,0.347867689301234,-0.05268073413962144,-0.11959569265095682,0.07763677290729527,0.2896941981532399,0.011897135142247137,0.11748618761633729,0.07332591476348749,-0.08684889673249128,0.027803519609807526,-0.1146012030582061,-0.1296330792390615,0.29068092434116516,-0.07842622294474208,0.13546380406206446,0.034132584966541465,-0.3158294127747795,-0.05270265749888061,0.13496647637597226,0.345556981923923,0.08607639798612565,-0.28298577784144147,0.4193993300437299,0.14813339998326683,0.004854374649434438,0.4734347511728271,0.00428864692650815,0.20507794802080567,-0.1436236670172065,0.0918611140596079,0.04076321252848095,-0.012022509228658074,-0.07909097042851178,-0.2957118828494207,0.23242172308719025,0.06969664776278883,0.03479308213186811,-0.03517704470118946,0.22879670880369182,-0.12442395227384306,-0.3947195440820829,-0.030759443048229963,-0.06530836142870335,-0.11112516825347049,0.22687571417213587,0.15194367242317997,0.38375108767433785,-0.6078943812032839,0.17385554481876606,0.2827825267788782,0.4110084531660844,-0.23846326897638892,-0.13841511064122178,0.11630599735570488,-0.26396204391436434,0.23603677679447665,-0.142552201930262,0.1400604530346494,0.14710147341292115,0.36411172869448283,-0.18850989855728037,-0.2272241532601074,-0.0892436718660511,0.05435112298741858,0.129105175906642,0.06757333172642273,0.026067474397327085,0.027793811391635052,0.09143317176603703,-0.33544005921003245,0.05759200444295985,-0.04882261554406014,0.15276775507144175,0.12189402171147241,0.5010294570003622,0.4799180213508613,0.11899514465690163,-0.04830159994318969,0.3516584872065488,0.15402024295248654,0.11470665563669105,0.014346480233684723,-0.10333539699123859,0.23480337708257662,-0.1640718360151494,-0.29853834325538503
Postcentral_L,0.5205035271588195,0.5812061004383939,0.40586955073010256,-0.09020592633048942,0.5158161721979546,-0.2384483970351239,0.6983764050426949,-0.10144338352128256,1.0,0.4882663899393936,0.06033634024005294,0.6792878864921277,0.3899488413600019,0.4080634563449367,0.27146815207904296,0.1717979025188925,-0.0792206691736367,0.6142408721539756,0.3559213094688685,0.3244342524773192,0.14596905332024077,0.20768492906663172,0.1820902111813209,0.6022659951148925,0.284689846792554,0.21283788286702415,0.572480892832969,0.294379551104927,0.1126608755301252,0.5208019013931471,0.14050580347606037,0.8528237566071843,0.8423911685235628,0.2868308159192579,0.2892368275025869,0.6156934315619308,0.10970076982798938,0.22212149009806004,-0.04300419241866872,0.5519814845957707,0.38633415197423704,0.33543940742175865,0.5551856500973696,0.8325760628003788,0.6199874265234069,0.7428884220676241,0.07402481970386281,0.33179545485211437,0.5686269123914302,-0.023760688779707963,0.3367279304524243,0.8150436804842207,0.8822443978738328,-0.10118499538461823,0.5612859532999396,0.4871941078630929,-0.07386616319606347,-0.025641080302620287,0.5481340713054743,0.18290108240277406,0.6159236015134495,0.41460339984835964,0.012467685492425997,0.26707730830748694,0.7153369841091942,0.18940533269482224,0.5949054857305938,-0.117149756669802,0.3676559215319642,0.28300154513258435,0.5037316305239216,0.4199847764070454,0.17427745677917014,0.30847122910828473,0.16720814528750041,0.3656365801881872,0.19650454929683117,0.5686198079053251,0.33460290523053154,0.19463160076527025,-0.09409756188065885,0.3370930699080158,0.07262289406653864,0.4377300033542283,0.16049989031780332,0.4461852206893324,0.46246702790217536,0.061425623122055975,0.1023798990539174,0.32432356051508104,0.3173784084382316,0.6295034276410764,-0.17246123624548837,0.11749170355492168,0.28853647098467106,0.19496662315701627,0.4329876639828048,0.14089674944358138,0.22735727694563046,0.5102509758555759,0.38129596481257144,0.8095633746285548,0.5509267076012387,0.1505460206667172,0.1503627531217092,0.4783454314211307,0.2478409886630056,0.5767226537404586,-0.1890849966537784,0.020367001695954016,0.5991496664279764,0.38499985406629245,-0.14796631413728986,0.04312925687266078,-0.061606217821234883,0.48803563924319837,0.20062554331045168,0.4685870442897681,0.704745469508298,0.5911153089345365
Thal_PuI_R,0.1478688551037876,0.7544044546467141,0.24116252878790714,-0.00349910437877231,0.25522108616306977,-0.07023409940018913,0.4844841110373239,-0.15846501867026652,0.4882663899393936,1.0,-0.039757998394670306,0.33938657996826577,0.06916851670836086,0.2747458287971221,0.08325155849808946,0.21205664360027818,0.17251874958381422,0.21490460214564808,0.22447980496592315,-0.1074979908669794,0.012810356119914622,0.12324434808899193,0.03345063339656628,0.3579507819370595,0.12012038055572583,-0.02813160390828841,0.4229260006719945,0.49297282080877614,0.1042532616057916,0.27564590120715754,0.059538935754834044,0.3467645381226687,0.3494541760443892,0.24567493315073743,0.07684774613176155,0.31412383336280303,0.021470670044937717,0.3874956494674412,-0.08310233144250953,0.2952690420537796,0.24189984173562254,0.12604194253594808,0.16008256768890666,0.34982898455722794,0.5832529466924955,0.3171188583850965,0.2399584047745504,0.021350888450635114,0.1970069350788202,-0.12243291169612343,0.34254440188615065,0.5090965161006544,0.3550708140517242,-0.219443826563804,0.14860264849495902,0.4054046190164793,-0.20507176924943368,0.2606137723930355,0.2606838462371443,0.02777035651711047,0.247330667981491,0.2922267041766362,-0.07131171709946821,0.22527672558976414,0.3022289822309967,-0.016496627931732268,0.3652934402690856,-0.08750043449420047,0.05266539087878197,0.14702494739102567,-0.09362066173132583,0.2609994073494799,-0.21557141103101696,0.548030194824398,0.24750389799002892,0.2902491470270519,-0.08695610801032669,0.17449080814766496,0.07341537494221298,0.2584371311193529,-0.1839268368026248,0.11705637736848593,-0.153543423244912,-0.12599126010380204,-0.30370376758300904,0.0058413087165273695,0.20538761640236897,0.24658800069537926,0.32819061791701865,0.11778546853761357,-0.05839816971803371,0.4326441790316298,0.07471025766181669,-0.021690528385742574,0.22734039965800645,0.3416882571883335,0.46447885722497073,0.42315371901696563,0.3614784792969421,0.3462458965597643,0.20694144098631778,0.5168808329967495,0.29757266176394087,0.4055441762259151,-0.13254360533231338,0.14290803675105282,-0.2533636344309975,0.025027272630923875,-0.1834038206808824,-0.08141667416330109,0.3278667014135268,0.027758829665800636,-0.2794232707775875,0.08679489223302966,0.23979590152200886,0.1129027999940987,-0.047280035730805574,-0.07937049956609858,0.34155418624907713,0.6257331156788434
