,Frontal_Med_Orb_R,Vermis_4_5,Temporal_Inf_R,OFCant_L,ACC_pre_R,Cerebellum_Crus2_R,Hippocampus_L,Cerebellum_9_R,Cerebellum_3_L,OFCant_R,Vermis_9,Calcarine_R,Postcentral_R,Thal_PuA_L,Thal_MDm_L,Vermis_1_2,Frontal_Inf_Tri_L,Vermis_8,Thal_Re_R,Thal_AV_R,Rolandic_Oper_L,Cingulate_Post_R,Temporal_Inf_L,Lingual_R,ACC_sub_R,Paracentral_Lobule_L,Putamen_L,Thal_MGN_L,Temporal_Mid_L,Thal_PuM_R,Red_N_R,ACC_sup_R,Parietal_Sup_R,Cuneus_R,Thal_PuM_L,Temporal_Mid_R,LC_L,Calcarine_L,Cingulate_Mid_L,Temporal_Sup_R,SN_pr_L,Cerebellum_9_L,Occipital_Inf_L,Fusiform_R,OFCpost_L,Heschl_R,Lingual_L,Temporal_Sup_L,Frontal_Inf_Oper_L,Thal_PuI_L,Thal_VL_L,Precentral_L,Fusiform_L,Thal_AV_L,VTA_L,Occipital_Mid_R,Frontal_Sup_2_R,Frontal_Inf_Orb_2_R,Temporal_Pole_Sup_R,Thal_MDl_L,Rolandic_Oper_R,Thal_PuL_R,SN_pc_L,Angular_L,Temporal_Pole_Mid_L,Parietal_Inf_R,Hippocampus_R,Occipital_Sup_R,Cerebellum_Crus2_L,Olfactory_L,Cerebellum_8_L,Thal_Re_L,Precentral_R,Cingulate_Post_L,Thal_PuL_L,Thal_LGN_R,OFCmed_R,Parietal_Inf_L,Supp_Motor_Area_L,Cerebellum_4_5_R,Occipital_Sup_L,Thal_LGN_L,ParaHippocampal_L,Cerebellum_6_L,N_Acc_L,Thal_IL_R,Putamen_R,Rectus_R,Thal_MDm_R,Thal_VL_R,Cerebellum_7b_L,VTA_R,Thal_IL_L,Cingulate_Mid_R,SupraMarginal_R,Frontal_Sup_2_L,Raphe_D,ACC_sup_L,Cerebellum_6_R,Angular_R,Thal_VPL_L,Heschl_L,Frontal_Sup_Medial_R,Thal_VA_L,Rectus_L,Caudate_L,Thal_LP_L,Postcentral_L,Thal_PuI_R,ACC_pre_L,Occipital_Mid_L,Cerebellum_10_R,Insula_L,Vermis_6,ParaHippocampal_R
Frontal_Med_Orb_R,1.0,0.20728696622939546,0.056684882288084576,-0.16620170230746828,-0.16392997852489088,-0.05356660040660715,-0.1722124091941752,-0.4151893847673139,0.37134141660555064,0.029817406183484062,-0.41371131819991813,0.1695140225431574,-0.006676293064736787,-0.011750361910654511,-0.11251791559435582,0.14957670208323254,-0.022764781990411168,0.3815025302881182,-0.05756986929126928,-0.2452028764193367,-0.13830235494590973,0.05964173876764815,0.28244459883745376,0.3775650362958087,-0.14174202191079474,0.0337530460171826,-0.20944779251626122,0.02445255945504197,0.17460890482210578,-0.09555621867509018,0.09230391396435046,-0.19148658658826412,0.11457102128129627,0.06487176829985143,-0.1754678589723787,0.04190489964530356,0.06592206241457131,0.12633605388443298,0.03747609052739265,0.1596371056598652,-0.17229299664116215,-0.3625552116873775,0.22191339537786328,0.19061056257928494,-0.35509989616285964,-0.3507029980027623,0.2528533390161256,-0.18995396887099003,-0.22926764466443394,-0.15203573174737917,0.008283806830994165,0.06915530192012925,-0.04898396893501016,-0.3809109127244248,0.059485876276948825,0.47519151197287623,-0.20219001802261793,-0.0987724296916413,0.3115819159277008,-0.17766450998174463,0.35791298996694526,0.02598802161046469,-0.2056708446578083,0.3394591272329448,0.306599148595295,0.04504421159115346,-0.24743153457041395,-0.13878017212214358,0.40074078663608037,0.12980827138368806,0.1843204398695104,-0.0707071215223985,-0.15265858442735789,0.04226908925417659,0.11171235991001736,0.21145122615036946,0.17872595541598027,0.14247079633827453,0.08272778100772597,0.163403329326627,0.3145105244754662,0.08984985325534789,-0.1294191602733647,0.23102181182557174,0.10648986221112793,-0.17016516243598048,-0.0994928874715141,-0.14212627909328213,-0.2251709809027048,-0.08551591464718816,0.029540936907306817,-0.2445469747716112,0.027053104966815976,-0.028151266398942897,0.07408118909691483,-0.24614322099654307,0.023859189671134595,-0.21020694671290213,0.2960798006425935,0.17060954138528198,-0.06649480900770395,-0.1278932017655226,-0.2799730371654553,-0.11646846049556134,0.27126881525277774,-0.2876677999209337,0.2717891515334356,-0.10118499538461823,-0.219443826563804,-0.2449863023904805,0.17075686636394496,0.22770126764624488,-0.2424210397071103,-0.4148600630612076,-0.16094314100103682
Vermis_4_5,0.20728696622939546,1.0,0.2565575469451991,-0.04870314704053089,-0.19270632648100333,0.28602531583022534,0.0925523091252528,-0.43676562181141065,0.6617325794940652,-0.004827447739650038,-0.27969698050410874,0.6125210623177942,0.2877272357991921,0.4424377256488431,0.1695975610749371,0.5552400422282495,0.1769436224314458,0.39798288386470126,-0.1943144001715357,-0.21768528362262252,0.2132259277128899,0.39896263482329697,0.5350815253741104,0.679679959256279,-0.01970925070092549,0.39702491475705876,0.07172506842900235,-0.03622957620384954,0.6395790376478356,0.46160204230054713,0.1324393812312414,-0.2513755819805223,0.2799008646022964,0.5336636429162457,0.41291962029783225,0.5625295782500956,0.4565171275729728,0.6746865434297289,0.5519744064800903,0.3343881403749803,-0.3364112647069868,-0.2552476072989551,0.33601655995328505,0.6472971893222196,0.05645241677202017,-0.07119910990555729,0.8217037316925045,0.41008602267730493,0.13070264990021396,0.31166429504349974,0.09999501417439922,0.19419579884674001,0.5571514985038145,-0.05398194220558482,-0.05199457057043694,0.37938720595628683,0.1709754991779403,-0.2390802899888382,0.4135674146720027,-0.41293823324538687,0.38587199371151343,0.4750304534565558,0.23035767315648448,0.5863205656318426,0.22864387998144176,0.19600672973019898,-0.060640008240028145,0.43241897654773126,0.27789684276879734,-0.23302918656442406,0.4383834206722116,-0.3053837813700709,0.05831583990471713,0.39335433272770687,0.2399915309680633,0.2805614999161996,-0.19706652995043206,0.4918778848112254,0.21021221784906863,0.7016578113023918,0.4704026090618675,0.5104850297356298,-0.0745308145041079,0.736508845513253,0.08698562188291044,0.15484123753109238,-0.03138583968397922,-0.0286196686787143,-0.15922127560122812,-0.17515811387336017,0.09779055625293574,0.2726197455741634,0.31692907814246885,0.568263949842117,0.29023468882773684,0.26926791928218413,0.3646696978643953,-0.07975848567212784,0.7288988191272854,0.4264894746194523,0.39568953211859553,-0.15864896884590896,-0.0006374895672653602,0.13667607889530528,-0.08850416100501865,-0.11702988370797464,0.21403608948064393,0.3656365801881872,0.2902491470270519,-0.22114560280174386,0.6232501428431007,0.25419030290383016,0.22602958067116843,-0.5190446655024216,-0.061894578764096306
Temporal_Inf_R,0.056684882288084576,0.2565575469451991,1.0,0.0052114685102146755,-0.028574463024106274,0.1900466531371675,-0.1246558042478051,-0.33148954425635196,0.283368318813113,0.05572717403990651,-0.11301480182654895,0.010265960463114924,0.10618803639943561,0.2820641995809146,0.0991548076282938,0.26436197470965545,-0.1760715634992633,0.3303812128411968,-0.12946700074244333,-0.2529491547638421,-0.02563102954834918,-0.020397241220210305,0.19468193467297779,0.3041394074860338,-0.16478229674150868,0.007689827580762795,0.14567386609622776,-0.14480483758128004,0.14907233466220135,0.15673654536400583,0.062073451422618296,0.03346051762484047,0.18713507331973442,0.2614398495188939,-0.05310471618389272,0.2914629902896683,-0.04332218381598281,0.16343696571705302,0.20280189583897446,0.25685317244138034,-0.2598994619129256,-0.26274598555502127,0.2653978254913482,0.1958531078855432,-0.003390544611879053,0.06626695973638956,0.2523597443127603,0.062354947813899206,-0.22132083380730905,-0.1306648377452138,0.02362793196386719,-0.10093851400727549,0.03575914161539381,-0.21356091410365194,-0.1708718980862986,0.4124572365224209,0.08679201685613283,0.08462709417462222,0.4360793570843513,-0.08839346722108872,0.46068157534321597,0.18352526692346036,0.05697123830081524,0.2853410882609171,-0.027990076383844372,0.2304122811699117,-0.21025543932569754,0.15544018523487813,0.3514713688273515,0.1270885227298945,0.25630149388118323,-0.26824396546883056,-0.18356410599712236,-0.0557858563521501,0.021079568777854055,0.01740569949216344,0.09938680551852025,0.22049142111431988,-0.030431606287243007,0.26442907749651823,0.24028771612930458,0.09737938571943404,-0.2474905728606866,0.3059001967515269,0.09995247208235579,-0.24811223072496696,0.010968179097497378,0.06607291109590288,0.2198318766286831,0.16054146075393988,-0.06531816626305861,0.010822756727563608,-0.1451652388173964,0.2686406087399129,0.20793592539136516,-0.04815785970780816,-0.04487752435096924,-0.007341876483651883,0.2689359364201297,0.278529811438178,-0.14149969869964246,-0.06461134196764955,-0.004871699744075529,0.2167801497975215,0.24795703153262713,-0.05417544664502323,0.17827355204087406,-0.006886840298574964,-0.11833674162272967,-0.10494003100771249,0.19153418450779602,0.3621494259676158,0.019060377498369894,-0.34841002300112134,0.05844649246760037
OFCant_L,-0.16620170230746828,-0.04870314704053089,0.0052114685102146755,1.0,0.62629845980587,0.03710535536647159,0.4076355449982595,0.16556183077480102,0.007561839781077148,0.07026970075946305,0.27491135791120874,-0.1004486361020686,0.15800624792420676,-0.14193774547155033,0.2921285220658499,0.047263569523540265,0.37345006852742313,-0.258678406941654,0.13843320765124328,0.33115699018150807,0.5264758035392263,0.09247945867636878,0.1359218513970475,-0.01938417463215458,0.14016925085302007,0.1111302155184995,0.6695395625741224,0.1821917780498689,0.18081453370996162,0.029142082346855912,0.23776399970711906,0.36059160874665197,-0.22171505272992403,-0.14461523198896584,0.11066318340685735,0.07403996539996407,0.155484057061233,-0.07898825817462661,0.2688502280761124,0.1417184600769898,0.24839003986414515,0.18269298453893668,-0.0864106963138689,0.11190694211332838,0.6730959123392866,0.21772074716120035,0.05437791557425398,0.4387280394256971,0.459563867732128,0.03127949302274732,0.2615074099656433,0.10938549058143215,0.1926223430202538,0.34013465752386,0.19565231636310734,-0.21391557795925606,0.2072834360229345,0.43785844908241883,0.026684881944085016,0.24276133080341394,0.15295996390583655,0.019756791458855883,0.23848456434235876,-0.30506388548893876,-0.09092660347371317,-0.09749317256481065,0.3883123536464604,-0.1269319592356066,-0.25476730913736645,-0.0009079145145377215,-0.16675377707727454,-0.013637282758822667,0.06100952667223565,0.06966096039354955,-0.105763434605045,0.36837529789742046,-0.0977757579179407,-0.10421415214374659,-0.15734819914393489,0.08684470352115588,-0.27796030309679903,0.34089938110537277,0.4692160638359579,-0.04426197186209777,0.331053246189682,0.4271979126032936,0.6122842581618716,0.23319173336803886,0.32309994186194124,0.29240144472036117,0.011785908276101759,0.09717226131103664,0.2825278092831166,0.25271822318074366,-0.07099108039110365,0.48958517795743495,-0.30799962133898573,0.5275820218695666,-0.17221230681010918,-0.1794500197774794,0.2403842044620368,0.04383185787361044,0.49138079854666383,0.30289713568416593,-0.06308204657212951,0.4236041470389502,0.06773178143531423,0.18940533269482224,-0.016496627931732268,0.4191553341954032,-0.13941988262585073,0.14017522530928686,0.6030488399420485,0.2915206522267705,0.4613931222938132
ACC_pre_R,-0.16392997852489088,-0.19270632648100333,-0.028574463024106274,0.62629845980587,1.0,-0.05716343301931379,0.4643521463162151,0.1398158995953488,0.14449713974166833,0.05088242889183906,0.23644354172117182,-0.11861899498222583,0.29673607407131997,-0.2826558993391377,0.06836608295552424,-0.08926230725456984,0.45928197681165445,-0.3060135460958306,0.15042666215751355,0.490344847994573,0.5425083494198321,0.21266442014663295,0.19196247034366523,0.15834621839355892,0.16955137745219642,0.1622984182226872,0.6332473755864342,0.31136950972560823,0.1834199345247968,-0.2668909594829835,0.32978940886408536,0.7205126709185529,-0.12669177904421758,-0.1291500739436071,0.20148911124797303,0.2539432115538107,0.041067115251451104,-0.05651372335701455,0.31315069920824173,0.3661710970934616,0.4141303874727992,0.16457171624580327,0.014215951921968199,0.25905237582319557,0.7132199805880381,0.2829915140691697,0.10047447357486639,0.32329906249163515,0.529091736205198,0.05084555411391493,0.46827693022806677,0.19573651414447346,0.3182804902132391,0.41601994507469525,0.4903026451932142,-0.10199933692187217,0.4048252442281657,0.7883768430527476,0.1612282098638706,0.4992577991421271,0.3209793849156156,-0.04265192609911284,-0.044065019719554045,-0.40117919022823645,-0.3752110650644766,0.08716772882062691,0.4965410088447302,-0.17349865872021614,-0.023375675932054096,-0.0989714333203582,-0.2166671247205303,0.11811283709520268,0.20289523029282885,0.1884353465621078,0.005732884961426964,0.47985957172654026,0.07358699082501952,-0.21654089222410644,-0.11496456531648606,0.11182625256589601,-0.3216405769967136,0.35890415576198176,0.5247968002001209,-0.11278039177327924,0.5088486866675324,0.4661985459596179,0.7601732965156579,0.20509977358100434,0.4411190240279212,0.6143349324455256,-0.11656511489844605,-0.20646186219352658,0.42772826099131134,0.26261669536689497,0.12139788002730173,0.5039680438984252,-0.4048726326505548,0.6395440032588318,-0.1445969239841706,-0.04886646420536879,0.14904015250105945,0.06794618581520645,0.5730273845125863,0.13425034988100898,-0.10974319330815933,0.6947376711543283,-0.146847112315955,0.1503627531217092,-0.13254360533231338,0.5992007416787335,-0.31820069355740666,0.24137821396929213,0.5890826028260354,0.2646632233857149,0.5410791198282735
Cerebellum_Crus2_R,-0.05356660040660715,0.28602531583022534,0.1900466531371675,0.03710535536647159,-0.05716343301931379,1.0,0.11337696371596966,0.00010588279513104584,0.19242471340246753,-0.11442525860107004,0.006652621184329116,0.3089176549110376,0.33139438340277844,0.22495063399630597,0.22998737061274457,0.20825893349068308,0.26046797578253106,0.2676506177694328,0.2445694559948626,0.043187322120453335,0.1146685496218628,0.36970120414248075,0.13403740922603533,0.23800364103678295,-0.01604474177264111,0.24966661461345993,0.024034643722329347,-0.16574237108840378,0.10302403972238987,0.2918784148264675,0.25017225949026345,0.010932129533293701,0.34695102864987415,0.3526281224744031,0.2946426795636099,0.1426439203200793,-0.09983152996959048,0.3018894589307114,0.39155990259851914,0.17895419885720995,-0.019355020173813506,0.16315411005158054,0.190730850436336,0.2858380111744735,0.19807885518966475,0.38546760769373734,0.16497070029152267,0.19388425325388156,0.07128726637551355,0.37633899750970523,0.11552279588230581,0.2582306110945504,0.17886507495483173,0.051702480682785976,0.1937755869050834,0.0888903082875129,0.35941715337120583,0.052722783606108055,0.38406491408724835,0.0179297820184264,0.1376680303284816,0.26262043447108957,0.05757658347264653,0.3245838002732225,0.14493080529709926,0.41212142998514023,-0.03206777940934845,0.39707354623638746,0.16905084078868882,-0.00024685902818619843,0.5238075464508672,-0.013434942686739107,0.2752634385115306,0.23279574363306238,0.09986306880380394,0.02166921044146643,0.013766717528082666,0.44440747434630073,0.4002131243659052,0.4306150689159375,0.2757076451885103,0.27967080509804654,0.08041231590422744,0.47769794342717165,0.019493431177242334,0.13638007470555435,0.011208780034629655,0.19027588950317254,0.0997970476736902,0.13706151656549312,0.2693553891777598,0.05311462118931512,0.2025862747798614,0.39959895309438903,0.33757214909459693,0.3402528553809623,0.2591553777592623,0.14459580842905942,0.4745479581639747,0.32158112025164587,0.1135680868441852,0.21925876015481804,0.19296720553901903,0.00806206067613371,0.11812857772441791,0.014124911318466521,0.18189249364198307,0.294379551104927,0.49297282080877614,-0.19013633435072688,0.2749798575368528,0.10263516468600034,0.17938665145751387,-0.2061319398303303,-0.030085379706108233
Hippocampus_L,-0.1722124091941752,0.0925523091252528,-0.1246558042478051,0.4076355449982595,0.4643521463162151,0.11337696371596966,1.0,0.5159974786392929,0.29700555844906334,0.10359542932025048,0.3777745971847604,0.032713811781515466,0.7235510973696788,0.026279989497220383,0.3528270132858912,0.060993715916753274,0.7015791944350399,-0.29112691483329245,0.2307907195352399,0.713947267103798,0.6104487955590833,0.5328443514093474,0.32279315120011515,0.2224604929281453,0.1383303500817257,0.6452486959136426,0.6398511998487241,0.4188226796432596,0.2970239483279041,0.16003732404793922,0.3400090575673966,0.5402444601136389,0.1535382805200365,-0.021562399766442614,0.6216857731668276,0.3350101209521738,0.015686412363634473,0.1402618348126736,0.5654034651848704,0.47031331037696383,0.6655702090568226,0.5614684687549968,-0.1074210849293172,0.2217909028972922,0.4320165142924249,0.49211744953166964,0.29433990587770886,0.6659323959142464,0.7302675376830633,0.5639191182564159,0.6811149515031906,0.6865409396031652,0.5982491495102978,0.6971118913591648,0.44273170985338833,-0.2608807460014864,0.6145473834652563,0.5012689826455522,-0.2003943591837668,0.5714851458048213,0.09618779531680771,0.15411865930950472,0.2523589798843857,-0.3436977964776944,-0.13862318855883632,0.2521183319150672,0.9108569729072993,0.0937878238328086,-0.22762479033147823,-0.04145464042515663,-0.11645664037168224,0.2391414350351878,0.7217924393056322,0.6018913359405252,0.35019367272764423,0.71501392911135,0.09360820466728483,0.17814600061137142,0.51842905867141,0.5554100819504479,-0.30945328923932125,0.5432585757044713,0.8917252553200959,-0.1778404126654462,0.2827675506263082,0.6916996181658556,0.7104243827776925,0.12880024740232968,0.670370113294017,0.6018420431730215,0.17129410993714503,0.1286062444422875,0.638923400368452,0.5892375228052015,0.3761744221340536,0.6553032707351568,-0.26109243930360304,0.6528600073701525,-0.2010522893286311,0.11399299377201179,0.712358334987292,0.6191955844802238,0.5597073895344938,0.39534596910034003,-0.03991475839859416,0.746056544106082,-0.2192413292520653,0.7428884220676241,0.3171188583850965,0.5543232179864703,-0.1926835389296316,0.3244250642498819,0.6600846458903405,0.463713961255029,0.7977273714689359
Cerebellum_9_R,-0.4151893847673139,-0.43676562181141065,-0.33148954425635196,0.16556183077480102,0.1398158995953488,0.00010588279513104584,0.5159974786392929,1.0,-0.4712430569978722,0.11086368795244225,0.6127257505880545,-0.3129229055651917,0.1930911474511138,-0.07159664320292759,0.29855014302171307,-0.3841214034999399,0.3420340790518731,-0.551611799289787,0.16371341040004428,0.5055358377701402,0.15195762309932942,0.05660072399620453,-0.32914949083812683,-0.5322165060453782,0.15518015966699686,0.17471743116199306,0.2823852925526486,0.17567919413629698,-0.3596330781527744,0.1917168379261698,0.12652653851759932,0.20398849230014449,-0.06652740151836878,-0.30702453639960575,0.292821719265891,-0.24171286848698886,-0.3399319667963815,-0.3033281738603588,-0.022716117821554995,-0.17670789845608917,0.5911003398161632,0.8234884767253754,-0.40601960835155265,-0.3682117285626717,0.1858777215404669,0.50803793586289,-0.4444145521945385,0.1655976331911205,0.38572244135622397,0.38510794828463224,0.20802630664527472,0.3090100972261437,0.004333523471784947,0.4943088823030776,0.04971265414253754,-0.7089419057309281,0.3036770704820534,0.13981504331296504,-0.6302154899177472,0.46187079419841276,-0.5776929809827085,-0.06946639591739646,0.3592712514688861,-0.5689610332876426,-0.05259758119882307,-0.04450071090728467,0.6034588340317215,0.007817891929904192,-0.6678392725920326,0.1169505529577052,-0.2863577049500323,0.41829657678201754,0.5264624689764458,0.13847556575038633,0.02677460703459516,0.032045110949277145,-0.003825040331702399,-0.10354092784814248,0.30522955797036727,-0.0756349933566894,-0.4835886284461681,-0.05437596200979862,0.5249383236793904,-0.5571463025488406,-0.11243435297754767,0.31944633573540676,0.2655319929593032,0.05930788341216708,0.46420139184225306,0.21435860016786953,0.2029736305269758,0.27606877642169686,0.08506538619954586,0.03185615045387919,-0.05770475367159318,0.2900146942977004,-0.03456457374542553,0.35053386682363225,-0.5892941669888151,-0.2953555265685164,0.30588552230771765,0.5616083616001188,0.36474219527594265,0.26115928441774544,-0.12281966400297006,0.3964403688530658,-0.22499606996760937,0.3367279304524243,0.34254440188615065,0.2937753219217158,-0.408249480376492,-0.21751446839537578,0.2708497431559979,0.8093328694610519,0.45028604677540823
Cerebellum_3_L,0.37134141660555064,0.6617325794940652,0.283368318813113,0.007561839781077148,0.14449713974166833,0.19242471340246753,0.29700555844906334,-0.4712430569978722,1.0,0.07175337765513147,-0.41929813757178397,0.4376963366536433,0.4803692521686361,0.1938387686531266,0.09349976641319982,0.4367865159557721,0.30832350536662495,0.4516517965914794,-0.08727279809191721,0.0028156049877563582,0.32773769964299226,0.44696749658860807,0.7062223281983664,0.7770251334222145,-0.0500168223542554,0.4349193569797875,0.22197648782319734,0.17701463176712656,0.7115453298098601,0.12637259306981927,0.26674342337556656,0.16196178249432247,0.3208035736431877,0.3749298872879107,0.3170658426839135,0.5378145263717677,0.34513000015384554,0.5252242730698705,0.6507484762536413,0.528285174658637,-0.086550711386168,-0.33432680433016615,0.3749889471587612,0.6651117280781919,0.12673147098862317,-0.0570794665951273,0.7641066945231164,0.39771395541408383,0.22413510824264649,0.19179597439984358,0.39970575476421055,0.34569404952937,0.5193023299718584,0.030511006121669692,0.33318881678507195,0.5994514271839227,0.35199252631840966,0.1611220962407522,0.5635989158574713,-0.09966231171717473,0.6796566307796154,0.3211107104899802,-0.019461624923069146,0.49238820938314154,0.05300524747462674,0.3451394800709369,0.07839496995649273,0.12000126851540534,0.5881660468929385,-0.18593617455689834,0.4266983617603984,-0.21612796278723703,0.172766784486908,0.450192010972594,0.33327168545329233,0.5857212888941044,0.17038075597102298,0.3963867193130653,0.3076127597670326,0.7112391667115744,0.40254080101412737,0.6085856607987733,0.13727117727716284,0.5987107241996609,0.41577270481519346,0.23285064870989675,0.2733088539525636,0.013880000763832048,0.06621478625470187,0.29867190526520054,0.06069779015998125,-0.01356829706449828,0.48609512925017406,0.5735291312616537,0.4552035990429127,0.29398079840480995,0.07668371363316237,0.12739007359084187,0.6035566395897958,0.45116101209207926,0.2889541685647992,0.027490522038787105,0.15018759285087546,0.0461101929933535,0.11550000934302906,0.16549270924140402,0.1572173041377274,0.3676559215319642,0.05266539087878197,0.0440369921679208,0.3117077199411312,0.4321376507094905,0.33719313865270906,-0.5523871077876863,0.14161738091140627
OFCant_R,0.029817406183484062,-0.004827447739650038,0.05572717403990651,0.07026970075946305,0.05088242889183906,-0.11442525860107004,0.10359542932025048,0.11086368795244225,0.07175337765513147,1.0,0.00360485115761102,-0.07084732390673035,0.004199675410601656,0.06649982879601399,0.16573545391406894,-0.05133090132261296,0.09651954141311164,-0.021762214168135865,-0.05863354580040184,0.06534370247170732,-0.0071858894938206675,0.044871672659828075,0.06903597666529344,-0.02788841172619455,-0.09203619173315297,0.10089357793060597,0.13475200604719081,0.0676076483441197,0.032788187119162565,0.11263475203947967,0.04576960000627321,0.026816169324389086,-0.05491080702936112,-0.10162729385368584,0.09548102207894002,-0.015410587787312677,-0.03437999242843544,-0.04721140098912512,0.04845726335174908,0.012323665794545626,0.08104670211767953,0.02292271008721793,0.0356436595789062,-0.07145218404814145,0.01949940474762886,-0.03003983832496238,-0.02995677444705239,0.04364493235996418,0.02926569213749103,0.04475113463827885,0.12165187423610412,0.036049869262149,-0.06332544094008262,0.030982924035793533,0.003462542336608876,-0.05417944931286004,0.06960742152786532,0.05606430104395445,-0.06992015519709062,0.02640484630596967,-0.02048892112884944,0.08036238766031868,0.10483837238637256,-0.11394368037489101,0.1391431258458745,-0.05906123216565909,0.11377598068497852,-0.1291878357061613,-0.08249915986212732,0.01511003029940033,-0.10123157891424006,0.035291096944294637,0.010665933812337028,0.08133251194174733,0.07950442764847324,0.13383996006874951,0.12652241830506994,-0.015976979856775764,0.06707186244233468,0.055869342786796054,-0.08802508555303276,0.1511737780099179,0.08569912691003434,-0.09907624352269213,0.08453137109385152,0.007680131174488966,0.10482466663080674,-0.02636999346834274,0.14344482717877036,0.009715081332902291,-0.1909207940423392,0.067385599471522,-0.015376566817746948,0.06468509468986905,-0.07025828302709558,0.04662644204971058,-0.05806884107110307,0.1329545727800422,-0.11855435359620446,-0.08948400607495305,0.12800983821424158,0.10684334541816236,0.06761063651981446,0.18930285422287835,-0.041281727452491146,0.019170537105471154,0.16114171740126382,0.04074916917194706,-0.03781584367200305,0.028375279370316774,-0.14058091271572423,-0.014574037971692433,0.04587611522671818,0.13103761143838985,0.13185375035454744
