,Thal_LP_R,Thal_PuA_R,ACC_pre_L,Temporal_Pole_Mid_L,Lingual_R,Temporal_Mid_R,Cerebellum_6_L,SN_pr_L,Frontal_Inf_Oper_L,Temporal_Pole_Mid_R,Thal_IL_L,Thal_Re_R,Pallidum_R,Thal_LP_L,Cerebellum_7b_L,Rolandic_Oper_R,OFCpost_L,Frontal_Inf_Orb_2_R,Temporal_Inf_R,Frontal_Inf_Oper_R,Thal_VL_R,Vermis_6,Thal_VPL_L,Thal_MGN_L,Precentral_L,Thal_VL_L,Thal_IL_R,Thal_PuM_R,OFCmed_L,OFCpost_R,Cerebellum_Crus2_R,Cerebellum_6_R,ACC_sub_R,Lingual_L,Thal_MDl_L,Thal_VA_L,Rectus_L,Frontal_Sup_Medial_R,Frontal_Sup_2_R,Putamen_L,Frontal_Inf_Tri_R,Insula_R,Cerebellum_8_R,Frontal_Inf_Tri_L,Thal_VA_R,Rolandic_Oper_L,Thal_PuI_L,Thal_PuL_R,OFClat_R,Thal_PuL_L,Caudate_R,VTA_R,N_Acc_R,Cuneus_R,Occipital_Inf_L,Temporal_Pole_Sup_R,Occipital_Sup_R,Vermis_1_2,Temporal_Mid_L,Raphe_M,Frontal_Sup_2_L,Cingulate_Post_R,OFCant_L,Thal_MGN_R,Fusiform_L,SN_pc_L,Supp_Motor_Area_R,OFClat_L,Vermis_9,Thal_PuA_L,Olfactory_L,LC_L,Cerebellum_9_R,Thal_MDl_R,Olfactory_R,ParaHippocampal_L,Caudate_L,Supp_Motor_Area_L,Vermis_8,ACC_pre_R,Parietal_Inf_R,Cerebellum_3_L,ParaHippocampal_R,Cerebellum_3_R,Thal_MDm_R,Postcentral_L,LC_R,Occipital_Mid_L,Heschl_R,Temporal_Sup_L,Temporal_Inf_L,Frontal_Med_Orb_L,Hippocampus_R,Rectus_R,Cerebellum_Crus1_R,Precuneus_L,Frontal_Inf_Orb_2_L,Temporal_Pole_Sup_L,Thal_AV_L,Occipital_Mid_R,Vermis_3,Cingulate_Mid_R,Cerebellum_4_5_L,VTA_L,Putamen_R,Parietal_Sup_L,Parietal_Inf_L,Cingulate_Post_L,Vermis_4_5,SupraMarginal_R,Cingulate_Mid_L,Cerebellum_10_R,Thal_LGN_L,OFCmed_R,Cerebellum_7b_R,Occipital_Inf_R,SN_pr_R,Amygdala_L,Cerebellum_10_L,Hippocampus_L,Temporal_Sup_R,Cerebellum_Crus2_L,SN_pc_R,Thal_VPL_R,ACC_sup_L,Amygdala_R,Thal_AV_R,Parietal_Sup_R,Cerebellum_4_5_R,Postcentral_R
Thal_LP_R,1.0,0.4447999914915066,0.301824768691601,-0.36865101820125973,0.33546813536295816,0.08917148702133745,-0.20713239385629922,0.31052593787212235,0.13101586217540337,-0.7784755603540275,0.34284577662539134,0.2968418131588602,0.2521450818971948,-0.3131126626471582,-0.15056565026003008,0.3077526809134532,0.05079250865629891,0.4382236719519777,0.06941726159179136,0.39497268991850487,0.6337516055900442,0.0027503630618005664,0.07147339135001755,0.3249303302054633,0.3629213383465486,0.5854270490996515,0.0634013048357108,-0.6400375630588121,0.4049505728598803,0.23877189756929004,0.09978550668290607,-0.126114002862581,-0.1273144587678094,0.03787889943583881,0.5982145197221729,-0.22625847431713528,0.25214502891187046,-0.0735432410404414,0.08747972674790255,0.057877699858950075,0.334800416408176,0.04373396142190808,0.061685873071797105,0.21874834596088225,0.5386735456674494,0.11645883422515857,0.07070970923443219,-0.2443992792054758,0.14462677998955978,0.3183441393378865,0.18478752625048356,-0.6436483975974095,0.11162502097429998,-0.03508146998007609,0.049007599432028474,0.11486791396163419,-0.07936512944669515,-0.052953263141357,0.15270048671054615,-0.1784751229467549,-0.026039624624282085,0.14501623702222066,-0.02665915570098833,0.14588769403528085,0.26524800082405037,-0.5472877989147936,0.22858879659355208,-0.16832223806076335,0.0004266970483047964,-0.1374882792310846,0.12469301731927117,-0.2404685281645411,-0.04637064871509896,-0.6237622351718929,0.36411172869448283,0.3551860660632538,0.4570461315070254,0.24027949810688604,-0.0060237496180914835,0.3539663947392109,0.23814123086590136,0.21311576771874335,0.13551460797422615,-0.1432448087579066,0.307192470593047,0.11749170355492168,-0.4542694531924379,-0.18758318581475755,0.004376780189556012,0.09524070673451729,0.25638287964468076,0.09818527270028007,0.20576882443704242,0.16648456593933633,-0.23683673733480579,0.14604895834563872,0.1199631567278848,0.27156070782994074,0.1586511553166483,0.19757995000203935,0.24266602380297927,0.04924678702754748,0.1324415392424701,0.5617893077813618,0.26871679235636,0.2169048032787244,0.04640545637177647,0.06629916870548176,-0.2660773989511443,0.298473490938027,0.08458674539767864,0.5031721181566884,0.1466930509337393,0.20909878737137713,0.1932774777952077,0.31229347778737365,0.03776482167498967,0.31035762014985235,0.2592284076659813,0.23874058132258022,0.396281929083585,0.34968575589216605,-0.3322585571641555,-0.043847187072920735,0.33910542390127146,-0.09753904828677805,0.28070912945148513,0.26447846493002164,0.15240473039661176,0.3575497771029439
Thal_PuA_R,0.4447999914915066,1.0,0.0832827447165359,-0.18080436187095578,0.45163923176215137,0.2660931213633275,0.3227317048221593,-0.07626756873293188,-0.03813598135221593,-0.22232756091602676,0.1435738322198681,-0.08021941530082367,0.1156252873615161,-0.07088453984309184,-0.07842796902533272,0.3992460965271712,-0.018727815683745225,0.05645563700381595,0.5708132852840263,0.19562316107803246,0.4824511969843906,-0.3605170996259091,0.03501375870353109,0.010365662924435961,0.16400708571326797,0.3842598105889852,-0.10471112728768157,-0.014189258101725158,-0.07896010758484777,-0.2577710873925383,0.3567723297432512,0.271598331590812,-0.16825069047430638,0.3496269780350066,0.08851323741074324,-0.010593578983405686,0.2804642656225814,-0.07106355375075289,0.19527789566866172,0.0777673155707464,0.10843761708528607,0.2098096444300782,0.2972063060611324,0.07853196913869466,0.0826492324270622,0.04775838333357214,0.2613001123775458,0.10330289174871916,0.07574212193547376,0.3460476532382296,-0.13109929668049713,-0.1153769096144443,0.07141651590001434,0.41318035036674683,0.3093976847172398,0.33421982444689996,0.2435034204963818,0.32200973024939367,0.3180272592012252,0.22612333231416126,0.024655616662754697,0.21075604700066763,-0.14126632218301782,0.1428170032439777,0.3451727396861913,-0.12805237803539926,0.26323547859589413,0.26419041458151443,-0.18724783755886906,0.449937469333792,0.08909499792872982,-0.09484710671577722,-0.24985019313789192,-0.5015109364544381,0.15194367242317997,-0.02673603414029814,0.2582478568213745,0.2830276895455687,0.33619829161324255,-0.002498494899309428,0.41344639320585447,0.4621287359032765,-0.05444358936186565,0.08211971134881212,0.27724610019480506,0.19463160076527025,0.1502006394932994,0.24091526414557696,0.12715095213831726,0.16876427024748733,0.44426941537819636,0.23089068936153534,-0.06965397080643115,0.14752809085806448,-0.053147968288054855,0.21587530907798444,-0.010336244724352902,0.12214433453064935,-0.07063914313703916,0.43815912314074335,0.18001613706661246,0.40905220940105813,0.5406349932306949,0.15246495637825788,0.042453025227685556,0.40951471485604723,0.2999464446586362,0.11018970767230042,0.3042342421071922,0.40552420649872584,0.3380351870453358,0.49614747201157966,0.3110012401728694,0.07157743066547358,0.3692948495475739,0.269317368717787,-0.2400298532466977,-0.12207613200049706,-0.11556711761326241,0.10316394155734226,0.30411510883629644,0.4558441931903568,0.026740662083569643,0.10061915211485241,0.06294199508376559,-0.22962965517364695,-0.18130973181185042,0.45353357508932185,0.3862682702936685,0.3297357148988147
ACC_pre_L,0.301824768691601,0.0832827447165359,1.0,-0.4765405801632159,-0.03805282555962686,0.13982094572341827,-0.36807635700241803,0.49174722241747215,0.4554864036244421,-0.2759182633652597,0.39243200366572256,0.0725347685082912,0.30507952626958856,-0.44897044225939864,-0.14619129925055768,-0.038738779223747265,0.43224653276651875,0.42124847143644345,-0.10494003100771249,0.26421568721254124,0.5989821991522286,0.39196878416457964,0.296624345555306,0.3748797119655026,0.2069765923601939,0.5325366686404537,0.35081322927490327,-0.29146810917514215,-0.10366936109355364,0.44933632106466326,-0.19013633435072688,-0.38203163105208027,0.12468063662326594,0.01431483885705448,0.5373740166945223,0.056064626319148374,-0.1775726313428296,0.3244712789799736,0.2618422318282896,0.46123120483809316,0.4384424197460792,0.2426124518803957,-0.08941630977251959,0.2739970285888408,0.5395748121228965,0.46790239486761614,0.20532913007976542,-0.23197966176850854,0.23081823500836707,0.09438552267379698,0.5027461905490039,-0.08956576818185752,0.34966546488751565,-0.17884684577013935,-0.1480200600351418,-0.22245191189346483,-0.19666349253253798,-0.12602744752731995,0.10896030782544626,-0.28356804564948135,0.33617587939109256,0.08767654145284785,0.4191553341954032,0.3562567124844744,0.38409044230793793,-0.10363198304974752,0.12437496060759803,-0.18874811552544019,0.30912975315732827,-0.06483379142810877,-0.12851015534060045,-0.010729568776668405,0.2937753219217158,-0.015065113646856488,-0.2976424739349986,0.55154632370882,0.734886738567589,0.005816804695443549,-0.377818022544095,0.5992007416787335,-0.015761790498843575,0.0440369921679208,0.46283291579479535,0.09521709065151206,0.4517467981904593,0.24907152484623843,-0.2966680309953251,-0.41193800477427495,0.24057194603155765,0.3553832036433997,0.11039440363253795,0.1358918911239106,0.5479321062894195,0.11999499656177952,-0.23181043820288838,0.003062287972611851,0.4675169456594395,-0.17030391387407684,0.46092065321948406,-0.2679574332793469,0.4039708279300215,0.12713274361866,0.02633040429939147,0.35587023044961996,0.49964013188681694,-0.2335140126967816,-0.2387298454717977,0.08800249934794993,-0.22114560280174386,0.04991421371095389,0.10844044148517877,0.2279010787952512,0.28682842630992633,-0.08457818426604527,-0.2771064743729015,0.06591441279447464,0.43634019555105463,0.6103929574751809,0.22520831379769582,0.5543232179864703,0.16473644019138795,-0.20833339729654854,-0.21214686819708165,0.18897471133560484,0.4425313893585593,0.497193683853028,0.4294872494002587,-0.17663915419361872,0.04397270414738717,0.2594333536008506
Temporal_Pole_Mid_L,-0.36865101820125973,-0.18080436187095578,-0.4765405801632159,1.0,0.002616187460270483,-0.11459242200230266,0.17109924786675612,-0.17922071391723504,-0.20108895926873588,0.4426449578313106,-0.15061117764857213,-0.03178509277787457,0.14787029564123444,0.52591452392155,0.06349115634467352,0.07883822590534238,-0.27084655972857197,-0.2273687871962976,-0.027990076383844372,0.002668373384274787,-0.40558448240736256,-0.06166297077461539,0.0025689249914075253,-0.17332312059888672,0.051569576562027555,-0.39804660779184176,-0.07734726590687264,0.37126271474190814,-0.12675127503176306,-0.17991631355761145,0.14493080529709926,0.1866265498571638,0.06171101585472264,0.038183538237931074,-0.4494737944145964,0.29599806464344297,0.11731223574408846,-0.17423359661380813,-0.09303989434296037,-0.015691496204703857,-0.04206464089203481,0.022468316766853857,-0.08392934885592149,0.11886574739765311,-0.1526774981558398,-0.10534590557963812,-0.04958101180836325,0.19845039329235192,-0.1565948176540226,-0.03229355588441672,-0.14348629315029005,0.28225007823771303,-0.189369155424778,-0.15725608849636608,-0.10219689505039266,0.12868804337783504,-0.04347824451744074,0.1522395299328129,-0.16115900869888067,0.27007484148391264,-0.08017923216483583,0.050367631045786954,-0.09092660347371317,-0.17698528169682068,-0.2788760036980728,0.29020094348549097,0.001488428541286655,-0.015331047049321641,-0.12100799764690386,-0.07535339702727141,0.14839487149999908,0.05176242076695085,-0.05259758119882307,0.2358006340912776,0.240554247618515,-0.13509455118353747,-0.48265646664115835,0.09435073928225031,0.21407862298135052,-0.3752110650644766,-0.1151513303360286,0.05300524747462674,-0.101102027335574,-0.039330262983053546,-0.13057092407663812,0.0548640414556349,0.34885169506882546,0.0959093032780453,-0.1389535003446405,-0.046251777781362274,0.013859865569927616,-0.24030545352243138,-0.14852327938446075,-0.15674171801912035,0.16803249810369048,0.05373724878961563,-0.2170679911543951,0.05317615344365337,-0.13276994189386415,0.04367107874095009,-0.04530185067756765,0.04817678471632234,-0.027518930482241088,-0.28848853218736187,-0.1029066072159301,0.02670767385269319,0.12027613952337683,0.09552368258333664,0.22864387998144176,-0.09470105147482437,0.01842751378733312,0.004793102912909289,0.030828594212442738,0.09707494208122298,0.15569072718368,-0.44275873134542265,0.0046457219166762915,-0.17259250153864208,-0.0829141177040901,-0.13862318855883632,-0.06072637023306141,-0.0011883996295976823,0.35377479285032637,-0.04857219063233118,-0.17752764209068028,-0.2293106969092561,-0.19066644798972182,-0.04818220164121274,0.09732269132203718,-0.10522051244434948
Lingual_R,0.33546813536295816,0.45163923176215137,-0.03805282555962686,0.002616187460270483,1.0,0.6465706748318443,0.5918978494797263,-0.1441468230277297,0.14070791748763348,-0.2640072084099328,0.4891164832091498,0.07559958749371272,0.2027717338146303,0.10920180555699252,-0.09544868628799955,0.7415887965826162,0.12557923067439938,0.22100030607397117,0.3041394074860338,0.47339672811539496,0.22228684282442285,-0.5765431793933461,0.2835401978723179,0.13899645491971718,0.3146686066217672,0.3484979035803322,0.20418981019519553,0.0032576297493373584,0.03343850751801369,-0.17517322125424017,0.23800364103678295,0.6384036597312018,-0.08785420821624466,0.8771348894448406,-0.039762011815600025,-0.039261087816518006,0.09238806072401558,-0.02398166836564517,0.20635617719254037,0.07758240433264868,0.29309345196039066,0.30966337722049686,-0.07678469589915375,0.22944649720254606,0.22799463718910032,0.21648046041407662,0.15111836376204624,0.37142641203477234,0.2613773601703453,0.44532209345170487,-0.07550362410693598,-0.19751864997124552,-0.05201636821911497,0.5054185391380492,0.38151396933429504,0.6047804976938715,0.33868529910296896,0.49705232032613234,0.6914423122104311,0.35958805687554984,0.16809118752450802,0.523254299343159,-0.01938417463215458,0.35412911978132594,0.586738354996644,-0.1838775683380348,0.2560720940190408,0.34234242920762836,-0.3239282048339697,0.13362042964072515,-0.13093922415773782,0.32183592401226196,-0.5322165060453782,-0.38184063717605965,0.347867689301234,0.1784293460756263,0.1339228148383918,0.21708521076567888,0.30980692180678493,0.15834621839355892,0.44661436292181433,0.7770251334222145,0.11712569075378626,-0.05800495966105818,0.019516113629348242,0.2892368275025869,0.35749408957814244,0.4645068896110934,-0.05761708297173434,0.3473300268377903,0.6438224820758768,0.11039416003513093,0.07965512457237187,0.06613988507928477,-0.09903267732899408,0.5605369883550154,0.15916534690901857,0.3899581029870512,-0.016600454401696264,0.6279583786235625,0.44714415587146616,0.5053690674711484,0.8065056063042892,0.40294956649313457,0.20185217096356703,0.5462715783703533,0.4323254471767346,0.43550852690175296,0.679679959256279,0.5375104707530595,0.5468362092202915,0.549454421671303,0.5197812170919035,0.09518686304499417,0.2563350031107643,0.20714825267596093,-0.0730098041101653,-0.07508243173340448,-0.1864065757764727,0.2224604929281453,0.7333840339376662,0.5335905084504504,-0.02696108559575365,0.18846017129231699,0.0769712375713542,-0.4261519224942399,0.017709013726539657,0.4575105147982641,0.7079481696566576,0.4981725453763296
Temporal_Mid_R,0.08917148702133745,0.2660931213633275,0.13982094572341827,-0.11459242200230266,0.6465706748318443,1.0,0.30936338909339667,0.11847086267841175,0.2981352877441757,-0.16163488859468142,0.35951614519886504,-0.023871528063330514,0.2331615170823848,-0.11448308176491212,0.04957100424845702,0.5444391223561679,0.2764216965332691,0.40363979215538853,0.2914629902896683,0.5163748258389008,0.2317525850372188,-0.2547032514771323,0.3172979154184689,0.19898432625148307,0.35165228975724355,0.312455663559234,0.20753012552825756,0.13634317650437347,-0.16343880691516538,-0.04735024670728616,0.1426439203200793,0.4072999182512091,-0.006021810959448785,0.6132906466687997,0.07801939483926851,0.08434710241624324,-0.11592625088404736,0.24340562391503157,0.3884014706702913,0.21245043748582773,0.4625376662709359,0.3699785969045023,-0.006054495662164555,0.26272041690129544,0.15394538300775287,0.188465419964507,0.17106086994656733,0.33110515026755855,0.3272178955225246,0.3186714237075974,0.10465844696023961,-0.009217485406527549,0.14947754553550793,0.428793787067502,0.3396706114013087,0.3167441897230408,0.45288317204019846,0.14377093024260837,0.48007862942084184,0.15614858104096363,0.3279929340980655,0.39082872648264205,0.07403996539996407,0.3729128826110009,0.6298616145248903,-0.045791517325614615,0.3085920432317323,0.25323354588935515,-0.1248875517318828,0.156844225873945,-0.1720294982475383,0.12412857850030015,-0.24171286848698886,-0.04060136608455469,-0.04830159994318969,0.25229697689190295,0.29645923215264464,0.18559009103427812,0.08310727443873521,0.2539432115538107,0.4995474190745202,0.5378145263717677,0.39523210325419716,0.12323324698635062,0.1615370642473771,0.38499985406629245,0.1425178845532259,0.28743780302185795,0.06130394537863198,0.33142573232867467,0.355042172177964,0.19498106022548573,0.310629100593406,0.07464266226573926,0.08422889409819913,0.5630128977346355,0.2994435348461341,0.1306639975097395,0.22336783282558262,0.4269323825898851,0.48142618497583395,0.5505039482934332,0.7038235577215893,0.20585541209468577,0.33480905887148976,0.4943496104459095,0.3782666183116934,0.4159030919494766,0.5625295782500956,0.6303169352219169,0.5468532760463418,0.3536300817287748,0.4011973994322093,0.10652657612344334,0.02409456328405313,0.2468055092846115,0.14801248830046923,0.11781615025697784,0.06693561812352845,0.3350101209521738,0.7389453100741618,0.2628789048598211,0.10654765550945536,0.27241146144961503,0.18692487454551482,-0.012456118677296424,0.1993366671442258,0.4284972372438211,0.6618179957504572,0.5588322245080392
Cerebellum_6_L,-0.20713239385629922,0.3227317048221593,-0.36807635700241803,0.17109924786675612,0.5918978494797263,0.30936338909339667,1.0,-0.48376654200925445,-0.0842099853487728,0.25223608104059464,0.1708590704804296,-0.16148448549165406,-0.06575902413002603,0.45945786340609585,0.0902821036112826,0.4718249344337308,0.15469784592386746,-0.186193012986682,0.3059001967515269,0.018471960544113496,-0.12651406842383056,-0.686331358515338,-0.02756771592921051,-0.2665625568534246,-0.07295611268460044,-0.06587103626193651,0.0766558260683886,0.39238161041878344,0.038684179996665555,-0.4966882020680772,0.47769794342717165,0.905610294748666,-0.05547844956018581,0.6436637345233301,-0.429844129074758,-0.04300440077499759,0.10326885454586726,0.06314626786104734,0.1995316243256444,-0.0502557046743316,-0.12988264202155095,0.37313504183539287,0.13169251021947162,0.027100232998177452,-0.25300774060000525,0.1370638023589649,0.09566402361482884,0.41742493307839057,0.1781881629038814,-0.0027060298682349843,-0.2645221358173438,0.17932869094984433,-0.2101220098406025,0.5463011745834567,0.43828135447969074,0.7365278494496669,0.3102634017343563,0.5495167523347586,0.506337027083256,0.4839012268096198,0.22522358517395769,0.3542194383819981,-0.04426197186209777,0.15244598827232572,0.22125619058276427,0.1483046094430017,0.009202156569884016,0.7181541747368234,-0.32440063824919013,0.30009122907399305,-0.11689001222830364,0.4063721410657401,-0.5571463025488406,-0.11098457902265874,0.29068092434116516,-0.2767679329271588,-0.2384984544827187,0.06788141475394976,0.4849149795084291,-0.11278039177327924,0.2671458609064027,0.5987107241996609,-0.27247491647165206,0.08988431341105639,-0.2519131996432298,0.07402481970386281,0.6619832252647236,0.5753289356997948,0.07373539602089924,0.16662764455651857,0.44948445031618756,0.016218304848066793,-0.3782231867631179,0.032426583566474654,0.06653683390350595,0.21638934899082787,0.12491861668171504,0.3646180756536531,-0.2916480927075845,0.48429989858209754,0.04810897542537438,0.39624782632205036,0.6574657881193012,0.04353360137925001,-0.13361907674930865,0.28727407094767476,0.40021723379784263,0.21453221196466263,0.736508845513253,0.23512474281840182,0.4711941188399716,0.06853303853778503,0.4271463657566032,-0.04300539186605203,0.13346729809064548,-0.044886617336357446,-0.3589554567618652,-0.5389895689399417,-0.543045917763039,-0.1778404126654462,0.18874581006891122,0.48050935482841817,0.249690574428617,0.1842850073639302,-0.16591784227785267,-0.6484815543149126,-0.3174312147219465,0.22156318187677349,0.48237128146144637,0.10834893297071002
SN_pr_L,0.31052593787212235,-0.07626756873293188,0.49174722241747215,-0.17922071391723504,-0.1441468230277297,0.11847086267841175,-0.48376654200925445,1.0,0.6044433575270928,-0.16411836207083758,0.3129702322578544,0.21533769570117414,0.3835621068396418,-0.37608738287357746,0.10579860793203832,-0.09522818326759344,0.2711065892309893,0.5468052708496196,-0.2598994619129256,0.5052378855251268,0.4698232971879927,0.6170205705990165,0.32650151348945367,0.4013932188837043,0.4825584773397108,0.4453537548139246,0.4413020556139908,-0.0957412447781895,-0.035367576425864265,0.6227880380015302,-0.019355020173813506,-0.4023977074722261,0.14201509475968963,-0.15773613005983655,0.5583518036498699,0.1695327442467343,-0.1232595428631703,0.47149678050612603,0.49624395062112814,0.3960307334088219,0.6511798392582907,0.35289591224218914,0.2971188266961123,0.5621784147205524,0.5001545452723145,0.37155491195155493,0.3477984335715044,-0.15466238594149795,0.20995163546949555,0.09801703333678322,0.7233418201707009,-0.03630198159605587,0.3505400168135095,-0.2375065132430247,-0.235136746930002,-0.34869367110472266,-0.06780365496303853,-0.2793903009027083,-0.16684731107388542,-0.20613362913258937,0.3949657667465697,0.23957886166849127,0.24839003986414515,0.28456014806247554,0.3210262722924004,0.07219070213902724,0.44149539792055786,-0.2864050831051627,0.5226026700821341,-0.15863151992442592,-0.05544290848777235,-0.20057744314024245,0.5911003398161632,0.17831557566453662,-0.21301471698437324,0.6922629715856873,0.6874771602349498,0.3479814682150251,-0.39451383476479795,0.4141303874727992,0.18248228553837154,-0.086550711386168,0.625009974981281,0.347096112733326,0.5157433953561409,0.45994072627864396,-0.5397616779065452,-0.4623066391788537,0.4505194370649053,0.28738480396051785,-0.02867358798623346,0.012568896298342626,0.7254103300594773,0.04767805860618369,0.15866557314508578,0.22799361687018624,0.37886763718298233,-0.020735547360072985,0.6427144988320559,-0.38454399195581646,0.5183445355478865,0.27265892410709575,-0.028968106648497326,0.27814955648416195,0.5610779372490114,-0.05658412815387743,-0.056675001906723345,0.33689534181430875,-0.3364112647069868,0.2517946516412704,0.24824353348389527,0.08975685270556455,0.2048926639667791,0.09257049477059746,-0.2059459427750022,-0.03769616173879815,0.5009688319605093,0.5998774052310862,0.5177312960058895,0.6655702090568226,0.2714195898916171,-0.2546680726616527,0.10757749142743865,0.4050184015297121,0.5389221742215071,0.5882382900158715,0.677911905983681,0.049870829193067866,0.1354477859098214,0.479881810606391
Frontal_Inf_Oper_L,0.13101586217540337,-0.03813598135221593,0.4554864036244421,-0.20108895926873588,0.14070791748763348,0.2981352877441757,-0.0842099853487728,0.6044433575270928,1.0,-0.06965088355803378,0.5602095015988197,0.141012289862963,0.46956618262981664,-0.21176738733272887,0.05943883291534224,0.10466483279193625,0.6074741337224416,0.4910219788407791,-0.22132083380730905,0.709444620891903,0.4420424833215631,0.38424003641815235,0.5689553382603458,0.3903977520006949,0.6194878549202048,0.5714082181010791,0.7555495772849827,0.1601493877497708,-0.18336558523214777,0.49841006787353126,0.07128726637551355,-0.14179505402887327,0.2182080719272751,0.24950840680968633,0.3542451877076907,0.32367456255698984,-0.15734142923618163,0.6643566227882408,0.5808373896353102,0.6623044233149631,0.7547466745922697,0.4196832492722156,0.19555704209620425,0.8406811443318607,0.4352369166851764,0.755668512319458,0.3986160895145652,0.2081798493736001,0.24010619248302686,0.2307745011725557,0.6859823691245338,0.17915843932842485,0.23054735822464564,-0.13521161560470477,-0.19346830932161388,-0.22594951319232862,0.1083186617479225,0.17532601155555838,0.3477752946665514,-0.081452972753978,0.6464388838722452,0.3859558494726733,0.459563867732128,0.465967996199938,0.6458512804225491,0.2533146769329047,0.5590092771739997,-0.14173410817869714,0.4283706442007863,-0.023938517294459987,-0.09022090816633689,0.256655491430776,0.38572244135622397,0.2192733723875436,-0.23075382119246624,0.6822136477018074,0.6859239945089423,0.3372207426221858,-0.3524573708066014,0.529091736205198,0.19707186319406433,0.22413510824264649,0.5852761727248694,0.4563173529437017,0.44136117325704033,0.7022207759953094,-0.09926831800765686,-0.17849614349261267,0.4498184695174744,0.7209994393005486,0.32882080621020704,-0.08201102742905747,0.7565441182453716,0.2815186194155842,0.24494020940960423,0.37413582160625203,0.5941006291292148,-0.0782789405015053,0.7330251438676076,-0.28366227546010503,0.6966119823274695,0.6155943681330219,0.3519525519474968,0.2765891328764762,0.7359279531473882,0.09264296319758887,0.16347637082148234,0.4855122129673728,0.13070264990021396,0.3631180199231228,0.6076514023854129,0.1578023964286438,0.4875409644802363,-0.15630400514746431,-0.19319235164889867,-0.012326830424205633,0.3876896088118737,0.50418967319478,0.09166191550693767,0.7302675376830633,0.3847182707440613,-0.22980946691228113,0.16707835537619606,0.47061376610145295,0.7242756103702549,0.4614947241186271,0.6524227399263821,0.08146953347133777,0.3666447104513204,0.6780339984316701
Temporal_Pole_Mid_R,-0.7784755603540275,-0.22232756091602676,-0.2759182633652597,0.4426449578313106,-0.2640072084099328,-0.16163488859468142,0.25223608104059464,-0.16411836207083758,-0.06965088355803378,1.0,-0.25851223245018856,-0.30587266774935656,-0.1562199893567682,0.2163044077044855,0.16128156641559172,-0.24850756613119407,-0.02587574085251458,-0.4330400998693663,0.06622299936798058,-0.33342194933379665,-0.4502085325371263,0.021155164293304482,-0.024608264858322904,-0.24907815801544336,-0.27571114298116284,-0.4221640656974598,-0.0006108957804300254,0.5801822382653511,-0.4069224363824771,-0.3212370990666752,0.0674934533651886,0.19208367052734657,0.11709646074398204,0.03480487273181175,-0.5785678279991496,0.23786962444642046,-0.23144207637151432,0.07047863282869747,0.0722474710352954,0.035431759046837374,-0.28500458671286816,0.09057873172754928,0.09642261864748296,-0.056673190534210736,-0.4813052250413047,0.08285598190780623,0.13698277335043318,0.17501094580975865,-0.13230963383324332,-0.2975353048399468,-0.10694268315026631,0.6176438494780917,-0.0628954599459805,0.03836823785443528,-0.06917041791907805,-0.045595702163050145,-0.006056925315705617,0.20434139438878443,-0.1202623679079051,0.23672690573400576,0.16973755448988534,-0.08030090854544321,0.02169886195813513,-0.07702607377883752,-0.13048126484070052,0.578398547220319,-0.1415549418174371,0.23034237341137487,0.10291784597590663,0.18001181442264613,-0.18037753820153712,0.23264128581586,0.04549100168284134,0.4608466054495947,-0.4078781636258072,-0.28449823780161204,-0.28113108434729234,-0.06643040939920053,0.08826016746441194,-0.3674763321863152,-0.310229359731804,-0.07650830408929991,-0.15993572642531637,0.24099984835897093,-0.22093842548209636,0.04263446496685759,0.4755716050780315,0.1127474125190603,0.14081721073566442,0.08655267420123675,-0.12008338689481435,-0.09822543925959272,-0.1700178539921813,-0.1456272784002361,0.32573748382176443,-0.18930636934305348,-0.045185274630918815,-0.09966988757177,-0.02094371776581671,-0.28255476829655435,-0.08943870462221493,0.1341424555724434,0.013923604553040944,-0.4422182566012655,-0.2282299002988427,-0.23801957129515844,-0.001783320386283982,0.02315196417112587,0.32324298738276597,-0.3377238319871878,0.07162690487727447,-0.3405975186074186,0.07488607704418694,-0.2824363553530021,0.03380016332885127,-0.4274207350524061,-0.13615607910936406,-0.2716277438404713,-0.30144775674883256,-0.14080012615538753,-0.41606744755510117,-0.260897758065341,0.3820803173061277,0.11944408317172067,-0.20395657301944717,0.06856269020036274,-0.25436793691368326,-0.29388528955810206,-0.013253375840580022,-0.2754570832721043
