,Thal_PuM_R,Cerebellum_8_R,SN_pc_L,Pallidum_L,Rectus_L,Frontal_Inf_Oper_R,OFCmed_R,N_Acc_L,Insula_R,LC_L,Cerebellum_3_L,Frontal_Inf_Orb_2_R,Temporal_Inf_R,Thal_VA_R,Cerebellum_Crus2_L,Cerebellum_4_5_L,Vermis_1_2,Caudate_L,Occipital_Sup_R,SN_pr_L,Heschl_L,Parietal_Inf_L,Cerebellum_Crus1_R,Temporal_Mid_R,Frontal_Med_Orb_R,Thal_PuM_L,SupraMarginal_L,Lingual_L,Olfactory_L,Occipital_Mid_R,Red_N_R,Frontal_Sup_2_R,Cerebellum_7b_L,Cerebellum_7b_R,Frontal_Mid_2_R,Precuneus_R,ACC_sup_L,Temporal_Pole_Sup_L,Hippocampus_R,Calcarine_R,Frontal_Inf_Oper_L,Cerebellum_9_R,Temporal_Pole_Mid_L,Calcarine_L,Thal_IL_L,Frontal_Sup_Medial_L,Supp_Motor_Area_R,Occipital_Inf_R,Cingulate_Mid_R,Postcentral_R,Vermis_10,Pallidum_R,Raphe_D,Thal_PuI_L,Cerebellum_8_L,N_Acc_R,Frontal_Inf_Tri_L,Frontal_Mid_2_L,OFClat_L,Postcentral_L,Rolandic_Oper_R,Thal_MGN_R,Temporal_Mid_L,Amygdala_R,Occipital_Sup_L,Paracentral_Lobule_L,ParaHippocampal_L,Cuneus_L,Cerebellum_9_L,Thal_PuI_R,Cingulate_Mid_L,Thal_LGN_R,Occipital_Inf_L,Cingulate_Post_L,Red_N_L,Frontal_Med_Orb_L,Rolandic_Oper_L,Insula_L,Cerebellum_6_R,Cerebellum_3_R,Thal_PuA_L,Thal_MDl_R,Thal_PuA_R,Vermis_9,Lingual_R,Olfactory_R,ACC_sub_R,Parietal_Inf_R,Cerebellum_4_5_R,Thal_PuL_R,Temporal_Pole_Mid_R,Amygdala_L,ParaHippocampal_R,OFCpost_L,Occipital_Mid_L,Thal_VA_L,Cerebellum_10_L,Thal_AV_L,Cerebellum_Crus1_L,Temporal_Sup_L,Temporal_Sup_R,OFClat_R,LC_R,Thal_IL_R,SN_pc_R,Precentral_R,Angular_L,Thal_LGN_L,ACC_pre_R,OFCpost_R,Fusiform_R,ACC_sup_R,Raphe_M,Thal_LP_R,Parietal_Sup_L,Temporal_Pole_Sup_R,Caudate_R,Thal_MDm_L,Temporal_Inf_L,Hippocampus_L,Thal_MGN_L,Thal_Re_L,OFCmed_L,Vermis_6,Putamen_L
Thal_PuM_R,1.0,0.33435377793449533,0.7324848697259928,-0.10108269312634453,0.012874440728181346,0.08535971835471524,0.023356053789671195,-0.21161149999877318,0.3120487704132324,0.114379764306998,0.12637259306981927,-0.24700087540509702,0.15673654536400583,-0.278439433802557,-0.14040677426447035,0.27822161977677107,0.23199031550145827,-0.19270987828255462,0.34196409465845673,-0.0957412447781895,0.21431028127826848,0.3314953690865642,0.20822683112634452,0.13634317650437347,-0.09555621867509018,0.262884249042063,0.4936602919275578,0.2029732985618438,0.02971516461778706,-0.08669456853700987,0.3328032765487344,0.38311420039569827,0.3076012735840807,-0.02041351318456921,0.09824783821312706,0.3182950346147006,0.002714552809802354,-0.24270823018299628,0.1045896506955314,0.3595609361544478,0.1601493877497708,0.1917168379261698,0.37126271474190814,0.3485693418865826,0.03051794986873509,0.14763445519935395,0.3119888556909649,-0.30344851313547133,0.4631261632120996,0.21982676280620303,0.4371581668500039,-0.03485184833115962,0.6277299875207415,0.34270753917071073,0.4350026462277319,-0.10530545836362502,0.18731342617224223,0.23630533486925168,0.2588948731105396,0.35287889014538526,-0.07975876293131455,0.08680306850793945,0.12939193388837794,0.08124807893742549,0.16104890941820305,0.1748746554676516,-0.021599243731166513,0.47412275022250117,0.2640646847737724,0.39723817989243076,0.4287178756874323,0.00044592486214508893,-0.010062838104736052,0.34347555232168564,-0.5281647143365684,-0.018743364124721704,0.07480027158684849,0.2378090675370585,0.26762531909335047,0.5476771807388664,0.3985821448399873,0.6442845286558295,-0.014189258101725158,0.0898119680821637,0.0032576297493373584,-0.12584031444761806,0.08751260525617713,0.17800221305655436,0.3592547987252426,0.6098275815035088,0.5801822382653511,-0.23622091356211655,0.1434154501905245,0.05530194828676142,0.2582702272986166,0.5011231770626553,-0.1920482530838658,0.01402939818942473,0.173130135623304,0.20069640652025036,-0.06017132255328903,-0.06105943930012455,0.39004248967273303,0.27323719689037224,0.6034400813727214,0.2326518120996068,0.23122600881212274,0.17791071951241386,-0.2668909594829835,-0.16182831324107674,0.17700326546933445,-0.3578018832258689,0.35681125189172286,-0.6400375630588121,0.174018107717016,0.054662884716474715,0.13175576839751046,0.7629560090973952,0.04725275454155071,0.16003732404793922,-0.3670391695517562,0.012305499170950638,-0.2690351491589079,-0.00587381832928373,0.17810891890906072
Cerebellum_8_R,0.33435377793449533,1.0,0.177625868480566,-0.15095662536134552,0.11233002700397711,0.17973715469116783,0.06325367265510447,-0.15611866812821576,0.22715651969536851,-0.3325426513748082,0.05525424304944356,-0.032080308140314005,-0.0388041192649222,-0.08756474891116878,0.10354724295976939,0.2056115646033006,-0.15307409597320903,0.15862123707514905,0.30986199324188846,0.2971188266961123,0.4049974701452492,0.3418775139635472,0.4339289984856728,-0.006054495662164555,-0.07608077509050878,0.342972686505742,0.3095312120698987,-0.12509363383649907,-0.04074823572583315,-0.05723720712473358,0.21780286426883325,0.5141272303615445,0.4153041086467057,0.12875597047615592,0.2912827013085011,0.23432436223000233,0.07294798168496912,0.13289021406206214,0.07560507684477091,0.1345455091391599,0.19555704209620425,0.29206678341999415,-0.08392934885592149,0.11176162934173381,0.06409086759838777,0.2805182821127168,0.5492898798916364,0.042428644613020525,0.3975859776439955,0.31574617440447267,0.28581064776156984,-0.16945899392851382,0.45952666461701475,0.5253596092050228,0.5095413077800431,0.026629392350946298,0.22458678607480265,0.3007318686874787,0.14230976391617609,0.30847122910828473,-0.1757315672840215,-0.02147688143829168,-0.04665945660155046,0.062315920607875344,0.21404422275404641,0.18756059559252322,0.082014276535962,0.4375540936533293,0.36057936760572046,0.548030194824398,0.3645276658238824,-0.05929127061547976,0.11968365051216777,0.27159579314128945,0.10597801051156047,0.19554332601484545,-0.04810329910704189,0.010788070702778069,0.10702266978858223,0.574236792176233,0.38359429418599816,0.017520838760746137,0.2972063060611324,0.09736024579701635,-0.07678469589915375,-0.12442395227384306,-0.028598295073372467,0.41688426548048213,0.2315572044522931,0.0888997447510792,0.09642261864748296,-0.17765645667814267,0.004154940854807158,-0.041792566827422384,0.042634595685773866,-0.007429393453375456,0.20128627712406866,0.09340979335017498,0.3745766842863678,-0.0449608427896802,-0.08436246705175823,-0.0697650383734158,-0.27999370014503294,0.10610180269396248,0.2775256092255492,0.4549881584545912,0.19237114977380573,0.06154536385511516,-0.13010792651719758,0.04701428339904918,0.06769619497053014,0.17292744517009442,0.25949981752257134,0.061685873071797105,0.3270111339446153,-0.0180114925555159,0.16865883815109495,0.18440813451787763,0.03179460034889314,0.15938963309983256,-0.13259447638274888,0.09209310623696676,0.13773427919100867,0.08437020505249423,-0.1082660102671238
SN_pc_L,0.7324848697259928,0.177625868480566,1.0,0.22295521996659257,-0.07492845116541721,0.03497750345661965,-0.044088038045886936,-0.08565128684507908,0.35099245350196534,0.21638180099860385,-0.019461624923069146,-0.10573428625221612,0.05697123830081524,-0.0973452895287685,-0.28116184603299493,0.06210390538196001,0.12948302567703,0.02747304381068841,0.10311827471837726,0.07219070213902724,0.23229912273357775,0.03222765300620834,0.16336577858257448,-0.045791517325614615,-0.2056708446578083,0.1956840733848843,0.3473384774461341,0.07130332618986283,0.04175665697183473,-0.3049607122846228,0.3669766131034596,0.3089401773031547,0.1740950980028687,-0.17071124522071138,0.14879500416674873,0.11179078054243814,0.14943736662367652,-0.24147286160595058,0.2499259565370437,0.09321878678021096,0.2533146769329047,0.3592712514688861,0.29020094348549097,0.16286197744174422,-0.013350420768790247,0.2303123848636493,0.14945764658902075,-0.27908412125978277,0.3360165689777984,0.08063186169698343,0.4826579603319306,0.14039361995863736,0.41467987967074643,0.24395025446000895,0.15897413901689153,0.009539451155980714,0.2734249169413719,0.23860098676144012,0.11212490298860046,0.2868308159192579,-0.15701452557673085,0.10931968915688908,-0.0027698342138722846,0.3243494380936646,-0.07755171545459412,0.06729629193319034,0.09392881638321657,0.20312455072321667,0.36773368883586727,0.24567493315073743,0.3051413222230845,0.09051947065955783,-0.16805231226061745,0.21959002357032287,-0.5801987620696099,-0.10135772915426429,0.24768276886120377,0.41267633014272087,0.00906207091182804,0.40694297835297055,0.17239730835007777,0.6827426650856258,-0.12805237803539926,0.23193294284379187,-0.1838775683380348,-0.29402998801529623,0.16811602206449222,-0.060168829832870724,0.14104339121245862,0.3646025114076581,0.578398547220319,0.08387540064149158,0.2479398463443867,0.20124363110049936,0.0493712349889917,0.48226467537804124,-0.10584852963224593,0.2016658808799208,0.09681190605346524,0.227559396835369,-0.16937325564931519,0.053304019415840766,0.30911564911319606,0.3331816217181034,0.4892125619376655,0.1244452081116786,-0.043280140456083235,0.18201817168584766,-0.044065019719554045,0.06491685681921826,0.0199831589967572,-0.11111904446545408,0.2371390437101487,-0.5472877989147936,-0.1201586290137617,-0.1338272695813533,0.3345756146940849,0.6189874045182093,-0.016953038610322588,0.2523589798843857,-0.12592693186176637,0.03246565628567329,-0.4011843238897475,0.2579933511399163,0.38609032648236785
Pallidum_L,-0.10108269312634453,-0.15095662536134552,0.22295521996659257,1.0,-0.15841861245609934,0.44071705828682695,-0.08944311247354456,0.4032641543252269,0.47954172555794006,0.14080659420881228,0.0676996840013349,0.6147898158949557,-0.13527398527150242,0.6078352967124435,-0.3308647030077904,0.09153668450159863,0.03468966440415394,0.7939060360926076,-0.2070994609715379,0.5842386920306101,0.2977244672360842,-0.22722552904144994,-0.12783508794695508,0.17375552198691988,-0.30624417263197784,0.35683495544718213,0.04870817696581158,0.11576154857949482,-0.10257390821266275,-0.4104309817407643,0.28104397272199544,0.3966107174688039,-0.09506014116287624,-0.328791723755934,0.6857687915083064,0.1577309165373176,0.7519399972644858,-0.13666514164824564,0.7750306511668992,-0.22349481491831835,0.7268521459032471,0.41566204309738986,-0.22589077474135377,-0.08332278417421461,0.4535575596438243,0.6925038383150982,0.2057065426915525,-0.16446519033580143,0.34234422513391977,0.3756294961801884,0.0008189381571076523,0.718669936428908,-0.41871135460906894,0.2436586333986492,-0.38529910151569186,0.3874113411137776,0.6210622347724992,0.5762373349039712,-0.1865603755188485,0.4461852206893324,0.07472665089859364,0.38361787416361015,0.14022369518090627,0.5816573753027448,-0.5522743562621762,0.3179459810605813,0.7259543046252392,-0.3453776561310326,0.38509389044987413,0.0058413087165273695,0.3054509695105751,0.5933499847200692,-0.1973649930327219,0.28928974046926825,0.10320638311204111,-0.1328105783134269,0.7412887208622425,0.7539150927224079,-0.3553470383586326,0.1514722696048641,-0.2256248874250734,0.23643408192890333,-0.07873119783663757,0.48761087072624687,0.0005284780923855429,-0.23846326897638892,0.2351238253397121,-0.10772788928730079,0.16155905804875167,-0.10847755017780587,-0.08329038986774688,0.7943895627795949,0.6983856890725296,0.6443323917037607,-0.3881319232378213,0.411439536216341,0.1917676519340416,0.7196808372205588,-0.3503627858141953,0.6135559298886784,0.28293616459286575,0.43710248149218095,-0.1113147538018273,0.6226530108643822,0.03900176484422908,0.3949107129053571,-0.5928475873538036,0.45703051113963084,0.7381818345743001,0.5916222163970198,0.0930421218741391,0.6640196156437662,-0.2779994706973493,0.16250365826389238,-0.2796557881050077,-0.23901486473952874,0.7497842921893874,0.18587740004689227,0.1962046170198466,0.7307108280439427,0.4529196938966231,0.1340841868425475,-0.2626752249704861,0.567460417892974,0.8338509600850429
Rectus_L,0.012874440728181346,0.11233002700397711,-0.07492845116541721,-0.15841861245609934,1.0,0.09260410770901337,0.31001046380062647,0.0931015569348717,0.0037366394974383947,-0.26367467198023337,0.11550000934302906,-0.0036289193561115144,0.24795703153262713,0.1212468407585448,0.26698959341862305,0.004777156916959357,0.13964208970992673,-0.14283152325620588,-0.13962744936649937,-0.1232595428631703,0.2040433926438788,0.13877908835554986,-0.2675420549156856,-0.11592625088404736,0.27126881525277774,-0.19581479880891645,-0.06496314843295256,-0.07657848355978333,0.41359020467455404,0.278310724543864,0.1992884866035028,0.0038299906635123394,0.09661363385609364,0.23530498619147916,-0.10589208890398485,-0.10048296540014202,-0.03305583971334652,-0.09830238126885407,-0.12487059127083004,-0.1319195383706505,-0.15734142923618163,-0.12281966400297006,0.11731223574408846,-0.11989606389948053,-0.04924095639365042,-0.02882898048592119,0.13682773089904374,0.022359138033566095,0.0403547114441735,0.13393452604420292,-0.09051082468240801,0.20371025237547422,-0.06098017776690463,-0.07408344111261488,0.18692777110212708,-0.19738537980673238,-0.009630696194683076,0.0128824617484534,-0.09843114601102328,0.020367001695954016,0.2456690131299707,-0.07531383211899913,0.0037584234393768148,-0.29048138803514534,0.0666546268907741,0.023835360551049595,-0.014002628253409097,-0.09251129082112781,-0.15401831939635535,-0.08141667416330109,0.055323336752757656,0.10660072227560642,0.013314386247683649,-0.06262992444705268,0.2860474186355471,-0.015945373378897516,-0.10010253418790675,-0.08499425528122591,-0.02494602588809311,-0.1749326545678889,0.010480101360178549,-0.04061501650949177,0.2804642656225814,-0.11540879237430472,0.09238806072401558,0.4799180213508613,-0.18676320995466592,0.16647538885105098,0.06936289843593786,-0.08076334142297441,-0.23144207637151432,-0.034570520494137336,0.05246346705003942,-0.23465782948152625,-0.06555788963474386,0.18903826596454174,0.03736069103992593,-0.2348077737576132,-0.11195343316661671,-0.03374220482425562,0.0966799516563788,-0.009773867120408912,0.03283482283293704,-0.10074098105855292,0.14351885451380367,0.03015916633275509,0.1606003489276689,-0.002007586788328443,-0.10974319330815933,-0.00909914648388919,-0.13369953778053092,0.002647149496256844,-0.06454443202200966,0.25214502891187046,0.15455107463221332,0.18852967024801096,-0.014960029655494823,0.20767412414240324,0.27663871529034645,-0.03991475839859416,-0.21572943498599242,-0.15772784497357464,0.31676653322762305,-0.0856035696260153,0.04895418141213739
Frontal_Inf_Oper_R,0.08535971835471524,0.17973715469116783,0.03497750345661965,0.44071705828682695,0.09260410770901337,1.0,0.2002558417354886,0.37942685314851116,0.4923546728697269,0.02443376480508424,0.49615418142287626,0.6166198087328412,-0.04165455138265843,0.5478815838133734,0.17915286977135556,0.46429335269407424,0.14920436931781095,0.5549619464465131,0.22086755483070758,0.5052378855251268,0.5076870804368485,0.45647592328165926,0.11020906487373579,0.5163748258389008,0.07974291874305124,0.4264010134915141,0.4162665977871189,0.374882381833661,0.003779077572665028,0.1923095578503214,0.24952249740751867,0.5675545330613081,0.09606449099020249,0.07899573808800932,0.7075690021042513,0.6083713858858469,0.5501826915673699,0.020777457644348955,0.6495300042604211,0.1441383202704815,0.709444620891903,0.13431793270386702,0.002668373384274787,0.09118241191249658,0.6201818814614838,0.6044867057842044,0.7205350882094808,0.11227963558596257,0.6749004596034324,0.8712702481136904,-0.1620683187662933,0.565731243088842,-0.14352039611842454,0.3644378200487708,0.05108513010689846,0.09796791218457455,0.7808906251695292,0.7678017271891493,-0.04901241162454054,0.7555808791883001,0.5041686866703664,0.4124723518379414,0.384411070695833,0.16004251736129863,-0.059235053591335046,0.7747146471407966,0.6263513708451416,-0.050965574198423215,0.2949016278979959,0.15558207865272725,0.697081346311915,0.6954008559205774,0.05293486081076752,0.6620916182937665,0.43226599996362064,-0.03722698070978752,0.4520771730949813,0.40083452545085424,0.0928416554292756,0.31179338242352006,-0.029152016275084305,0.04550944067462454,0.19562316107803246,0.07023220859906011,0.47339672811539496,0.15715067235488045,0.044505558521714096,0.5284880686497934,0.6257868919416537,0.3004069127233489,-0.33342194933379665,0.4203906969400053,0.5806581870227102,0.27447495288174284,-0.022784188073328677,0.2469519018407733,0.28536978175943933,0.553428562849945,-0.026550862322661548,0.54576813864822,0.7391889394776862,0.34383457124878825,-0.11450962257115734,0.5556118489975872,0.2419971456183818,0.7190823889072518,0.03108785093389525,0.45473691819928486,0.42014341905504904,0.3734067945293801,0.38909121521021245,0.46060557788350626,0.1355301133747288,0.39497268991850487,0.4928922931537199,0.14238935573732545,0.5414450171021821,0.20984503664548834,0.3934089194831613,0.6878842841172932,0.3889121977810434,0.19834247943808067,0.011372258258110222,0.1108471216400357,0.4643248231389957
OFCmed_R,0.023356053789671195,0.06325367265510447,-0.044088038045886936,-0.08944311247354456,0.31001046380062647,0.2002558417354886,1.0,0.250274448864181,0.09869179942387098,-0.27986855997743904,0.17038075597102298,0.35322082136418476,0.09938680551852025,0.2472999241949785,0.2883024790516124,-0.05252308794929773,-0.2647325138315743,-0.0037905836783970652,0.01714897813432207,0.09257049477059746,0.22617310000723434,0.024928575523726217,-0.23944162978792208,0.10652657612344334,0.17872595541598027,-0.24418078995055664,-0.29933973262223196,-0.08065172652829225,0.1584697305802762,0.2667720741590456,0.17136997440132037,0.1670140282339856,0.1164422525704725,0.02402181672146502,0.14276865091533747,0.13064748555845448,0.025209645913769344,-0.11152685953647525,0.13153382395673616,0.03571812734539039,-0.15630400514746431,-0.003825040331702399,0.09707494208122298,0.020051243056783873,-0.023100179532481637,0.08378952943556683,0.09060388138628148,0.12304335995628861,-0.046861277640789255,0.15351901905477797,-0.16256951936041222,0.18580987228965856,-0.07433994781980262,-0.1427379566808538,0.03477450106334523,-0.06870854780950379,-0.01783485198295279,0.043196800806061544,-0.06350224578176915,-0.07386616319606347,0.2148850877658249,-0.003685432034159809,-0.1039277333900796,-0.04945357090963824,0.09709545869279136,0.041279700416244146,0.11327858317348817,-0.013916827076752522,-0.06123891988462983,-0.20507176924943368,0.03712101286899658,0.1252549369958819,-0.05940816296645645,0.14394766213866397,0.10859196067306424,0.032956402858910425,-0.2696543585605071,-0.1261297003378838,0.003443299213909934,-0.0495494049605949,-0.24553705149945526,0.09598543467283586,0.07157743066547358,-0.21915879450107423,0.09518686304499417,0.4193993300437299,-0.0681151288972893,0.2819041781904408,0.11061834568789612,0.04432228429301593,-0.2824363553530021,0.1415771378640491,0.2837175033013326,-0.11951215582464518,-0.1123075225775849,0.03681598824897399,0.33220514546129426,-0.0817425650287937,-0.26242103169954456,-0.26152588160545903,0.24540635274376263,0.22888841722036807,-0.182333965501398,-0.036041208705794005,0.10700253249010949,0.09272321901601142,-0.004255150261005843,-0.11842441040582705,0.07358699082501952,0.20165864902556707,0.03930223474796077,0.026755087761861147,0.04662058032675482,0.20909878737137713,0.23123491729587559,0.16182361930482034,0.179059983575937,0.17204331678670226,-0.06459971657566452,0.09360820466728483,-0.14618463176368693,0.2913000439043375,0.28949715041435486,-0.032870261157561635,-0.0033080045419409797
N_Acc_L,-0.21161149999877318,-0.15611866812821576,-0.08565128684507908,0.4032641543252269,0.0931015569348717,0.37942685314851116,0.250274448864181,1.0,0.3501778094911352,-0.033845607850160365,0.41577270481519346,0.5194916859376821,0.09995247208235579,0.44788311297870004,0.23490372892957326,0.23536967854351382,-0.115964420928823,0.3321064996358518,-0.09253156299806876,0.12915755171204477,0.026019301461969988,0.01124182194236473,-0.2772790953457968,0.31325459599522715,0.10648986221112793,0.016217019236915958,-0.14157801887500376,0.23698032246463996,-0.012584050775451336,0.22239854046818303,0.17579521222466038,0.20274874930989584,0.0034357179921827236,-0.08138874239892742,0.2700728544199743,0.1779327798529118,0.351189031346254,0.10028762104558349,0.24076561282836623,0.06787495571424795,0.20325340661347896,-0.11243435297754767,0.02975510677042767,0.12492307032672813,0.3652480667304948,0.38229439308889857,0.11267392747248067,0.019505704978083405,0.22224951016497557,0.27426295292692204,-0.39683057491739426,0.5599758175658985,-0.30931189594536324,-0.004368343865800523,-0.11022925634517947,0.2330571517235224,0.3008754407014679,0.23338462009089728,0.02844734691504197,0.17427745677917014,0.44547283208738847,0.0837715178715964,0.2001934519323764,-0.05947851272397224,0.027154531207489726,0.2770894161352871,0.28713635167580565,-0.09123937050338744,-0.12469960249650239,-0.21557141103101696,0.24395463145271953,0.4832093727030544,0.1334459325863745,0.2400774132462348,0.3875650366500462,0.04228727668424573,0.26373088458476407,0.27077179485803554,0.08814422430436712,-0.16267210050136283,-0.24135319310472986,-0.14627705715385333,0.18283384198766994,-0.19279053511825328,0.342881164928761,0.22879670880369182,-0.0001734331416321642,0.1703172418662065,0.29728202508223683,0.00190416652008009,-0.28687762399835104,0.40402234733241865,0.31461731192455744,0.313353409077431,-0.10132640445165332,0.0700618356799063,0.14905550708018928,0.16089762389407197,-0.30096095123635075,0.20088430839351493,0.4076996061559885,0.43104925201565625,0.03306489222811439,0.10957588325088036,-0.05978712529491495,0.0825180583687566,-0.0971638577122032,0.33863833063325754,0.5088486866675324,0.19969000278771998,0.24746599162140445,0.3659472647082723,0.019919701181506672,0.3040460169873179,0.06053326956467326,0.3327897138686695,0.20825328217373507,-0.008712716053755232,0.238448375526768,0.2827675506263082,0.3135063252052832,0.07678844059465377,-0.029461783359429086,-0.050796335753735676,0.37292006531937416
Insula_R,0.3120487704132324,0.22715651969536851,0.35099245350196534,0.47954172555794006,0.0037366394974383947,0.4923546728697269,0.09869179942387098,0.3501778094911352,1.0,0.047992196242614596,0.41260693703573725,0.45536763476005504,0.16415194266906746,0.4308928096043741,0.062268934237503806,0.4418493490178871,0.17501890032904827,0.5138300418350847,0.11584926215292148,0.35289591224218914,0.3829389056159541,0.31362213670663236,-0.08928430154658143,0.3699785969045023,-0.0579497946644357,0.4133408657284023,0.3119113676506476,0.3558129577912492,-0.09499209241684281,0.01637118107045715,0.6411247989144097,0.6513513675603637,0.21382120304661273,-0.19718550855265116,0.48988542157932274,0.32270173811213493,0.47635880173575146,0.13769925297779667,0.4162801507781221,0.33909974817544225,0.4196832492722156,0.18826102574188083,0.022468316766853857,0.4295500252165208,0.5173667907578418,0.6506030434459162,0.36870475724286333,-0.2377734753483384,0.6201110498782543,0.5106525683669952,-0.09406774931545911,0.5615406792867195,0.1704952595136377,0.4437158739550742,0.2562290399595169,0.23712011517665565,0.5415740960300635,0.5493895750370379,0.47854293430729844,0.5509267076012387,0.38138719393345705,0.3348534070798395,0.2542140764139534,0.09475682762334267,0.07757200571003896,0.36813087718732146,0.4859291228364577,0.24430452705847458,0.31629714720581187,0.29757266176394087,0.6433465832820867,0.5725716779997876,0.29726966145753336,0.5556070596950539,0.2035394518791331,-0.05808695769789467,0.558911160655968,0.7369188049418528,0.3808423052501138,0.38615260025395376,0.08083456220094051,0.26303714761190233,0.2098096444300782,0.22505516049608543,0.30966337722049686,0.09143317176603703,0.07056769283865294,0.32440943614474094,0.6068559235952442,0.21335882560434766,0.09057873172754928,0.29390351128826164,0.5105770916607796,0.5030426066163464,0.051113417481874715,0.3076656667375319,0.05398945061709538,0.39554136327445877,-0.032981796841837434,0.4522571285885757,0.39068963119943606,0.5817040163084058,0.16279596875234967,0.5183136836806452,0.444238748229906,0.3795493389925302,0.028284994933091702,0.6532392030068441,0.4369268063040718,0.1956065912253105,0.5631566621055107,0.4082097550625633,0.1726537975757054,0.04373396142190808,0.07615502074411779,0.41990483125456946,0.558119210518975,0.45732136466789375,0.285472158370413,0.5786548636500013,0.21608614473477605,0.05616537397267978,-0.11972462753793973,0.13358591496996924,0.5652322890252357
LC_L,0.114379764306998,-0.3325426513748082,0.21638180099860385,0.14080659420881228,-0.26367467198023337,0.02443376480508424,-0.27986855997743904,-0.033845607850160365,0.047992196242614596,1.0,0.34513000015384554,-0.08317493555681628,-0.04332218381598281,-0.1532068624878827,0.0723729668837779,0.3364070700461167,0.608059277595773,-0.03900357032649673,-0.14809055260453421,-0.20057744314024245,-0.3781282647737252,-0.14064258753352396,0.18347262419034213,0.12412857850030015,0.06592206241457131,0.123046791554863,0.24926047376648505,0.5689323752532123,-0.23367232015484757,0.10500486706090685,0.11401232389939987,0.015515812374977383,-0.16716292922640114,-0.030756107198638992,-0.07315053322444334,-0.03301210779285532,0.002484089311266719,0.18425246870307954,0.003944431437795951,0.20012148464557827,0.256655491430776,-0.3399319667963815,0.05176242076695085,0.30464289790996596,0.172173507649519,0.02148435471994628,-0.19103725564735588,0.0544633179345233,0.20089086709804763,-0.0023516569032596686,-0.05929894208175022,-0.05293200024860027,0.12231353418967765,-0.1910486172444264,0.13988716439838988,-0.10552769882794909,0.14313881985924518,-0.1068407281085571,0.29122866357213273,0.012467685492425997,0.26811609075513904,0.2516540818007993,0.35242716186571404,-0.1174998007281248,-0.07815538028985651,-0.07270344756935529,-0.06979633633483272,-0.12823171631096686,-0.2755699175121264,-0.07131171709946821,0.273551884416315,0.20440642340703286,-0.021821294066975343,0.06737351457969426,-0.15814725200136648,-0.052762263223844835,0.3951414266319724,0.3264945217675313,0.3626719626444403,-0.1304160540446825,-0.0015919789666986757,0.05449026073763459,-0.09484710671577722,-0.05986950832347238,0.32183592401226196,-0.1436236670172065,0.10487387105749599,-0.12568622739929272,0.09300981151806405,0.22660825388679612,0.23264128581586,-0.12683031265698325,-0.09594216667733976,0.2984844052357167,0.13331923429251125,-0.05767924632308058,-0.5002834624438716,0.10741130925816297,0.42390618176931905,0.2891676630223298,0.09138458088891586,0.04060069698508962,0.6261814541865914,0.3299219023282433,-0.07832121766100607,-0.15219109752015242,0.14827812014060848,0.36996421374013,0.041067115251451104,-0.12801192313548992,0.39066657188215587,-0.0690528194683634,0.23929124066082563,-0.2404685281645411,-0.21322940725666764,0.15104952444769298,-0.024989941213745027,0.008487788438160603,0.36598909057089063,0.015686412363634473,0.10315809584301444,-0.2589642785371008,-0.23338387103089567,-0.31898141955107806,0.14669210311125153
