,Fusiform_L,Amygdala_L,ParaHippocampal_R,Red_N_R,Rolandic_Oper_L,Occipital_Mid_L,Frontal_Inf_Oper_R,Frontal_Inf_Oper_L,Precentral_L,OFCmed_R,Thal_PuI_R,Frontal_Inf_Tri_L,Vermis_7,VTA_R,Cerebellum_Crus2_R,Temporal_Pole_Sup_R,Temporal_Mid_L,Rectus_L,Raphe_D,Hippocampus_L,Occipital_Mid_R,Cerebellum_4_5_R,Thal_LGN_L,Angular_R,VTA_L,Thal_PuA_L,Cerebellum_10_R,Cerebellum_8_L,Thal_PuL_R,ACC_sup_L,Parietal_Inf_L,SN_pr_L,Frontal_Med_Orb_R,Vermis_4_5,Cingulate_Mid_L,Thal_IL_R,Caudate_R,Thal_Re_L,Temporal_Mid_R,Pallidum_R,Frontal_Inf_Tri_R,OFClat_R,Temporal_Pole_Mid_L,Cerebellum_9_L,Cingulate_Post_L,Parietal_Sup_R,Putamen_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_3_R
Thal_PuI_R,0.3579507819370595,-0.13426826236302675,-0.015317678495091462,0.03345063339656628,0.16008256768890666,0.24658800069537926,0.15558207865272725,0.29231181367221415,0.3550708140517242,-0.20507176924943368,1.0,0.3022289822309967,0.2606137723930355,0.24750389799002892,0.49297282080877614,-0.09784808810122327,0.24189984173562254,-0.08141667416330109,0.37286611132628034,0.3171188583850965,-0.2794232707775875,0.3863655049008715,0.27564590120715754,0.11778546853761357,0.21205664360027818,0.3416882571883335,-0.1074979908669794,0.34059445359436397,0.22527672558976414,0.14860264849495902,0.40686587485023645,0.15560751300074707,-0.219443826563804,0.2902491470270519,0.33938657996826577,0.2606838462371443,0.1478688551037876,0.059538935754834044,0.027758829665800636,-0.12599126010380204,0.12023544439633854,-0.153543423244912,-0.13802890022966152,0.4054046190164793,0.3491372519522657,0.3406057466739014,-0.012574991265238198,-0.11833674162272967,0.32819061791701865,0.7544044546467141
Frontal_Inf_Tri_L,0.5397098958891232,0.46068556070273586,0.5295335681796044,0.3912928404296429,0.6802076839293779,-0.1427862389672677,0.7808906251695292,0.8406811443318607,0.7124890203932428,-0.01783485198295279,0.3022289822309967,1.0,-0.01921604268429434,0.18304047215727218,0.26046797578253106,-0.06126864793921568,0.2645182941063697,-0.009630696194683076,-0.07386109761753926,0.7015791944350399,-0.21577258326751653,0.45256688164463427,0.5394707227450399,0.18774780835036173,0.3534110441434355,-0.06474059175576101,0.2952938091600177,0.04363731954804001,0.2672830569902531,0.6980865232769277,0.20060049718946502,0.5621784147205524,-0.022764781990411168,0.1769436224314458,0.6132777773767566,0.7002588949138167,0.6653348659103469,0.14049067970863777,0.26272041690129544,0.6300106741397028,0.8005390382326631,0.24841123293794634,0.11886574739765311,0.43865725789731225,0.5815246891650976,0.11716336695390235,0.6393550685526057,-0.1760715634992633,-0.04475617197007628,0.47601397330562645
Vermis_7,0.03397572637036192,-0.5187167102742708,-0.30322165943900237,0.07969481875861613,0.04293649569925774,0.43471173115330153,-0.15710598486139968,-0.0825010335098385,-0.17833395261092683,-0.13612124922353297,0.2606137723930355,-0.01921604268429434,1.0,0.2883385495212875,0.3072488853376694,0.2924955913509492,0.2991060505536181,0.249877976382156,0.38067577250729834,-0.26438751375435127,0.26048064592738457,0.16673298830506772,0.12012178578902391,0.1966522545643217,-0.1312624761537778,0.21653273579678373,-0.07186715059145359,0.6545048081744377,0.3336711696458925,-0.20619981583906605,0.23451050109744637,-0.4462048470171849,0.16327916161021888,0.4910235219308778,0.23381925776383758,-0.02957700594846587,-0.3101388175528101,-0.3376279991272809,-0.014664847904012799,-0.14927470746542504,-0.2659540185071909,-0.13290886226905937,0.21942262725203232,-0.3522329214684935,-0.025595208381824178,0.17819738985745134,-0.06339936748621784,0.3288744999246328,0.3634032735154621,0.07500309804829101
VTA_R,-0.0011893742989812506,-0.10560322187962928,0.05873957135412662,0.2549963571137708,0.15131521787795815,0.06351025101304326,-0.03939084711890634,0.17915843932842485,-0.062430850255402834,-0.10813914404312033,0.24750389799002892,0.18304047215727218,0.2883385495212875,1.0,0.05311462118931512,-0.17129501538905276,-0.023785686558030164,-0.19028052759363057,0.45651066639276755,0.1286062444422875,-0.22495742946889125,0.04802721546823678,0.09928122993173909,-0.10681201928680495,-0.36545866204417754,0.20857272900477125,-0.33551809940293914,0.20237785424497684,0.4210417539422078,-0.09236098145055444,-0.02478948164133279,-0.03630198159605587,-0.2445469747716112,0.2726197455741634,0.2442634714709971,0.22623262010626877,0.13009929434945425,0.018972197732343838,-0.009217485406527549,-0.08633494999593407,0.023011143182138878,-0.08693752949004381,0.28225007823771303,0.25659305285109496,0.08822921731719656,-0.1694917075829673,0.19058038471312366,0.010822756727563608,0.23869666203799486,0.3970609907061059
Cerebellum_Crus2_R,0.17886507495483173,-0.23043042877441147,-0.030085379706108233,0.25017225949026345,0.1146685496218628,0.2749798575368528,0.23284007722679798,0.07128726637551355,0.2582306110945504,0.013766717528082666,0.49297282080877614,0.26046797578253106,0.3072488853376694,0.05311462118931512,1.0,0.38406491408724835,0.10302403972238987,0.11812857772441791,0.2591553777592623,0.11337696371596966,0.0888903082875129,0.4306150689159375,0.27967080509804654,0.32158112025164587,0.1937755869050834,0.22495063399630597,0.10263516468600034,0.5238075464508672,0.26262043447108957,0.14459580842905942,0.44440747434630073,-0.019355020173813506,-0.05356660040660715,0.28602531583022534,0.39155990259851914,0.13638007470555435,0.023355991149235783,-0.013434942686739107,0.1426439203200793,0.13150581548782286,0.16652565015210638,0.1294032428152959,0.14493080529709926,0.16315411005158054,0.23279574363306238,0.34695102864987415,0.024034643722329347,0.1900466531371675,0.10576622447006229,0.4765425904361228
Temporal_Pole_Sup_R,0.054625879651287186,-0.36739060425717757,-0.15394438454337345,0.3182236416143358,0.058588450097723885,0.36319497781318716,0.14238935573732545,-0.22594951319232862,-0.024181170742054812,0.16182361930482034,-0.09784808810122327,-0.06126864793921568,0.2924955913509492,-0.17129501538905276,0.38406491408724835,1.0,0.3506509677025224,0.18852967024801096,0.18715716510767605,-0.2003943591837668,0.6230680865555094,0.4254454739178631,0.34711360420754306,0.336306029840745,0.1798083757874471,0.07768861711181659,0.2801893076751102,0.48613437204603865,0.2526762853063062,-0.06664533021838205,0.350603641576375,-0.34869367110472266,0.3115819159277008,0.4135674146720027,0.4029749877492874,-0.04630096817554706,-0.19878097923466118,-0.1698772328492961,0.3167441897230408,0.12972597018848822,0.009016226019213255,0.5056697668032853,0.12868804337783504,-0.44157915095181055,0.19581209381794426,0.19088428336514046,-0.031688871205274485,0.4360793570843513,0.12569263921276153,-0.20266969399950582
Temporal_Mid_L,0.6130532421652005,0.0023246514404521037,0.05586988145823787,0.09034742261646063,0.4014099656233161,0.5273364130184507,0.384411070695833,0.3477752946665514,0.3145703466872589,-0.1039277333900796,0.24189984173562254,0.2645182941063697,0.2991060505536181,-0.023785686558030164,0.10302403972238987,0.3506509677025224,1.0,0.0037584234393768148,0.044215666793601276,0.2970239483279041,0.3832631455434099,0.6036617667869855,0.5550187976403556,0.39037020222516083,0.34380143243901046,0.25340670174591645,0.3014853082389041,0.25625508264326546,0.3810188349480241,0.19866778370614208,0.4652468371021162,-0.16684731107388542,0.17460890482210578,0.6395790376478356,0.5239043163464571,0.31646793377422655,0.009703672278647558,-0.22439665545087728,0.48007862942084184,0.09158455134992889,0.19049379242819678,0.12123886812534279,-0.16115900869888067,-0.2569508060794161,0.3401392913621732,0.2952529769613489,0.2746580748808687,0.14907233466220135,0.2484745334133192,0.04836048187999049
Rectus_L,-0.18338636551018098,-0.034570520494137336,0.05246346705003942,0.1992884866035028,-0.10010253418790675,-0.06555788963474386,0.09260410770901337,-0.15734142923618163,0.14502830535438377,0.31001046380062647,-0.08141667416330109,-0.009630696194683076,0.249877976382156,-0.19028052759363057,0.11812857772441791,0.18852967024801096,0.0037584234393768148,1.0,-0.06098017776690463,-0.03991475839859416,0.278310724543864,0.06936289843593786,-0.002007586788328443,0.11621843927069157,0.020118871012656206,0.010480101360178549,0.2173446929078224,0.18692777110212708,-0.08076334142297441,-0.03305583971334652,0.13877908835554986,-0.1232595428631703,0.27126881525277774,-0.08850416100501865,0.055323336752757656,-0.10074098105855292,-0.014960029655494823,-0.15772784497357464,-0.11592625088404736,0.20371025237547422,0.035837113570962746,-0.009773867120408912,0.11731223574408846,-0.15401831939635535,-0.06262992444705268,0.20817558049619037,0.04895418141213739,0.24795703153262713,-0.11195343316661671,-0.1749326545678889
Raphe_D,-0.10382278116296449,-0.5554226258251171,-0.3474435458299078,0.23564200392670243,-0.16376985626203217,0.3375114172239661,-0.14352039611842454,-0.08562494538119203,-0.07712249094038867,-0.07433994781980262,0.37286611132628034,-0.07386109761753926,0.38067577250729834,0.45651066639276755,0.2591553777592623,0.18715716510767605,0.044215666793601276,-0.06098017776690463,1.0,-0.26109243930360304,0.103477808304091,0.13810701015005558,0.04378187513757246,0.0905575600436422,-0.40776800016048226,0.4276145910079861,-0.45472490769221263,0.5445562014606943,0.3146989287206699,-0.2937870977951019,0.35205259070622086,-0.23732600704222603,0.023859189671134595,0.3646696978643953,0.23046165389828152,-0.008246242850380963,-0.1756135657954216,-0.13029797044909314,-0.005308330260495717,-0.4077116781762707,-0.23572856837095,-0.16180079073783848,0.22131506702331286,0.04635151313907638,0.07681916765181913,0.1547720929974771,-0.26474009783993097,-0.04487752435096924,0.5291437439989626,0.34407749851336783
Hippocampus_L,0.5982491495102978,0.717039874656292,0.7977273714689359,0.3400090575673966,0.6104487955590833,-0.1926835389296316,0.6878842841172932,0.7302675376830633,0.6865409396031652,0.09360820466728483,0.3171188583850965,0.7015791944350399,-0.26438751375435127,0.1286062444422875,0.11337696371596966,-0.2003943591837668,0.2970239483279041,-0.03991475839859416,-0.26109243930360304,1.0,-0.2608807460014864,0.5554100819504479,0.5432585757044713,0.11399299377201179,0.44273170985338833,0.026279989497220383,0.3244250642498819,-0.11645664037168224,0.15411865930950472,0.6528600073701525,0.17814600061137142,0.6655702090568226,-0.1722124091941752,0.0925523091252528,0.5654034651848704,0.6916996181658556,0.7652507118992858,0.2391414350351878,0.3350101209521738,0.5593615062724913,0.7865563048463868,0.2558882244807478,-0.13862318855883632,0.5614684687549968,0.6018913359405252,0.1535382805200365,0.6398511998487241,-0.1246558042478051,-0.15466245511777507,0.4830386682742588
Occipital_Mid_R,0.0613832786835029,-0.3166413552438441,-0.18489983024053216,0.01194281443411572,-0.2797409024557117,0.44719709251389833,0.1923095578503214,-0.28366227546010503,-0.024498445055060727,0.2667720741590456,-0.2794232707775875,-0.21577258326751653,0.26048064592738457,-0.22495742946889125,0.0888903082875129,0.6230680865555094,0.3832631455434099,0.278310724543864,0.103477808304091,-0.2608807460014864,1.0,0.293333183476005,0.08625042125482178,0.6438794404143656,0.04142629798386877,0.1624467627444982,0.32506575708028335,0.3529300510322853,0.21371058008692384,-0.3675253133175724,0.36848898607284963,-0.38454399195581646,0.47519151197287623,0.37938720595628683,0.24229574793279143,-0.28414021706470155,-0.39973504245292074,-0.22918880646469225,0.4269323825898851,-0.0920721756109307,-0.020350777546389,0.22957639943145136,0.04367107874095009,-0.5740147787416708,0.03264714136758406,0.48305309489385095,-0.2289487306105887,0.4124572365224209,0.26407518396102664,-0.4220211686500795
Cerebellum_4_5_R,0.6672413966359206,0.11957534034511154,0.40603566519964257,0.30147102757760896,0.36990917554836955,0.35143883203620857,0.6257868919416537,0.3666447104513204,0.6440988788733558,0.11061834568789612,0.3863655049008715,0.45256688164463427,0.16673298830506772,0.04802721546823678,0.4306150689159375,0.4254454739178631,0.6036617667869855,0.06936289843593786,0.13810701015005558,0.5554100819504479,0.293333183476005,1.0,0.6597818782161425,0.5302120185307866,0.2815967614317605,0.30470275597554375,0.4465439445296135,0.3684960120568994,0.38806616058749727,0.2975036219634384,0.6945773953253608,0.1354477859098214,0.163403329326627,0.7016578113023918,0.7689019390458548,0.38459221082294703,0.23054530605430054,-0.011176252264474565,0.6618179957504572,0.3054740082988095,0.5023522510619315,0.2036977897199067,0.09732269132203718,0.08521975332988092,0.650534837342568,0.4831715521476788,0.2916853105449498,0.26442907749651823,0.17912044637333557,0.384294387620125
Thal_LGN_L,0.6583262059159267,0.2877529216763644,0.36541243150049496,0.5441456744226407,0.6717987293442202,0.05909467012568179,0.45473691819928486,0.4875409644802363,0.3786011291366611,-0.11842441040582705,0.27564590120715754,0.5394707227450399,0.12012178578902391,0.09928122993173909,0.27967080509804654,0.34711360420754306,0.5550187976403556,-0.002007586788328443,0.04378187513757246,0.5432585757044713,0.08625042125482178,0.6597818782161425,1.0,0.12780690713333337,0.34300168317382285,0.2079325861723902,0.4404391581964411,0.2607270451503092,0.1424092553561272,0.4356414114808611,0.2507291511684644,0.2048926639667791,0.08984985325534789,0.5104850297356298,0.6896765784353135,0.5964281243553383,0.38311457987698144,-0.1465353184012504,0.4011973994322093,0.3977601042434752,0.42188438644251514,0.3559655357861143,0.030828594212442738,0.07503616935067607,0.46231400713319554,0.02693318576151441,0.5435131875267312,0.09737938571943404,0.14610372081219408,0.2467964951542399
Angular_R,0.4193345902511235,-0.19900865432158957,0.10561525570839837,-0.09893337245870545,-0.11052012049822177,0.4860047629245435,0.5529501264051728,0.16153958332343551,0.3981101213054665,0.213912789220776,0.11778546853761357,0.18774780835036173,0.1966522545643217,-0.10681201928680495,0.32158112025164587,0.336306029840745,0.39037020222516083,0.11621843927069157,0.0905575600436422,0.11399299377201179,0.6438794404143656,0.5302120185307866,0.12780690713333337,1.0,0.16298959016716133,0.19275399822760275,0.31303127518525586,0.31948946027250147,0.47240149054674274,-0.041227413779128995,0.6268738718648246,-0.02009135808306483,0.17060954138528198,0.4264894746194523,0.48007153324924495,0.03578491097334878,-0.12478713358353917,0.0053948406967940215,0.639951224718034,0.052675734705182914,0.38676735346858904,0.1562129798693606,-0.02524833460650754,-0.13506259113013908,0.3577184072598747,0.8482683161102177,-0.08817957780390015,0.278529811438178,0.19728983355887486,0.15827710811808066
VTA_L,0.3528409598036934,0.366028470271535,0.25877363694617567,0.09866523312775226,0.2706721188956713,-0.06305847440544994,0.39615705023600156,0.2765891328764762,0.31176250106832903,0.16323030482008588,0.21205664360027818,0.3534110441434355,-0.1312624761537778,-0.36545866204417754,0.1937755869050834,0.1798083757874471,0.34380143243901046,0.020118871012656206,-0.40776800016048226,0.44273170985338833,0.04142629798386877,0.2815967614317605,0.34300168317382285,0.16298959016716133,1.0,-0.32050671071360926,0.2999976855226624,-0.007859801745080303,0.019288104565880856,0.3696140966186946,0.0450175328835218,0.27814955648416195,0.059485876276948825,-0.05199457057043694,0.2500135697641492,0.333552317024629,0.33659392616909906,0.09366448881285167,0.20585541209468577,0.33019008495010166,0.41522022100319433,0.34503402465062666,-0.28848853218736187,0.02617447656232127,0.3374778627490527,0.2051879536906327,0.16405827027181058,-0.1708718980862986,-0.16644255704657912,0.14163937116900852
Thal_PuA_L,0.25568502070602694,-0.26740785299056075,-0.13913387093467636,0.1257803819112077,-0.04727793155406126,0.3989580882239284,-0.029152016275084305,-0.023938517294459987,0.06999382470098921,-0.24553705149945526,0.3416882571883335,-0.06474059175576101,0.21653273579678373,0.20857272900477125,0.22495063399630597,0.07768861711181659,0.25340670174591645,0.010480101360178549,0.4276145910079861,0.026279989497220383,0.1624467627444982,0.30470275597554375,0.2079325861723902,0.19275399822760275,-0.32050671071360926,1.0,0.008428786634815076,0.37137645068767083,0.25003578560973855,-0.12385527569316425,0.3827475071534069,-0.15863151992442592,-0.011750361910654511,0.4424377256488431,0.27920558147400476,-0.017354395746950548,-0.17510422032839632,-0.27354740203853795,0.156844225873945,-0.31253405496437836,-0.11864075061713503,-0.19811248069685575,-0.07535339702727141,0.09204007306467533,0.08815617667940721,0.23859556301173396,-0.07852196475692962,0.2820641995809146,0.4514358375239943,0.2925109585964916
Cerebellum_10_R,0.41334687347586,0.3492942378867535,0.30166160522509655,0.07470386380074771,0.32806971786077327,0.0424283669892775,0.42509616264193345,0.1578023964286438,0.3837815153839037,-0.013301278258117279,-0.1074979908669794,0.2952938091600177,-0.07186715059145359,-0.33551809940293914,0.10263516468600034,0.2801893076751102,0.3014853082389041,0.2173446929078224,-0.45472490769221263,0.3244250642498819,0.32506575708028335,0.4465439445296135,0.4404391581964411,0.31303127518525586,0.2999976855226624,0.008428786634815076,1.0,-0.14268916618910554,-0.0717497766744161,0.2936996376399917,0.19852957625638765,0.08975685270556455,0.22770126764624488,0.25419030290383016,0.28311121854682747,0.09979025761171727,0.08226667146878064,-0.12225591859119998,0.3536300817287748,0.5130806283619473,0.36611161331414305,0.25143849537761626,0.004793102912909289,-0.12558922794962105,0.26454928032170744,0.1745062329003467,0.3358439079418319,0.3621494259676158,-0.12089324027739067,-0.2209000591899049
