,Vermis_8,Cerebellum_4_5_R,Cerebellum_9_R,Frontal_Inf_Oper_R,Precuneus_R,Parietal_Sup_L,Vermis_4_5,N_Acc_R,Precentral_L,Parietal_Inf_R,Frontal_Inf_Tri_L,ACC_pre_L,Frontal_Sup_Medial_R,Thal_VPL_L,Cerebellum_7b_L,Occipital_Mid_R,Vermis_7,Cerebellum_Crus1_R,Thal_PuL_L,Cerebellum_3_L,Frontal_Sup_2_L,ACC_sub_L,Thal_PuA_R,ACC_sup_L,Occipital_Sup_L,Pallidum_L,SN_pr_R,Cingulate_Mid_R,ACC_sup_R,Insula_R,Parietal_Sup_R,Thal_Re_R,Temporal_Sup_R,Olfactory_R,Temporal_Pole_Mid_L,Red_N_R,Temporal_Mid_L,Thal_VL_L,OFCpost_R,Thal_VA_L,Putamen_L,Cerebellum_3_R,Thal_MGN_L,Thal_PuA_L,ParaHippocampal_L,Paracentral_Lobule_R,Cerebellum_4_5_L,Occipital_Mid_L,Olfactory_L,Thal_PuL_R,Insula_L,Postcentral_R,Caudate_L,Lingual_R,Red_N_L,Cerebellum_10_L,Calcarine_L,Cerebellum_8_L,Temporal_Inf_R,Temporal_Pole_Sup_L,Heschl_R,Cerebellum_Crus2_R,Vermis_3,Vermis_10,Hippocampus_R,Caudate_R,SupraMarginal_R,Cerebellum_10_R,Raphe_M,Fusiform_R,OFCant_L,Thal_VL_R,Frontal_Inf_Orb_2_R,Lingual_L,Putamen_R,SN_pr_L,Thal_LP_R,Temporal_Pole_Sup_R,Cuneus_R,Thal_MDm_R,Occipital_Inf_R,Parietal_Inf_L,Fusiform_L,Cerebellum_Crus1_L,Thal_MDl_R,ACC_pre_R,Frontal_Inf_Tri_R,LC_R,Thal_MDm_L,Precentral_R,Hippocampus_L,Temporal_Sup_L,Vermis_1_2,Thal_LGN_R,Rectus_R,Occipital_Sup_R,Cerebellum_7b_R,Thal_LP_L,Thal_Re_L,Frontal_Inf_Orb_2_L,VTA_L,Postcentral_L,Thal_PuI_L,Supp_Motor_Area_L,Cingulate_Post_L,Amygdala_L,Thal_VA_R,Frontal_Med_Orb_R,SupraMarginal_L,OFClat_R
Vermis_8,1.0,0.27444277763862385,-0.551611799289787,0.01022882970357141,0.09434326099001614,0.4018417536398533,0.39798288386470126,-0.22158061194825202,0.01914217306178197,0.2283868589362739,-0.1966725655566899,-0.377818022544095,-0.15876093532003666,-0.05061147546698877,0.22506341553374898,0.5834020647314239,0.2884879204466628,0.0359051267168174,0.1211889197160876,0.4516517965914794,-0.05071978375729828,0.08317901893983655,0.33619829161324255,-0.33395503312349273,0.6437565695013713,-0.5281547457084935,-0.18042679953248356,0.1711083705405397,-0.2517515225152684,0.024547178361524404,0.31324252079980525,-0.18597488818425306,-0.005061683078453791,0.26315355665928897,0.21407862298135052,0.08127765898918876,0.23249491611817535,-0.04585241526456019,-0.46221632682851155,-0.16643061923471655,-0.2922386264311926,-0.13740637799923627,-0.2653699777045023,0.3658900903285457,-0.4163562584064067,-0.2003522813495411,0.25478763783303465,0.3848847697517016,-0.08164959509433088,0.14625107263982007,-0.28869727268492607,-0.03932996164526492,-0.37882406434297616,0.30980692180678493,0.2626810792334549,-0.14695274410482806,0.2635934877902344,0.4798784241921597,0.3303812128411968,0.15899493000654613,-0.33413733517726046,0.2676506177694328,-0.17838669410372673,-0.2059104547386741,-0.49052624664720423,-0.3833242168463446,0.18152205642660693,0.07031335649578975,0.5194384249310955,0.27739118989048356,-0.258678406941654,-0.1562946355296807,-0.2476774020568012,0.19872303881979803,-0.29412039838983256,-0.39451383476479795,-0.0060237496180914835,0.5604794174809854,0.39083107153766544,-0.3133555544609812,0.03158710334503013,0.4417413200453377,-0.06798682774425917,0.3845336420795732,-0.23647522793197345,-0.3060135460958306,-0.19948849811402405,0.33401744233413144,-0.03452729963454009,-0.2279528603770269,-0.29112691483329245,-0.2241950017997239,0.09543495810711335,0.011249979813382029,-0.1778543069171909,0.1025590774182943,0.5604685742909798,0.2626703919558695,-0.21208322228905152,-0.23938872686455254,-0.0785131633165224,-0.040959380441686746,0.10141245088591917,0.24295607506376327,0.11479637954874694,-0.42189035049080725,-0.28124289308851486,0.3815025302881182,0.29477793356238663,0.0039761692734953296
Cerebellum_4_5_R,0.27444277763862385,1.0,-0.0756349933566894,0.6257868919416537,0.6967732794690147,0.5875698562134422,0.7016578113023918,0.006504178100029941,0.6440988788733558,0.47461701474335255,0.45256688164463427,0.04397270414738717,0.3056975938480478,0.6135703514162388,0.2767122141818856,0.293333183476005,0.16673298830506772,0.00647847221684667,0.4089642441326026,0.7112391667115744,0.5601892764966904,-0.1623800521952333,0.3862682702936685,0.2975036219634384,0.30754196660482497,0.16155905804875167,0.23565714908043955,0.7427824196663095,0.16326499068452544,0.6068559235952442,0.4831715521476788,0.08205163651440486,0.6376831364407753,0.1466752228574681,0.09732269132203718,0.30147102757760896,0.6036617667869855,0.5170173417994636,-0.02861248867669165,0.2559815864359715,0.2916853105449498,0.384294387620125,0.19980298987572248,0.30470275597554375,0.4304040278963122,0.5822751001227159,0.8224243906305219,0.35143883203620857,-0.13703259603160425,0.38806616058749727,0.399980636317111,0.7151065289955548,0.30290164629782584,0.7079481696566576,0.34215467755790946,0.055514578987493214,0.5669357947568575,0.3684960120568994,0.26442907749651823,0.08627185538472065,0.2468608201126627,0.4306150689159375,0.6953904775137478,-0.21861623963971666,0.36229648612942716,0.23054530605430054,0.6083217294938806,0.4465439445296135,0.3492079088121169,0.6798491264647613,0.08684470352115588,0.29722787461002026,0.20900743885969403,0.6927414384123689,0.3350587942464835,0.1354477859098214,0.15240473039661176,0.4254454739178631,0.483577003907097,0.3147080209198259,-0.0650804121337721,0.6945773953253608,0.6672413966359206,0.17912044637333557,-0.016451805277627844,0.11182625256589601,0.5023522510619315,0.22128886665027078,0.3493102637431956,0.5137646132307166,0.5554100819504479,0.5806908622983771,0.2965466161088726,0.621774323524803,0.020395195080112328,0.4461795757293995,0.24005099366503627,0.049267066863279585,-0.011176252264474565,0.34063875876560035,0.2815967614317605,0.7200041985205308,0.5339654550202638,0.6130628821547833,0.650534837342568,0.11957534034511154,0.3166813137279084,0.163403329326627,0.5870177858132263,0.2036977897199067
Cerebellum_9_R,-0.551611799289787,-0.0756349933566894,1.0,0.13431793270386702,0.081533005965577,-0.18865638006188698,-0.43676562181141065,0.15714443630977307,0.3090100972261437,-0.04450071090728467,0.3420340790518731,0.2937753219217158,0.36474219527594265,0.30588552230771765,0.2029736305269758,-0.7089419057309281,-0.38372717297445363,0.11296058848913469,0.02677460703459516,-0.4712430569978722,0.2900146942977004,-0.022590019860436673,-0.24985019313789192,0.35053386682363225,-0.4835886284461681,0.41566204309738986,0.36586416561541035,0.03185615045387919,0.20398849230014449,0.18826102574188083,-0.06652740151836878,0.16371341040004428,-0.17670789845608917,-0.3158294127747795,-0.05259758119882307,0.12652653851759932,-0.3596330781527744,0.20802630664527472,0.5475268611882065,0.26115928441774544,0.2823852925526486,0.5588806160734109,0.17567919413629698,-0.07159664320292759,0.5249383236793904,0.36252004774280594,-0.3246286423544457,-0.408249480376492,0.1169505529577052,-0.06946639591739646,0.2708497431559979,0.1930911474511138,0.3964403688530658,-0.5322165060453782,-0.2778875969612592,0.4196941985423305,-0.3033281738603588,-0.2863577049500323,-0.33148954425635196,-0.3188006930750781,0.50803793586289,0.00010588279513104584,0.26058645724218926,0.499422142593509,0.6034588340317215,0.5673127723621336,-0.05770475367159318,-0.21751446839537578,-0.2829840006185001,-0.3682117285626717,0.16556183077480102,0.21435860016786953,0.13981504331296504,-0.4444145521945385,0.2655319929593032,0.5911003398161632,-0.04637064871509896,-0.6302154899177472,-0.30702453639960575,0.46420139184225306,-0.2210083411718806,-0.10354092784814248,0.004333523471784947,-0.2758934355891528,0.42162666435150314,0.1398158995953488,0.3321318751258092,-0.5303275236380286,0.29855014302171307,0.5264624689764458,0.5159974786392929,0.1655976331911205,-0.3841214034999399,0.032045110949277145,0.05930788341216708,0.007817891929904192,-0.3970171937077035,-0.22499606996760937,0.41829657678201754,0.2151903642826554,0.04971265414253754,0.3367279304524243,0.38510794828463224,0.30522955797036727,0.13847556575038633,0.4663508074763984,0.31690567660455327,-0.4151893847673139,0.012274723093359393,-0.08464670099182307
Frontal_Inf_Oper_R,0.01022882970357141,0.6257868919416537,0.13431793270386702,1.0,0.6083713858858469,0.4928922931537199,0.21014389104507958,0.09796791218457455,0.8507478075213933,0.5284880686497934,0.7808906251695292,0.26421568721254124,0.46720283834275195,0.5387442743372215,0.09606449099020249,0.1923095578503214,-0.15710598486139968,0.11020906487373579,0.5165051036719882,0.49615418142287626,0.489603608574653,-0.12883493787206554,0.19562316107803246,0.5501826915673699,-0.059235053591335046,0.44071705828682695,0.3970348008681677,0.6749004596034324,0.46060557788350626,0.4923546728697269,0.4459948891300216,0.2653808844969245,0.7391889394776862,0.15715067235488045,0.002668373384274787,0.24952249740751867,0.384411070695833,0.5806311995878646,0.3734067945293801,0.2469519018407733,0.4643248231389957,0.31179338242352006,0.3889121977810434,-0.029152016275084305,0.6263513708451416,0.6660920689462513,0.46429335269407424,-0.022784188073328677,0.003779077572665028,0.3004069127233489,0.40083452545085424,0.8712702481136904,0.5549619464465131,0.47339672811539496,0.43226599996362064,0.28536978175943933,0.09118241191249658,0.05108513010689846,-0.04165455138265843,0.020777457644348955,0.29255039371090796,0.23284007722679798,0.7205256241166845,-0.1620683187662933,0.6495300042604211,0.5414450171021821,0.7357990587060842,0.42509616264193345,0.1355301133747288,0.38909121521021245,0.23042874635832866,0.47940912692798515,0.6166198087328412,0.374882381833661,0.6946090866054684,0.5052378855251268,0.39497268991850487,0.14238935573732545,0.04268629645900936,0.4786628264049054,0.11227963558596257,0.45647592328165926,0.5615979668783998,-0.026550862322661548,0.04550944067462454,0.42014341905504904,0.902739226517983,-0.11450962257115734,0.20984503664548834,0.7190823889072518,0.6878842841172932,0.54576813864822,0.14920436931781095,0.6954008559205774,0.17784799783906757,0.22086755483070758,0.07899573808800932,-0.12432116988289381,0.19834247943808067,0.42367117328206466,0.39615705023600156,0.7555808791883001,0.3644378200487708,0.5922702088657034,0.6620916182937665,0.4203906969400053,0.5478815838133734,0.07974291874305124,0.4162665977871189,0.34383457124878825
Precuneus_R,0.09434326099001614,0.6967732794690147,0.081533005965577,0.6083713858858469,1.0,0.7141967280490409,0.4991247008549878,0.0909980924660128,0.6005728296591344,0.5503699333845063,0.38794908762629327,0.07508769595952176,0.2644360591540303,0.5973835509557948,0.1738814716630338,0.1751760287917578,-0.005421339796264242,0.11689862664508482,0.6485636230227704,0.3855983246501682,0.41135082790055283,-0.15113901721564463,0.22882590581016693,0.24392444990103093,0.27670251622901515,0.1577309165373176,0.194876517170285,0.6112909397751364,0.10039612344865928,0.32270173811213493,0.6690546462969749,0.23613355087614657,0.6325428243530634,-0.0014917648271064558,-0.0018495999404638723,-0.01379647552074751,0.4332689286973963,0.3584879612026544,0.0908902561909445,0.2478384818515026,0.16930059368923353,0.4904801847082743,0.11683992009988002,0.2504126102854361,0.41689136227914736,0.7599810495652852,0.5797211156375027,0.45576627410245835,-0.05834361983965106,0.5164383832341466,0.16602919578274525,0.7027652554400766,0.2900903434390838,0.5665285886905063,0.13544165250142326,0.1469605880264524,0.48435568895843906,0.1020854993173184,0.06126635678311216,-0.030009358873342475,0.23850285787339567,0.2763556376754721,0.6039254010379805,0.0063821117161431285,0.49894407385020595,0.2086147000649161,0.6556658289697742,0.24506272351459343,0.2717294083433065,0.3712319864878506,0.023608366354816633,0.10341453265218539,0.2604782317738925,0.5465720909780816,0.28563897152954143,0.20877030537450458,0.0824079259567293,0.10978767892064559,0.5619372218556602,0.2985044575910121,0.054068929544846274,0.5579467450155001,0.5664273584459724,0.04415413292962419,0.038322155395970274,0.10104466769324658,0.5600364692019331,-0.05183827626347773,0.20711566399566758,0.5478894256152337,0.5541435330121713,0.42756996209439235,0.1092753878503622,0.3989912273931208,0.05224615050686691,0.7224617352368516,0.10604457524867707,-0.16788372679667232,0.21971470163187204,0.17777384074366187,0.26675821558871665,0.6184205270329447,0.5185548406417158,0.5215427811283756,0.7142749872412846,0.11579343762246526,0.2650950626601663,-0.033803409714963754,0.4030915828192435,0.15432357442559952
Parietal_Sup_L,0.4018417536398533,0.5875698562134422,-0.18865638006188698,0.4928922931537199,0.7141967280490409,1.0,0.4449883909930408,-0.1466727262993715,0.4901563576011911,0.6104370307292205,0.14621465095481806,-0.2335140126967816,-0.053577929231964735,0.2644518643823036,0.19949165254799214,0.5446914359515839,0.2158405355085399,0.16724424737312982,0.6409071784164054,0.44319516067153086,0.0669700239756543,-0.1081017755058243,0.40951471485604723,-0.06420937705946574,0.6140483015205449,-0.2796557881050077,-0.08917121455593226,0.41885190211775725,-0.10179207943458497,0.07615502074411779,0.9100251330372922,0.10980232583490025,0.5251560445911069,0.20507794802080567,0.02670767385269319,-0.18842156845529712,0.47704548056417856,0.2256416976723047,-0.1069911164810044,-0.031206363081140064,-0.136352400375839,0.2490570818108749,0.02145558872993393,0.2838945261756163,0.04343727000961767,0.3952559561276987,0.5253585125077637,0.6111733735872255,0.07097035541726524,0.39342942473085024,-0.17360328970055744,0.5415279490571651,-0.008769132141701745,0.5462715783703533,0.2853701881802194,0.11453435613498701,0.3267312307339249,0.3198834999213148,0.19514525681117179,0.020552568544248594,-0.031537146066971854,0.28453506637380804,0.1879580540680673,-0.10151780875288512,0.037707764700836095,-0.14522960712272295,0.6887374576181501,0.22234863028944216,0.31231451653302467,0.3048920073562059,-0.22195968500259713,0.008490483676578831,0.04308087423161128,0.3723706475590048,0.0007143621701232866,-0.05658412815387743,0.2169048032787244,0.24185806513592198,0.6336691631514451,-0.011270332158592414,0.31592293933140475,0.781869386525675,0.3503306193226728,0.21711649435333347,-0.2489585393428887,-0.17853363489280294,0.2920545535951556,-0.013828559304775388,0.005235870414253226,0.33341797660629496,0.1454836914592589,0.1862419639516455,0.05926776610189954,0.1515721785188573,0.0309865248361796,0.723419660695597,0.3955410440297382,-0.10308362438627879,0.08433632515225628,-0.15960528307371677,0.16669035691522185,0.41460339984835964,0.3050983843314113,0.5105326906887878,0.42050505636229213,-0.19558561573697217,0.06011264008899537,0.20383895428580664,0.41786780686422614,0.011823918847494265
Vermis_4_5,0.39798288386470126,0.7016578113023918,-0.43676562181141065,0.21014389104507958,0.4991247008549878,0.4449883909930408,1.0,-0.12519888765205103,0.19419579884674001,0.19600672973019898,0.1769436224314458,-0.22114560280174386,-0.0006374895672653602,0.39568953211859553,0.09779055625293574,0.37938720595628683,0.4910235219308778,0.2026834996321838,0.2399915309680633,0.6617325794940652,0.26926791928218413,-0.06965361147606937,0.3042342421071922,-0.07975848567212784,0.4704026090618675,-0.10568931192542502,-0.13821104218797584,0.568263949842117,-0.2513755819805223,0.2755431218069575,0.2799008646022964,-0.1943144001715357,0.3343881403749803,-0.030759443048229963,0.22864387998144176,0.1324393812312414,0.6395790376478356,0.09999501417439922,-0.4567572563821252,0.13667607889530528,0.07172506842900235,0.17560600734979,-0.03622957620384954,0.4424377256488431,-0.0745308145041079,0.28469244910641966,0.8311214736056353,0.6232501428431007,-0.23302918656442406,0.4750304534565558,0.22602958067116843,0.2877272357991921,-0.11702988370797464,0.679679959256279,0.017640065647015743,-0.36247842784445256,0.6746865434297289,0.4383834206722116,0.2565575469451991,0.18706014011895272,-0.07119910990555729,0.28602531583022534,0.34989931733498686,-0.11426606744125911,-0.060640008240028145,-0.2190693207486884,0.29023468882773684,0.25419030290383016,0.5124491153673093,0.6472971893222196,-0.04870314704053089,-0.17515811387336017,-0.2390802899888382,0.8217037316925045,-0.03138583968397922,-0.3364112647069868,-0.2660773989511443,0.4135674146720027,0.5336636429162457,-0.15922127560122812,-0.06488683035353417,0.4918778848112254,0.5571514985038145,0.47784349066707776,-0.0520893581257991,-0.19270632648100333,0.025687940360204255,0.6363540792282149,0.1695975610749371,0.05831583990471713,0.0925523091252528,0.41008602267730493,0.5552400422282495,0.2805614999161996,-0.0286196686787143,0.43241897654773126,0.30965456565497956,0.21403608948064393,-0.3053837813700709,0.05594046677336267,-0.05199457057043694,0.3656365801881872,0.31166429504349974,0.21021221784906863,0.39335433272770687,-0.2812083304182775,-0.19290112625741385,0.20728696622939546,0.5958521363497707,-0.031624369418437895
N_Acc_R,-0.22158061194825202,0.006504178100029941,0.15714443630977307,0.09796791218457455,0.0909980924660128,-0.1466727262993715,-0.12519888765205103,1.0,0.05489591755421499,-0.022570381258037186,0.14181855896921086,0.34966546488751565,0.2201455283383396,0.10421945595785218,-0.09180239936369956,-0.21692960999681515,-0.21804654961331507,-0.09616114748692696,-0.06393867438245464,-0.04298296188774174,0.2560388130480335,0.08020187770169504,0.07141651590001434,0.3506220832134913,-0.15894483554234354,0.3874113411137776,0.211638688244337,0.10670809784060335,0.43849802064465127,0.23712011517665565,-0.10864678760384179,0.011629118295233073,0.08768115532942397,-0.11959569265095682,-0.189369155424778,0.02001588542903668,0.021541822312927922,0.22266709826615233,0.1916909970246215,0.14399036450710104,0.2908395431867244,0.06101408303515957,0.13689288357233148,-0.016416189707011305,0.27465803330923827,0.1329948574251844,0.010714365430371525,-0.1587230763360367,-0.020029058203402627,-0.09421398568350632,0.2730541232588278,0.09753646070972678,0.40096709392314006,-0.05201636821911497,0.04657205220719675,0.11598535128688493,-0.003538342779287302,-0.19686495959067646,-0.003222506972720829,-0.013523250030248731,0.20593083692996492,-0.1202095134227945,0.23894657242751122,0.08044257189713762,0.2768326356210343,0.2574760152924321,0.007321696763137616,0.13072368572354534,-0.2380651668100054,-0.005637763727212637,0.23732909263798443,0.2438290405691997,0.2701143638742935,-0.016018772189221195,0.3041422576401232,0.3505400168135095,0.11162502097429998,-0.09560994516739817,0.02771408237530725,0.3088610792478926,-0.04157476912016508,-0.15194758713781353,0.18908181305836433,-0.19813742222709302,0.013436002923683427,0.32202671671946603,0.21271572095773733,-0.16111987707958916,-0.021991686551758448,0.11454589747217912,0.24666103462298905,0.1698868774389589,-0.07540422690249875,0.16432676106961555,-0.12648466903230493,0.0037867036445092127,-0.17676637215486646,-0.27188454387862504,0.08140946556735862,0.29136157552623815,0.17445013009186472,0.10970076982798938,0.18772752209558144,-0.029582359533071995,0.1046883797682505,0.2968337527881233,0.20856741790694885,-0.25731201626598615,-0.08443964578060661,0.2576024090915885
Precentral_L,0.01914217306178197,0.6440988788733558,0.3090100972261437,0.8507478075213933,0.6005728296591344,0.4901563576011911,0.19419579884674001,0.05489591755421499,1.0,0.3852949581548571,0.7124890203932428,0.2069765923601939,0.3615721762006723,0.6599672688899213,0.21796148884054647,-0.024498445055060727,-0.17833395261092683,0.07352502255487803,0.4866629309999904,0.34569404952937,0.507022543632555,-0.16272061936166224,0.16400708571326797,0.542488385887458,-0.06942175772420145,0.34955962906668364,0.40270533285480536,0.5951110813026007,0.3439822250493295,0.4296391937029252,0.42920678326350487,0.3235419719748069,0.5224411153076702,0.13496647637597226,0.051569576562027555,0.15182563752439426,0.3145703466872589,0.5945845831945326,0.28236338713268344,0.3345963675477575,0.37056164678259046,0.4542475281711223,0.3374320944046838,0.06999382470098921,0.6381896070525526,0.7167889206834557,0.3809454575749977,-0.004879139956583399,0.03263215220242312,0.24820229941732846,0.3103783828867149,0.8434154534562059,0.45975644753748907,0.3146686066217672,0.3601467361266104,0.3498141840666271,0.04639553405479994,0.01616768516812978,-0.10093851400727549,-0.11938473244713292,0.27709567646210537,0.2582306110945504,0.7093298780946182,0.003026222946272648,0.6211174113294662,0.502971680185844,0.6044876375026006,0.3837815153839037,0.08135477854124319,0.22307790620043771,0.10938549058143215,0.3849431017485376,0.3400296981467553,0.24013819412222845,0.5053491395337993,0.4825584773397108,0.3629213383465486,-0.024181170742054812,0.04253479556732619,0.4755431341587833,-0.10341353672390667,0.5502047075252661,0.48788516310381524,-0.016187596880967804,0.07273862665188983,0.19573651414447346,0.7505480519788026,-0.23171934417279172,0.29003728341023954,0.8473880636302215,0.6865409396031652,0.5529048082172923,0.05995972821423008,0.5850405457370111,0.09635533574869462,0.2543324858400111,0.20626235119203026,-0.173700658035377,0.22509037929396827,0.2813841112034438,0.31176250106832903,0.8822443978738328,0.5590393874116798,0.7815225961880223,0.6591272355423622,0.3796367428582327,0.5053732539068483,0.06915530192012925,0.5436715359552909,0.0679199446484009
Parietal_Inf_R,0.2283868589362739,0.47461701474335255,-0.04450071090728467,0.5284880686497934,0.5503699333845063,0.6104370307292205,0.19600672973019898,-0.022570381258037186,0.3852949581548571,1.0,0.20012864775471031,-0.015761790498843575,0.2948810171672225,0.09007870202047989,0.18760985015210155,0.4563157814648012,0.055932159745047526,0.16367572670859415,0.37395702862153474,0.3451394800709369,0.19081992703666828,-0.14792296929106005,0.41344639320585447,0.07895909716496613,0.34287115431173537,-0.10772788928730079,0.020516096375258013,0.528822760472402,0.1705933070868239,0.32440943614474094,0.7863868208838513,0.12479736097502983,0.6310226266211214,0.21594919004268082,-0.1151513303360286,0.11496526500390217,0.17592891175445047,0.22682074775647368,0.06697390195055117,-0.08797443022786301,-0.02791968178632551,0.2997058035042266,0.014247536188135767,0.15724820923963276,0.2111254787426623,0.5106900328694988,0.4570309693679106,0.19107656667909886,0.007804071084610193,0.35631773868735245,0.010280689937593708,0.664116404143683,0.18111323526924655,0.44661436292181433,0.30049473821380585,0.1635204483015733,0.21959416054068231,0.37459934131452266,0.2304122811699117,0.1282926011656045,0.3375778104080327,0.41212142998514023,0.25922318138818196,-0.10593301994939748,0.1914177194862979,0.09565703788862835,0.8738795286370761,0.21683844016805148,0.17394768377263972,0.4208162987805336,-0.09749317256481065,0.28517338840262646,0.4080516530053288,0.24879872386436486,0.19596527748455847,0.18248228553837154,0.23814123086590136,0.33608050451544663,0.4250190594594687,0.21734083095533238,0.31887616551192377,0.5513058556548139,0.3439563322731894,0.12692519479692696,-0.07359778355687926,0.08716772882062691,0.47632651769724554,-0.10641108719913552,0.11851246592484951,0.3891363683617472,0.2521183319150672,0.060995574434563264,0.018121091456721423,0.2344464917009142,0.228143743157246,0.5071675152323667,-0.004118968232054887,-0.0174363617534104,0.04895597576773771,0.11943410559525101,0.21740248001800772,0.3559213094688685,0.19064503298415758,0.4780034528823215,0.36507625340015465,-0.08779460262073122,0.14415739400855823,0.04504421159115346,0.1219092726436457,0.2882896116349076
