,Postcentral_L,Cerebellum_7b_L,Vermis_9,Vermis_7,Frontal_Med_Orb_L,Red_N_R,Temporal_Inf_L,Cerebellum_3_R,Postcentral_R,Temporal_Mid_R,Thal_MGN_R,Cerebellum_8_L,Pallidum_R,Thal_VA_L,Vermis_3,Thal_Re_L,Amygdala_L,ACC_sub_L,Calcarine_L,Frontal_Sup_2_R,Thal_MDl_R,Rectus_R,Thal_MDl_L,ParaHippocampal_R,Vermis_8,Insula_R,Cerebellum_Crus1_R,Angular_R,Thal_PuA_R,Temporal_Mid_L,VTA_L,ACC_pre_L,Cerebellum_8_R,Rectus_L,Putamen_L,Thal_VPL_L,Thal_MDm_R,Thal_Re_R,Hippocampus_L,Cuneus_L,Frontal_Inf_Oper_R,Hippocampus_R,SupraMarginal_L,Rolandic_Oper_L,Caudate_R,Frontal_Mid_2_R,Thal_PuA_L,Thal_LGN_R,Cerebellum_9_R,OFCmed_L,Occipital_Mid_R,Cingulate_Mid_L,Temporal_Pole_Sup_R,Thal_AV_R,Frontal_Med_Orb_R,Precentral_L,Temporal_Inf_R,Cerebellum_9_L,Cerebellum_Crus2_L,Thal_VL_L,ACC_sup_R,Paracentral_Lobule_L,Temporal_Pole_Mid_L,Cingulate_Mid_R,Occipital_Sup_L,Vermis_6,SupraMarginal_R,Cingulate_Post_R,Thal_VPL_R,Raphe_M,Cingulate_Post_L,Insula_L,LC_L,Thal_MDm_L,Temporal_Pole_Sup_L,Vermis_10,Fusiform_R,SN_pr_L,Frontal_Mid_2_L,Cerebellum_6_R,Thal_LGN_L,Thal_VL_R,Thal_PuI_L,Precuneus_R,Cerebellum_7b_R,Fusiform_L,ACC_pre_R,Precuneus_L,Vermis_1_2,SN_pr_R,OFCpost_L,Thal_PuL_L,OFClat_L,OFCmed_R,Heschl_R,ACC_sub_R,VTA_R,Occipital_Inf_R,Occipital_Inf_L,OFClat_R,Thal_IL_R,Red_N_L,Frontal_Sup_Medial_L,N_Acc_R,SN_pc_R
Postcentral_L,1.0,0.23128555051339517,0.28853647098467106,-0.025641080302620287,-0.09020592633048942,0.1820902111813209,0.33460290523053154,0.5812061004383939,0.8423911685235628,0.38499985406629245,0.4199847764070454,0.11793574328928631,0.4377300033542283,0.4265596212659084,0.7824548389384228,0.14050580347606037,0.32841283412473476,-0.117149756669802,0.22212149009806004,0.5949054857305938,0.21283788286702415,0.09290453918367877,0.284689846792554,0.5296425913386741,-0.040959380441686746,0.5509267076012387,0.16671614563842682,0.32432356051508104,0.19463160076527025,0.38633415197423704,0.1717979025188925,0.24907152484623843,0.30847122910828473,0.020367001695954016,0.4836881955287919,0.704745469508298,0.48803563924319837,0.17865560847853593,0.7428884220676241,0.1718750573873966,0.7555808791883001,0.6452799727045975,0.6983764050426949,0.5551856500973696,0.5205035271588195,0.6476883134180867,0.19496662315701627,0.5767226537404586,0.3367279304524243,-0.2384483970351239,-0.14796631413728986,0.6792878864921277,-0.034046292128713754,0.4783454314211307,-0.10118499538461823,0.8822443978738328,-0.006886840298574964,0.4871941078630929,-0.09409756188065885,0.5519814845957707,0.33179545485211437,0.8325760628003788,0.0548640414556349,0.7257549414573448,-0.0792206691736367,0.27146815207904296,0.5686269123914302,0.572480892832969,0.6199874265234069,0.1126608755301252,0.6786935322448704,0.5084896947599377,0.012467685492425997,0.40586955073010256,-0.17246123624548837,0.1505460206667172,0.28300154513258435,0.45994072627864396,0.8528237566071843,0.08042002786828939,0.5208019013931471,0.33543940742175865,0.6516696029684111,0.6184205270329447,0.14596905332024077,0.6022659951148925,0.1503627531217092,0.6295034276410764,0.2003325024857671,0.369246360762701,0.20768492906663172,0.38129596481257144,-0.061606217821234883,-0.07386616319606347,0.4329876639828048,0.06033634024005294,0.16720814528750041,-0.19700867455162507,0.04312925687266078,0.07262289406653864,0.5481340713054743,0.18290108240277406,0.5686198079053251,0.10970076982798938,0.4080634563449367
Cerebellum_7b_L,0.23128555051339517,1.0,-0.02649701995412841,0.09518227737787104,0.028408742205707424,0.23227119186855155,-0.0873527079451506,0.29678786384053496,0.185242919045691,0.04957100424845702,-0.08142791978857886,0.4217563122777988,-0.08164845819336992,0.052482233285566414,0.06647930048091588,0.118811676236088,0.016767102422745903,0.021619065400486498,0.0954738773853451,0.34600229365598667,0.2178169543803174,-0.10512292542613529,0.08957511206131478,0.14331918745858244,0.22506341553374898,0.21382120304661273,0.16761002923824178,0.036205953614271376,-0.07842796902533272,-0.06199333533650212,-0.02759064375292513,-0.14619129925055768,0.4153041086467057,0.09661363385609364,-0.06286440241512076,0.20308512973197304,0.06790084470502482,0.054641191551482074,0.17129410993714503,0.23885782654646937,0.09606449099020249,0.09674292212806204,0.24925199174315188,-0.07032822168914515,0.16678356298882016,0.20641371491864718,0.1339294148616041,0.03718706861681657,0.2029736305269758,0.19062120962034498,-0.04168248120591356,0.26537913285725184,0.05806400770403469,0.056811540284253316,0.029540936907306817,0.21796148884054647,-0.06531816626305861,0.24641217168548074,-0.02280950194044139,0.10506697650702028,-0.045248190211615004,0.16717567111774376,0.06349115634467352,0.22819028795730553,0.14262834194637922,0.008020132734473408,0.12914410935214662,0.12875470072764506,0.38986022287541333,0.14011370950525606,0.1824234098650337,-0.017932724030413016,-0.16716292922640114,0.2789515744414524,-0.04522174079003735,0.14088457064263984,0.16513487365234497,0.10579860793203832,0.3121961147366911,0.10788150891226898,-0.006192201049881172,0.014844839551216302,0.258130764222337,0.1738814716630338,0.0719489068680087,0.05825093895256413,-0.11656511489844605,0.2067302099706208,-0.2177967153627876,0.16647533608997225,-0.06444074809739746,-0.054761530936805636,0.04736857641530809,0.1164422525704725,0.1721875228240854,0.01774701862906196,0.03842875911178408,-0.09099879291603338,0.09668509576327747,0.004979095068820026,0.11295659027798254,-0.034874864952989804,0.18424164357901404,-0.09180239936369956,0.22795802854694852
Vermis_9,0.28853647098467106,-0.02649701995412841,1.0,-0.18212248969979336,-0.24554142286771333,0.17399483989190137,-0.11731854574238579,0.3730347759967368,0.1663767950724907,-0.1248875517318828,0.2279283490413578,-0.2065733969714758,0.2501873545662359,0.3736760098545837,0.3612734829726653,0.15852457248706167,0.3060856613850781,-0.03330157718793723,-0.16162156651738022,0.29812779358593305,0.3040876736331111,0.20122045361455884,0.38214727302508095,0.4040481392291292,-0.602660186370921,0.22505516049608543,0.10764108950199101,-0.28295561491570687,-0.18724783755886906,-0.22790974279515974,-0.014460469367342535,0.30912975315732827,0.09736024579701635,-0.11540879237430472,0.4094588376522298,0.2542090315529448,0.41276606977352864,0.12868117416895117,0.3777745971847604,-0.178012283503354,0.07023220859906011,0.4819455905310516,0.06150735413475856,0.46114718431942225,0.5089699928408589,0.4696862002995075,-0.026254989049920536,0.0630480998544092,0.6127257505880545,-0.08094762136783575,-0.6746030208876475,0.03383841281193488,-0.39236797840105686,0.4039590170161493,-0.41371131819991813,0.16530605839124374,-0.11301480182654895,0.5675314373294863,-0.5068869673708302,0.207202327329382,0.3129412571087772,0.035589757540946294,-0.12100799764690386,0.11324070946452258,-0.5773991234639356,0.6943224429476724,-0.13795518592053715,0.08514801259286231,0.31345538874368356,-0.4185116054653161,0.08841914639060003,0.4044334393824717,-0.05986950832347238,0.2659927897654066,-0.15563182310023177,0.2943747564379151,-0.19608248132989878,0.5226026700821341,0.34372569040058437,-0.36402227908414836,0.15679367930409052,0.20918952983700634,0.234125884778011,0.001980935794572012,-0.28369200207797024,0.194934713903948,0.23644354172117182,0.009603460574413808,0.01654123027173147,0.24044910371569464,0.35269495870573475,-0.21654538401019213,-0.1894269969695029,-0.21915879450107423,0.5335539145761866,0.13739238642723964,0.13693435472978824,-0.31671351851385,-0.35894753814624347,0.03730448940909475,0.4478502863438479,-0.15329568997192572,0.3387351219164625,0.32102034806649876,0.16809356870048991
Vermis_7,-0.025641080302620287,0.09518227737787104,-0.18212248969979336,1.0,-0.037171730906591295,0.07969481875861613,0.3560867332457533,0.07500309804829101,-0.01880842749651417,-0.014664847904012799,-0.007121255821928187,0.6545048081744377,-0.14927470746542504,0.07362891806497253,-0.15686271080510783,-0.3376279991272809,-0.5187167102742708,-0.05963450204439228,0.35374773955955163,0.02705047127428221,-0.020781998765914935,0.2116034663163441,-0.516096638349876,-0.30322165943900237,0.2884879204466628,-0.0005176705017304562,0.22840633822088813,0.1966522545643217,0.2561983360927443,0.2991060505536181,-0.1312624761537778,-0.45409244144485217,0.190595103471753,0.249877976382156,-0.06339936748621784,-0.1727507914900588,-0.2813415382101991,-0.09199829073069886,-0.26438751375435127,0.4036309366956108,-0.15710598486139968,-0.3856996773425689,0.3397062413658415,0.04293649569925774,-0.3101388175528101,-0.3203166364761384,0.21653273579678373,-0.18775077931730041,-0.38372717297445363,-0.0213484399906058,0.26048064592738457,0.23381925776383758,0.2924955913509492,-0.36966756135231327,0.16327916161021888,-0.17833395261092683,0.3288744999246328,-0.3522329214684935,0.2510608278687948,-0.21899181972901924,-0.3565177817803142,-0.12467509949589228,0.21942262725203232,0.23141088448802682,0.3323927460903235,-0.5318887469502399,0.006149757172119474,0.07199987379262043,0.05413806984529724,0.2716904847674076,-0.025595208381824178,0.08451016382672923,0.296774359265563,0.2306932373580486,0.13939172840477143,0.1567057689267402,0.1767648784178288,-0.4462048470171849,-0.2025932277281314,0.4693462937227294,0.12012178578902391,-0.21440145529320936,-0.014314925929630344,-0.005421339796264242,0.2190458778702473,0.03397572637036192,-0.33862610767367196,-0.00395046797544313,0.6061009423360271,-0.4739915406628697,0.0007145102115887228,-0.013101801946875127,0.3066147317208318,-0.13612124922353297,0.12423471275089411,-0.02869590483784167,0.2883385495212875,-0.009656128747126739,0.117356898769068,-0.13290886226905937,-0.02957700594846587,-0.07584145265560066,-0.13046030708582304,-0.21804654961331507,0.2258479637502256
Frontal_Med_Orb_L,-0.09020592633048942,0.028408742205707424,-0.24554142286771333,-0.037171730906591295,1.0,-0.036270796753924445,0.11209309455230254,-0.0285040550402452,0.06544104228355087,0.19498106022548573,-0.05855003986392824,0.14711107180139202,-0.22894381481896278,-0.18981844019265437,-0.03029028541126834,-0.03051068304835299,-0.03766978284361122,0.16439666949649215,0.09737002809233462,0.05934389856905421,-0.1614744821496415,-0.04089162650655126,0.016568656596192364,-0.07942741963179825,0.03295205979923932,-0.05808695769789467,0.021906429953970224,0.12951160953348698,0.23089068936153534,0.08160731983929155,0.06814108534385613,0.1358918911239106,0.19554332601484545,-0.015945373378897516,-0.2291121445017106,-0.09439557586258991,-0.0005439926349506327,-0.09593743044059838,-0.013391692318696545,0.10217301890054682,-0.03722698070978752,-0.027029030686310403,-0.13932780962589777,-0.1796059059922774,-0.14556298350158717,-0.029343177722220767,0.1164043718364668,0.019442738002071986,-0.10169358927063823,-0.06212449526486056,0.1981709746898025,0.052779789976275276,0.033711241279829766,-0.009002042651499592,0.134525002617353,-0.08882824269314767,0.03573187078752688,-0.15134998261243682,0.2064096210318307,0.11396317887814342,0.038985665068922336,-0.06960798811019474,-0.24030545352243138,0.02355758913733482,0.12583831687897884,-0.14459866654571513,0.1656288416699547,-0.0009747415638349139,0.030864811107523486,0.16612666223892217,0.023634908117263848,-0.11124194411623141,-0.052762263223844835,-0.15374940587672664,0.16424719495215537,-0.06670303323023548,0.12650610305676,0.012568896298342626,-0.09942865263790708,0.06845484877179664,-0.027589518457425723,0.14959599061983084,0.027429395864972072,0.005773720461651033,-0.04433042537595908,0.09107319606231155,-0.03238599634878651,-0.012034154427417749,-0.12861608695021523,-0.12400902818817805,-0.04241631675754861,0.12501274430453713,0.11452490195055585,0.032956402858910425,0.035650150025674954,-0.07116100446041856,0.032177060615174655,0.33906902177857307,0.09525040645098985,-0.058346370143954274,-0.12213789156164889,0.04879329088740119,-0.028287998264847652,0.09164157321435167,-0.11354362144151271
Red_N_R,0.1820902111813209,0.23227119186855155,0.17399483989190137,0.07969481875861613,-0.036270796753924445,1.0,0.331306681542604,0.1735713410657141,0.19120466895918445,0.11402948956955974,0.16915657243222237,0.33497881504576055,0.3442603639342344,0.29577725071288175,0.36110854270826265,-0.02946661305520543,0.23109759799685226,-0.14155647114909042,0.14468051157461512,0.528244483191247,0.31932418103724924,0.021139074779737144,0.15831502909929315,0.3741010564747934,0.08127765898918876,0.6411247989144097,-0.053386300252228056,-0.09893337245870545,0.05582558777828627,0.09034742261646063,0.09866523312775226,0.07586639060967497,0.21780286426883325,0.1992884866035028,0.44996037557310997,0.24281489047074573,0.3631322299279797,-0.05134977638208831,0.3400090575673966,-0.07587940602544585,0.24952249740751867,0.2282752441950263,0.12756929106821585,0.39633294701045635,0.4555901740488982,0.24314660179615813,0.1257803819112077,0.3946276050200924,0.12652653851759932,0.16616503160519136,0.01194281443411572,0.49607810289960574,0.3182236416143358,0.24864219108691152,0.09230391396435046,0.15182563752439426,0.062073451422618296,0.20004345496859663,0.1303035900723857,0.2796945662185625,0.21439680656269927,0.06618246241725659,0.17361846896986258,0.41909026297543567,-0.12287971093401678,0.1352153761694862,0.03708070091814565,0.27837791616347596,0.4167449290874364,0.23993521676104693,0.23856488551496546,0.5333900359156148,0.11401232389939987,0.4488945754718795,0.15539277335727317,-0.08387631933222717,0.3777752541995436,0.20111658424240425,0.26581120671757824,0.24772569421135726,0.5441456744226407,0.36748728464200187,0.1655108826208753,-0.01379647552074751,-0.15548652849864786,0.16748837435657735,0.32978940886408536,0.04191097999932404,0.1879924112708652,0.25062803597713995,0.38762246392910193,-0.2109175810631685,0.41789299824106324,0.17136997440132037,0.3621253322909838,0.08777548959357856,0.2549963571137708,-0.2884107504783719,0.10885901430621367,0.3827460633978763,0.48653700238538533,0.10081470907854928,0.45236018222339586,0.02001588542903668,0.30013675263555567
Temporal_Inf_L,0.33460290523053154,-0.0873527079451506,-0.11731854574238579,0.3560867332457533,0.11209309455230254,0.331306681542604,1.0,-0.08003425117457048,0.4029234825601976,0.355042172177964,0.2630836275561511,0.3247032682836845,0.28293224966518443,0.09684759927868725,0.4430495073867744,-0.3424761779971336,0.12065931055730968,-0.1531416244561799,0.2921310728806309,0.22566399771882395,-0.24594275030205753,0.15963909824527503,-0.03830253337819695,0.18875804199855709,0.21373167023165257,0.285472158370413,-0.02863677788236489,0.3152946891461728,0.44426941537819636,0.6432352235652729,0.3139161502930624,0.11039440363253795,0.03179460034889314,0.27663871529034645,0.3576394813529034,0.31984163539109967,0.10702367908261588,-0.044606918293124416,0.32279315120011515,-0.021401641473972995,0.3934089194831613,0.14195493184712799,0.32773708930724244,0.45456018668177667,0.07186183102702548,0.08225479821428391,0.17320898662591788,0.5396133633811099,-0.32914949083812683,0.001931322595360192,0.36605588037186537,0.5561693104646421,0.32939584981046777,0.02934862708136308,0.28244459883745376,0.2933268621237596,0.19468193467297779,-0.2846098729645709,0.41968274944772666,0.43406814754485884,0.2132305416907037,0.35905864529646503,0.013859865569927616,0.5260197363719274,0.11397884275702162,-0.31255455931098725,0.2633957256562263,0.31687721532785706,0.08804618875482964,0.25372598917505224,0.27883822020770616,0.44455057342699816,0.36598909057089063,0.12056791927307992,0.2009472681038992,-0.24541820788685642,0.455143026113387,-0.02867358798623346,0.17746124235409394,0.35669582094048474,0.6509326152728465,0.3556894938627665,0.15175675726374008,0.19618756016569897,0.2596526472815112,0.585715846829519,0.19196247034366523,0.24498294551240862,0.5791353697459186,0.03117813997950738,0.2146621401609426,0.19977214953336256,0.18015643539624096,-0.06459971657566452,0.004416550164493666,0.0031530632524917517,-0.023351956185457712,0.08120273574918396,0.19596282952141703,0.11414199737606821,0.33128230902223527,0.48910220626590056,0.24196225876690766,-0.012844135200803287,-0.00580886861073392
Cerebellum_3_R,0.5812061004383939,0.29678786384053496,0.3730347759967368,0.07500309804829101,-0.0285040550402452,0.1735713410657141,-0.08003425117457048,1.0,0.47350423882330617,0.12323324698635062,0.29043263938626934,0.27236462834315595,0.036563112855609696,0.2052989453083843,0.42398446200824713,0.20951134321214232,0.007891798408779075,-0.11102739040326977,0.2403674418243725,0.5973924085229986,0.2710176372061969,0.11996261501227923,0.21039189361176078,0.25434218869593855,-0.13740637799923627,0.38615260025395376,0.33147686943943,0.15827710811808066,0.08211971134881212,0.04836048187999049,0.14163937116900852,0.09521709065151206,0.574236792176233,-0.1749326545678889,0.1571075331149835,0.4258908839772611,0.32203583095219723,0.1230748849915005,0.4830386682742588,0.41521776419589773,0.31179338242352006,0.4407987438906367,0.45342207768838233,0.24705960536451305,0.38259157151584594,0.5316938525672599,0.2925109585964916,0.044214877764578685,0.5588806160734109,-0.11871373351978103,-0.4220211686500795,0.40020459724699725,-0.20266969399950582,0.3758217386171547,-0.3457447025244326,0.4542475281711223,-0.1482233918424747,0.6212437020083292,-0.340520775476731,0.27548041500618725,0.10311449108121196,0.43233623409268174,-0.039330262983053546,0.4831053367652874,-0.029938545772014692,0.2998367675339379,0.2847362165689509,0.4290520122775496,0.6862494798553835,0.1298386633894303,0.445407153660642,0.34605072439177864,-0.1304160540446825,0.4374812214098418,-0.09601911502571886,0.4297917480929322,0.1050853035068461,0.347096112733326,0.5177995033541429,0.05441702317844493,0.2467964951542399,0.16055657760202052,0.6768866882785222,0.4904801847082743,-0.17654482949687667,0.3331032388243952,-0.013221725122033005,0.5133086943909585,0.006452634075531981,0.07459099330799017,0.24833358076112044,0.2121144711710378,0.10384620799358381,-0.0495494049605949,0.6538732820218615,0.13736701036117757,0.3970609907061059,-0.23875705130104155,-0.1303088554423833,-0.06565071771834781,0.42765780446691376,-0.1395971823196286,0.37762842027627613,0.06101408303515957,0.470999267525171
Postcentral_R,0.8423911685235628,0.185242919045691,0.1663767950724907,-0.01880842749651417,0.06544104228355087,0.19120466895918445,0.4029234825601976,0.47350423882330617,1.0,0.5588322245080392,0.45783947332680247,0.20375356338858394,0.45137899268126236,0.2955679642377836,0.7562288057399644,0.14532286524278326,0.3079541051772192,-0.13051703186348984,0.20473776180790917,0.6797342395107736,0.0713028905353267,0.238546714832024,0.4041987281952092,0.606829540812991,-0.03932996164526492,0.5106525683669952,0.12312653797344557,0.6070541375815465,0.3297357148988147,0.39867861136277916,0.33322312080994826,0.2594333536008506,0.31574617440447267,0.13393452604420292,0.40131062866256506,0.5581147279540781,0.5440456544556919,0.2978150354901751,0.7235510973696788,0.11282824691320562,0.8712702481136904,0.6662228427090373,0.4282737685822141,0.4516413826792162,0.5122286892953021,0.7485741717113481,0.10935009078920245,0.5931455243958663,0.1930911474511138,-0.053239226801530044,0.13312819741729034,0.7251249743277551,0.11189856815383085,0.5598061124332679,-0.006676293064736787,0.8434154534562059,0.10618803639943561,0.3522557645369272,0.12758398036676308,0.5975513423920318,0.45282130177453966,0.7892570254542629,-0.10522051244434948,0.7505857715693476,-0.05078774806757862,0.08507019868404705,0.8117759622060496,0.6109111721436981,0.5666288337380576,0.0729777420544335,0.6518769479578924,0.4035985833972027,-0.0023516569032596686,0.30940483900315374,-0.022592190979771016,-0.03153477890146918,0.4146421936905703,0.479881810606391,0.7761656782950681,0.12178305399858062,0.4528645119188854,0.5028193826449823,0.4630636745819836,0.7027652554400766,0.06237113607198054,0.6317568638650046,0.29673607407131997,0.7073354461088116,0.19971622654508908,0.3068597507058098,0.29347009877355124,0.49963147872642527,-0.027046672798875394,0.15351901905477797,0.48962769836829195,-0.014799158385987417,0.00183632718816265,0.08531039672090941,0.07375523110087903,0.23157129340531468,0.5289892399107144,0.36197823818997144,0.6048436584797348,0.09753646070972678,0.3486589019210228
Temporal_Mid_R,0.38499985406629245,0.04957100424845702,-0.1248875517318828,-0.014664847904012799,0.19498106022548573,0.11402948956955974,0.355042172177964,0.12323324698635062,0.5588322245080392,1.0,0.3729128826110009,0.14766097238900017,0.2331615170823848,0.08434710241624324,0.48142618497583395,-0.08087476891770624,0.11781615025697784,-0.05921645864646744,0.386127845128699,0.3884014706702913,-0.04060136608455469,0.07464266226573926,0.07801939483926851,0.39523210325419716,0.08310727443873521,0.3699785969045023,0.08422889409819913,0.639951224718034,0.2660931213633275,0.48007862942084184,0.20585541209468577,0.13982094572341827,-0.006054495662164555,-0.11592625088404736,0.21245043748582773,0.3172979154184689,0.1615370642473771,-0.023871528063330514,0.3350101209521738,0.2705440461060895,0.5163748258389008,0.310629100593406,0.20663282670829042,0.188465419964507,0.10465844696023961,0.3505802796785175,0.156844225873945,0.42389584069857533,-0.24171286848698886,-0.16343880691516538,0.4269323825898851,0.5468532760463418,0.3167441897230408,0.1993366671442258,0.04190489964530356,0.35165228975724355,0.2914629902896683,-0.10779121743377028,0.2628789048598211,0.312455663559234,0.20431672618395832,0.5271152426579078,-0.11459242200230266,0.5505039482934332,0.23572065838884404,-0.2547032514771323,0.6303169352219169,0.39082872648264205,0.27241146144961503,0.15614858104096363,0.4159030919494766,0.2200006622167446,0.12412857850030015,0.06665918119655939,0.1306639975097395,-0.36316096722800556,0.6901938394623959,0.11847086267841175,0.2809606647424871,0.4072999182512091,0.4011973994322093,0.2317525850372188,0.17106086994656733,0.6094392944503687,0.02409456328405313,0.6298616145248903,0.2539432115538107,0.5630128977346355,0.14377093024260837,0.14801248830046923,0.2764216965332691,0.3186714237075974,0.25323354588935515,0.10652657612344334,0.06130394537863198,-0.006021810959448785,-0.009217485406527549,0.2468055092846115,0.3396706114013087,0.3272178955225246,0.20753012552825756,0.18070271814257755,0.3126746322081368,0.14947754553550793,0.10654765550945536
