,Calcarine_L,Supp_Motor_Area_L,Thal_VPL_R,Thal_PuM_R,Frontal_Inf_Orb_2_R,Angular_R,Pallidum_R,Cerebellum_Crus2_R,Rolandic_Oper_R,Thal_PuL_L,SN_pc_L,OFCpost_L,Lingual_R,SupraMarginal_R,Cerebellum_3_R,Cerebellum_10_L,Vermis_4_5,Thal_Re_L,Heschl_R,Supp_Motor_Area_R,Precuneus_R,Thal_PuL_R,Temporal_Pole_Mid_L,Vermis_8,Vermis_6,Putamen_L,Rectus_R,Caudate_L,Rolandic_Oper_L,Thal_LGN_R,Amygdala_R,Thal_MDm_L,Thal_MDl_L,Temporal_Sup_L,ACC_pre_L,Thal_IL_R,Raphe_M,Thal_AV_L,VTA_R,Cingulate_Post_R,Red_N_R,Vermis_10,Parietal_Sup_L,Frontal_Sup_Medial_R,Putamen_R,Cingulate_Post_L,Precentral_L,Cuneus_L,Paracentral_Lobule_L,Red_N_L,Thal_PuA_R,Vermis_9,Temporal_Mid_R,Cerebellum_8_R,Frontal_Med_Orb_L,Cerebellum_9_L,Frontal_Sup_2_L,Thal_PuI_R,Cerebellum_7b_R,OFCmed_R,Temporal_Pole_Sup_R,Olfactory_R,Cuneus_R,Vermis_1_2,Thal_MGN_R,Frontal_Inf_Orb_2_L,Parietal_Inf_R,ACC_sub_R,Thal_IL_L,N_Acc_L,Parietal_Sup_R,Cerebellum_6_L,Thal_PuI_L,Thal_VA_R,Temporal_Inf_R,Caudate_R,Frontal_Inf_Tri_R,Frontal_Med_Orb_R,LC_L,OFCmed_L,Cingulate_Mid_R,Cerebellum_Crus1_R,Thal_LGN_L,Fusiform_L,Cerebellum_9_R,Thal_MGN_L,Olfactory_L,SupraMarginal_L,Thal_Re_R,Frontal_Inf_Tri_L,OFClat_L,Thal_LP_R,Angular_L,OFCant_R,Lingual_L,Temporal_Mid_L,Cerebellum_8_L,Thal_PuM_L,Cingulate_Mid_L,Vermis_7
Calcarine_L,1.0,0.18063011839102716,0.3667845557040666,0.3485693418865826,-0.13183287293972368,0.2607180491395207,-0.018637098675055166,0.3018894589307114,0.3048534282857645,0.1760571686809352,0.16286197744174422,0.05181640877899487,0.6059646396427111,0.25470195520320915,0.2403674418243725,-0.2183234858764104,0.6746865434297289,-0.058684465962990116,0.16021902877960734,0.13668081050398345,0.48435568895843906,0.3742837646508884,0.0400041449253026,0.2635934877902344,-0.4427535073118865,-0.04843311700840924,-0.1439190281148504,-0.002895317578001901,0.12122108615749523,0.23269718187622912,-0.29485060979968225,0.2028227855527666,-0.1995007312005703,0.24515500521626313,-0.15250578781851865,0.14446251032460422,0.4877732068137598,-0.061212287240802556,0.11938922153500545,0.628884966965991,0.14468051157461512,-0.08741007902696914,0.3267312307339249,0.04911493410033842,-0.07327787300865399,0.5499390329328514,0.04639553405479994,0.6685363514271041,0.1480570042385045,0.0782036554989201,0.261212193930698,-0.16162156651738022,0.386127845128699,0.11176162934173381,0.09737002809233462,-0.16288484015391863,0.29532390967449246,0.3874956494674412,0.13503269683856436,0.020051243056783873,0.5049877119261901,0.07763677290729527,0.7457930389155036,0.3767155311202128,0.3220839584357115,0.1729359638064774,0.21959416054068231,-0.06763181589079428,0.33297964123108426,0.12492307032672813,0.23640232204369802,0.6947649733477986,0.35816650526322436,-0.06810346826414544,0.16343696571705302,-0.09718314750442304,-0.005413887453526692,0.12633605388443298,0.30464289790996596,-0.1421085309718688,0.36134581722422476,0.018344937400606835,0.42124935176062345,0.3308827421328041,-0.3033281738603588,-0.030427411914683088,-0.12878090107798756,0.2917751653204038,-0.0748730878395572,0.049841657437305696,0.5622796254646951,-0.1780162705811783,0.4599009680253912,-0.04721140098912512,0.745354719794445,0.48881270885264233,0.40657323217068847,0.3514292578665122,0.3982777921839178,0.35374773955955163
Supp_Motor_Area_L,0.18063011839102716,1.0,0.5573350977815754,0.2955155011270243,0.07179061652662858,0.3490469818691483,0.16552388290258735,0.4002131243659052,0.03905913240557986,0.3888091266383184,0.11057637656655109,-0.14104419925410439,0.21708521076567888,0.5438030271960456,0.5623112753180312,0.3507173404728697,0.21021221784906863,0.14624361005524553,0.3248654496121833,0.9081067094735118,0.5215427811283756,0.18775393155377396,0.09435073928225031,0.24295607506376327,0.1282568224061751,0.07145899503518144,0.0342453366633096,0.265143203030839,0.12049485373737401,0.3991909833838705,0.12281091793940832,0.29743600516642427,0.2757732160286907,0.292910814619071,0.005816804695443549,0.26686544615509955,0.21601528082157537,0.260707643199437,-0.01295984416442121,0.5061543701733766,0.18915063141778218,0.1376991666629001,0.5105326906887878,0.29301258232319244,0.1741089154021278,0.5997061148414605,0.7815225961880223,0.26693739278158,0.7057966761638842,0.34213917687803347,0.2830276895455687,0.0677630202508366,0.18559009103427812,0.603671270234973,0.018076048696490217,0.41772185970271036,0.44982158750930096,0.5394500981005727,0.29719442978985194,0.13035587520219383,0.028257476345530944,0.08869776467373972,0.23839857608292916,0.0014300861061661428,0.19435116381377293,0.05453004634734835,0.4780034528823215,-0.13714990378680983,0.41605479004604523,0.048065280900138244,0.5210569407501568,0.06788141475394976,0.6641707210556342,0.2939552501387081,-0.030431606287243007,0.3021015633351312,0.4940112856646364,0.08272778100772597,-0.30335198477719005,0.09715629905211244,0.5698354462251709,0.20884655423971007,0.30643470797464717,0.34084585573622067,0.30522955797036727,0.1335127912275379,0.02403750308128742,0.5337384071887147,0.18307414168324646,0.4502241959460414,-0.007590633196074549,0.24027949810688604,0.17987504755251826,0.06707186244233468,0.13109211949090457,0.17616606266878143,0.29607517063525873,0.48402998847272827,0.5457017861305988,-0.0027542461731764924
Thal_VPL_R,0.3667845557040666,0.5573350977815754,1.0,0.5583515367858921,0.16466974939765897,0.16692740011639864,0.13106386747338108,0.39400030031654043,-0.04674287390423538,0.28570558721486217,0.42675197482733207,0.2844181526387769,0.18846017129231699,0.338378902909189,0.6862494798553835,0.1391159297830575,0.2733791768818874,0.23604935803540897,0.5747823647697138,0.576071132099515,0.5764945909763021,0.37856230758044435,-0.04857219063233118,-0.01711601394710644,0.232053412121227,0.3421084290280908,0.010207933652369881,0.415233499547402,0.3305470577319895,0.3595945698371332,0.3156541663065687,0.5692997305898836,0.3726703063574674,0.46789061872303167,0.18897471133560484,0.575985841521324,0.19143185392849463,0.3730342119948019,0.2882180351888852,0.5192137116956982,0.4167449290874364,0.25979786946170585,0.270866282294943,0.5757893134155685,0.3241169319954601,0.557545996468086,0.5037908346969934,0.3047511126648683,0.488873417573325,-0.04895354495102838,0.10061915211485241,0.31345538874368356,0.27241146144961503,0.4423968675868675,0.030864811107523486,0.5112396708668842,0.6253708963155479,0.5832529466924955,-0.10529160043905399,0.10302194396737652,0.036343423267144064,-0.1146012030582061,0.2946468717273034,0.0677285801575085,0.3538005728680387,0.35843911549567864,0.30043474773597156,0.04160652662968167,0.5119064158897147,0.0015564948201150174,0.2743244478536398,0.1842850073639302,0.640083700767635,0.28994380778923434,-0.014011012984296349,0.5468853165336549,0.46856283823405454,-0.14808740725248212,-0.030801448141050677,-0.0293442213372299,0.5606227962314553,0.08290830148956752,0.44675744392837263,0.43990032099914267,0.42474907234986475,-0.04182683196691531,-0.030311162425632126,0.454115430082039,0.1756481829061769,0.4378330616577016,0.13441743742053894,-0.043847187072920735,-0.02252443365943907,0.07255988269569703,0.27999314541117104,0.273242549829885,0.29420652370345085,0.6134457431346435,0.5808449328625255,0.05413806984529724
Thal_PuM_R,0.3485693418865826,0.2955155011270243,0.5583515367858921,1.0,-0.24700087540509702,0.11787730659580525,-0.03485184833115962,0.2918784148264675,-0.07975876293131455,0.03476438514703598,0.7324848697259928,0.05530194828676142,0.0032576297493373584,0.1432386213996548,0.5476771807388664,-0.1920482530838658,0.46160204230054713,0.012305499170950638,0.38474693412868277,0.3119888556909649,0.3182950346147006,0.6098275815035088,0.37126271474190814,0.1604156166977284,-0.00587381832928373,0.17810891890906072,-0.033553897648856516,-0.19270987828255462,0.07480027158684849,0.00044592486214508893,0.08124807893742549,0.7629560090973952,-0.24824599980013837,0.20069640652025036,-0.29146810917514215,0.27323719689037224,0.35681125189172286,0.01402939818942473,0.7132911081835213,0.2877624662315392,0.3328032765487344,0.4371581668500039,0.174018107717016,0.3918613566037371,0.004435729005329619,0.34347555232168564,0.16611068291428954,0.47412275022250117,0.1748746554676516,-0.5281647143365684,-0.014189258101725158,0.0898119680821637,0.13634317650437347,0.33435377793449533,-0.018743364124721704,0.2640646847737724,0.3483395410227645,0.39723817989243076,-0.02041351318456921,0.023356053789671195,0.054662884716474715,-0.12584031444761806,0.22681213807257286,0.23199031550145827,0.08680306850793945,0.02260712761457502,0.17800221305655436,0.08751260525617713,0.03051794986873509,-0.21161149999877318,0.1560070602212519,0.39238161041878344,0.34270753917071073,-0.278439433802557,0.15673654536400583,0.13175576839751046,0.08049620667222036,-0.09555621867509018,0.114379764306998,-0.2690351491589079,0.4631261632120996,0.20822683112634452,0.17791071951241386,0.04609076458779143,0.1917168379261698,-0.3670391695517562,0.02971516461778706,0.4936602919275578,-0.08262950350472842,0.18731342617224223,0.2588948731105396,-0.6400375630588121,0.23122600881212274,0.11263475203947967,0.2029732985618438,0.12939193388837794,0.4350026462277319,0.262884249042063,0.4287178756874323,0.42418495826684866
Frontal_Inf_Orb_2_R,-0.13183287293972368,0.07179061652662858,0.16466974939765897,-0.24700087540509702,1.0,0.2692011212596057,0.659474511451976,0.052722783606108055,0.48688473176932234,0.11110765265190352,-0.10573428625221612,0.5623661816625629,0.22100030607397117,0.4540116369219582,-0.0012562104137592233,0.3088571473193331,-0.2390802899888382,0.2544297875791619,0.3366505027139107,0.227524684738695,0.2604782317738925,0.0074864178148439705,-0.2273687871962976,-0.2476774020568012,0.25077229977792026,0.5359395207256418,0.1843560691083187,0.6354794638786001,0.3738201800166442,0.523616292889337,0.21620403113002107,0.06917214622547922,0.5164335785747052,0.21248088825056202,0.42124847143644345,0.4071562818659131,-0.22867952599232408,0.44949294511338317,-0.2558816745433967,0.23787659557483443,0.29309146115864304,-0.3477180622441476,0.04308087423161128,0.5692025521812425,0.8030674849379528,0.2692032879842788,0.3400296981467553,-0.2534531345129625,0.2960337100022706,0.36778813060718374,0.05645563700381595,0.2001620794082606,0.40363979215538853,-0.032080308140314005,-0.02588971084253715,0.18801572767487995,0.4067877732706981,-0.2533636344309975,-0.3071533280427492,0.35322082136418476,0.18955332146597503,0.15276775507144175,-0.11608169688905665,-0.16658546617246914,0.28933298857785883,0.6581047824282007,0.4080516530053288,0.1374827606408241,0.3210414260630234,0.5194916859376821,0.1396600158438551,-0.186193012986682,-0.04796644599151788,0.5702244199012947,0.08462709417462222,0.6102928426222629,0.7559276832241167,-0.0987724296916413,-0.08317493555681628,0.12049187100177848,0.3628871537733382,-0.15538225386382576,0.2598669313000298,0.2926764939756266,0.13981504331296504,0.31214225169545406,-0.026650992821236206,-0.22091818543359312,0.2592464219341709,0.4767100476836107,-0.04791564555048452,0.4382236719519777,-0.3667587195265674,0.05606430104395445,0.04647186168857627,0.007050892662568244,-0.14818368240413338,0.0836967482072585,0.39040855200823416,-0.38801752163754655
Angular_R,0.2607180491395207,0.3490469818691483,0.16692740011639864,0.11787730659580525,0.2692011212596057,1.0,0.052675734705182914,0.32158112025164587,0.5543105487350525,0.5835218190766164,-0.15686794073111468,-0.00027901483321674154,0.6465987247001251,0.8536101752916172,0.15827710811808066,0.008516175134426993,0.4264894746194523,0.0053948406967940215,0.057576010442139704,0.47592823103300574,0.6665303922612263,0.47240149054674274,-0.02524833460650754,0.28971759917997486,-0.44911942450900205,-0.08817957780390015,0.21396596303645057,0.03866221779473612,-0.11052012049822177,0.18565346065335234,-0.24194909647475893,-0.050755263885315996,-0.07758977669508368,0.13509259514451305,-0.1729961198379613,0.03578491097334878,0.24460026675735708,0.007546953768543883,-0.10681201928680495,0.3745008763852208,-0.09893337245870545,-0.19543662572245873,0.8290398393387349,0.020509925702647015,0.10234299742307655,0.3577184072598747,0.3981101213054665,0.4000633947172149,0.5270809534489888,0.29057068786718726,0.42487950849830963,-0.28295561491570687,0.639951224718034,0.21548774291625555,0.12951160953348698,-0.13506259113013908,0.02176859325868079,0.11778546853761357,0.20630388357359897,0.213912789220776,0.336306029840745,0.23603677679447665,0.512485125596403,0.18803876354260649,0.1673343460787178,-0.06175722179648071,0.8190705302124508,-0.10189300334839994,0.16916992351033328,0.11205209828544486,0.8482683161102177,0.34119965676217473,0.10150073486745165,0.03576861129855307,0.278529811438178,-0.12478713358353917,0.38676735346858904,0.17060954138528198,-0.0067359183256911585,0.011061580088927344,0.49181594220364094,0.20331776105091057,0.12780690713333337,0.4193345902511235,-0.2953555265685164,0.03202366774340611,0.01481951210228692,0.26993293286504405,0.1281502280771208,0.18774780835036173,0.1302157066793455,0.24527712649342004,0.5579251947295168,-0.08948400607495305,0.4535765728162199,0.39037020222516083,0.31948946027250147,0.21478373131841036,0.48007153324924495,0.1966522545643217
Pallidum_R,-0.018637098675055166,0.16552388290258735,0.13106386747338108,-0.03485184833115962,0.659474511451976,0.052675734705182914,1.0,0.13150581548782286,0.415086650964327,0.08126880168936644,0.14039361995863736,0.4379713685715069,0.2027717338146303,0.2286880620521173,0.036563112855609696,0.13660139995892867,-0.023522389104310915,0.13085750655284395,0.26831600921114407,0.282975431153371,0.22996984797402245,0.03475343281339265,0.14787029564123444,-0.23937602503317526,0.3218788478988359,0.7671276628668519,0.16108095727568228,0.5263890787245161,0.5683887813806856,0.6103356407092154,0.15695375697545239,0.2909687477649959,0.3152173522993626,0.4927034407924568,0.30507952626958856,0.4424860355452945,-0.14180057731239026,0.534620638711183,-0.08633494999593407,0.36861656511020463,0.3442603639342344,-0.17041494246029468,-0.040056563741066184,0.3998084099102463,0.8231766065292326,0.3805617207713963,0.4583419051293178,-0.22525814404360378,0.3857829143612489,0.3112573782803065,0.1156252873615161,0.2501873545662359,0.2331615170823848,-0.16945899392851382,-0.22894381481896278,0.2015657546425039,0.460361801795501,-0.12599126010380204,-0.12825767367220914,0.18580987228965856,0.12972597018848822,0.2827825267788782,-0.1888822028220756,0.16604935648129154,0.2834770594788536,0.636344363125859,0.11507820875396238,0.1544209161470794,0.3583310267969885,0.5599758175658985,-0.042032135640079966,-0.06575902413002603,0.12439522482909982,0.575174853857059,0.1026411189231552,0.5738764959896857,0.675168100407413,-0.04589045286686079,-0.05293200024860027,-0.10729118004798932,0.40314047089720273,-0.2276984613671403,0.3977601042434752,0.23684284971980546,0.15380973472786197,0.2713700115750428,0.10832651478060616,0.0198160610403578,0.3285982818026151,0.6300106741397028,-0.07372600381230388,0.2521450818971948,-0.33658580177278363,0.07262351917714206,0.1556000693197965,0.09158455134992889,-0.22739544905335438,0.12815816176235145,0.3471303584447937,-0.14927470746542504
Cerebellum_Crus2_R,0.3018894589307114,0.4002131243659052,0.39400030031654043,0.2918784148264675,0.052722783606108055,0.32158112025164587,0.13150581548782286,1.0,0.1376680303284816,0.09986306880380394,0.05757658347264653,0.19807885518966475,0.23800364103678295,0.33757214909459693,0.4765425904361228,-0.23104809218613614,0.28602531583022534,-0.013434942686739107,0.38546760769373734,0.3435319497029832,0.2763556376754721,0.26262043447108957,0.14493080529709926,0.2676506177694328,-0.2061319398303303,0.024034643722329347,0.19027588950317254,0.014124911318466521,0.1146685496218628,0.02166921044146643,-0.3076301758401075,0.22998737061274457,0.0179297820184264,0.19388425325388156,-0.19013633435072688,0.13638007470555435,0.18008810009773796,0.051702480682785976,0.05311462118931512,0.36970120414248075,0.25017225949026345,0.03408336831859741,0.28453506637380804,0.19296720553901903,0.011208780034629655,0.23279574363306238,0.2582306110945504,0.4215219311598377,0.24966661461345993,0.25387384937824936,0.3567723297432512,0.006652621184329116,0.1426439203200793,0.38585897986596357,-0.10396767064812229,0.16315411005158054,0.3402528553809623,0.49297282080877614,0.08006128497601242,0.013766717528082666,0.38406491408724835,0.30786169839936206,0.3526281224744031,0.20825893349068308,0.10861932863201083,0.2212472985195992,0.41212142998514023,-0.01604474177264111,0.2025862747798614,0.019493431177242334,0.34695102864987415,0.47769794342717165,0.37633899750970523,0.05602726157284323,0.1900466531371675,0.023355991149235783,0.16652565015210638,-0.05356660040660715,-0.09983152996959048,0.1367107130999389,0.39959895309438903,0.12664624328115606,0.27967080509804654,0.17886507495483173,0.00010588279513104584,-0.16574237108840378,-0.00024685902818619843,0.292806418130083,0.2445694559948626,0.26046797578253106,0.4414857345654041,0.09978550668290607,0.3245838002732225,-0.11442525860107004,0.16497070029152267,0.10302403972238987,0.5238075464508672,0.2946426795636099,0.39155990259851914,0.3072488853376694
Rolandic_Oper_R,0.3048534282857645,0.03905913240557986,-0.04674287390423538,-0.07975876293131455,0.48688473176932234,0.5543105487350525,0.415086650964327,0.1376680303284816,1.0,0.2231800878216283,-0.15701452557673085,0.1871989748101839,0.7415887965826162,0.5538915179134131,-0.35251391708718244,-0.13536583715963335,0.38587199371151343,-0.1645654246048402,-0.04178645718546494,0.07430271775345619,0.24115440921812978,0.2335041295238569,0.07883822590534238,0.328135707274839,-0.496067376959877,0.24751424094677676,0.09383474288076525,0.1172606406674495,0.235176964328494,0.519381928171676,-0.445317122762791,-0.007942278407998257,-0.09560005983005411,0.19624297468421548,-0.038738779223747265,0.1330212111112023,0.26962755889992857,-0.005116351178713314,-0.18275330007560325,0.34368223286570443,0.2687494177739991,-0.5514416063242449,0.34102872862508316,0.11562987262334648,0.405887865024896,0.29336016592399217,0.21448861472890962,0.026772465513752328,0.2522975363271738,0.47845998146931856,0.3992460965271712,-0.32038655993424126,0.5444391223561679,-0.1757315672840215,0.07066510291302178,-0.38305013223462436,0.11700644865530031,-0.30370376758300904,0.1899549843713827,0.2148850877658249,0.7266852393800562,0.4110084531660844,0.19961814562523564,0.42439099981696987,0.20911160414446228,0.2746436709453454,0.44719890605401613,-0.09852870586400395,0.3072998943063508,0.44547283208738847,0.2820626014789587,0.4718249344337308,-0.1675199132727855,0.18838814378671914,0.46068157534321597,0.010504317050470637,0.37407081741840303,0.35791298996694526,0.26811609075513904,0.05873092069949334,0.45949086212233103,-0.16627674496871234,0.42669975393956616,0.29234545594138356,-0.5776929809827085,0.14361179114201555,0.017128337381925398,0.059081414099202485,-0.015042140324128215,0.203065802367283,0.3573066398262019,0.3077526809134532,0.3650247892372404,-0.02048892112884944,0.5976788146420625,0.42815302282023815,0.26248105732133054,-0.00838414133661717,0.5278032017075583,0.19306224753762855
Thal_PuL_L,0.1760571686809352,0.3888091266383184,0.28570558721486217,0.03476438514703598,0.11110765265190352,0.5835218190766164,0.08126880168936644,0.09986306880380394,0.2231800878216283,1.0,-0.10756724480725724,-0.11847311419517594,0.44532209345170487,0.5292247067130754,0.2121144711710378,0.12109367558551844,0.2399915309680633,0.12888173526192773,0.01105477732361085,0.4584769409030595,0.6485636230227704,0.42443346250622244,-0.03229355588441672,0.1211889197160876,-0.16648924305658785,-0.006693923801027498,0.07072677993403645,0.20808497052447,-0.03947965974439747,0.23933470398028492,0.029283310334200095,-0.10015532942504146,0.11600147304890232,0.26385767018695,0.09438552267379698,0.06734703724214067,0.2660056168769713,0.165037802737316,-0.032363793991649806,0.38902496400222,-0.2109175810631685,-0.01825054749809838,0.6409071784164054,-0.07842745315154172,0.11656265831458126,0.45698641712153665,0.4866629309999904,0.1809865623713103,0.5720110408361988,0.24258784507727213,0.3460476532382296,-0.21654538401019213,0.3186714237075974,0.07790838842269114,0.12501274430453713,0.11583787455454476,0.026929702538111402,0.20694144098631778,0.20971691250043756,0.13307727208979667,0.007948410883755148,0.026067474397327085,0.32282953559120603,0.11427689890551092,0.22622769834808118,-0.11786825848730197,0.37395702862153474,-0.12065753426261597,0.3091602376480075,0.12305377575878812,0.5488064965688325,-0.0027060298682349843,0.3203698202091702,0.20002080930392988,0.021079568777854055,0.021589797748770952,0.3943120132097206,0.11171235991001736,-0.07939161075822587,-0.05404739678061201,0.30303989617734234,0.06298639124075159,0.07385264653538465,0.3498571037406563,0.02677460703459516,0.10173435784239714,0.1450288948917025,0.2599136057322025,0.1819230924644746,0.26340969144769016,-0.1705176225842757,0.3183441393378865,0.25927427890161303,0.07950442764847324,0.359512216341364,0.3963909841545066,0.008642371864511087,0.4515820609260259,0.2876803277004204,-0.013101801946875127
