,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_Re_L,SN_pr_R,Precentral_L,Frontal_Inf_Orb_2_R
SN_pc_L,1.0,0.3283701523096563,0.06491685681921826,-0.16937325564931519,0.11212490298860046,0.38859893671987905,0.20312455072321667,-0.27908412125978277,0.05697123830081524,-0.11522152301390365,0.2016658808799208,0.18201817168584766,0.16259088531969199,0.23193294284379187,0.3243494380936646,0.227559396835369,0.03246565628567329,0.2548078650175183,0.06837511003518577,-0.10573428625221612
Thal_MDm_R,0.3283701523096563,1.0,0.44157275717245964,0.3365619798663093,-0.15163988048722107,0.5181032214552592,-0.19671421882277415,-0.06251615937699688,0.2198318766286831,-0.3133555544609812,0.5346135189678279,0.3089122387642327,0.48587725097254963,0.41276606977352864,0.47045071653878134,0.3869360573154887,0.19150847184327116,0.5413541014814119,0.4755431341587833,0.5396316076702515
OFCpost_R,0.06491685681921826,0.44157275717245964,1.0,0.20817166336526619,-0.4579400161739921,0.2654821258079534,-0.4187201747064455,0.05392885311665238,-0.3283999747547147,-0.46221632682851155,0.45994775233005325,0.09298829694814192,0.2733206809239054,0.32492644145750593,0.5537981389284742,0.15677651117886773,0.34831680659710645,0.5347194682951375,0.28236338713268344,0.573030833339123
Temporal_Sup_R,-0.16937325564931519,0.3365619798663093,0.20817166336526619,1.0,0.041557437843478845,0.18652435545954693,0.013404441431786668,0.24467682458473403,0.25685317244138034,-0.005061683078453791,0.3062254846020028,0.39670591056480853,0.5607637808312212,-0.047126810479879606,-0.03383056837539648,0.40831238744195597,0.08206028313357548,0.23888084198192416,0.5224411153076702,0.6495677264918384
OFClat_L,0.11212490298860046,-0.15163988048722107,-0.4579400161739921,0.041557437843478845,1.0,0.10883652670559722,0.4069996183572253,-0.047029743000881676,0.29171463968354466,0.3782801327742963,-0.21467571735325283,0.34573783875571973,-0.1301136034734417,-0.1894269969695029,-0.441586688787346,-0.07223004448826417,-0.24839383970744952,-0.31886263413642435,-0.16020050579370743,-0.04791564555048452
Heschl_R,0.38859893671987905,0.5181032214552592,0.2654821258079534,0.18652435545954693,0.10883652670559722,1.0,0.1898592981245919,-0.14577494988153725,0.06626695973638956,-0.33413733517726046,0.441695270173195,0.26935722982028876,0.4550088097095234,0.5335539145761866,0.2710978166989467,0.35972846207927317,0.21997784554925243,0.12432571139247772,0.27709567646210537,0.3366505027139107
Cuneus_L,0.20312455072321667,-0.19671421882277415,-0.4187201747064455,0.013404441431786668,0.4069996183572253,0.1898592981245919,1.0,0.00024411991776187209,0.24542072998782624,0.3937714065539453,-0.21832204769701985,0.07468097069530487,0.1416986036772491,-0.178012283503354,-0.22247589857696998,0.02243394306022657,-0.00421961679114279,-0.26373783204090684,-0.004147425265731219,-0.2534531345129625
Occipital_Inf_R,-0.27908412125978277,-0.06251615937699688,0.05392885311665238,0.24467682458473403,-0.047029743000881676,-0.14577494988153725,0.00024411991776187209,1.0,0.08442665010248958,0.03158710334503013,-0.07344153002583301,-0.1612274408284803,-0.09551731645121637,-0.31671351851385,-0.05496753886066452,-0.21235530732584046,-0.014416870984678958,-0.19922475304858575,-0.10341353672390667,0.1376250706071911
Temporal_Inf_R,0.05697123830081524,0.2198318766286831,-0.3283999747547147,0.25685317244138034,0.29171463968354466,0.06626695973638956,0.24542072998782624,0.08442665010248958,1.0,0.3303812128411968,-0.21356091410365194,0.09737938571943404,-0.03595186320520754,-0.11301480182654895,-0.23503519596359504,0.062354947813899206,-0.26824396546883056,-0.0909239609735514,-0.10093851400727549,0.08462709417462222
Vermis_8,-0.11522152301390365,-0.3133555544609812,-0.46221632682851155,-0.005061683078453791,0.3782801327742963,-0.33413733517726046,0.3937714065539453,0.03158710334503013,0.3303812128411968,1.0,-0.4805125066210878,0.07877459098971364,-0.2003522813495411,-0.602660186370921,-0.5201223045261892,-0.2241950017997239,-0.21208322228905152,-0.18042679953248356,0.01914217306178197,-0.2476774020568012
Thal_AV_L,0.2016658808799208,0.5346135189678279,0.45994775233005325,0.3062254846020028,-0.21467571735325283,0.441695270173195,-0.21832204769701985,-0.07344153002583301,-0.21356091410365194,-0.4805125066210878,1.0,0.357069655243214,0.5418823209683709,0.5227239056258085,0.5462628872515387,0.6265663606370896,0.235694832931545,0.35751450880068925,0.5278921785717544,0.44949294511338317
Thal_LGN_L,0.18201817168584766,0.3089122387642327,0.09298829694814192,0.39670591056480853,0.34573783875571973,0.26935722982028876,0.07468097069530487,-0.1612274408284803,0.09737938571943404,0.07877459098971364,0.357069655243214,1.0,0.36069317120363287,0.15679367930409052,-0.0013350925711334096,0.6365256678900939,-0.1465353184012504,0.22117972996888938,0.3786011291366611,0.2598669313000298
Paracentral_Lobule_R,0.16259088531969199,0.48587725097254963,0.2733206809239054,0.5607637808312212,-0.1301136034734417,0.4550088097095234,0.1416986036772491,-0.09551731645121637,-0.03595186320520754,-0.2003522813495411,0.5418823209683709,0.36069317120363287,1.0,0.34417214472001123,0.3436930493556372,0.5551768585103274,0.15448716019612035,0.27290870592107164,0.7167889206834557,0.3737612743506031
Vermis_9,0.23193294284379187,0.41276606977352864,0.32492644145750593,-0.047126810479879606,-0.1894269969695029,0.5335539145761866,-0.178012283503354,-0.31671351851385,-0.11301480182654895,-0.602660186370921,0.5227239056258085,0.15679367930409052,0.34417214472001123,1.0,0.4802897984261113,0.37659220628069756,0.15852457248706167,0.24044910371569464,0.16530605839124374,0.2001620794082606
Amygdala_R,0.3243494380936646,0.47045071653878134,0.5537981389284742,-0.03383056837539648,-0.441586688787346,0.2710978166989467,-0.22247589857696998,-0.05496753886066452,-0.23503519596359504,-0.5201223045261892,0.5462628872515387,-0.0013350925711334096,0.3436930493556372,0.4802897984261113,1.0,0.21649937381807335,0.29450598333827427,0.5529351955711125,0.23881084617125867,0.21620403113002107
Temporal_Sup_L,0.227559396835369,0.3869360573154887,0.15677651117886773,0.40831238744195597,-0.07223004448826417,0.35972846207927317,0.02243394306022657,-0.21235530732584046,0.062354947813899206,-0.2241950017997239,0.6265663606370896,0.6365256678900939,0.5551768585103274,0.37659220628069756,0.21649937381807335,1.0,-0.060930983439936894,0.26096534228576834,0.5529048082172923,0.21248088825056202
Thal_Re_L,0.03246565628567329,0.19150847184327116,0.34831680659710645,0.08206028313357548,-0.24839383970744952,0.21997784554925243,-0.00421961679114279,-0.014416870984678958,-0.26824396546883056,-0.21208322228905152,0.235694832931545,-0.1465353184012504,0.15448716019612035,0.15852457248706167,0.29450598333827427,-0.060930983439936894,1.0,0.24430492852092048,0.22509037929396827,0.2544297875791619
SN_pr_R,0.2548078650175183,0.5413541014814119,0.5347194682951375,0.23888084198192416,-0.31886263413642435,0.12432571139247772,-0.26373783204090684,-0.19922475304858575,-0.0909239609735514,-0.18042679953248356,0.35751450880068925,0.22117972996888938,0.27290870592107164,0.24044910371569464,0.5529351955711125,0.26096534228576834,0.24430492852092048,1.0,0.40270533285480536,0.45348269298106075
Precentral_L,0.06837511003518577,0.4755431341587833,0.28236338713268344,0.5224411153076702,-0.16020050579370743,0.27709567646210537,-0.004147425265731219,-0.10341353672390667,-0.10093851400727549,0.01914217306178197,0.5278921785717544,0.3786011291366611,0.7167889206834557,0.16530605839124374,0.23881084617125867,0.5529048082172923,0.22509037929396827,0.40270533285480536,1.0,0.3400296981467553
Frontal_Inf_Orb_2_R,-0.10573428625221612,0.5396316076702515,0.573030833339123,0.6495677264918384,-0.04791564555048452,0.3366505027139107,-0.2534531345129625,0.1376250706071911,0.08462709417462222,-0.2476774020568012,0.44949294511338317,0.2598669313000298,0.3737612743506031,0.2001620794082606,0.21620403113002107,0.21248088825056202,0.2544297875791619,0.45348269298106075,0.3400296981467553,1.0
