,Occipital_Sup_R,Precuneus_R,Temporal_Sup_L,Occipital_Sup_L,Cerebellum_3_R,Thal_LP_L,OFCmed_L,Thal_VPL_R,Frontal_Inf_Oper_L,Frontal_Sup_Medial_R,Thal_VL_L,Frontal_Mid_2_R,ACC_sub_L,Caudate_R,ParaHippocampal_R,Frontal_Sup_Medial_L,Calcarine_R,Vermis_4_5,Thal_LP_R,Vermis_7,Occipital_Inf_R,Temporal_Inf_L,Parietal_Sup_R,OFClat_L,Putamen_R,Thal_PuM_R,Frontal_Inf_Tri_L,Temporal_Inf_R,Postcentral_L,Olfactory_L,Rolandic_Oper_R,Thal_LGN_L,Cerebellum_10_R,Thal_MDm_L,Temporal_Mid_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,SupraMarginal_L,Thal_PuI_L,Vermis_10,Frontal_Med_Orb_L,Precentral_L,Cerebellum_4_5_R,Rectus_R,ACC_sub_R,Cerebellum_7b_L,Postcentral_R,Fusiform_L,VTA_L,Thal_MGN_R,Cerebellum_9_L,Red_N_R,Thal_IL_L,SN_pr_R,Thal_PuL_R,Thal_VA_R,Amygdala_R,Occipital_Mid_L,ACC_sup_L,OFCmed_R,Vermis_6,Cingulate_Mid_L,Cerebellum_3_L,Pallidum_R,Cerebellum_Crus1_L,Frontal_Sup_2_L,Cerebellum_8_L,Thal_PuA_L,Heschl_R,Thal_MDl_L,SupraMarginal_R,Thal_Re_R,Supp_Motor_Area_R,Cingulate_Post_L,Thal_LGN_R,OFCant_L,N_Acc_L,OFCpost_L,Angular_R,Vermis_3,Raphe_M,OFCpost_R,Calcarine_L,ACC_pre_L,Cingulate_Post_R,Thal_PuL_L,Frontal_Inf_Orb_2_R,Parietal_Inf_R,Thal_PuI_R,Rectus_L
Occipital_Sup_R,1.0,0.7224617352368516,0.20169973579294237,0.498113354501176,0.49399704860142263,-0.12782632882171385,-0.12168486545131255,0.3905709084839625,0.1083186617479225,0.04727254951642564,0.0414357475022553,0.15806851087202536,-0.0771641073636966,-0.13492677911222792,0.005779637073696992,-0.024368402314394053,0.48229578163459025,0.43241897654773126,-0.07936512944669515,0.2396968464003707,0.13835270143135894,-0.03403876724719117,0.704115982781326,0.07598339270269547,-0.11495212601749541,0.34196409465845673,0.08272458612566003,0.15544018523487813,0.3209323017409769,0.010687751958864063,0.025993210626382005,-0.012518223722761743,-0.02646682311432153,0.10416488842221312,0.3279546172936425,0.10729238600937499,0.4136557835924161,0.36646912182950436,0.3355961928518678,0.12621435802421369,0.016569214045743692,0.2543324858400111,0.4461795757293995,0.0998558423328089,-0.04677566121395957,0.16544307467054292,0.3796419233826125,0.34385947591984256,0.02756225086418171,0.13204645083196215,0.10545251749500072,-0.2117304188778414,0.03578296528320106,-0.18283637567809904,0.50925136040063,-0.11856918634954072,-0.0637941876869434,0.7001780099253897,-0.052240841367205346,0.01714897813432207,-0.19514497050331892,0.2634243834676306,0.12000126851540534,-0.11310418480733228,0.12142341926189132,0.18837600440562358,0.2856428170432022,0.30835134060380975,0.22337052131778326,-0.07985862647158715,0.5302937931951286,0.12204357853790725,0.38372652095475523,0.31429310943816063,-0.12950626674890392,-0.1269319592356066,-0.09253156299806876,0.05481615778409345,0.6911993814030178,0.15568629876522244,0.15721291066037568,-0.18457787978716803,0.39988429501116496,-0.19666349253253798,0.32047207148003815,0.49237326506594103,-0.036899991179513696,0.5071675152323667,0.4412890577489814,-0.13962744936649937
Precuneus_R,0.7224617352368516,1.0,0.42756996209439235,0.27670251622901515,0.4904801847082743,-0.16788372679667232,-0.16248636255512117,0.5764945909763021,0.3862352786806854,0.2644360591540303,0.3584879612026544,0.4810708882257434,-0.15113901721564463,0.2086147000649161,0.4125438109180529,0.25602930986771577,0.4957676293672109,0.4991247008549878,0.0824079259567293,-0.005421339796264242,0.054068929544846274,0.19618756016569897,0.6690546462969749,-0.010070657120112405,0.28563897152954143,0.3182950346147006,0.38794908762629327,0.06126635678311216,0.6184205270329447,-0.05834361983965106,0.24115440921812978,0.30392038765408813,0.24506272351459343,0.20711566399566758,0.4332689286973963,0.10978767892064559,0.7184181419960544,0.4030915828192435,0.5185548406417158,0.0063821117161431285,0.005773720461651033,0.6005728296591344,0.6967732794690147,0.05224615050686691,-0.0023511232099603127,0.1738814716630338,0.7027652554400766,0.5664273584459724,0.26675821558871665,0.3753380377351944,0.26442662584027643,-0.01379647552074751,0.4321001582069415,0.194876517170285,0.5164383832341466,0.2650950626601663,0.1396150237278083,0.45576627410245835,0.24392444990103093,0.13064748555845448,-0.062349398268149885,0.5264955752539879,0.3855983246501682,0.22996984797402245,0.04415413292962419,0.41135082790055283,0.1020854993173184,0.2504126102854361,0.23850285787339567,0.17187757360857053,0.6556658289697742,0.23613355087614657,0.6565810161072752,0.7142749872412846,0.3989912273931208,0.023608366354816633,0.1779327798529118,0.10500004631287821,0.6665303922612263,0.6039254010379805,0.2717294083433065,0.0908902561909445,0.48435568895843906,0.07508769595952176,0.6573227350480655,0.6485636230227704,0.2604782317738925,0.5503699333845063,0.3577082691234321,-0.10048296540014202
Temporal_Sup_L,0.20169973579294237,0.42756996209439235,1.0,-0.2172028178881044,0.36612749745811807,-0.10975939488798894,-0.28856962931279967,0.46789061872303167,0.7209994393005486,0.3698414766374235,0.5315379788385137,0.5014877814617387,-0.0750705681161864,0.45638129913888376,0.4507542116623062,0.5314247528744197,0.1472562082809947,0.41008602267730493,0.09524070673451729,0.1589147552104195,-0.21235530732584046,0.48227539451686574,0.07770638006022597,-0.07223004448826417,0.5440944330988954,0.20069640652025036,0.6600159948419302,0.062354947813899206,0.7558266874762288,-0.052556136184491,0.19624297468421548,0.6365256678900939,0.35325952029232127,0.33533120326769805,0.5892660791478411,-0.019229461887354294,0.5786976651807162,0.5851961581658711,0.43261798452729294,0.05278527400583068,-0.19839633179447375,0.5529048082172923,0.5806908622983771,0.22331997817927324,0.12900202463946558,-0.0194000681161905,0.6129039933511014,0.672683455266081,0.23993232005939405,0.4919887190530537,0.23548249914081829,0.16824094000245246,0.5936425337769269,0.26096534228576834,0.21786525506668405,0.40239633666469204,0.21649937381807335,0.08363449933200967,0.5962167468742399,-0.26152588160545903,0.18325533264045388,0.5530420769910712,0.39771395541408383,0.4927034407924568,-0.024515008401177187,0.5983410675233036,0.03887829785825468,0.09474837787680732,0.35972846207927317,0.20401571778059172,0.24475970399515684,0.12135936390640964,0.42781478593735495,0.44136109288129166,0.5596318192761454,0.4387280394256971,0.20088430839351493,0.48594640850357007,0.13509259514451305,0.717056477533731,-0.02350614086608687,0.15677651117886773,0.24515500521626313,0.3553832036433997,0.4263474587223953,0.26385767018695,0.21248088825056202,0.060995574434563264,0.3517590175746229,-0.03374220482425562
Occipital_Sup_L,0.498113354501176,0.27670251622901515,-0.2172028178881044,1.0,-0.029938545772014692,0.11007361814279278,-0.004113731412617085,-0.01956936929236681,-0.39581731446295837,-0.27172982502440607,-0.1455958006260391,-0.4063013251883933,0.0025381952413760416,-0.5212818163080654,-0.4204550285120419,-0.30423918644440967,0.6300373765488935,0.4704026090618675,-0.07167904151415518,0.3323927460903235,0.21763728217883824,0.11397884275702162,0.5229280766446205,0.43392816897344694,-0.37040445403248673,0.16104890941820305,-0.29357412334620786,0.24028771612930458,-0.0792206691736367,-0.022599480497925026,0.28632100517230835,0.02221521036855399,0.020283411811903115,-0.12413289339355085,0.37436666364305793,0.5319170710669117,0.06255376219357878,0.2204545438311415,0.12379102341858249,-0.17420042867451696,0.12583831687897884,-0.06942175772420145,0.30754196660482497,-0.1891700554023467,-0.18472967424772457,0.14262834194637922,-0.05078774806757862,0.004433900786409773,0.03459781800089395,-0.0912158756413495,-0.33244654428696074,-0.12287971093401678,-0.05662280710124828,-0.31495237977736507,0.2604704854381774,-0.3003157649856775,-0.5097468021419671,0.7747125317859243,-0.4380648476960083,0.09709545869279136,-0.6658794686289354,0.1520855837129132,0.40254080101412737,-0.2861994579059504,0.3925824913885347,-0.07747401195884701,0.4431075998654777,0.3340252083283442,-0.2788899591542493,-0.4283542542177215,0.29205269214729224,-0.20108324691478927,0.05447566419000878,0.1421613150110224,-0.09747994585319808,-0.27796030309679903,0.027154531207489726,-0.3043041180061745,0.4747917774873574,-0.23540609741945745,0.48291179926209965,-0.46142913808426533,0.5541932131016797,-0.4003003906017964,0.2013943802627117,0.24992256562196752,-0.29685659287295907,0.34287115431173537,0.17251874958381422,0.0666546268907741
Cerebellum_3_R,0.49399704860142263,0.4904801847082743,0.36612749745811807,-0.029938545772014692,1.0,-0.10806496897397366,-0.11871373351978103,0.6862494798553835,0.4563173529437017,0.4643549640456642,0.27548041500618725,0.5316938525672599,-0.11102739040326977,0.38259157151584594,0.25434218869593855,0.37762842027627613,0.2320026031669126,0.17560600734979,-0.1432448087579066,0.07500309804829101,-0.23875705130104155,-0.08003425117457048,0.31524330841049547,0.10384620799358381,0.11465999466512698,0.5476771807388664,0.47601397330562645,-0.1482233918424747,0.5812061004383939,-0.09986311633384984,-0.35251391708718244,0.2467964951542399,-0.2209000591899049,0.4374812214098418,0.04836048187999049,-0.20266969399950582,0.43233623409268174,0.45342207768838233,0.6768866882785222,0.4297917480929322,-0.0285040550402452,0.4542475281711223,0.384294387620125,0.11996261501227923,0.13736701036117757,0.29678786384053496,0.47350423882330617,0.3331032388243952,0.14163937116900852,0.29043263938626934,0.6212437020083292,0.1735713410657141,0.2758142180267765,0.07459099330799017,0.3886031407760254,0.08944130429345261,0.33254301777972584,0.07980355508652141,0.31298619062258193,-0.0495494049605949,0.2998367675339379,0.40020459724699725,-0.01281005429926085,0.036563112855609696,0.09388302569543464,0.5706201290152892,0.27236462834315595,0.2925109585964916,0.6538732820218615,0.21039189361176078,0.2847362165689509,0.1230748849915005,0.5989773759033556,0.445407153660642,0.044214877764578685,-0.0010273214613331163,-0.16267210050136283,0.24833358076112044,0.15827710811808066,0.42398446200824713,0.1298386633894303,0.13715551751818153,0.2403674418243725,0.09521709065151206,0.4290520122775496,0.2121144711710378,-0.0012562104137592233,0.2997058035042266,0.7544044546467141,-0.1749326545678889
Thal_LP_L,-0.12782632882171385,-0.16788372679667232,-0.10975939488798894,0.11007361814279278,-0.10806496897397366,1.0,0.17938244674719322,0.03185708828690822,-0.21176738733272887,0.07825806388889804,-0.21608690206105566,-0.30709278883932256,-0.22500663296072324,-0.06695558252941754,-0.06842851201480554,-0.11674458507388517,0.08269731524270355,0.21403608948064393,-0.3131126626471582,0.4039141730960948,-0.3122430995762006,0.23625923416468436,-0.11749251960125405,0.24441964824708284,-0.042209957732992874,0.4729439421941989,-0.017245792172466266,0.17827355204087406,-0.1890849966537784,0.15920842771788393,0.20378288875594588,0.09649165059359992,-0.09749946365390465,0.5222222796644763,0.051170924844117366,0.35073549942717014,-0.20285932029159698,0.047841307656447216,-0.24410550138825785,-0.01808209851609762,-0.14212104927464758,-0.173700658035377,0.049267066863279585,-0.0210819541263924,0.07776720173112057,0.056993790596886224,-0.16424405642703366,-0.27725034894933104,-0.17700046831822927,-0.147164316355675,-0.20431647128433778,0.47105275076348474,-0.12103143978234769,0.012817329461004353,0.3210856195476685,-0.160455656429564,-0.4239687382494029,0.09126052185513608,-0.08227240124185811,0.20640177752956768,-0.25277483727850497,0.12843795821376142,0.1572173041377274,0.07733071939733224,-0.07832450182889883,-0.04353130682159671,0.33342509181270014,0.07973322197185993,-0.04495000039830264,-0.2977008931410139,-0.1625305565694224,-0.00941992834398243,-0.1410127892355322,-0.1018402514861671,-0.013224446839312193,0.06773178143531423,-0.04652409535257216,0.014842695647906815,-0.02987533275715686,-0.1355233001227631,0.2575963318299449,-0.1478261582492344,0.07538141835300455,-0.44897044225939864,-0.008802709925942422,-0.22938107952189765,-0.1518613376389954,-0.0174363617534104,-0.1834038206808824,0.3468432646868504
OFCmed_L,-0.12168486545131255,-0.16248636255512117,-0.28856962931279967,-0.004113731412617085,-0.11871373351978103,0.17938244674719322,1.0,-0.0293442213372299,-0.18336558523214777,-0.017946354633410832,0.12299545967865065,-0.013416839241101984,-0.09997058787548815,0.03000168230777894,-0.11059019286338097,-0.04275317547175473,-0.006212351469001182,-0.3142306534178425,0.4049505728598803,-0.0213484399906058,0.009252506904157663,0.001931322595360192,0.05297090461781303,0.01700615486706568,-0.12813022384705058,-0.2690351491589079,-0.07339884967212314,-0.1226349516997073,-0.2384483970351239,0.12882625752908675,0.05873092069949334,-0.16087749171171617,-0.08080639131024886,-0.022389301266560656,-0.06019620659777403,0.24559367619566363,-0.11285350039135966,-0.20193806209101522,-0.11639677528788138,-0.24377316132994273,-0.06212449526486056,0.028870265419260653,-0.10873155304804656,0.10179396693413814,-0.13002729993442746,0.19062120962034498,-0.053239226801530044,-0.21694729927683923,0.32994389257340256,-0.034233118634374726,-0.1328734549980127,0.16616503160519136,0.06870324889060399,-0.13878923317933906,-0.09041366371180344,0.13144234996805831,-0.39940404975408433,-0.10717571868267507,-0.0034568156099852184,0.28949715041435486,-0.13775664194329962,-0.0817560493712189,-0.03885802559868904,-0.10729118004798932,-0.0948444288363961,-0.059158583241449056,0.20452887382892146,-0.12019907780354484,-0.018175659953057633,0.2816104043815734,-0.03453106826091628,0.24202055813355594,-0.030720515152033435,-0.08958276933444616,-0.052602759799687863,-0.10721646214546662,-0.029461783359429086,-0.09956057972017782,0.011061580088927344,-0.18135920506786568,-0.09061357174274401,0.07457693986517619,-0.1421085309718688,-0.10366936109355364,0.016675483016793648,-0.05404739678061201,0.12049187100177848,0.037784322903066575,-0.07023409940018913,0.31676653322762305
Thal_VPL_R,0.3905709084839625,0.5764945909763021,0.46789061872303167,-0.01956936929236681,0.6862494798553835,0.03185708828690822,-0.0293442213372299,1.0,0.47061376610145295,0.5757893134155685,0.504858173604799,0.5610291815166539,-0.10790337319391427,0.5468853165336549,0.4652500068883036,0.4714933504101164,0.3551498471335074,0.2733791768818874,-0.043847187072920735,0.05413806984529724,-0.20200393525535554,0.08804618875482964,0.2743244478536398,0.13441743742053894,0.3241169319954601,0.5583515367858921,0.4378330616577016,-0.014011012984296349,0.6199874265234069,-0.030311162425632126,-0.04674287390423538,0.44675744392837263,-0.07338893680568205,0.5692997305898836,0.273242549829885,0.036343423267144064,0.488873417573325,0.454115430082039,0.640083700767635,0.25979786946170585,0.030864811107523486,0.5037908346969934,0.5957251041267709,0.010207933652369881,0.04160652662968167,0.38986022287541333,0.5666288337380576,0.43990032099914267,0.18291304388463558,0.3538005728680387,0.5112396708668842,0.4167449290874364,0.5119064158897147,0.2844223807239206,0.37856230758044435,0.28994380778923434,0.3156541663065687,0.1261534587624536,0.3811990292504808,0.10302194396737652,0.232053412121227,0.5808449328625255,0.21401816744023042,0.13106386747338108,0.06474523106249068,0.6253708963155479,0.29420652370345085,0.3367951064868915,0.5747823647697138,0.3726703063574674,0.338378902909189,0.1756481829061769,0.576071132099515,0.557545996468086,0.3595945698371332,0.2119176775899225,0.0015564948201150174,0.2844181526387769,0.16692740011639864,0.5778721942534987,0.19143185392849463,0.21938648298742316,0.3667845557040666,0.18897471133560484,0.5192137116956982,0.28570558721486217,0.16466974939765897,0.30043474773597156,0.5832529466924955,-0.07908128688263269
Frontal_Inf_Oper_L,0.1083186617479225,0.3862352786806854,0.7209994393005486,-0.39581731446295837,0.4563173529437017,-0.21176738733272887,-0.18336558523214777,0.47061376610145295,1.0,0.6643566227882408,0.5714082181010791,0.8150744785672278,-0.030060341014052763,0.6859823691245338,0.5852761727248694,0.7257165134123637,-0.023428645749392525,0.13070264990021396,0.13101586217540337,-0.0825010335098385,-0.012326830424205633,0.32882080621020704,0.08146953347133777,-0.14173410817869714,0.7359279531473882,0.1601493877497708,0.8406811443318607,-0.22132083380730905,0.7022207759953094,-0.09022090816633689,0.10466483279193625,0.4875409644802363,0.1578023964286438,0.2927947807305235,0.3477752946665514,-0.22594951319232862,0.5732378505104856,0.48414691586416203,0.3986160895145652,0.1449830868792922,-0.08201102742905747,0.6194878549202048,0.3666447104513204,0.2815186194155842,0.2182080719272751,0.05943883291534224,0.6780339984316701,0.6458512804225491,0.2765891328764762,0.465967996199938,0.4367147857432641,0.22914096040234275,0.5602095015988197,0.3876896088118737,0.2081798493736001,0.4352369166851764,0.4614947241186271,-0.17849614349261267,0.7242756103702549,-0.15630400514746431,0.38424003641815235,0.6076514023854129,0.22413510824264649,0.46956618262981664,0.003507220361666168,0.6464388838722452,-0.041445359410511515,-0.023938517294459987,0.4498184695174744,0.3542451877076907,0.3631180199231228,0.141012289862963,0.5590092771739997,0.4855122129673728,0.5322783982934706,0.459563867732128,0.20325340661347896,0.6074741337224416,0.16153958332343551,0.6966119823274695,-0.081452972753978,0.49841006787353126,-0.01065800332916996,0.4554864036244421,0.3859558494726733,0.2307745011725557,0.4910219788407791,0.19707186319406433,0.29231181367221415,-0.15734142923618163
Frontal_Sup_Medial_R,0.04727254951642564,0.2644360591540303,0.3698414766374235,-0.27172982502440607,0.4643549640456642,0.07825806388889804,-0.017946354633410832,0.5757893134155685,0.6643566227882408,1.0,0.42268767594282985,0.7461824117845939,0.008370547288064077,0.7056078570966433,0.6093919514948716,0.8522363234271375,0.07808651407167715,-0.0006374895672653602,-0.0735432410404414,-0.0503483083686756,-0.08258821142735129,0.0937501573493959,0.024457604490063036,0.12984297751917984,0.6600510741007581,0.3918613566037371,0.5211536588839544,-0.004871699744075529,0.46246702790217536,-0.10400071033887721,0.11562987262334648,0.3839984793532331,-0.11337904153331721,0.5808481311121888,0.12858035249018213,0.07765804080140462,0.28379479020285237,0.22575446315726644,0.2695378729648878,0.1139141171989849,-0.06769998214699682,0.3615721762006723,0.3056975938480478,0.19448032860333217,0.21802860771358015,0.29859995662617644,0.5170339401655099,0.3071330107583821,0.14266015080230424,0.30957969104028804,0.4279197142965597,0.5024300583199975,0.3149240155653977,0.447275222316398,0.26189780059842416,0.2884682867968374,0.3324145298090457,-0.2356241276258293,0.6415536281973819,0.11905705928152757,0.33349052227077286,0.6076117756672559,0.15018759285087546,0.3998084099102463,-0.11766015106620326,0.7668841574964494,0.21520111928030983,0.03463541668148954,0.6089491006279757,0.40834119817903125,0.2836527900422299,0.06165411528146926,0.42322960509943475,0.367517593322824,0.378943041367537,0.49138079854666383,0.20609922209363515,0.6489049384670041,0.020509925702647015,0.4916923026241553,-0.04274802858127999,0.4274004239447209,0.04911493410033842,0.3244712789799736,0.27976760551816127,-0.07842745315154172,0.5692025521812425,0.2948810171672225,0.20538761640236897,-0.05728589408245188
