,Frontal_Inf_Tri_R,Caudate_R,Thal_VA_R,Thal_PuM_L,Vermis_1_2,SN_pc_L,Precentral_R,Paracentral_Lobule_R,Raphe_D,Red_N_R,N_Acc_L,Vermis_9,Precuneus_R,Frontal_Inf_Orb_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,OFCant_R,Hippocampus_R,Rectus_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Thal_LP_R,Vermis_10,Postcentral_L,Temporal_Inf_L,Cerebellum_Crus1_R,Vermis_4_5,Cerebellum_Crus2_R,Pallidum_L,Cerebellum_10_R,Cerebellum_4_5_R,Frontal_Med_Orb_R,Thal_Re_L,Thal_PuL_R,OFClat_R,SupraMarginal_L,Frontal_Sup_2_L,Temporal_Pole_Mid_R,Thal_PuL_L,Frontal_Sup_Medial_L,Calcarine_L,ACC_sub_R,Insula_L,Frontal_Inf_Tri_L,Temporal_Inf_R,Amygdala_R,Frontal_Inf_Oper_L,N_Acc_R,Putamen_R,Hippocampus_L,Thal_PuA_L,Parietal_Sup_L,Lingual_R,OFClat_L,Cerebellum_10_L
N_Acc_L,0.256210272431905,0.24254945252932644,0.23704555979887373,0.36468567606020336,0.3836343370474173,0.6912280081013396,-0.008295455985862054,-0.03552665928713327,0.2768839796109413,0.45323949518529794,1.0,0.2932997626860334,0.1856871282590942,0.24452404848022813,0.29507991388381677,0.18772534366205865,0.538259971100413,0.40815943992673626,0.6573452337692651,0.3140937178277604,0.7311567270675545,0.20700723477157987,0.3036142971900315,0.004035085060685808,0.5008926866082957,0.09888931930192707,0.39248627486544363,0.20100031263501492,0.8104813054630894,0.228333407285647,0.3514267614040609,0.6785860369156868,-0.1849041086468423,0.1797822565092148,0.12097447092545562,-0.17371877737498703,0.33263449621205676,0.33055648071087296,0.3529752694323533,0.38962898940247487,0.3184547713770934,0.14194630933899421,0.19327210661588917,0.26991653507473967,0.2477496578031828,0.41986234570293035,0.2521191563127158,0.6029646824223261,0.4249285943017735,0.5019090787435966,0.2981525774182106,0.11306994349067226,0.3496804938415323,0.4240670444916317,0.3685580075908619
Vermis_9,0.3725204757797386,0.28965004593837956,0.22505451777508703,0.711859454274226,0.4342694375265505,0.3171206302531683,0.11762753895745645,0.09126619892548309,0.4721095594376411,0.20662210278346763,0.2932997626860334,1.0,0.5705547500855289,0.4587758384428038,0.532307460354516,0.21765989973153063,0.4757438071461392,0.44480890928076106,0.4434795112628197,0.5433312091647291,0.47738252064705133,0.5471010190236053,0.8476724256371175,0.41369293727297,0.4581248364619404,0.70275746325497,0.6448847635567554,0.7412357098355307,0.37202324637605316,0.5888896311855308,0.7102638365566442,0.5139279631189932,-0.1305891065288893,0.4679514715274683,0.32753658937239916,0.32394936071050784,0.5748302985658218,0.4302065997938752,0.2838617570697191,0.5143526299848669,0.7430725387774317,0.3211819241247406,0.40471747833030225,0.4972095691841378,0.44498563709752137,0.34956120654498785,0.46870787178169243,0.573476975361616,0.24036505878197448,0.5637659863069133,0.5209684452802583,0.08383806126336145,0.7999094890861539,0.5465749468867868,0.4596644811130529
Precuneus_R,0.6955559148300225,0.1851395564202904,0.2142028484764386,0.4986541467724506,0.5388546571644214,0.27362332632355807,0.4986915736136061,-0.06414126921575486,0.33967330864737233,0.3051304720568507,0.1856871282590942,0.5705547500855289,1.0,0.5374252224346544,0.5509251606666447,0.6476760454613684,0.4147657357643191,0.25401134982803547,0.4310390600022495,0.7226389338193258,0.4512700872058373,0.380486462877521,0.627136462766775,0.4350125449717167,0.5093278416874973,0.7498665083070203,0.6316323598559433,0.6241500304015779,0.2103072769390084,0.5536018522110939,0.6848741800183876,0.40687145271145403,-0.09374351920316305,0.4720909386912186,0.5669870253588635,0.3699886191649202,0.658473468544364,0.4934641315480242,0.1390114936181993,0.6360811966348935,0.8308661738999942,0.3498101498889502,0.5548375544445422,0.5352853061582628,0.40050502743421157,0.0612752898474591,0.6020739633570625,0.5574081060953161,0.07719942837665457,0.4777504098488391,0.42704365342974465,0.12467305721986968,0.7614222395997469,0.5978678839522958,0.41110318937525675
Frontal_Inf_Orb_2_R,0.6454651222469879,0.5772820282342599,0.334370452129045,0.4002007205995712,0.2966429346059781,0.3332311888717774,0.4509743920176141,-0.11002942139313412,0.21209376555855056,0.2576216110286117,0.24452404848022813,0.4587758384428038,0.5374252224346544,1.0,0.4697854330678197,0.5151105513673078,0.6197038804102541,0.4516787575194142,0.45305915149544,0.44719178163646023,0.47387577099689365,0.5367331411638224,0.5226129498498121,0.4135395178312942,0.3902421798014097,0.5481192242003213,0.19972456940796543,0.40592722802295417,0.3068802165200279,0.5185288755683112,0.4428315586052556,0.4566089105048103,0.15076322016235585,0.5312581824381017,0.820742977926626,0.37275846783656635,0.460469339073079,0.618741912606295,0.1087882866826036,0.4590271180077859,0.5094950058800726,0.5991224781058792,0.7614190250639766,0.5242600792498696,0.35569459171274315,0.22610295609590794,0.6046822126366471,0.384131091243809,0.25455955903060745,0.6808852257891757,0.3353116406563225,0.12993675003845562,0.46364485789193655,0.6012926711464499,0.461603806222638
Frontal_Mid_2_L,0.5761732571350856,0.32793004637847123,0.12702577231862894,0.5905847122151207,0.6660771497888074,0.22042211966586586,0.10408011955488589,-0.0659640153615548,0.3700454332890319,0.18772632729640432,0.29507991388381677,0.532307460354516,0.5509251606666447,0.4697854330678197,1.0,0.32501498361882103,0.4673189104999954,0.3186038816529069,0.44034966784401336,0.735813485396647,0.5586487117188591,0.2716083987061823,0.4411155019115492,0.7317967772890808,0.45777599944096853,0.5165112230290528,0.5474821546963867,0.592621224576958,0.43617558726489475,0.30352122851212915,0.6240774191682805,0.5025180020266182,-0.17083102011585505,0.483741497634404,0.3388916856643234,0.5511245862508353,0.9194244231335726,0.5116340167517369,0.29954763601721945,0.8136163754672102,0.5807355802138172,0.360558518105868,0.49760683304614606,0.9126000715142242,0.49626530668188756,0.09087161083492404,0.8102434089730878,0.5636833143772862,0.15078567396704162,0.4416134868306904,0.6003693167215144,0.2560543303340482,0.41516366301971136,0.6968055559296478,0.4036204056727703
Frontal_Mid_2_R,0.7451320526903743,0.30493635934764723,0.16051841976869544,0.29885012873033356,0.44205152526793284,0.23491190890553806,0.7467382463393916,-0.1281765965123295,0.20198509812730844,0.2885003217164783,0.18772534366205865,0.21765989973153063,0.6476760454613684,0.5151105513673078,0.32501498361882103,1.0,0.3175629657389681,0.19906620683405957,0.4494165005551195,0.617006579003374,0.3785080223272776,0.2100964077966586,0.40608611728042016,0.052926465329394635,0.6149451921632337,0.422158277574586,0.43008822593767937,0.19952890640989057,0.10324551740609031,0.28309663865058965,0.41804284618910176,0.2789647169533481,-0.023917620713199226,0.3621978808333462,0.5828667597763277,-0.0541434155660958,0.4849604408033604,0.34705313214527417,-0.05682323985913351,0.5803400921019278,0.5319511147983316,0.4836261822420454,0.552590588481157,0.3455484773673052,0.038602553364211124,0.004863654825360709,0.3986737637570528,0.31108845633837434,-0.04842796069837206,0.4306995311160586,0.12815899796912372,-0.09810880130112466,0.46217471388230275,0.5407979327320024,0.29786632478277836
OFCant_R,0.48715616600853284,0.6169906089271104,0.5627614156563441,0.5500585726479624,0.2895894822106821,0.5885482428610433,0.09481807989947666,-0.08748426229301351,0.32725628201109647,0.42500496407873917,0.538259971100413,0.4757438071461392,0.4147657357643191,0.6197038804102541,0.4673189104999954,0.3175629657389681,1.0,0.7030164958691312,0.6275713578514267,0.4768700319811522,0.7904500500245769,0.44266785849484813,0.4924508627300825,0.3149410439895422,0.5330164921723135,0.4161029527121256,0.5135768840446513,0.406999405634087,0.6029516752042189,0.4019539040077633,0.5607094118133771,0.7652825521939303,0.1382731959634958,0.4027381665313688,0.5720251961742162,0.1739156995924984,0.5252530867917006,0.6843559502908474,0.30036432295909826,0.5352668359902494,0.4147934605087151,0.5125661026097675,0.539277054955967,0.4803376303006114,0.6106162614751167,0.4479245107537187,0.4413901418065086,0.529507017901919,0.6138802566571783,0.7520639120155395,0.3399107455170242,0.1326853940538187,0.5296341563526702,0.5480093265502984,0.5013442446626672
Hippocampus_R,0.3349289905730991,0.6100323920005694,0.5646091132997273,0.4776966705890719,0.2598784630358532,0.5732253425549546,-0.12596649657560066,-0.07025938917103301,0.35200108049498524,0.4561614651228894,0.40815943992673626,0.44480890928076106,0.25401134982803547,0.4516787575194142,0.3186038816529069,0.19906620683405957,0.7030164958691312,1.0,0.3806705975051986,0.32126821074726003,0.5266116782519354,0.43809284863627973,0.5018424366148345,0.19809567073949144,0.2822697483831626,0.33135403078602055,0.42026344457927706,0.36929155408013986,0.37958862636096113,0.20772601092477536,0.5235302469016716,0.5381419299181575,0.29680430518003453,0.38480728376087225,0.36000775784731004,0.21515291700109374,0.39991187515093224,0.5278982067325556,0.07294823037624482,0.4097335237005006,0.3528213231697472,0.5028396266058205,0.41001710173687217,0.3072870894674725,0.6626219245704092,0.7006761703438169,0.2260747182486086,0.4312018580593757,0.7180214299174014,0.7442371682955541,0.2361300729347391,0.021189240014749273,0.47112221715205665,0.2455669983589416,0.36564362847438375
Rectus_L,0.5538905866015442,0.3479270980260734,0.1421602352742276,0.5616028157476574,0.508750604469655,0.530382289077803,0.2881253313303517,-0.013052910620474444,0.43832078427933163,0.4273287070822489,0.6573452337692651,0.4434795112628197,0.4310390600022495,0.45305915149544,0.44034966784401336,0.4494165005551195,0.6275713578514267,0.3806705975051986,1.0,0.5800995896674045,0.7527818761186343,0.41348452115136886,0.46060704368692057,0.11984207879354832,0.7636476877758721,0.4233817490909823,0.5571098421307786,0.43375811883338755,0.6514938175983657,0.3195196948384868,0.59035341146935,0.7298669592964782,-0.23705271957094454,0.42378599350206997,0.33955213252689365,-0.04545034700177853,0.5195741265022251,0.5512766502700887,0.18186591604562602,0.597025661707962,0.5148105000584376,0.26865956713076433,0.49829718258450817,0.4709552246919708,0.31677357273504275,0.20134065941682275,0.5043812556072088,0.7211243147080352,0.28228124707507696,0.5796939695462002,0.35709391291662057,-0.025580352094870442,0.4899734497243814,0.7247207910068593,0.5765234886823456
Frontal_Sup_Medial_R,0.7377163363211264,0.3154495253520605,0.21893218490188415,0.5689350025358337,0.6811543512538075,0.3548821432094492,0.4044973357005148,-0.022230507822327845,0.34323307220548055,0.2739280211269078,0.3140937178277604,0.5433312091647291,0.7226389338193258,0.44719178163646023,0.735813485396647,0.617006579003374,0.4768700319811522,0.32126821074726003,0.5800995896674045,1.0,0.6375852554451948,0.26698872467337925,0.5553871559455252,0.45323763186946886,0.6985298337257476,0.679834212113835,0.7357492790402244,0.6511614101604627,0.3636242115447458,0.34739697252468327,0.6657376850822522,0.560700869510398,-0.2213008526466635,0.42197979604962393,0.42573208028526344,0.22726125375662887,0.8308603029246396,0.5715724642172364,0.20749606458930633,0.9398453640756318,0.6508677674940697,0.3337819497998786,0.47893444456141504,0.7503045577559936,0.482548221343051,0.1092827836290634,0.6923283165716972,0.6066531757465289,0.1539805418488196,0.4918978895778757,0.4828521565494711,0.07815342365920258,0.5643384712264564,0.7446187139914452,0.3842221786270883
Frontal_Med_Orb_L,0.530652471704866,0.5410517673618439,0.37008666034314486,0.5645641616551527,0.4991115747813748,0.6850766788737201,0.21916379325861904,-0.11979379473702674,0.28903530652932025,0.39721318607138406,0.7311567270675545,0.47738252064705133,0.4512700872058373,0.47387577099689365,0.5586487117188591,0.3785080223272776,0.7904500500245769,0.5266116782519354,0.7527818761186343,0.6375852554451948,1.0,0.3057728261566391,0.5008276959811329,0.3089860563175244,0.6615707128768032,0.45057961117037093,0.6011176807964124,0.47507079304710415,0.7411618431628064,0.39218223072745584,0.5768452856442321,0.8706810240146092,-0.07764458481669874,0.3823391301098018,0.37815452143737627,0.10385851089258186,0.6085165941945797,0.6436327296104496,0.37373630525165513,0.6963985521023648,0.48487722935246375,0.41818136983116455,0.5433012775903181,0.5928292044833969,0.5249756420309906,0.36800945476947905,0.5603130839368463,0.6862026628215658,0.5112360788102994,0.6942499455063873,0.44369543840675946,0.18332923774354606,0.512154613722843,0.683678920497246,0.5552771004653859
Thal_LP_R,0.31713216533562205,0.367657844772622,0.2302182527602006,0.5206292865531189,0.2945632394233965,0.20854150616431644,0.15492512053707544,0.07261882010536988,0.38353634725090097,0.2709535485716167,0.20700723477157987,0.5471010190236053,0.380486462877521,0.5367331411638224,0.2716083987061823,0.2100964077966586,0.44266785849484813,0.43809284863627973,0.41348452115136886,0.26698872467337925,0.3057728261566391,1.0,0.5456056196562349,0.3521763773727105,0.23947390159556753,0.5087054037272557,0.26752067100103727,0.46214144621215,0.23148774890192472,0.40345951402702324,0.488161299450191,0.4807315861562518,0.13180015403990558,0.5725683814650502,0.4131658576453651,0.2942162284517836,0.2704389746099096,0.3725471337451903,0.20132199761052746,0.26731961156015993,0.44664499933135515,0.3575136837741205,0.4590975048485696,0.25603493546790446,0.3149145007155505,0.2655042082009969,0.2969756790541191,0.48908940511604065,0.3061306934962804,0.5885602697510868,0.4633537525249373,0.05149532178513696,0.5194756769435651,0.33620378323712835,0.39515420945182334
Vermis_10,0.5032890708002569,0.3990378333769737,0.29359868138510603,0.6804060891074882,0.48676498980768457,0.3197421078848564,0.30388865020628625,0.04549432882957027,0.4039720702253814,0.24956535366979732,0.3036142971900315,0.8476724256371175,0.627136462766775,0.5226129498498121,0.4411155019115492,0.40608611728042016,0.4924508627300825,0.5018424366148345,0.46060704368692057,0.5553871559455252,0.5008276959811329,0.5456056196562349,1.0,0.3324993733788355,0.515213709849266,0.6886795278319245,0.6645428321226756,0.633207338495697,0.31038548393373366,0.6149592812459682,0.761353432247643,0.5273391161323829,-0.013618796147573494,0.49840272292075394,0.40019745456993455,0.28171472873115755,0.5301680267003375,0.4717601194368478,0.2154811711329319,0.5200822260169963,0.7643053947229773,0.46216243807783924,0.5210895725477915,0.4388309375378849,0.45704633751120577,0.355865383632339,0.4662903939927753,0.5262535322528011,0.28822467578702077,0.6619337095551363,0.471536765495198,0.0568037023039779,0.8432445609107279,0.5455869367471462,0.4748643692492748
Postcentral_L,0.28465643115776224,0.3431807504439897,0.20487154294906734,0.44362863853047585,0.39000775216953376,0.04253511211056764,0.1073981131946614,-0.04690040672324799,0.05226587449870942,0.06281736195905215,0.004035085060685808,0.41369293727297,0.4350125449717167,0.4135395178312942,0.7317967772890808,0.052926465329394635,0.3149410439895422,0.19809567073949144,0.11984207879354832,0.45323763186946886,0.3089860563175244,0.3521763773727105,0.3324993733788355,1.0,0.047235412798093464,0.5136182806340447,0.2350748265270218,0.518814964180193,0.22266004044819132,0.32441730587485607,0.4346486933840663,0.30098034689274805,0.05444565619479055,0.43805991170452907,0.2852443646759411,0.7993316664806854,0.6004945083069069,0.4713623807529768,0.245199631191327,0.4780299134824308,0.34001550032589,0.30570518643612615,0.4636714177315297,0.6927030700376818,0.36145470437778,-0.03130228661429368,0.6361255302313815,0.37431018725674886,0.10013878073859574,0.3129516998487736,0.5679200735961437,0.3376745013568259,0.27733426342888534,0.37274595113963477,0.24434447859061348
Temporal_Inf_L,0.6466066972462869,0.34045244937926816,0.1337927408503249,0.5691050965941524,0.45301824657058154,0.4514750345535571,0.43458121391019944,-0.06553621928929763,0.3825975744002825,0.340963188110895,0.5008926866082957,0.4581248364619404,0.5093278416874973,0.3902421798014097,0.45777599944096853,0.6149451921632337,0.5330164921723135,0.2822697483831626,0.7636476877758721,0.6985298337257476,0.6615707128768032,0.23947390159556753,0.515213709849266,0.047235412798093464,1.0,0.46192501713708123,0.7400853356976017,0.44518146854610574,0.5345391709070068,0.35059002842738296,0.6680016920450967,0.5691328753922925,-0.1944217893370593,0.33161029194236785,0.3689740566682373,-0.1854426802927526,0.5739357314354729,0.5507915164559775,0.2335291006743705,0.6981838983906165,0.5515099265320405,0.30529971593779387,0.4170697420949903,0.5200580925181173,0.3005976276461889,0.0764383137019772,0.5216614474821403,0.5380833411077802,0.09370163281361703,0.5701108457168984,0.317302199762443,-0.17333101231349432,0.5677530196667016,0.8144434829534407,0.5261888331150075
