,Temporal_Pole_Sup_R,Amygdala_L,Cerebellum_6_R,Frontal_Mid_2_L,Cerebellum_6_L,Heschl_L,ACC_sup_R,Cerebellum_9_R,ACC_sub_L,SupraMarginal_R,SupraMarginal_L,Vermis_10,Thal_VA_R,Cingulate_Mid_L,Cerebellum_Crus2_L,SN_pc_L,Thal_LGN_R,Frontal_Sup_2_L,Vermis_8,Rectus_R,Frontal_Sup_2_R,Temporal_Pole_Mid_R,Cerebellum_Crus2_R,Frontal_Inf_Tri_L,Thal_PuA_R,Cerebellum_Crus1_L,Angular_L,Temporal_Inf_R,Occipital_Mid_L,OFCmed_R,Frontal_Med_Orb_R,Heschl_R,Thal_PuL_R,Temporal_Mid_L,Cerebellum_7b_L,VTA_R,Putamen_R,Temporal_Pole_Mid_L,Vermis_9,Temporal_Pole_Sup_L,Vermis_4_5,Thal_AV_R,Occipital_Inf_R,Cerebellum_8_R,Thal_MDl_R,Thal_MGN_R,Frontal_Inf_Oper_R,Cerebellum_9_L,Parietal_Inf_L,Cerebellum_8_L,ParaHippocampal_R,Angular_R,N_Acc_R,Cerebellum_10_R,Red_N_R,OFCant_L,Parietal_Sup_L,ACC_pre_R,Thal_AV_L,Frontal_Sup_Medial_R,Fusiform_R,Olfactory_L,Postcentral_R,Frontal_Inf_Orb_2_L,Thal_LP_L,Cuneus_L,Occipital_Sup_L,Cingulate_Post_R,Rolandic_Oper_L,Thal_VL_L,Occipital_Sup_R,Paracentral_Lobule_R,Calcarine_L,ACC_sub_R,Insula_L,Occipital_Mid_R,Thal_MGN_L,OFCant_R,Precentral_L,Frontal_Inf_Orb_2_R,OFCpost_R,ACC_pre_L,Postcentral_L,Hippocampus_R,Fusiform_L,Thal_LGN_L,Supp_Motor_Area_L,Red_N_L,Precentral_R,OFClat_R,Thal_PuM_L,Thal_VPL_L,Temporal_Sup_R,Hippocampus_L,Calcarine_R,Thal_MDm_R,Frontal_Inf_Oper_L,Cerebellum_10_L,Temporal_Mid_R,Thal_PuM_R,Thal_VPL_R,SN_pr_R,Lingual_L,Paracentral_Lobule_L,Thal_IL_R
Temporal_Pole_Sup_R,1.0,0.3058223911837834,0.6862998008600478,0.5021483286195932,0.695140617128468,0.7349328478366264,0.7151266718240533,0.6358527793217429,0.5654757794591884,0.46292474351385005,0.3050404152339471,0.6085837541086491,0.2733971321566688,0.7495699786128855,0.50900128477241,0.30002654442499993,0.029453550812619442,0.5134237742639405,0.3524982336984097,0.34082677790569177,0.5568890816553752,0.7238593370016472,0.49896687608335677,0.6029244863917756,0.1298126759436964,0.6310850816395911,-0.0032849814222415414,0.3313852407460525,0.1830952077827049,0.3464966872643733,0.5266354938934633,0.6933385919210346,0.6354744164384805,0.7554006960693638,0.5956802297827427,0.36819872037126095,0.1421492746949521,0.6537016634020484,0.5277814362566146,0.9123988344362326,0.37702693238266055,0.39438873203274105,-0.004371377579984789,0.6142778336382376,0.3651978566183941,0.22003629295569094,0.7054484828272889,0.6800759812999555,-0.029420563578715666,0.6372774068843564,0.34747418330179375,-0.10716171514844977,0.4687428497520497,0.5665724558123029,0.21957739272967017,0.5652686611051004,0.06480554975443052,0.6339230159386415,-0.011047806776925224,0.5285941792844207,0.5981502577037253,0.5458575293467626,0.49906343939120806,0.735967783146388,0.6765021023930425,0.4880275273427827,-0.08233451606714022,0.7303980949698026,0.8038236820165349,0.07889484144502625,-0.007579187233630705,-0.0835120848271,0.5333007262354169,0.560111149904794,0.8046631294959994,0.04884297392394873,0.15223260245296466,0.6162963282282097,0.6506803374374222,0.8202914907660092,0.6914956790424724,0.5824152269453924,0.5097712520105073,0.3869847884192052,0.4406168679947469,0.24122871507597476,0.507389715569287,-0.027561358105902278,0.5737465908170047,0.7019097986245129,0.5724144437829518,0.09408626373793383,0.863682071255228,0.7463705397208741,0.5848715128853579,0.3586334858282331,0.6520887841809097,0.561188066841991,0.6771949439867839,0.3518913007773188,0.2714588013913882,0.2730564369311961,0.6094750116286101,-0.08604305239834083,0.21317760194894284
Amygdala_L,0.3058223911837834,1.0,0.3051804944430856,0.23051496901072532,0.32682936891454256,0.2858165956292104,0.5046657789137807,0.38862774779176695,0.34378042869681236,0.13534161236625103,0.1296398166463923,0.3602785711798582,0.21223936880674338,0.2600044442679615,0.024161175434746728,0.3115549815739536,-0.01383189335745374,0.24003288997848193,0.34134079792922256,0.5565967136258162,0.3356556423386488,0.3175905863968181,0.18836157038369195,0.28973237059172985,0.28811757456600323,0.0823953962906767,0.0482921322795087,0.3535228952899142,0.03628342984068648,0.1609583515900299,0.4805768539477929,0.2178171134131414,0.3742359382021126,0.2143498207381995,0.0951660404109004,0.2533055691739598,0.5187616314001087,0.22036982079611073,0.3285860736110094,0.33367543644885517,0.21120535952708702,0.31222599133163226,-0.0024187554781653292,0.25552390108327283,0.3299800230777052,0.18044506149462056,0.45095098905585007,0.36973502868784197,0.05256841285529027,0.2164673090523633,0.4626119247215546,0.11659124450955881,0.4698531312911092,0.2813531655262612,0.3575591948301836,0.3710175117339478,0.18434523956028753,0.4529145218990611,0.10980169176878773,0.28577060607724075,0.3454314362850202,0.48206993867204123,0.1678805642932014,0.34626454021287434,0.19017602538031567,0.25330536788753055,0.21418954837702872,0.29729448551287857,0.2208808046772244,0.16947607821780653,0.04438080978195963,-0.08247072457789234,0.25893545069329765,0.3578146707339992,0.4591499165833442,0.0641555450740298,0.12211002570237464,0.36616346934056815,0.22066936385239883,0.3856777525924712,0.3924491364448913,0.438144078540754,0.14892813281639272,0.5584080807774703,0.20135153517706733,0.17282559725334595,0.21060708280716672,0.029680398800929528,0.1302639888446839,0.27682588845019684,0.26606683117151436,0.12149727831500591,0.31022577809254576,0.5067498385137553,0.21861279118879037,0.2679621922505218,0.26014301269800244,0.31613422033528077,0.36924655613236074,0.38663826167747956,0.3359040667217993,0.24023730580102476,0.2539360510974829,-0.14585509973962818,0.36019685726258627
Cerebellum_6_R,0.6862998008600478,0.3051804944430856,1.0,0.5690687285255416,0.9525798194014476,0.5501308796083607,0.49617130423487826,0.9363055634552018,0.36178879653567103,0.2965287968985884,0.3924932226018081,0.844834572194815,0.2708944417867037,0.732932571087367,0.7703848505656383,0.3816431853756892,-0.060966482310867674,0.6358488497457866,0.777701367868217,0.26159526029811875,0.5635223179509721,0.6465727674388354,0.8164992668319077,0.5723266366834031,0.21266160430285408,0.8348973646243325,0.018950899094729974,0.46837033480117785,0.2754387542148408,0.4527366667324766,0.5651132461323205,0.643933168639025,0.5548317121079993,0.7258812307396301,0.809746793420631,0.6476455555153743,0.2328467799710648,0.6177053340454716,0.8770382541544729,0.7307094550495747,0.650204486340819,0.4783153212650516,-0.06880856774560815,0.8870189673668187,0.40149769318067996,0.23512791781580192,0.5503476554646639,0.9398998267622782,0.0167515112731563,0.8807184577802183,0.4943457696093555,-0.09343895236826934,0.611621134792988,0.7046912629949232,0.27603597397553836,0.45567688712336285,0.0967005013220726,0.6104809476000489,0.02592410675106654,0.6327979700725115,0.8520287423683689,0.4557001602697504,0.2767395086268755,0.547616786503398,0.6720949506726381,0.6486641310699035,-0.0003656764781897959,0.8101122548695854,0.5714049757635891,0.1745403941648946,-0.07183866886370008,0.023585390626169104,0.827588559827141,0.5158332093545305,0.5748382128080244,-0.013566658677293899,0.16319059385290427,0.5817391925192683,0.6259574258847216,0.5957344648203904,0.5180429859914883,0.6361298877071382,0.4805437706560089,0.48564778749839355,0.6083220602388313,0.42391957937575875,0.5135563277731464,-0.055551721916980955,0.31963925213760574,0.4915683075351271,0.7282319912400563,0.3803401926759278,0.6885272539601599,0.7019157637982613,0.8564218853043106,0.4611920947982009,0.5983294799398142,0.6084685301233398,0.5552394450469853,0.44328729619352053,0.4322636067287704,0.3700102811191478,0.8846452500329575,-0.09753333052811795,0.33044414289280727
Frontal_Mid_2_L,0.5021483286195932,0.23051496901072532,0.5690687285255416,1.0,0.5299675191634082,0.4530025820155631,0.46187714133764085,0.5599403151208293,0.3431605094591749,-0.042208780583173136,0.5511245862508353,0.4411155019115492,0.12702577231862894,0.6563812218972508,0.3576442545105917,0.22042211966586586,-0.2674564812701427,0.9194244231335726,0.4600144679645777,0.15677856430763418,0.6087421309715424,0.5116340167517369,0.592621224576958,0.9126000715142242,0.09691832301134258,0.42991561901363623,0.08823598966507147,0.49626530668188756,0.3550125758776581,0.11071383600574283,0.5025180020266182,0.6357754142317465,0.483741497634404,0.723963594290146,0.5239435489794202,0.5382884352217124,0.15078567396704162,0.4535968812338535,0.532307460354516,0.5897575824366741,0.5474821546963867,0.49192028443284597,-0.23457845818183912,0.6848439439826614,0.44872829320637797,0.06743617683549939,0.38137901223515,0.5782467351715032,0.1826195710175086,0.6362296014050962,0.33757998563105324,-0.1424163948328167,0.5636833143772862,0.30352122851212915,0.18772632729640432,0.5149862213219011,0.2560543303340482,0.5614596516848968,-0.21660908003716348,0.735813485396647,0.5484380723283686,0.41044888560667336,0.015270624021664944,0.628213135419927,0.5503319494183784,0.47470008898016197,-0.040102606946087145,0.6154679183805254,0.5065633622028969,-0.027193771517553946,-0.03819464322649225,-0.0659640153615548,0.5807355802138172,0.360558518105868,0.49760683304614606,-0.2084082786718347,0.032726335175773925,0.4673189104999954,0.8335615541210564,0.4697854330678197,0.2750756870212505,0.6110034086541725,0.7317967772890808,0.3186038816529069,0.5038229449999039,0.46797713493901666,0.6222309988690159,-0.3424253483872024,0.10408011955488589,0.3388916856643234,0.5905847122151207,0.1589130278663672,0.41181717733045414,0.4416134868306904,0.5342115855505712,0.383179199044791,0.8102434089730878,0.4036204056727703,0.3234064011997691,0.35659928801655705,0.3481545478784821,0.2871615977639338,0.5181873812969544,-0.09127186603655918,0.3040319975425865
Cerebellum_6_L,0.695140617128468,0.32682936891454256,0.9525798194014476,0.5299675191634082,1.0,0.5406266872584461,0.5353205653233127,0.9165660146580258,0.3893302082597577,0.2726145763931235,0.2508287602057151,0.8324087821485959,0.2875397691810674,0.6610274442108776,0.7769612230468439,0.4276250158539732,-0.035337946357959525,0.5974396356018151,0.7637291939327542,0.3351249463374014,0.5744309699026534,0.63764942598371,0.7386667305543881,0.5403345658684001,0.27463579365978685,0.8530388225572082,-0.03445463543896271,0.4231903634564973,0.2770791627174979,0.5275768190796528,0.6063864257910216,0.5896717948069955,0.545241869628269,0.7461661182282834,0.8198968738111727,0.5784184457166217,0.25581173342632046,0.6903072782089609,0.8486020817432058,0.7418481614111565,0.6438410178053848,0.4508527407932371,-0.07501431159291237,0.8392891443237478,0.401296227827758,0.2938523049812936,0.5693040778108586,0.9377402346794773,-0.04818672609681876,0.8800939813770847,0.5132449153721336,-0.1416003135211133,0.6075086968006793,0.7039191349323939,0.3272169615063322,0.43635226282082246,0.07121599273410045,0.6230243021058876,0.024569010726292036,0.5992273300177524,0.8421423782538086,0.5481988109574141,0.24463674956779508,0.5420332657385298,0.6321711866014732,0.5514623956447795,-0.06654711625915802,0.7707285612062843,0.5304312268227708,0.18726880356164788,-0.033853810808853475,0.029746267969425665,0.8260747600759708,0.5319410443483129,0.5564239778308053,-0.042276249804705686,0.18285717677219293,0.6098765483247043,0.5347993964273584,0.6173165842292437,0.5586187950934983,0.6352345190039648,0.3769140708614831,0.5058051102971974,0.618347832963743,0.38885453518754515,0.44994280608936743,-0.10099095621310743,0.32074281829856255,0.47709119753412615,0.7213996219890223,0.3975677257021024,0.6674413264228337,0.7257161931769943,0.8331347960742552,0.44433662833064985,0.5447274913264161,0.6650388398147425,0.5502467560853753,0.49187313106118485,0.48296518568649116,0.3664158846992677,0.8931830576408869,-0.08838567139861467,0.30596778122413365
Heschl_L,0.7349328478366264,0.2858165956292104,0.5501308796083607,0.4530025820155631,0.5406266872584461,1.0,0.6393666294492811,0.4891907573014796,0.6548036271515119,0.5885858057417377,0.36980451762984073,0.45481812503798286,0.09747305860312444,0.7104301573832987,0.4384006365903727,0.23386577183802584,-0.020015278481770177,0.43698582762126587,0.16948433468583612,0.23894442846647498,0.524619290935533,0.5665782065030006,0.38423497813397844,0.566023762836897,-0.04443359540824673,0.5286261350157132,-0.13317805971233992,0.12205501590993834,0.06319917218749328,0.1940420079472164,0.41179675818361033,0.7648607566301232,0.575732746137828,0.5308422709156778,0.4990783998078043,0.2529026801612486,0.02163369958116292,0.5433881591790352,0.3611768847433915,0.741219383635985,0.2334137068606347,0.3560757029282815,-0.07925669108843976,0.4647080644145125,0.22551912033909685,0.023952027164084407,0.692059930922381,0.5224113566006756,-0.025427205926841917,0.48697902517436165,0.22760962090164294,-0.14095231291294985,0.4849467335625663,0.4051146961725621,0.13020566757612503,0.4325454236595931,0.05196252547564349,0.49695872700239746,-0.08245875674386872,0.478282397829127,0.4918106193669668,0.5230493113669903,0.6381393537523109,0.6679324870106876,0.7213083867517123,0.42843107065393965,-0.16997427280896826,0.6639802790654176,0.9161486357265258,-0.06417371916434741,0.029037158747458745,-0.13683223854137616,0.4519195764618259,0.5311128298592994,0.8575172039718225,0.05437428374250113,0.014575185611156106,0.3921758439886062,0.5744382286768875,0.6636989603987281,0.4685659014690598,0.49082229855788223,0.45838689643401487,0.18414972744113398,0.32987416315412743,0.1948483798212652,0.47892760115089283,-0.04674678459076925,0.6791633663562447,0.5091119613319112,0.44235179339614167,-0.041380128905851396,0.7987166177875556,0.5249929023850068,0.5271191343288754,0.09641366157070433,0.6905613158034107,0.48073804212836635,0.46446834487781713,0.22852549825016424,0.13140916375808956,0.31313938454935497,0.48670180297574317,-0.17601584860688713,-0.022541252148318973
ACC_sup_R,0.7151266718240533,0.5046657789137807,0.49617130423487826,0.46187714133764085,0.5353205653233127,0.6393666294492811,1.0,0.4895830945080673,0.596427093132649,0.34468875460168125,0.29715518444437355,0.5014396148779426,0.3325238739008837,0.5491392821735177,0.3097463712823904,0.3595967545092687,0.08837025209428075,0.49849569788932696,0.3218384552036488,0.45664057265798624,0.4926664008773912,0.5273019515738586,0.3473570771632413,0.49004261253829356,0.3051723117231991,0.3693112922485981,0.07114427620552376,0.3514105867690356,0.17257819513441447,0.33000047557644435,0.5018137381857468,0.5272518918485165,0.5932019399409686,0.5545878413531283,0.3697537146158992,0.24343224763438706,0.3274915150692609,0.4210849667438024,0.4022424711518793,0.7091163767377272,0.23836368464540975,0.4787031198550915,0.006455191194435632,0.4304289986255314,0.4285953101669053,0.2055476466962629,0.733983606805485,0.4975901088419697,0.07898997221865924,0.4342928270245743,0.39496056281726005,-0.021530546396802623,0.49260832667099674,0.3262699261920538,0.2937962749601768,0.6243092122897106,0.1616259912244842,0.7309638822395332,0.14274055996609755,0.40765883240589035,0.5117115529246133,0.5541762602722508,0.36373532914467116,0.7221603365274465,0.4972002056036092,0.3711239805791043,0.027314600431785904,0.5273233894450696,0.6307358428125694,0.13152599137888984,0.08976546958309316,-0.058779769762162426,0.4929264826729844,0.4976180866963097,0.7918789812501379,0.08191374301258657,0.22836158186669192,0.5818591026427181,0.5020165792079379,0.78484838078683,0.6669181749578595,0.6505121524065383,0.35570674238574856,0.49314981074061737,0.33678512962775864,0.2550559531620361,0.4262339063892491,0.0371175749081835,0.42321088522981326,0.6625591029283839,0.42831725348994093,0.021395626804240047,0.6917051560770089,0.6879235631938226,0.4759377507656276,0.31644967356615744,0.5715019033248439,0.406924927785047,0.6348079081886677,0.4514787402456175,0.40555808883328626,0.27844517614333925,0.5131396044525609,-0.11511101830264757,0.24674154040736204
Cerebellum_9_R,0.6358527793217429,0.38862774779176695,0.9363055634552018,0.5599403151208293,0.9165660146580258,0.4891907573014796,0.4895830945080673,1.0,0.3283999356189977,0.22506935052840804,0.2978067546157042,0.8438699650238395,0.2645150718442752,0.6903919385237762,0.7414065293657812,0.458224171169665,-0.0719830970089283,0.6325456674523819,0.8349115382404203,0.33149590844023663,0.5617250214392379,0.6046119190650823,0.7998580208037483,0.5685661430923998,0.30148588869609355,0.7942875003398923,0.02785682267943637,0.5096166239446425,0.28315829179521235,0.4683266227156932,0.6433752136561999,0.5999503058649253,0.5297474425621448,0.7324549382113412,0.7801499673665484,0.6543675520550822,0.3267934450170501,0.6133158422215153,0.9180380650689562,0.6890237679619258,0.6890788861517816,0.5042990311315437,-0.09717186175022759,0.8905306904669843,0.4573073491176439,0.2994643778745984,0.5460674448776486,0.9632117879877183,-0.013465957951653156,0.8842759777595014,0.5523330578371782,-0.12655292013782163,0.7059041426352002,0.646190944818996,0.29206718456311015,0.4426377210002633,0.1077044774496592,0.6377148550563791,0.024873616101679347,0.6549157738182925,0.8138472520731562,0.48786182941675427,0.205715041577234,0.5193807491784811,0.6199593150459319,0.5995754702104669,0.025897682579899762,0.7722200285165433,0.5005537714903867,0.1886795309853364,-0.046670160393776916,-0.005947789065788462,0.7860465326050613,0.4388730293244109,0.5363811188696879,0.04543455134407576,0.21310370143722784,0.580528351362583,0.5860330347426366,0.5464044556818743,0.5201629785894615,0.6468017481047458,0.42972300923287904,0.5166249755805914,0.6042092654941311,0.3872715987993432,0.4890878586017089,-0.11268458791535742,0.24927981624251053,0.43659823811063714,0.7374096364544767,0.42305567972036395,0.6056255824473958,0.6956682139726434,0.8056010969203277,0.4976514057862234,0.5787484356794497,0.6034423056587243,0.5387639485539705,0.4860053585980267,0.43267618834946214,0.38790391853307293,0.8056688944326631,-0.07631190442223898,0.357454985806652
ACC_sub_L,0.5654757794591884,0.34378042869681236,0.36178879653567103,0.3431605094591749,0.3893302082597577,0.6548036271515119,0.596427093132649,0.3283999356189977,1.0,0.49946858838868885,0.2219448615716767,0.40122175248995917,0.1822350523425575,0.42289806045239253,0.2839335758148606,0.2057741307433967,0.1331166802754241,0.29583837208545505,0.13050773990200928,0.3062381224257343,0.4087867514845246,0.38456052488498454,0.1251747953909119,0.42737690460430533,0.16374657015286664,0.3373471624813281,-0.0002450098131227405,0.13143241673541295,0.24916352059431154,0.22111330359456607,0.37923316741471613,0.39743228543622344,0.43024803960036123,0.5070957837499399,0.29472688805896374,0.05546260810811385,0.1553528080387883,0.4645174784108276,0.25815050244348603,0.5780710074521129,0.18852169948463993,0.2468450402954852,0.1909281292911485,0.19365059393902465,0.09806838324584687,0.2158904938787895,0.5674781635142153,0.37427386238145594,4.827220049810362e-05,0.24555516709615816,0.2227421961009787,0.027387424436666533,0.28014535039439714,0.4539480145674592,0.22969541975829466,0.38037259786249195,0.14714508978940333,0.4923369854662999,0.1555710008691195,0.2558069407571231,0.37060508813458826,0.6469966680010403,0.4980700013424173,0.6203071412487913,0.4492466852514319,0.39754119286853623,0.06270330462924366,0.463512437540892,0.6035376766272104,0.11463642562548813,0.1410612862038716,-0.18166386327614914,0.33525937227412916,0.62724876395278,0.6709931682647912,0.1671101394946377,0.02267587913120642,0.4221935864515038,0.3892389106117695,0.5941908827914669,0.5758331838324627,0.46326952820670814,0.22412449967117395,0.2682101014457086,0.3546070818895014,0.08043707217215687,0.3265077356622613,0.113204227636994,0.4912717511627269,0.4928142762108767,0.24315822697027697,-0.09503648219277162,0.5942959812491655,0.5810687504281586,0.32043099114936635,0.09122252630212624,0.5223221300910321,0.4281749912450854,0.4759962512646227,0.21360388490116042,0.25911518685565976,0.20616889116571016,0.4063528686586882,-0.11628929087261464,0.10591526732291123
SupraMarginal_R,0.46292474351385005,0.13534161236625103,0.2965287968985884,-0.042208780583173136,0.2726145763931235,0.5885858057417377,0.34468875460168125,0.22506935052840804,0.49946858838868885,1.0,-0.027363418769675376,0.31176848395189155,-0.011232310844657898,0.5812270378428598,0.3632859253810881,0.013052395599656853,0.13941073610277369,0.05898733080813782,-0.06777452476041246,0.04271241098354065,0.4301034513188473,0.2010163464639659,0.029621048169382505,0.10495282638975266,-0.2140631097481039,0.4237928415001788,-0.2852923292580156,-0.19118950058728942,0.008150530252672377,0.2479644076828506,0.07263047214905244,0.2694001315661891,0.2340833633993783,0.18906463953268027,0.3517252527599248,0.22579405518738654,-0.15802467395155678,0.31541813793106316,0.11725975723620205,0.42384087332322296,0.12817744187484306,0.19181317920481075,0.23623559110709594,0.1360992760445941,0.07758114519882521,-0.014413871816343574,0.5585531484257238,0.2705454490653363,-0.2119177027947765,0.23815467034755505,-0.09964944555168767,-0.016248222977460744,0.11045211475320722,0.3613492470133698,0.05810737554365969,0.12306902040654187,-0.07679083906561246,0.26886256123377156,0.01236869883591181,0.2751643311268295,0.19697825560797627,0.1701803818466251,0.9540868265740642,0.28414942339747135,0.5173180254205522,0.40750841568693796,-0.11904571618459561,0.5013568266499813,0.6203321555829924,-0.18209351415535782,0.09177027494954104,-0.16195109596386026,0.3337844776236172,0.367436976621197,0.564800375755442,0.19942709144488316,-0.16859818248437883,0.08905981158616158,0.13891447821032654,0.3889476522668615,0.2501755106159792,0.11102405024561202,-0.03946788375250446,-0.09635211455819484,0.12676145740846148,-0.22409004330469276,0.4594194577298488,0.12582428071487262,0.902160374501017,0.42766281565668024,0.050513749694028526,-0.14955373165766406,0.6774322123479969,0.25343138745847704,0.3835558768456912,0.04228388103271537,0.27985159130101367,0.1751172212533681,0.4835462686712088,-0.03905682738706868,-0.08779369482064862,0.02426237592988088,0.3092539819280796,-0.12415378839206555,-0.21130057944211825
