,Temporal_Pole_Sup_R,Amygdala_L,Cerebellum_6_R,Frontal_Mid_2_L,Cerebellum_6_L,Heschl_L,ACC_sup_R,Cerebellum_9_R,ACC_sub_L,SupraMarginal_R,SupraMarginal_L,Vermis_10,Thal_VA_R,Cingulate_Mid_L,Cerebellum_Crus2_L,SN_pc_L,Thal_LGN_R,Frontal_Sup_2_L,Vermis_8,Rectus_R,Frontal_Sup_2_R,Temporal_Pole_Mid_R,Cerebellum_Crus2_R,Frontal_Inf_Tri_L,Thal_PuA_R,Cerebellum_Crus1_L,Angular_L,Temporal_Inf_R,Occipital_Mid_L,OFCmed_R,Frontal_Med_Orb_R,Heschl_R,Thal_PuL_R,Temporal_Mid_L,Cerebellum_7b_L,VTA_R,Putamen_R,Temporal_Pole_Mid_L,Vermis_9,Temporal_Pole_Sup_L,Vermis_4_5,Thal_AV_R,Occipital_Inf_R,Cerebellum_8_R,Thal_MDl_R,Thal_MGN_R,Frontal_Inf_Oper_R,Cerebellum_9_L,Parietal_Inf_L,Cerebellum_8_L,ParaHippocampal_R,Angular_R,N_Acc_R,Cerebellum_10_R,Red_N_R,OFCant_L,Parietal_Sup_L,ACC_pre_R,Thal_AV_L,Frontal_Sup_Medial_R,Fusiform_R,Olfactory_L,Postcentral_R,Frontal_Inf_Orb_2_L,Thal_LP_L,Cuneus_L,Occipital_Sup_L,Cingulate_Post_R,Rolandic_Oper_L,Thal_VL_L,Occipital_Sup_R,Paracentral_Lobule_R,Calcarine_L,ACC_sub_R,Insula_L,Occipital_Mid_R,Thal_MGN_L,OFCant_R,Precentral_L,Frontal_Inf_Orb_2_R,OFCpost_R,ACC_pre_L,Postcentral_L,Hippocampus_R,Fusiform_L,Thal_LGN_L,Supp_Motor_Area_L,Red_N_L,Precentral_R,OFClat_R,Thal_PuM_L,Thal_VPL_L,Temporal_Sup_R,Hippocampus_L,Calcarine_R,Thal_MDm_R,Frontal_Inf_Oper_L,Cerebellum_10_L,Temporal_Mid_R,Thal_PuM_R,Thal_VPL_R,SN_pr_R,Lingual_L,Paracentral_Lobule_L,Thal_IL_R
Cerebellum_Crus1_L,0.6310850816395911,0.0823953962906767,0.8348973646243325,0.42991561901363623,0.8530388225572082,0.5286261350157132,0.3693112922485981,0.7942875003398923,0.3373471624813281,0.4237928415001788,0.08757270807580074,0.6912541362849721,0.15968210689643197,0.7085105708374042,0.9468877926888337,0.38462025815618184,-0.016459889919357085,0.5527169040875497,0.5918449897958689,0.1561422104378945,0.6407549775886305,0.557507601155487,0.7113697255156527,0.4516080440639305,0.057617994537271844,1.0,-0.23917936889591926,0.21070088619092686,0.3047959949300593,0.534173001628049,0.44265367936066713,0.5094936020209095,0.4170895982758198,0.7411007952873925,0.9390697023692466,0.6309147339701444,-0.029629774980544317,0.7246860583919448,0.6915744777876593,0.6919524911462319,0.6563589066947796,0.46740938581502706,-0.057343934374473715,0.7947265420243429,0.33783202960159286,0.17629205350007754,0.4728598535949131,0.8211977926803661,-0.25765403320251323,0.8825663329898848,0.3076512583109423,-0.25496870338898,0.5166028543572143,0.6202165768090421,0.2546097408211129,0.2596200346867356,-0.050334985845924905,0.5399559619139481,-0.10761025242820735,0.6576317513246158,0.6889501661564693,0.43117299442518775,0.37906561275425077,0.45689026094082674,0.6712347446945944,0.5194696424764029,-0.28895403098359157,0.7568224642124779,0.5329651585328332,-0.010202347806100031,-0.10016355055573872,0.06178544425287812,0.7671077995825324,0.3716788838029056,0.4286704004992308,-0.004904716418175267,0.0706665308363234,0.4244743046093216,0.43358982937152973,0.4780399888038479,0.43014864000179676,0.47307600997857174,0.2533813684237031,0.22582586312099812,0.5843019644954419,0.2511202202146505,0.49170515817952937,-0.1387335114607987,0.4901399921122423,0.4144744027582689,0.6121375961927067,0.33097119442956124,0.6475689058546726,0.5688063401743814,0.8006062139153439,0.3968287750781535,0.5087293354449325,0.539826552395518,0.4668879740343726,0.29712217459781076,0.2757146655748751,0.38875639461307626,0.8054339749087843,-0.10782587049290313,0.13582118372774488
Angular_L,-0.0032849814222415414,0.0482921322795087,0.018950899094729974,0.08823598966507147,-0.03445463543896271,-0.13317805971233992,0.07114427620552376,0.02785682267943637,-0.0002450098131227405,-0.2852923292580156,0.43393527670636795,0.012975906659163833,0.187343600862436,-0.11516883202500437,-0.30940530821684503,0.04360195364413854,0.18632244508499785,-0.055448007447966075,0.07184591103968302,0.07726865622181497,-0.3005909796276622,0.015923160070816872,0.030397649340691422,0.040596671838567036,0.08575087605043706,-0.23917936889591926,1.0,0.2574273295426435,0.14512714995528522,-0.24520130184012814,0.0958922395272953,0.016839346595326814,-0.04189890742786053,0.04137089143730412,-0.32346620478424404,-0.1902180068573355,0.29645160909860485,-0.17709829257445742,0.08961421092479836,-0.03980208010285606,-0.1825096488184519,-0.10136639443361023,0.08401746181498884,-0.052123043344597254,-0.029185639620016735,0.3466915867025044,-0.05688677541229112,0.014138433437909137,0.3740590886347657,-0.18979909300890585,0.10322421343266043,0.40449126835734434,-0.06402885845687353,0.11051295308419234,-0.01953889104265977,0.26568856599144786,0.40124791180043595,-0.010113591980656044,0.22002066709438056,-0.21146165241037718,-0.010026244172842922,0.02462701237827189,-0.2885772123327527,0.10237456323671362,-0.023685184359084187,0.13406552404708313,0.6334887996191503,-0.19692058988320835,-0.08758807891631262,0.3646648400778201,0.2965686919527077,-0.02392316984556227,-0.10210099582818927,-0.023288183262466535,-0.0061983762176784606,0.1332915595747668,0.23178426105563824,0.16011304934721707,0.25627023445314695,0.1323722160703437,0.14747767510473553,0.12397635513438071,0.32784838331435934,0.1488729193275962,-0.09555518070355509,0.14084107591055295,-0.07382352350770902,0.21045064116229303,-0.3740603162867157,0.06965202546777409,-0.0791954840299495,0.05347855776357095,-0.11207352468551866,0.03601973924004354,-0.07964653440177775,-0.027630554071437028,0.04015029095728468,-0.04308812681075273,0.03295903157404615,-0.024181532352140028,0.02866711891894675,-0.013561946420712697,-0.040231680645987936,0.2048906856029269,0.025023312066692057
Temporal_Inf_R,0.3313852407460525,0.3535228952899142,0.46837033480117785,0.49626530668188756,0.4231903634564973,0.12205501590993834,0.3514105867690356,0.5096166239446425,0.13143241673541295,-0.19118950058728942,0.3425338286651607,0.45704633751120577,0.41762086749711,0.33510993245479437,0.2098635095596841,0.48569748048818906,0.10423153900081744,0.526233967687271,0.44325865896499106,0.5122856428156919,0.39042400938247485,0.5880636197196704,0.5941314907098622,0.5314566912177915,0.49292897351654463,0.21070088619092686,0.2574273295426435,1.0,0.5457304922570728,0.2472127895218981,0.5175189166801939,0.3350850929829967,0.3356016880247742,0.46734388789037495,0.24046542904052695,0.4034288457703223,0.7044009664403368,0.28883085598531516,0.44498563709752137,0.34982118918898764,0.5570293179398532,0.3330931279796274,0.10507317406241108,0.5318746446933621,0.4214985280301905,0.23514953972359462,0.29009975535188776,0.47592637525923087,0.1743993992042054,0.4465233620559491,0.5742443254701262,0.09467410544036572,0.4704711407632647,0.23595302560318787,0.2883925394165361,0.6137336391399354,0.2142825053757359,0.5024239717642867,0.18500966290731546,0.482548221343051,0.6039056165018339,0.3285123052851053,-0.13052621500101935,0.3864256171492674,0.1820118432715986,0.40966610918012947,0.36110884182618386,0.3610626127663118,0.16951086184868336,0.488487243715474,-0.08493125010191337,-0.05883298198780058,0.4017783007864176,0.3239379654234043,0.3473765709910322,0.15928994607057134,0.4980864106178987,0.6106162614751167,0.40652356633416914,0.35569459171274315,0.2978052677195432,0.4732441274553141,0.36145470437778,0.6626219245704092,0.6519009477031166,0.45981236856903507,0.32371333527403895,0.19550345426443996,-0.22082402094591674,0.2774914950717071,0.4600380167489936,0.45200731447431,0.21313433631877904,0.5652096583972219,0.3634826977394651,0.6119644991117914,0.45110503564364124,0.33831367560862263,0.6154729801138998,0.48574870411839016,0.3804296151989627,0.3060766068064322,0.3461659178209459,0.10705245290640891,0.681998311839993
Occipital_Mid_L,0.1830952077827049,0.03628342984068648,0.2754387542148408,0.3550125758776581,0.2770791627174979,0.06319917218749328,0.17257819513441447,0.28315829179521235,0.24916352059431154,0.008150530252672377,0.18042710393652397,0.29574793827997276,0.36294985452319795,0.2353063420673276,0.31476663865403326,0.3124134200010339,0.33723220641177454,0.3949646286669458,0.1885439767167605,0.3012972476223996,0.3796147765828964,0.3316211119322587,0.34196208892734004,0.35751542395011365,0.2913902254731559,0.3047959949300593,0.14512714995528522,0.5457304922570728,1.0,0.23867010948612274,0.3843796805978411,0.11361167375421305,0.11674417749489205,0.5148095663502055,0.25675095029198314,0.3401562539353248,0.3637184899811628,0.3078817169855635,0.18711725254172945,0.16144699525960138,0.5278059758355931,0.1850652026385505,0.3446590023906475,0.2695947026260089,0.24918861481655108,0.25322149846011976,0.16688285553187565,0.2507095583736261,0.11416848261246142,0.29107506469477096,0.2600775921527869,0.15872631364792703,0.18402552040947118,0.21029246959753475,0.2733725703483213,0.37792091615415085,0.24010626002672691,0.36441430272893677,0.08961313555950431,0.38495036612427386,0.41581777027488126,0.34820383694310525,0.0027002468416959455,0.21531173523888242,0.19901185571679925,0.378155311625907,0.31858968028979023,0.2569394854127095,0.06786237806866015,0.4047585210087809,0.014416005085566208,-0.08830615197142015,0.40137303847063915,0.2073804539832205,0.08017991237253336,0.2377410255649371,0.39265527860367516,0.41474249206704333,0.26227893267526,0.16797798106804568,0.12741765400834454,0.30873782567912533,0.22640909114734548,0.3106205792146065,0.6579221947139456,0.3261938339467967,0.3374582936523762,0.2495225744545609,-0.03376511172727979,0.12714888565970758,0.16837129744236243,0.3472849647156397,0.15043443884386257,0.3844501025762919,0.35958472227395677,0.3794249458499589,0.3307153354664578,0.15052017709280036,0.4677094627742281,0.2639063621124541,0.32768212911859534,0.2242047891892061,0.38372019329232415,0.1610412549033757,0.3758466589994267
OFCmed_R,0.3464966872643733,0.1609583515900299,0.4527366667324766,0.11071383600574283,0.5275768190796528,0.1940420079472164,0.33000047557644435,0.4683266227156932,0.22111330359456607,0.2479644076828506,-0.22311082441455093,0.42337448627585617,0.4078374601198888,0.26122324912961353,0.602375507049946,0.45295018316623553,0.2948500819754623,0.3097649035272386,0.41913360050196813,0.46090222674421943,0.5232001312603016,0.39815374772731804,0.2780908493172497,0.09704214368874224,0.3893526885119222,0.534173001628049,-0.24520130184012814,0.2472127895218981,0.23867010948612274,1.0,0.42583200868817467,0.01565923823130648,0.2057684460818674,0.3949644673059978,0.5520656098480554,0.3198975370440482,0.23345696241742842,0.5698792634167559,0.37513799873816633,0.43674507152697556,0.5073619413893521,0.4155416233301979,-0.06273922197514353,0.3714693721584749,0.32666503262991176,0.10842762850200849,0.2202593952869628,0.4584943602852337,-0.25404933968436555,0.5249370171790709,0.5120955112002098,-0.35218499064722497,0.3309484888848881,0.22035287369111348,0.3892227478992251,0.18850249623357562,-0.26521099923962016,0.5483316245864338,0.18141843472772826,0.40160720194464133,0.46605219808911286,0.4087739556646127,0.17520238158179896,0.29951398443015964,0.1601951148388528,0.24860481887762112,-0.2191482592941678,0.3582644194976584,0.15012207833327737,0.25608306303710054,-0.16791752096806958,-0.025443128998220554,0.4051672481015947,0.3035813999531341,0.26046312933388543,0.16673337210471587,0.36471975013109426,0.5839043521768149,-0.07169294274052275,0.3529508383840998,0.5394202567838062,0.46682825679408074,-0.169832177968135,0.48573403106423846,0.5831136645590262,0.07060525106817614,0.22515357299578462,1.3831742456134956e-06,0.21499213475826373,0.41932604012076463,0.3897865600134578,0.36997670909908803,0.31134724827143134,0.48548664783870277,0.3552840218421415,0.5221253108195493,0.1077598172926446,0.37613627351321566,0.3881228120266138,0.4181602649055439,0.48574048247324697,0.31466240403258705,0.438353190999738,-0.039949219447755355,0.30376068221555885
Frontal_Med_Orb_R,0.5266354938934633,0.4805768539477929,0.5651132461323205,0.5025180020266182,0.6063864257910216,0.41179675818361033,0.5018137381857468,0.6433752136561999,0.37923316741471613,0.07263047214905244,0.11026231063223735,0.5273391161323829,0.3962143291422153,0.4505897436365312,0.3901629088457349,0.5575816390999064,0.04215963658149793,0.5193140586886281,0.5188484124237238,0.579578624691945,0.5395066755950271,0.5776271127262772,0.43823471636871686,0.5173583953334819,0.3687367694062205,0.44265367936066713,0.0958922395272953,0.5175189166801939,0.3843796805978411,0.42583200868817467,1.0,0.3463078347393972,0.39427887404714235,0.6790949605640394,0.42463836055318943,0.3717542308854728,0.5342047355668073,0.6545024833430435,0.5139279631189932,0.6057174085388827,0.5981586802283796,0.516118515594462,-0.0581918911250042,0.5272777562577761,0.5647938103478101,0.5567981544913336,0.34588155944951604,0.5971668594417807,0.012697394283421495,0.5470508004189484,0.6131896596294489,-0.052317241828846756,0.6668019239406554,0.3868580062557496,0.46983682772797875,0.5285810649881094,0.17627339926692498,0.7386757498346367,-0.03134531894607237,0.560700869510398,0.5235810970645984,0.7128708851423677,0.0556567465639534,0.4932820025455216,0.4696992794955993,0.39128230794728763,0.1108963350198191,0.48562864844092685,0.369145489021703,0.2831198066732733,0.1195441565355031,-0.040980288542547906,0.43553286112752054,0.38477219400106116,0.4667767116366298,0.07998063519676468,0.36393070370984854,0.7652825521939303,0.4163270918187105,0.4566089105048103,0.591431873968944,0.7198219391225673,0.30098034689274805,0.5381419299181575,0.5810937254967881,0.30005642918352243,0.36406787470482904,-0.17086135469199043,0.10009466377741573,0.40030643763332474,0.5958708096187147,0.45115995077318133,0.3400473110652412,0.6949788958755272,0.4121948461821391,0.5404342421717332,0.4546695145744272,0.5333618466919582,0.4531089067612926,0.4484587965558226,0.4728896480686041,0.37552829134369986,0.46702375094770343,-0.0005594163458119794,0.42772349679260996
Heschl_R,0.6933385919210346,0.2178171134131414,0.643933168639025,0.6357754142317465,0.5896717948069955,0.7648607566301232,0.5272518918485165,0.5999503058649253,0.39743228543622344,0.2694001315661891,0.5355489308420472,0.5161440228051917,0.055801956188016574,0.7241141130495076,0.4167928052136021,0.14055523828479125,-0.2755306204821251,0.5778651789200333,0.35939721208676173,0.0998163266769695,0.4299081853072993,0.5916290212764022,0.637135503933632,0.7006224513513112,-0.01711660216294582,0.5094936020209095,0.016839346595326814,0.3350850929829967,0.11361167375421305,0.01565923823130648,0.3463078347393972,1.0,0.6705396956405296,0.5823752381971395,0.5104954395915223,0.4382978537855993,0.07753128743054086,0.39248925744090035,0.547441227748753,0.6303181243444297,0.32378329681045553,0.3187841088808702,-0.15974623262822832,0.6530671489727429,0.2909033305091535,0.0031795122096426338,0.6053081218029035,0.6216902841680133,0.06775909508326541,0.5886181391410473,0.2301014058506069,-0.05654678206326017,0.5497880353397692,0.4148956612186861,0.07626377481241702,0.4904641346178527,0.17878554615125666,0.4138089693875506,-0.2002309074107183,0.530781932094285,0.5816458980700895,0.33845721371522414,0.3612922513014529,0.5646893411310006,0.6694913876198516,0.4195725557655722,-0.12259290077397222,0.7151705171436091,0.8096072469222054,-0.08386178811751356,-0.06561362774627143,0.009171092302954167,0.5408583105909721,0.38991252227117584,0.6835192610240712,-0.10698119718580876,-0.0053395699039149,0.3519595921956094,0.7647080564575426,0.5553270735124294,0.27905648845378245,0.4337150126722553,0.7111934507447012,0.18962711754182923,0.3176716870582693,0.4181179421448019,0.48726207888236295,-0.08238935639990311,0.4165810894698035,0.3805370298702504,0.5949319492957592,9.584608711399059e-06,0.7406652144634348,0.45283750697044906,0.6249688722464729,0.1724566762585664,0.7534523979510547,0.42528484931278054,0.4341518779176845,0.3340954653526703,0.15201882935912306,0.2865478460906658,0.5192368792990365,-0.2037956191859435,0.16549195724798588
Thal_PuL_R,0.6354744164384805,0.3742359382021126,0.5548317121079993,0.483741497634404,0.545241869628269,0.575732746137828,0.5932019399409686,0.5297474425621448,0.43024803960036123,0.2340833633993783,0.3376843759181653,0.49840272292075394,0.07102543173664543,0.590219854948346,0.38052846323838413,0.19587710159045402,-0.1992039470291745,0.5062495557060216,0.38673995580360077,0.2481176376244162,0.43652164352051726,0.5130258153178037,0.5134098025014918,0.5091777136379207,0.2558481137586966,0.4170895982758198,-0.04189890742786053,0.3356016880247742,0.11674417749489205,0.2057684460818674,0.39427887404714235,0.6705396956405296,1.0,0.5053111939872352,0.4526941826346577,0.4078990139650258,0.18361120000365616,0.3912197864902409,0.4679514715274683,0.610654467223986,0.3200951730522939,0.32203883138754247,-0.06882294301871394,0.5514585532474139,0.31847185930233424,0.07343591136361209,0.5646514305614728,0.5423651639361173,-0.044740766745153225,0.5107332046326318,0.3607303027305529,-0.10670764998322303,0.5440318849943641,0.3133750938940445,0.15898508102518108,0.4194576129698571,0.04700448506484152,0.47084849654616434,-0.09572651926602424,0.42197979604962393,0.549058936449832,0.3894271862053851,0.2976928358404108,0.5018519881140104,0.5417593837653952,0.3326829886134239,-0.07918274503048173,0.6671571708557921,0.6145228757627388,-0.0062736531962738545,-0.1214732602166701,0.04183763904988083,0.5252436678142061,0.3874580747442894,0.6169480397802953,-0.06684350389694962,0.031997993316393296,0.4027381665313688,0.5282268997101727,0.5312581824381017,0.3915512182610596,0.4456405952890735,0.43805991170452907,0.38480728376087225,0.3190819613624061,0.3523538671030566,0.307408342088708,-0.07280306407699408,0.3325576606575057,0.41877404107322175,0.5731086516188316,0.056549251379050716,0.6167659442717368,0.5642960839210032,0.5619902097341616,0.23651723782310324,0.5589276675084465,0.3905597555140293,0.4885859655666043,0.5160890873885027,0.33032650486334403,0.2351133871776424,0.4822409409849236,-0.144157576562677,0.3063730032844346
Temporal_Mid_L,0.7554006960693638,0.2143498207381995,0.7258812307396301,0.723963594290146,0.7461661182282834,0.5308422709156778,0.5545878413531283,0.7324549382113412,0.5070957837499399,0.18906463953268027,0.2812353343408802,0.609403717241493,0.29386355801997893,0.6947138676319812,0.6588635076091837,0.45459346802363226,-0.037970926183217846,0.7234190424263941,0.549066840691668,0.3045063815571774,0.6377410118630018,0.6755699917754183,0.6222966274926446,0.7275331342734889,0.27887422392754946,0.7411007952873925,0.04137089143730412,0.46734388789037495,0.5148095663502055,0.3949644673059978,0.6790949605640394,0.5823752381971395,0.5053111939872352,1.0,0.7285324923994505,0.5551221984098613,0.22126795195618448,0.7739391356795242,0.6184996449794048,0.8173840662566646,0.64667097405698,0.47094456865849516,-0.03698907963005877,0.7180530715386411,0.48069216809992993,0.366007548769228,0.5216685992689706,0.7364122904275495,-0.059807959605262556,0.7677302973872536,0.46697157094657044,-0.1419135718252777,0.6204678885467553,0.5386548180320998,0.3796510222126709,0.5512905776604036,0.16514627282766958,0.7017325940331363,-0.08661012249255401,0.6609277330971692,0.6671021594934108,0.6492377043840267,0.1834894871689338,0.6698159385178849,0.6591483452332709,0.5468560106905138,-0.043952355092804256,0.7154914449258856,0.5638683113900311,0.1662776582174488,0.008387669109908022,-0.0586097388006304,0.6611915714422202,0.4193732419453863,0.5584963585757652,0.006924303564445708,0.2624776425808675,0.6625021103503115,0.6878805495646747,0.6322579647361163,0.5868894131103055,0.6681320856026136,0.5244548632175555,0.39809469898425526,0.6926079163933083,0.37403830674694216,0.5361986949436722,-0.17209894468522496,0.2929853701737146,0.5289479965324737,0.6740779160546847,0.3695349349315356,0.6146467897786662,0.7228555409561356,0.6610068545256642,0.4935945280047073,0.7221385909254314,0.5879526052254966,0.5773799258118717,0.4342850633786852,0.40864591511963744,0.44092808549246115,0.6748439638853038,0.007632650604922586,0.3479828446447918
Cerebellum_7b_L,0.5956802297827427,0.0951660404109004,0.809746793420631,0.5239435489794202,0.8198968738111727,0.4990783998078043,0.3697537146158992,0.7801499673665484,0.29472688805896374,0.3517252527599248,0.09509164912389528,0.6530244955668769,0.1055883512393544,0.7318964518775984,0.9324537451064856,0.3644497197424448,-0.14752726722070628,0.6547157137618465,0.6534278959387151,0.1251440936955497,0.6885689874808869,0.5344686603948797,0.7482723658652837,0.5258963233593693,0.11524379749037547,0.9390697023692466,-0.32346620478424404,0.24046542904052695,0.25675095029198314,0.5520656098480554,0.42463836055318943,0.5104954395915223,0.4526941826346577,0.7285324923994505,1.0,0.6850941275579212,-0.07867643577317436,0.6780082973074799,0.7034119776705646,0.6900881517500319,0.687567601428509,0.5283716727019871,-0.13869070948802778,0.851485364605745,0.4201527287492348,0.09681759527102565,0.43975083672929133,0.8040708027074326,-0.26816058320363384,0.9356671180467248,0.30741029354956007,-0.3402446244233187,0.5607390049200321,0.5164370582569474,0.2551862127177025,0.2502216603381735,-0.11730239296950531,0.5591849965910038,-0.17162781226261892,0.7142315892316996,0.6834821548171055,0.3758963044155523,0.3230389429781445,0.4450885296936304,0.62050139839697,0.5047090794895295,-0.37773248205567445,0.7731300579581314,0.5185406099146735,-0.11676839497800827,-0.21013711403602794,0.07652866950605032,0.7908113659148509,0.334979827658919,0.42655185541044294,-0.09235174078383106,-0.037825000447645994,0.4023533452847838,0.44829122823924256,0.4537119482173355,0.382000146608366,0.476505152066385,0.25601265137912826,0.2442285557543669,0.5892342591728668,0.2747989456466674,0.499861203918546,-0.2573602603105491,0.4297115631820627,0.41778549697838196,0.6697006707254427,0.28174456847303064,0.6127929383685167,0.5360476421695485,0.7883257977643611,0.4627767371989064,0.54660531383636,0.5277644562012019,0.4309734690275161,0.37260034743018905,0.3435214403628996,0.386886201720239,0.7768659774792456,-0.14508022890892616,0.22193948709842554
VTA_R,0.36819872037126095,0.2533055691739598,0.6476455555153743,0.5382884352217124,0.5784184457166217,0.2529026801612486,0.24343224763438706,0.6543675520550822,0.05546260810811385,0.22579405518738654,0.18517616651956317,0.5700378694906841,0.0072480286156116425,0.7036659018844338,0.608943346124413,0.2618223501059698,-0.2608866829765055,0.6405990755842333,0.5682743232613438,0.14690970476404722,0.5929973400800128,0.3599384080710078,0.6529775604165657,0.5186224989864244,0.16985478759862577,0.6309147339701444,-0.1902180068573355,0.4034288457703223,0.3401562539353248,0.3198975370440482,0.3717542308854728,0.4382978537855993,0.4078990139650258,0.5551221984098613,0.6850941275579212,1.0,0.13812828997546486,0.4140248127112524,0.6085413428736277,0.44665068425370646,0.6640743304213621,0.5363821667865902,-0.02242632691548629,0.7176557403401677,0.45760356558363985,0.06658782840877639,0.3370718362298662,0.6342904060159372,-0.1091101040396146,0.7410945836901863,0.23208574661138442,-0.08350392024649765,0.6274693661569337,0.3585044610414592,0.2093984598830311,0.22612126726205384,0.10475499907979464,0.418275759005096,-0.27583847136870543,0.7174741602598266,0.5628066469340085,0.190767220637692,0.22875136650840763,0.25850312451840496,0.5099988457470391,0.5099227619420944,-0.13183769220602692,0.7257707345375336,0.355611310582133,-0.1267955239155754,-0.14952340212522744,0.06536434735011912,0.7121509521115474,0.12472314483733203,0.2962365861891602,-0.07891852904700883,-0.03312596450356382,0.30286640926147723,0.47387307213314367,0.23716027784468482,0.11412640626879568,0.3762809485224216,0.32239322450948416,0.2631739360948403,0.4840524802149345,0.32376625836073547,0.5047027007718918,-0.20252638848564947,0.2554964084885777,0.18091165716858906,0.5598231464150587,0.3140834574627033,0.4028781104598192,0.39526718202785127,0.6926970924579865,0.5245027052285762,0.5003376416877808,0.2865480332593669,0.3984068074243039,0.3694715904965402,0.2979898846171967,0.26706720598445777,0.5866703379356033,-0.12215634107766193,0.35644318034542044
Putamen_R,0.1421492746949521,0.5187616314001087,0.2328467799710648,0.15078567396704162,0.25581173342632046,0.02163369958116292,0.3274915150692609,0.3267934450170501,0.1553528080387883,-0.15802467395155678,0.0981571310535665,0.28822467578702077,0.4407028868564315,0.01055636742305654,-0.043665735313025235,0.48203567735701996,0.27555111411142685,0.1557296528137725,0.2808986563710701,0.6573797339943391,0.15666050216182634,0.38386356586308557,0.19158385217318424,0.20060261363414136,0.49398848983282856,-0.029629774980544317,0.29645160909860485,0.7044009664403368,0.3637184899811628,0.23345696241742842,0.5342047355668073,0.07753128743054086,0.18361120000365616,0.22126795195618448,-0.07867643577317436,0.13812828997546486,1.0,0.2355418727522058,0.24036505878197448,0.14767733573374509,0.2526154988942499,0.13695822328515783,0.2683272441478228,0.15022992761601492,0.23584599361392636,0.40455657162489617,0.2420159539975079,0.26981561380075386,0.19625679707297108,0.10772328774763937,0.6515670476127606,0.23887421818926213,0.36796702527115577,0.17126543942827552,0.31209633714839696,0.5235693590198834,0.238168009863789,0.3725242633069249,0.3605586181315108,0.1539805418488196,0.40314463154288016,0.45383236773857405,-0.13558355648961892,0.2515986062489523,-0.05371362396239248,0.1677728983719987,0.5056040399347369,0.06943964749561943,-0.0272552870035185,0.6555757695425649,0.09455453013980995,-0.008445644806118615,0.13616384715888463,0.3285619360499415,0.24302287342195278,0.17705008366826963,0.6004914072592675,0.6138802566571783,0.09969684368873456,0.25455955903060745,0.3545729675459888,0.4074777317224311,0.10013878073859574,0.7180214299174014,0.47847681076716636,0.25000580688100593,0.10256842229730602,0.31900914404065717,-0.21958007587369846,0.15492832038163995,0.2440734414835991,0.478512375854859,0.04386508359487591,0.5019321064763977,0.0948763240615537,0.3707157368314558,0.1519180782429082,0.22884917731411317,0.4467118994339511,0.37226887046099105,0.364031590683721,0.2387926400621967,0.0954689176394526,0.18891771802917434,0.4919805635828435
Temporal_Pole_Mid_L,0.6537016634020484,0.22036982079611073,0.6177053340454716,0.4535968812338535,0.6903072782089609,0.5433881591790352,0.4210849667438024,0.6133158422215153,0.4645174784108276,0.31541813793106316,-0.06824819519308198,0.4888157869609153,0.17218710322872935,0.5572384025056782,0.6477999351516659,0.5517056988269529,0.06867481248222422,0.49110024787502676,0.37332839392440775,0.4343721511822576,0.6416581646663406,0.7416771869737996,0.4506620301835365,0.5539007366259995,0.15119208544981402,0.7246860583919448,-0.17709829257445742,0.28883085598531516,0.3078817169855635,0.5698792634167559,0.6545024833430435,0.39248925744090035,0.3912197864902409,0.7739391356795242,0.6780082973074799,0.4140248127112524,0.2355418727522058,1.0,0.4497934592182163,0.7661162823420865,0.5196137660299703,0.35878425106692563,-0.0005501366779572853,0.573800465325864,0.20736212485269495,0.3914840718738144,0.4800774204038387,0.6459059295884818,-0.210874090063913,0.6684899173522552,0.5520809410433953,-0.2157375140997848,0.5632209636596275,0.5394603435978127,0.367882546096343,0.4359545295081994,0.01360567907464055,0.5763748508144012,-0.07505591367976033,0.5739829128157506,0.6057724470584861,0.7562966065021374,0.3098313531176569,0.6407558536244309,0.5572975475644781,0.39775800757539787,-0.21400753303290782,0.5875199113399118,0.5078456304224263,0.16222603429887394,0.01821378002443639,-0.11922845071911561,0.4912253481696713,0.4709428203687674,0.5135291497252468,0.030567788886895653,0.2907742888912757,0.6471765293492069,0.37631434736247815,0.544868389561197,0.6048861322917276,0.5689952624512892,0.18237534805830818,0.3766417753897212,0.6922802496022951,0.1816025778618334,0.4506273666244049,-0.11459193548101343,0.43615682581289916,0.4513703312799184,0.537493840640017,0.3312876540114284,0.5171451301788114,0.688613858072649,0.47351575744520896,0.3147480624467528,0.5710870670325928,0.676741662330993,0.4333711061790944,0.23160624506669525,0.2884010138230469,0.5174756891855948,0.5418980885171913,-0.052816098594386504,0.15802994996416136
