,ACC_pre_L,Thal_MDl_R,OFCpost_R,Temporal_Mid_L,Olfactory_R,Pallidum_R,Frontal_Inf_Tri_L,Cerebellum_4_5_L,Thal_VL_L,Postcentral_L,Cingulate_Post_R,Thal_LGN_L,Thal_LP_L,Cerebellum_9_R,Temporal_Sup_R,Hippocampus_L,Frontal_Inf_Oper_R,SupraMarginal_R,Vermis_7,Occipital_Sup_R,Olfactory_L,Caudate_R,Amygdala_L,Occipital_Mid_R,Vermis_8,Raphe_D,Calcarine_R,Frontal_Med_Orb_L,Vermis_3,Thal_VA_L,Paracentral_Lobule_L,Temporal_Pole_Mid_R,ACC_sub_L,Rolandic_Oper_L,Calcarine_L,Cerebellum_10_L,Parietal_Inf_R,Frontal_Sup_Medial_L,Cerebellum_Crus2_R,Vermis_1_2,Frontal_Inf_Orb_2_L,Thal_PuM_L,OFCant_L,Thal_Re_L,Thal_MDm_R,Cuneus_L,Thal_MGN_R,Frontal_Sup_2_L,ParaHippocampal_L,Precentral_R,Frontal_Mid_2_L,Amygdala_R,Precuneus_R,Frontal_Sup_Medial_R,Temporal_Inf_R,Thal_LP_R,SN_pc_R,Frontal_Med_Orb_R,Cingulate_Mid_R,SN_pc_L,OFCmed_L,Cerebellum_10_R,Thal_IL_R,OFClat_R,Thal_AV_R,Putamen_R,Cerebellum_6_L,Insula_L,Temporal_Mid_R,Temporal_Sup_L,Thal_VL_R,VTA_R,Frontal_Inf_Oper_L,ACC_sup_L,Thal_AV_L,OFClat_L,OFCpost_L,Frontal_Sup_2_R,ACC_sup_R,Rolandic_Oper_R,Thal_IL_L,Pallidum_L,Parietal_Inf_L,Angular_L,OFCant_R,Cuneus_R,Frontal_Inf_Orb_2_R,Thal_MDl_L,Thal_MDm_L,Parietal_Sup_L
ACC_pre_L,1.0,0.5322499784886771,0.6559068700155066,0.6681320856026136,0.5578538000631417,0.2968713873357243,0.5515605596476163,0.705407711374956,0.3355801191080108,0.4961700486744523,0.5104100588985758,0.47139811555580685,0.45046356185311365,0.6468017481047458,0.4935961152075995,0.7295844562951281,0.393327123947762,0.11102405024561202,0.46128040334016224,0.12268807502307126,0.6139391705234082,0.5601451458259505,0.438144078540754,0.179129760407959,0.5291529006963067,0.3055742212149025,0.46061822922825285,0.72807756167632,0.491871242855106,0.20615720319642164,-0.06132408544788008,0.5838189871461624,0.46326952820670814,0.4472534557460006,0.46935440399315675,0.5010824240266416,-0.13837089912004472,0.6290630039485383,0.4989745433465587,0.4060508323733502,0.6515851675690902,0.5827618216422522,0.5883310252549337,0.07154190885373066,0.5176716795687717,0.4464554045425734,0.2468804562912341,0.6668342304781049,0.6556861529686084,0.1613988242529194,0.6110034086541725,0.439466340894461,0.4886611463695098,0.5928381692351627,0.4732441274553141,0.4717182474815517,0.3844031959043262,0.7198219391225673,0.4627758695607422,0.509547365787252,0.2813688067321224,0.34971744034073077,0.364491087986289,0.5777495748443408,0.5850746342169424,0.4074777317224311,0.6352345190039648,0.5907195692089132,0.45798147953783236,0.5983941609453136,0.5673194920248145,0.3762809485224216,0.5105511837058103,0.6698975718674729,0.13383496699043346,0.5599553923113457,0.6169067233725242,0.6034607787522469,0.6505121524065383,0.43968832911671824,0.15421852196660657,0.5499106211613396,0.1683994681205453,0.12397635513438071,0.7452237450878788,0.10459564279397954,0.6169468541606495,0.21656824646648123,0.539742928398745,0.2229991875533847
Thal_MDl_R,0.5322499784886771,1.0,0.3100129055320666,0.48069216809992993,0.3035108791401022,-0.06093133929248674,0.33720914066780916,0.4777911845100408,-0.03552182187522123,0.2980592840483435,0.4679704633781334,0.3014079747223138,0.34299016882048566,0.4573073491176439,0.30197399185886703,0.3959209536877832,0.16741125273009694,0.07758114519882521,0.1737945830136529,-0.10327832142108861,0.18839967696618756,0.08864186584998546,0.3299800230777052,-0.05425646979031394,0.5063159860320255,0.5181553756069515,0.4301534012784916,0.43222551586487673,0.4903927907169483,-0.23015843442876194,-0.1150990757892287,0.20321222304766665,0.09806838324584687,0.24625709188331182,0.45111952360988783,0.1631378655631925,-0.09014499084629361,0.49827106808089966,0.3716099070266623,0.5937442484741919,0.18253707645783365,0.5836256604993435,0.19942006602950074,-0.4118076324598211,0.7815198144421682,0.2769214692571247,0.12266737504847311,0.5640955455822717,0.2884786132141302,0.07166275015000806,0.44872829320637797,0.2703178915781595,0.5211981546032393,0.5781755922780969,0.4214985280301905,0.39702482053613036,0.07194089156558306,0.5647938103478101,0.4466029267734325,0.2948873477223862,0.26901824439115585,0.0901060088133593,0.5413429682748911,0.37518058647033586,0.7451813742587158,0.23584599361392636,0.401296227827758,0.2940490610577831,0.4184636920290027,0.3276421489815499,0.6822810107052043,0.45760356558363985,0.2443407689691438,0.3867354388733724,-0.11244539418761593,0.3680918720294709,0.12501895187941436,0.5193190239478354,0.4285953101669053,0.32710399456272693,-0.24242360047564201,0.31343627288299697,-0.023999246377397324,-0.029185639620016735,0.4443870969820608,0.022810971285870105,0.31560005551088743,-0.0896344802898157,0.43110893440301906,0.0067049039636964255
OFCpost_R,0.6559068700155066,0.3100129055320666,1.0,0.5868894131103055,0.4910681408396539,0.3519696696250672,0.2916727106156714,0.48911707625520406,0.3385260352251902,0.18620835875355582,0.42798666173144434,0.14753849289433815,0.40113854343875144,0.5201629785894615,0.5270986111643818,0.724073118059798,0.5039722171662169,0.2501755106159792,0.37156195150982135,0.11343667750968231,0.6775437225292557,0.5164753055431339,0.3924491364448913,0.17369741977379852,0.3784704802714818,0.24953207090252455,0.3355797831118846,0.572425224391817,0.20069532405556154,0.21840521842663616,0.034053511994093996,0.5300970920321583,0.5758331838324627,0.43703650180427,0.33977001703602644,0.5082918219918906,-0.0959402548205797,0.30492867227350684,0.282001135287426,0.156437473716068,0.6428664873544058,0.42320088667360367,0.5211857561047728,0.17402719072714493,0.3849427804969707,0.4111988773590551,0.41798163904377655,0.31207184205419525,0.4781356652082998,0.2464741818988609,0.2750756870212505,0.37709075301532957,0.33676870323845853,0.2807863264200534,0.2978052677195432,0.5162553373630494,0.35582763897391645,0.591431873968944,0.37436095711832756,0.49860744309041005,0.3626480686116674,0.44105326537531253,0.24137970358963798,0.7287800008991441,0.3919173939955319,0.3545729675459888,0.5586187950934983,0.5937875654901723,0.5018695491667418,0.5420437280610158,0.5336319408484863,0.11412640626879568,0.35761284754474637,0.5789758195546697,0.2642750003283003,0.4581648965666807,0.7202663654462579,0.398939789892092,0.6669181749578595,0.4370046394140839,0.1667999708424788,0.46602983740541115,-0.04384565671964962,0.14747767510473553,0.6971111800107335,0.1652690494268558,0.7660204435146104,0.32187927687296347,0.5590845375313618,0.06948204782482933
Temporal_Mid_L,0.6681320856026136,0.48069216809992993,0.5868894131103055,1.0,0.3278466427198268,0.03284431807532108,0.7275331342734889,0.6267592367285059,0.1662776582174488,0.5244548632175555,0.7154914449258856,0.37403830674694216,0.6591483452332709,0.7324549382113412,0.6146467897786662,0.7228555409561356,0.5216685992689706,0.18906463953268027,0.4041938412716897,0.008387669109908022,0.6492377043840267,0.5019810437608112,0.2143498207381995,0.006924303564445708,0.549066840691668,0.3570059888701171,0.6610068545256642,0.7081522139699371,0.535579176365976,0.023139796444416865,0.007632650604922586,0.6755699917754183,0.5070957837499399,0.5638683113900311,0.6611915714422202,0.5879526052254966,0.054700907058108705,0.7055311005858321,0.6222966274926446,0.5159396960460292,0.6698159385178849,0.6740779160546847,0.5512905776604036,-0.047825881995125386,0.4935945280047073,0.5468560106905138,0.366007548769228,0.7234190424263941,0.48007225094263817,0.2929853701737146,0.723963594290146,0.1786254115185001,0.6222885806369751,0.6609277330971692,0.46734388789037495,0.4614072310429598,0.49717241219669034,0.6790949605640394,0.6533692054167424,0.45459346802363226,0.3838601773117659,0.5386548180320998,0.3479828446447918,0.5289479965324737,0.47094456865849516,0.22126795195618448,0.7461661182282834,0.5584963585757652,0.5773799258118717,0.782741336623592,0.5037990605854658,0.5551221984098613,0.7221385909254314,0.740499522285433,-0.08661012249255401,0.8008690492875761,0.3726522748405127,0.6377410118630018,0.5545878413531283,0.6150856577742609,-0.1242149223464704,0.6819654381696764,-0.059807959605262556,0.04137089143730412,0.6625021103503115,0.022988160849192658,0.6322579647361163,0.11085449229810564,0.4832611488655189,0.16514627282766958
Olfactory_R,0.5578538000631417,0.3035108791401022,0.4910681408396539,0.3278466427198268,1.0,0.6139679688283917,0.19434151597158594,0.6892046091523907,0.6336332590608994,0.13884420570781164,0.199384320726243,0.3905113616647307,0.06680130615607781,0.4814199162943313,0.14664413122357797,0.6296822422605649,0.29090203731461756,-0.11599691641817422,0.4173001243061057,-0.0015318620889054073,0.5420385402548485,0.5144498863782008,0.4963559900501297,0.27805702993848963,0.42460859972712695,0.17946755831805344,0.2703992849965516,0.5587905402524488,0.40702417792123585,0.42623471901781074,0.10191207174597665,0.510320330320988,0.11801007181090473,-0.00032564687417275937,0.3166682890225216,0.3600198486626651,-0.11048110811119742,0.37692059390466737,0.4304846380332454,0.15114605456159935,0.3105814542869857,0.34068746435452046,0.5004325046959612,0.3079325313998211,0.42551679370895307,0.38496664029612154,0.2905967556138892,0.30768191210403034,0.7739901844854904,-0.15575004709989745,0.2073543032364111,0.6290053113011916,0.254081829097222,0.2980257893938039,0.6100452808437253,0.3709264092799572,0.3903762786552796,0.5473238962534928,0.11142388322834329,0.7124104571342602,0.1847739748988023,0.23924581331065614,0.4889736428557201,0.3258474199547608,0.3249287633793832,0.6905681842449359,0.40687185572760065,0.26609130683516835,0.41820759314512096,0.1688270965631375,0.5371932671971137,0.28712873848650283,0.19269782154532628,0.2666083898256054,0.3486724755917004,0.149867406413726,0.4964378375081128,0.35537266018127944,0.3804387659205537,0.02953392382685232,0.43443251806051275,0.47119257501211087,0.10404732235933487,0.17224765501290729,0.611063868859904,0.08466619218247075,0.3245503561874542,0.29213450754487785,0.49487803283397014,0.15148099994860628
Pallidum_R,0.2968713873357243,-0.06093133929248674,0.3519696696250672,0.03284431807532108,0.6139679688283917,1.0,0.025953370718277077,0.38828436320050647,0.7834418651523791,-0.08406954118625766,-0.14595619870883322,0.110565543680077,-0.22494032215053877,0.11076092964766766,0.039455267705135404,0.44841254048291534,0.2448610532034839,-0.08885442546748218,0.07128453819793641,0.14696587033003886,0.4180123249932971,0.641629487638874,0.4307019742920371,0.3229431396829214,0.04982430849423813,-0.011767794378852024,-0.07861387214777932,0.31224617716107905,0.1746750306441357,0.7383521576168746,0.1925948810730702,0.30175454879274244,0.2191457157890381,-0.1103602203869264,-0.05866439512410998,0.1434563873121529,-0.2137933636295192,0.07115174877300266,-0.03243742783007265,-0.06886172842678218,0.27404240902383686,-0.026265852675989878,0.47572982313808887,0.5705065494483933,0.16144509996403214,-0.011025818959003163,0.2785203048580899,-0.060318389899977454,0.5943114642396073,-0.18275890661780053,-0.0659189109339161,0.6313635921667573,-0.11848379046461,-0.07040562200477019,0.5212365186239117,0.16647637103784016,0.05668543890661067,0.3174030732489353,-0.17546265317808254,0.3587910253074684,0.09133375373231586,0.06396805443736545,0.3468466447429577,0.18450730746714125,-0.14200171669417355,0.790631178621886,0.10501779291978058,0.21491289394691626,0.42053187268187076,-0.08946368536729284,0.29805004385122014,-0.16394128684479795,0.0018519095974569191,-0.014663504030208028,0.5440309964640333,-0.06687725514361893,0.45285777150420986,0.053519117506578076,0.3004816662058439,-0.10354965007164554,0.7040093130722265,0.18649335730370944,0.1702705010906971,0.2631642372860287,0.5020046338610595,0.19471191724513456,0.27644415973185515,0.5305688392229296,0.23787419246858746,0.13290800702555136
Frontal_Inf_Tri_L,0.5515605596476163,0.33720914066780916,0.2916727106156714,0.7275331342734889,0.19434151597158594,0.025953370718277077,1.0,0.45260742711928514,-0.0006704468987833802,0.6927030700376818,0.635274589313018,0.4515132622691203,0.6009419663158185,0.5685661430923998,0.5256964564785659,0.51610781753062,0.5390345551654309,0.10495282638975266,0.18469332739446145,0.004776413122852113,0.49719701851022463,0.45989196598127147,0.28973237059172985,-0.136561622208045,0.36479589683613145,0.3015940465894515,0.5107974067989169,0.5928292044833969,0.5204293348161241,0.0032696896425786657,-0.1253283594830363,0.6616144445214861,0.42737690460430533,0.6163641343318345,0.5253558991616976,0.46390891230463377,-0.006289131778717746,0.8434878040989248,0.5989749366901522,0.6447840477640908,0.7305305225811304,0.5478207863040319,0.6362893814708159,-0.056361060060796345,0.3315343580216184,0.47037237639296764,0.11183365012105886,0.8088874735060938,0.2969040079143892,0.2752035561651953,0.9126000715142242,0.04577079924418775,0.5352853061582628,0.7503045577559936,0.5314566912177915,0.25603493546790446,0.2077047754071967,0.5173583953334819,0.6554944174048882,0.27591919472736576,0.20318359660907817,0.4076537799714449,0.2824360774846672,0.3856102653502705,0.41920391755653125,0.20060261363414136,0.5403345658684001,0.6120527253230794,0.4383676401466788,0.7236732541987271,0.25942785899392806,0.5186224989864244,0.9100547828205305,0.7465810005019394,-0.22311867195998605,0.7877393407557319,0.37084621985720384,0.6418293802570976,0.49004261253829356,0.6603073033990452,-0.14887999998870285,0.4148039540023304,0.15157783909113168,0.040596671838567036,0.4803376303006114,-0.07364182052650181,0.5242600792498696,0.05087379869417897,0.3380254775190876,0.28505970099894345
Cerebellum_4_5_L,0.705407711374956,0.4777911845100408,0.48911707625520406,0.6267592367285059,0.6892046091523907,0.38828436320050647,0.45260742711928514,1.0,0.47340028679978274,0.28961796580233323,0.47777495473094433,0.5333220316597582,0.2669843657652277,0.6454938922876207,0.3227884968533211,0.7396914189808825,0.2719168313204821,-0.048217976748814825,0.5157940515330237,-0.1266756877114234,0.5657586445046555,0.5608943777426946,0.3158294261038473,0.16985364101792114,0.5720516731385161,0.3439589513502127,0.4795365819997064,0.6736319781356553,0.7285279616453192,0.286850804126297,-0.017592636949819034,0.6547584689603475,0.25550952072839406,0.22901493083969351,0.5167716209109394,0.5343593213712345,-0.17534527034010516,0.5956263823896761,0.6121811268984965,0.40225402747755573,0.4368861553219032,0.6711655997433218,0.5055414528169412,0.18025606703294803,0.6154789759032383,0.44050660891171634,0.22238199725415395,0.5932018744754257,0.7102544832411233,-0.029662702967354005,0.4716524024594392,0.4644278452997681,0.4559103248521853,0.5184683706950918,0.7135826790812981,0.35576933484444717,0.44496540520523414,0.6490311086061253,0.3405538657004374,0.6461694290030173,0.2567948446467813,0.3026953901547133,0.6389590199989731,0.3724706778584652,0.44351751015602603,0.5340279735785375,0.6301837478551805,0.3767819007314046,0.49764965656832505,0.40453399055928013,0.6402485974754757,0.4355960773369588,0.40348586538105563,0.4463205935433967,0.15843702334480353,0.43517894026344855,0.4194059573878944,0.5566946353146986,0.40347399742539236,0.2513524870418788,0.193762571230457,0.5927190284254626,0.07171207748914922,-0.04532745770570391,0.7021587454546057,0.05951469106750277,0.37399277022151634,0.24617502129977648,0.6279402828913879,0.050289527556304024
Thal_VL_L,0.3355801191080108,-0.03552182187522123,0.3385260352251902,0.1662776582174488,0.6336332590608994,0.7834418651523791,-0.0006704468987833802,0.47340028679978274,1.0,0.07511984715550812,-0.13448854729191315,0.1981448061018383,-0.16306783542092265,0.1886795309853364,0.020074830443112677,0.42458305106283206,0.09487064582598322,-0.18209351415535782,0.3102496899551327,0.15819754549737627,0.34951948299988533,0.6816009618749866,0.16947607821780653,0.3554100753292241,0.1479226876317056,-0.14345925327701747,0.0266558047731903,0.27437383192214065,0.16925566241566295,0.854444323589108,0.24147857719305046,0.3197413303632022,0.11463642562548813,-0.16564288536319094,-0.014038045194319884,0.12855523452186032,-0.1739804662453056,0.05562859867032196,0.12998290147640945,-0.23022982374649723,0.21046509761131332,0.0683118462034962,0.448220694248291,0.6582583571638881,0.2107957897580125,0.08328527542076133,0.2777673966713552,-0.019261286007307594,0.6976713051470417,-0.2647950981786746,-0.027193771517553946,0.5453502788604846,-0.08308589132235743,-0.05877842102030394,0.488487243715474,0.21321170207607984,0.23306611302192656,0.2831198066732733,-0.1988964331401611,0.38768943327477534,-0.05700038585499849,0.1424023963743167,0.30399148125573544,0.20208459500636447,-0.17563648113829927,0.6555757695425649,0.18726880356164788,0.051763097519490826,0.3684969678356307,-0.04737865561921626,0.344698646294007,-0.1267955239155754,-0.014619574013708772,-0.051076345617690054,0.6247124260265292,-0.10756536448642555,0.40721464527586987,0.04497318148147459,0.13152599137888984,-0.17382861888535123,0.7874423923434154,0.26623645724749967,0.16556967393800345,0.3646648400778201,0.4702891702923454,0.15461997697163612,0.2253636697555037,0.5753955079277123,0.21203742017871127,0.20955506040275815
Postcentral_L,0.4961700486744523,0.2980592840483435,0.18620835875355582,0.5244548632175555,0.13884420570781164,-0.08406954118625766,0.6927030700376818,0.28961796580233323,0.07511984715550812,1.0,0.47453430564582166,0.5310597428133497,0.509032063549985,0.42972300923287904,0.46151892630536506,0.3129516998487736,0.3377600406119495,-0.03946788375250446,0.2075695491460088,0.02791585799694851,0.1969431657054248,0.3431807504439897,0.14892813281639272,-0.08665199082724437,0.2730427011563235,0.05226587449870942,0.4296575063509167,0.3089860563175244,0.1848256964917278,0.10631705979398819,-0.023475662943191367,0.4713623807529768,0.22412449967117395,0.5467232940130599,0.34001550032589,0.24434447859061348,-0.07072607184009887,0.4780299134824308,0.518814964180193,0.39000775216953376,0.47569712366730255,0.44362863853047585,0.4728014734186384,0.05444565619479055,0.15295279570857112,0.42253200431684307,-0.019566623069878546,0.6004945083069069,0.29692689035623354,0.1073981131946614,0.7317967772890808,-0.03130228661429368,0.4350125449717167,0.45323763186946886,0.36145470437778,0.3521763773727105,0.13713019285215322,0.30098034689274805,0.4988589959561134,0.04253511211056764,-0.1662442693979822,0.32441730587485607,0.16807077196128622,0.2852443646759411,0.3051155337720111,0.10013878073859574,0.3769140708614831,0.4636714177315297,0.256886769945031,0.6515990323592785,0.19818594654107685,0.32239322450948416,0.6361255302313815,0.5372082418902628,-0.13603302933720124,0.37274595113963477,0.3574221304718309,0.30106840110978067,0.35570674238574856,0.5366942227619234,0.05371845183735814,0.22266004044819132,0.41108761218032047,0.32784838331435934,0.3149410439895422,-0.06821095702432232,0.4135395178312942,0.03336445256816108,0.12499528166573436,0.3376745013568259
