,Thal_PuM_R,Frontal_Inf_Orb_2_L,Fusiform_R,SN_pr_L,Insula_R,Thal_LP_R,Thal_PuA_L,Frontal_Mid_2_L,OFCant_R,Occipital_Inf_R,Thal_VA_L,Heschl_R,Thal_MDl_R,Temporal_Sup_L,Occipital_Mid_L,N_Acc_R,Temporal_Pole_Mid_L,Precuneus_R,Pallidum_L,ACC_sup_L,Vermis_6,Parietal_Inf_R,Thal_IL_R,Thal_VL_R,Temporal_Inf_R,Amygdala_L,Cerebellum_4_5_L,Angular_R,Precentral_L,Cerebellum_6_L,Cingulate_Post_R,Cerebellum_10_R,Temporal_Mid_R,ACC_pre_L,Red_N_R,Cuneus_L,Thal_VPL_L,Rectus_R,OFClat_R,Thal_MGN_L,Frontal_Mid_2_R,Precentral_R,Hippocampus_L,Putamen_L,Thal_AV_R,Paracentral_Lobule_L,Supp_Motor_Area_L,Frontal_Sup_Medial_R,VTA_L,Thal_AV_L,Cingulate_Mid_L,Olfactory_L,Temporal_Inf_L,SupraMarginal_R,Thal_LP_L,Occipital_Mid_R,Thal_VA_R,Postcentral_R,OFCpost_L,Frontal_Med_Orb_L
Thal_VA_L,0.10583138089398754,0.22279775139464975,0.3084250768368297,-0.12330238057337378,0.09187681005167145,0.13011608723378604,-0.015003759001804243,-0.06335271087654559,0.2917429943593365,0.4101175691332859,1.0,-0.055390854216249986,-0.23015843442876194,-0.049822924011097315,0.2942599853094183,-0.2377918447283739,0.0476225188217256,-0.2042031371714371,0.08981682360582831,-0.09266917835868636,-0.06721322081082899,-0.18864465101754835,0.14559480032490124,0.1128539201727861,0.30441084067023694,0.13027344892237,0.286850804126297,0.27413082869144495,-0.029327037743468398,0.07555713722421918,-0.20317055733415326,0.11345741257713865,0.27149726306314864,0.20615720319642164,0.0884759715705435,-0.07547601134786713,0.3521643907768417,0.35905226778595345,0.14798398332881743,0.6021806900289054,-0.07528524749828043,-0.15349759639195107,0.33170023656577785,0.2561158101341808,-0.3637300583156701,0.08817841996488142,0.0044635238758853986,-0.14573882912333455,-0.06767180162515718,0.5820468903707681,-0.2874133643418991,0.2941516370245785,-0.14800799698022077,-0.13031757125735935,-0.21198990312030475,0.2644579521049631,0.43562258573762963,-0.11519036868005116,0.4089439662048626,0.08419431070937762
Heschl_R,0.3340954653526703,0.5646893411310006,0.5816458980700895,0.21412364988444313,0.7366782873601228,0.5222216039761454,0.605815478202577,0.6357754142317465,0.3519595921956094,-0.15974623262822832,-0.055390854216249986,1.0,0.2909033305091535,0.8012609789274204,0.11361167375421305,0.5497880353397692,0.39248925744090035,0.537931396028552,0.20819185695890235,0.701350607123395,0.5444983293197714,0.000858485238645377,0.16549195724798588,0.22458739809297412,0.3350850929829967,0.2178171134131414,0.3293855090944872,-0.05654678206326017,0.7647080564575426,0.5896717948069955,0.7151705171436091,0.4148956612186861,0.4341518779176845,0.4337150126722553,0.07626377481241702,0.4195725557655722,9.584608711399059e-06,0.0998163266769695,0.3805370298702504,-0.0053395699039149,0.27872459554943807,0.4165810894698035,0.45283750697044906,-0.06672923665661021,0.3187841088808702,-0.2037956191859435,0.48726207888236295,0.530781932094285,0.0784840274336164,-0.2002309074107183,0.7241141130495076,0.33845721371522414,0.34460360271334045,0.2694001315661891,0.6694913876198516,-0.10698119718580876,0.055801956188016574,0.3612922513014529,0.418378096984929,0.3912969683728187
Thal_MDl_R,0.6370457778718152,0.18253707645783365,0.26081066578815904,0.2850104729699968,0.4319106722835244,0.39702482053613036,0.37365023477160725,0.44872829320637797,0.4443870969820608,-0.25721087365645046,-0.23015843442876194,0.2909033305091535,1.0,0.3276421489815499,0.24918861481655108,0.4583291150462071,0.20736212485269495,0.5211981546032393,0.31343627288299697,0.3867354388733724,0.3325140553361747,-0.09014499084629361,0.5413429682748911,0.6822810107052043,0.4214985280301905,0.3299800230777052,0.4777911845100408,-0.19380925854478753,0.33367760211849906,0.401296227827758,0.4679704633781334,0.0901060088133593,0.4184636920290027,0.5322499784886771,0.3836949264459015,0.2769214692571247,0.2953150449346408,0.23067220694676951,0.37518058647033586,0.05101509971194165,0.3851271812170562,0.07166275015000806,0.3959209536877832,0.25042981460101105,0.7451813742587158,-0.1150990757892287,0.35737254548903014,0.5781755922780969,0.023642880034682963,-0.11244539418761593,0.4859854338777001,0.18839967696618756,0.39223823411767605,0.07758114519882521,0.34299016882048566,-0.05425646979031394,0.46539139730708023,0.07279614626698694,0.12501895187941436,0.43222551586487673
Temporal_Sup_L,0.314784614337107,0.7213188838708552,0.6781544692372372,0.32879894777533003,0.8386015893166578,0.48732102882949696,0.5245438110109665,0.6716906687909657,0.4839866220370639,-0.07040151650945635,-0.049822924011097315,0.8012609789274204,0.3276421489815499,1.0,0.21102144130666944,0.5753428608815352,0.6344573676102977,0.6818634936172114,0.3881068919344017,0.8256585243904744,0.6241523670509688,-0.03965650135354456,0.10600889292039078,0.267134636975216,0.2567495396653684,0.24954462714520176,0.40453399055928013,-0.095455897252404,0.7911751803149188,0.7296635849164386,0.8099814028716537,0.5704368969116446,0.5268232118101479,0.5983941609453136,0.1925172584031828,0.5994338181208837,0.06350775658425205,0.223316821828467,0.5687390427418124,0.01876386605081872,0.5022592621570007,0.5583824216681281,0.6223268311983539,0.23839571011347244,0.4378350547869368,-0.10225280171445233,0.5822877803410768,0.6052076328242053,-0.019720626933996694,-0.14841682307466136,0.8333762922493322,0.5417535061594893,0.5330173124557853,0.4523857381393948,0.8153002909940332,-0.021902160620937354,0.15577801233757307,0.4758270479328848,0.5393931817330451,0.5553130317002236
Occipital_Mid_L,0.2639063621124541,0.21531173523888242,0.41581777027488126,0.020266004668479155,0.2581201273258175,0.08038391146082394,0.19570235602973146,0.3550125758776581,0.41474249206704333,0.3446590023906475,0.2942599853094183,0.11361167375421305,0.24918861481655108,0.21102144130666944,1.0,0.18402552040947118,0.3078817169855635,0.38260442485607116,0.41714222524790345,0.181648478623436,0.1556521140349958,-0.10102641544962604,0.3758466589994267,0.3198558221440659,0.5457304922570728,0.03628342984068648,0.529010151693329,0.15872631364792703,0.26227893267526,0.2770791627174979,0.2569394854127095,0.21029246959753475,0.4677094627742281,0.30873782567912533,0.2733725703483213,0.378155311625907,0.3472849647156397,0.3012972476223996,0.12714888565970758,0.39265527860367516,0.2015829451068009,-0.03376511172727979,0.3844501025762919,0.18155095530614068,0.1850652026385505,0.1610412549033757,0.3374582936523762,0.38495036612427386,-0.10970202445968398,0.08961313555950431,0.2353063420673276,0.34820383694310525,0.37629230039002126,0.008150530252672377,0.19901185571679925,0.2377410255649371,0.36294985452319795,0.0027002468416959455,0.027700073807316556,0.4436938149332188
N_Acc_R,0.3806933259854984,0.45377984408562005,0.5681880828115236,0.7157548747221946,0.5480345345040508,0.48908940511604065,0.586857405672623,0.5636833143772862,0.529507017901919,-0.1733303817747846,-0.2377918447283739,0.5497880353397692,0.4583291150462071,0.5753428608815352,0.18402552040947118,1.0,0.5632209636596275,0.5574081060953161,0.5385208094182194,0.6647266014742895,0.4639707498430712,0.08320729299457136,0.35521744862392873,0.43518032311169863,0.4704711407632647,0.4698531312911092,0.5572204716980277,-0.1257396989134201,0.531449651543555,0.6075086968006793,0.6587980031625128,0.3540536917981544,0.37852044416446995,0.5473584423470141,0.4443771946275598,0.554458341848346,0.28870524412048126,0.3875327237121803,0.33093830087663983,0.19432842501778594,0.31108845633837434,0.19215284740578453,0.5668502645644471,0.3552795476058466,0.5862412789325475,-0.0955795943969087,0.4027241941615939,0.6066531757465289,0.11670240045835245,-0.21879383419829687,0.6433415734629297,0.5387922805798274,0.5380833411077802,0.11045211475320722,0.5235522412974963,-0.02683716602883085,0.08546532885723115,0.15571827224383242,0.3322972059030668,0.6862026628215658
Temporal_Pole_Mid_L,0.23160624506669525,0.6407558536244309,0.6057724470584861,0.5157304461850825,0.7005370394873113,0.3194521493245765,0.37043627153493625,0.4535968812338535,0.6471765293492069,-0.0005501366779572853,0.0476225188217256,0.39248925744090035,0.20736212485269495,0.6344573676102977,0.3078817169855635,0.5632209636596275,1.0,0.43213359647156213,0.691191803855002,0.6869408127115786,0.5064137813049839,0.08815922136200335,0.15802994996416136,0.32828201818464164,0.28883085598531516,0.22036982079611073,0.5743797037192487,-0.2157375140997848,0.37631434736247815,0.6903072782089609,0.5875199113399118,0.5394603435978127,0.4333711061790944,0.5689952624512892,0.367882546096343,0.39775800757539787,0.3312876540114284,0.4343721511822576,0.4513703312799184,0.2907742888912757,0.5037142307178903,0.43615682581289916,0.688613858072649,0.3907414820263,0.35878425106692563,-0.052816098594386504,0.4506273666244049,0.5739829128157506,-0.0062939514052196555,-0.07505591367976033,0.5572384025056782,0.7562966065021374,0.8489609716606213,0.31541813793106316,0.5572975475644781,0.030567788886895653,0.17218710322872935,0.3098313531176569,0.3768032132551292,0.7518449260020948
Precuneus_R,0.38426138742862226,0.4171456072291385,0.6575809827088179,0.1769247813723547,0.5879614847568585,0.380486462877521,0.42704365342974465,0.5509251606666447,0.4147657357643191,0.06311432391297539,-0.2042031371714371,0.537931396028552,0.5211981546032393,0.6818634936172114,0.38260442485607116,0.5574081060953161,0.43213359647156213,1.0,0.2103072769390084,0.5888632229409143,0.6190208575713224,-0.13283548544617615,0.32691334071488154,0.4358526146157804,0.40050502743421157,0.24158536429447192,0.4559103248521853,0.01171069432399855,0.5942715444811064,0.6639422898352529,0.8618941966067253,0.5536018522110939,0.6797396326205566,0.4886611463695098,0.3051304720568507,0.8115142135687239,0.18144675482319927,0.13992967659817163,0.5669870253588635,-0.034823128394659224,0.6476760454613684,0.4986915736136061,0.4777504098488391,0.20531030431232983,0.5779462823068685,-0.11890392604349828,0.6911640585625998,0.7226389338193258,-0.14876499311415167,-0.17438242153140923,0.8469584389678357,0.25726119854023494,0.5093278416874973,0.5104252301867529,0.6639372778722713,0.05964650792399577,0.2142028484764386,0.5072756716266733,0.31413824010430536,0.4512700872058373
Pallidum_L,0.25551911095687824,0.38636612519710023,0.44065489407374375,0.5694468718688154,0.4527834793904465,0.23148774890192472,0.4368923787305915,0.43617558726489475,0.6029516752042189,0.02113067286866543,0.08981682360582831,0.20819185695890235,0.31343627288299697,0.3881068919344017,0.41714222524790345,0.5385208094182194,0.691191803855002,0.2103072769390084,1.0,0.45911951940907136,0.28788300035338543,0.1990709660642668,0.25408772388901685,0.38444143550637455,0.34140544296829617,0.23785289924224254,0.5927190284254626,-0.03144045222363654,0.3164862615939732,0.5008822433394762,0.31242612955716365,0.3256768999761865,0.1758502960389374,0.5499106211613396,0.4167047191091143,0.25485470416527445,0.5102635388001131,0.3964560600843002,0.21033767085941088,0.4114465684012841,0.10324551740609031,-0.06671026841537858,0.5661542406590672,0.3462802131820064,0.3119250471958302,0.1622081241007892,0.19708753089267125,0.3636242115447458,-0.011439585936949418,-0.14007365290527643,0.23868951931532445,0.718913284320676,0.5345391709070068,-0.15299728126582832,0.3140841787442486,0.09548317786722701,0.29383516126362746,-0.2032299898098165,0.14372285759594164,0.7411618431628064
ACC_sup_L,0.32214279929881445,0.7769878548191517,0.5936449855971192,0.46254539890876684,0.8004264101764426,0.43627901527008417,0.5273546398721232,0.7124403980307382,0.5624124420521622,-0.1335938896078337,-0.09266917835868636,0.701350607123395,0.3867354388733724,0.8256585243904744,0.181648478623436,0.6647266014742895,0.6869408127115786,0.5888632229409143,0.45911951940907136,1.0,0.4869503864633234,-0.006056200998965731,0.15840900222492543,0.32685324352925105,0.3067128440748398,0.3810615938026539,0.4463205935433967,-0.14777592499853184,0.7183558105197431,0.6424818943401241,0.7418220996485146,0.48459321508637937,0.4601356483391346,0.6698975718674729,0.288132468795627,0.5328082948814384,0.10244749523310978,0.34297513544331604,0.5763812434451757,0.07595481190630689,0.5161756022842601,0.4934084486220922,0.6463902061911196,0.2474002843093489,0.5262042509863222,-0.21135065798680155,0.5856940780522222,0.6534058516720329,-0.015497639196531339,-0.1429324215292007,0.7645629007449087,0.6385672055727176,0.583990169019658,0.3411040735653491,0.7327292556284215,-0.0674068870574813,0.1504711518998028,0.37452559604538394,0.5587562446323636,0.6385223361821681
Vermis_6,0.35547316262758577,0.36927401741837657,0.6667873898661225,0.21280544020046677,0.5943524380939639,0.47976366863302033,0.39394413306354553,0.40884550731695735,0.44126077486238663,-0.1666509351499838,-0.06721322081082899,0.5444983293197714,0.3325140553361747,0.6241523670509688,0.1556521140349958,0.4639707498430712,0.5064137813049839,0.6190208575713224,0.28788300035338543,0.4869503864633234,1.0,-0.10035242427981662,0.22455582496345647,0.4704263778075922,0.30432073719175523,0.1306162129933853,0.471060624998318,-0.15209634984325981,0.4788298529250143,0.8662673699633031,0.7038730211680653,0.603264572041685,0.4001876102504537,0.4380466777230974,0.1648822406877656,0.5256785238098435,0.2857040867187968,0.07268881585496158,0.33098478699270684,0.06048965740633747,0.3038251813176649,0.2856008304792929,0.5270637673753757,0.22486330527837917,0.39831758274227735,-0.10379509738679299,0.3489914912290102,0.45632430691160575,-0.05368362645408527,-0.03068517187106114,0.6219388669422795,0.27941112923280104,0.5325006326403864,0.27832912087123046,0.5699234129348731,-0.09250413165738425,0.16090742398934957,0.23813651043285036,0.24987829245042645,0.419717469135176
Parietal_Inf_R,-0.21158558139220165,-0.1465550573431601,-0.1747698931720396,0.0926536796452924,-0.0247151909573088,-0.06576717142288165,0.07495524882332065,-0.02589283888618653,-0.09460009135500765,-0.1335199051339184,-0.18864465101754835,0.000858485238645377,-0.09014499084629361,-0.03965650135354456,-0.10102641544962604,0.08320729299457136,0.08815922136200335,-0.13283548544617615,0.1990709660642668,-0.006056200998965731,-0.10035242427981662,1.0,-0.2312815410526113,-0.1343114978883765,-0.20835393194917606,-0.1526062227252111,-0.17534527034010516,-0.02769945301787972,-0.014419075456663375,-0.03584256944320197,-0.10034204246732323,0.04601494039065347,-0.23920238967190016,-0.13837089912004472,-0.01156343044440223,-0.1569995685532682,0.041744118884483594,-0.15765519730350802,-0.15925983042850853,-0.06264932569301157,-0.10764099603978976,-0.018341497893552217,-0.17221741925865075,-0.17928055809254154,-0.042140076343879576,0.05144040020930342,-0.04924767453320342,-0.0737013335841952,-0.02967433717567575,-0.19103225196242163,-0.10860703492146168,0.10406668752192627,0.042671923957422885,-0.09958734260954566,0.023412024783993228,-0.14046033612367503,-0.17135847748712021,-0.14519066699609257,-0.2523972571076118,0.01336585896103785
Thal_IL_R,0.680038591201332,0.17012451696706957,0.3800445907192542,0.30663097974387876,0.21364229357546297,0.3482823725113415,0.2819513478339114,0.3040319975425865,0.4805094201680524,-0.053540592867203175,0.14559480032490124,0.16549195724798588,0.5413429682748911,0.10600889292039078,0.3758466589994267,0.35521744862392873,0.15802994996416136,0.32691334071488154,0.25408772388901685,0.15840900222492543,0.22455582496345647,-0.2312815410526113,1.0,0.7362859743112563,0.681998311839993,0.36019685726258627,0.6389590199989731,-0.08543481241671612,0.16779274275004247,0.30596778122413365,0.2635425648728016,0.11005614905426855,0.4427343592235414,0.364491087986289,0.419253449549176,0.27213888702259176,0.41434698798533215,0.3198017140372121,0.2362808858051885,0.25901380667323165,0.0861071846832995,-0.23164715136979375,0.4746310977367614,0.28212199214281336,0.35454739398314894,-0.05821421196103859,0.1148548953750972,0.34955908885791337,0.03476873551321765,0.07322862239061287,0.1848449216852491,0.20993477338120606,0.2625858739753549,-0.21130057944211825,-0.01098135264147181,0.007346011120991576,0.4066630032432358,-0.16987005735427407,0.2235409647016679,0.2970278629839454
