,Paracentral_Lobule_R,Temporal_Pole_Sup_L,Frontal_Inf_Orb_2_L,Pallidum_L,Vermis_4_5,Thal_MGN_L,Thal_PuA_L,Thal_PuM_L,Hippocampus_L,Rectus_L,Lingual_R,Paracentral_Lobule_L,Cerebellum_8_R,Thal_Re_L,Frontal_Mid_2_L,Rolandic_Oper_L,Thal_MDl_L,SN_pr_L,SN_pc_R,Supp_Motor_Area_L,Hippocampus_R,Occipital_Mid_R,Thal_LP_L,Thal_AV_L,Parietal_Sup_R,Cuneus_R,Frontal_Med_Orb_R,Vermis_10,Fusiform_R,Fusiform_L,Vermis_9,Temporal_Pole_Mid_R,Thal_MGN_R,Cerebellum_Crus1_R,Amygdala_L,Thal_PuL_L,Caudate_L,Supp_Motor_Area_R,Amygdala_R,Frontal_Sup_Medial_L,Occipital_Sup_L,OFClat_R,Cerebellum_4_5_L,Cerebellum_3_L,Thal_VL_L,Cerebellum_Crus1_L,Frontal_Sup_2_R,Vermis_3,Raphe_D,Cerebellum_10_L,Cerebellum_3_R,Postcentral_R,Parietal_Sup_L,Cerebellum_10_R,SupraMarginal_R,Thal_VL_R,Thal_PuA_R,Frontal_Inf_Orb_2_R,Cerebellum_9_L,Occipital_Sup_R,Thal_IL_L,Thal_LGN_R,Thal_PuM_R,Insula_L,N_Acc_L,Cerebellum_9_R,Angular_R,Red_N_L,Cerebellum_Crus2_R,Rolandic_Oper_R,ACC_pre_L,Vermis_8,OFClat_L,Temporal_Mid_L,SN_pc_L,Frontal_Inf_Tri_L,Parietal_Inf_L,Occipital_Inf_L,Temporal_Pole_Mid_L,Thal_MDl_R,ACC_sub_R,Vermis_1_2,Thal_IL_R,Frontal_Sup_2_L,Precuneus_R,Thal_MDm_R,Angular_L,VTA_L,Thal_AV_R,Frontal_Sup_Medial_R,OFCant_L,VTA_R,OFCmed_R,Precentral_L,Thal_MDm_L
Paracentral_Lobule_R,1.0,-0.1127528248184128,-0.1677934918757632,-0.04129563381688873,0.03153748443194482,-0.07334347589440939,0.03845050967706341,0.12209086806455091,-0.12025625440437882,-0.013052910620474444,0.04976586941823434,-0.11299032101508821,0.04561096378236486,-0.004273107443344265,-0.0659640153615548,-0.1273179688730767,-0.046918780522675396,-0.027030209343709845,-0.11658280293392621,-0.16284246020077756,-0.07025938917103301,-0.22193007098135561,-0.06311864746623815,-0.02681636176332516,-0.0962257925902875,-0.1724703422203016,-0.040980288542547906,0.04549432882957027,0.00886148305329775,-0.042568074104106644,0.09126619892548309,-0.05929560284721756,-0.07972890795157855,0.08546846201461172,-0.08247072457789234,0.06293485735048836,0.016434295893958947,-0.1278413368492421,0.01175450472342029,-0.0579828028212615,-0.16561818434185968,-0.06946077134980387,-0.008565920070290441,0.039111599878739745,-0.031722624455113854,0.06178544425287812,-0.04780773798138911,-0.005187258200648315,-0.004952894715202503,-0.08731510106970472,-0.02315614574670797,-0.16260230936097314,0.017941416859359544,-0.011389425317023581,-0.16195109596386026,0.05637859067787471,-0.010881757894120467,-0.11002942139313412,0.0063414086811259505,-0.1785318003567005,-0.10643517875017997,-0.1543677434225922,0.08777067882871768,-0.21477784654364512,-0.03552665928713327,-0.005947789065788462,0.014905704206681634,0.018825011290616235,0.11641408587078685,-0.15065890477373756,-0.0823415671059442,0.14267617077515915,-0.07503155832546647,-0.0586097388006304,-0.06271691371389242,-0.13861194107056407,-0.1172045919830079,-0.044080399880737926,-0.11922845071911561,0.04092358366793409,-0.13660228975687644,-0.03190228338060702,0.0927858607048045,-0.05645920682132702,-0.06414126921575486,0.0077872167821330775,-0.02392316984556227,0.08153582120132385,-0.002989177930926018,-0.022230507822327845,-0.10901032800779216,0.06536434735011912,-0.025443128998220554,-0.10950171291203518,-0.1542572692093222
Temporal_Pole_Sup_L,-0.1127528248184128,1.0,0.7925849647823133,0.4806608017655079,0.4545169220032921,0.18502906079689363,0.46345164277417533,0.6172456618729504,0.7657389840535387,0.6539465959379178,0.589234832471538,-0.08582211303817516,0.6750830139959303,-0.008861024942781605,0.5897575824366741,0.7774673418880675,0.18766109926878835,0.43544405303479267,0.4344931693675519,0.5258678845021183,0.4180793809808185,0.028847366951788155,0.7090733477383355,-0.0460394278126126,0.10493671688270186,0.07069072209877553,0.6057174085388827,0.6084145349202057,0.6433302511718418,0.5226692801114908,0.5598726543971388,0.7565840508814884,0.24412351850937278,0.6227566743058679,0.33367543644885517,0.19547813012002482,0.34592456644852154,0.456236198055291,0.12474238721717923,0.610869265452417,-0.14025723974112772,0.7032979904824765,0.5081798081601199,0.3215500113347391,0.06391367511610631,0.6919524911462319,0.6239091508971799,0.30878951043330916,0.3301571030613487,0.6663765300301399,0.4207258430053452,0.4320709789331375,0.028949579561404593,0.5407028772639576,0.42384087332322296,0.4108719785903063,0.16830518269590047,0.7952973250076484,0.7209268841798786,-0.007131885573650485,-0.1518454585682521,-0.026438482751182768,0.3311659898378288,0.8306918324937728,0.3820569390799462,0.6890237679619258,-0.18967575181189017,-0.1146102420743173,0.555906422681771,0.7542502823377376,0.6706193008298966,0.43366201590788434,0.8130963625237835,0.8173840662566646,0.43519893132701326,0.6574569092582221,-0.07035203889101133,0.22701122290144574,0.7661162823420865,0.37218522864153736,0.5309531427792142,0.3833311813852304,0.2201731050851476,0.6154623230507146,0.6088071474761984,0.39626158712422094,-0.03980208010285606,-0.018273501403499922,0.47513172936740955,0.5900356879230988,0.5783497911140946,0.44665068425370646,0.43674507152697556,0.6519337822465026,0.49908732764296104
Frontal_Inf_Orb_2_L,-0.1677934918757632,0.7925849647823133,1.0,0.38636612519710023,0.2684474777716056,0.273765826443057,0.3607314650554877,0.408755166673265,0.663816945672061,0.5168826389865214,0.34046100399712553,-0.11006070705693259,0.49613611929939067,0.19071570362241824,0.628213135419927,0.6639923476615665,0.2747960126179726,0.2846649162171898,0.4171734808453771,0.5699307807840094,0.4408774195263886,0.13426861718953478,0.5136449048166921,0.06845344543488546,-0.006529969545102224,0.08790006819464327,0.4932820025455216,0.431405649220572,0.6048686119056254,0.48886518690740155,0.3819459264471276,0.7151635296464343,0.19142852899362958,0.5291988940610954,0.34626454021287434,0.1258132001047818,0.3649172504260188,0.482619617898484,0.17298063894262036,0.6403441946895726,-0.011429696435659952,0.6491943377916517,0.4368861553219032,0.25672127145727536,0.21046509761131332,0.45689026094082674,0.5734054780312479,0.2759976660790759,0.11950401418268825,0.4946098566358807,0.3140346864879911,0.33602266849519274,0.1798422459224126,0.44106943482595923,0.28414942339747135,0.25849496455940457,0.06810186029671025,0.7960662559923786,0.5367340489411436,0.11258670867002207,0.1251490674490057,0.13749921604747864,0.2182461325335334,0.7675612793630646,0.297461937824381,0.5193807491784811,-0.09217925155872274,0.0884259254885923,0.432009328280841,0.6188261543442084,0.6515851675690902,0.25892965466507545,0.7638073270519742,0.6698159385178849,0.3794348423995132,0.7305305225811304,0.024748710783887202,0.1789325155987524,0.6407558536244309,0.18253707645783365,0.5761031926673457,0.34330556665502104,0.17012451696706957,0.5826632907955634,0.4171456072291385,0.22310045930897537,0.10237456323671362,-0.07717470073280598,0.33080367970137586,0.5456543463983103,0.6888714522724044,0.25850312451840496,0.29951398443015964,0.6521238643271382,0.3817876596756634
Pallidum_L,-0.04129563381688873,0.4806608017655079,0.38636612519710023,1.0,0.4497064952207593,0.4114465684012841,0.4368923787305915,0.4729701333504769,0.5661542406590672,0.6514938175983657,0.4052144282808499,0.1622081241007892,0.42829026277821003,-0.06939640809869295,0.43617558726489475,0.14435807556639865,-0.008163472330321586,0.5694468718688154,0.37433721433786415,0.19708753089267125,0.37958862636096113,0.09548317786722701,0.3140841787442486,-0.14007365290527643,0.16388770957900392,-0.1288397923262168,0.7238728573539752,0.31038548393373366,0.44065489407374375,0.6038540778368258,0.37202324637605316,0.4915406103829621,0.5819715921666204,0.25335960156655174,0.23785289924224254,0.5540525498623838,0.7602819640358396,0.11145603491434952,0.37707518357568165,0.44326456164757183,-0.041776608328179324,0.21033767085941088,0.5927190284254626,0.27566647539566086,0.26623645724749967,0.4528690061118938,0.35123419685115015,0.4857885551625269,0.2593044573221065,0.49391345218885174,0.5280047486581392,-0.2032299898098165,0.1862664063616383,0.3256768999761865,-0.15299728126582832,0.38444143550637455,0.3512638907019278,0.3068802165200279,0.439062501609674,0.18409688694411946,-0.016584459516809574,0.021440837914663655,0.25551911095687824,0.19699884694325778,0.8104813054630894,0.47648236969796076,-0.03144045222363654,-0.19042565823265908,0.3985176773364542,0.22460680536455715,0.5499106211613396,0.430577651789258,0.498003541948194,0.6819654381696764,0.6192265734382312,0.4148039540023304,-0.06571841691376505,0.3069636878558578,0.691191803855002,0.31343627288299697,0.20771403373976322,0.30096529214067724,0.25408772388901685,0.4296229864546782,0.2103072769390084,0.29995291445884936,0.08119928047242221,-0.011439585936949418,0.3119250471958302,0.3636242115447458,0.420252084561027,0.3116468480920312,0.347401698384243,0.3164862615939732,0.40416502068446086
Vermis_4_5,0.03153748443194482,0.4545169220032921,0.2684474777716056,0.4497064952207593,1.0,0.1375867402407246,0.4319948866818061,0.6739757740395756,0.5124919397078008,0.5571098421307786,0.7568907609049751,-0.08417170936616283,0.6955608129095482,-0.23107282096597456,0.5474821546963867,0.2767258449999941,0.043256587659838225,0.34214099847842805,0.3074626343107798,0.45547646359759925,0.42026344457927706,-0.0346301250543217,0.4286140424422318,-0.12075743269543118,0.1453967810576923,0.05927393260034252,0.5981586802283796,0.6645428321226756,0.5336619696638726,0.6797854576423799,0.6448847635567554,0.41949624218924253,0.11327065012304553,0.5212789427500908,0.21120535952708702,0.2561688335581789,0.20030629874315478,0.3294504892297719,0.24708922475279793,0.7061801575934418,-0.11277580832048201,0.24168355972665279,0.7400999331489857,0.652940063633852,0.05402461485321129,0.6563589066947796,0.659021224863394,0.8208742083612645,0.5242874703108437,0.4357501540048831,0.6819146326590911,0.10602370890542095,-0.04047712759872843,0.3225652426779144,0.12817744187484306,0.5807770159946586,0.28148962234345015,0.19972456940796543,0.6732301861958189,-0.1769967677190205,-0.2548849813930951,-0.07878012035867869,0.5167206435768262,0.2751239849896662,0.39248627486544363,0.6890788861517816,-0.304776815432208,-0.2622422698549541,0.5853402644418414,0.34916384733745115,0.5345504558676439,0.6312394071892,0.5746418346818073,0.64667097405698,0.37724900059551364,0.49436091264170606,-0.09286160074035732,0.39850462716382595,0.5196137660299703,0.641441281615272,0.21853078800207598,0.6017673877170616,0.5451188564593942,0.7051105271976715,0.6316323598559433,0.7232251929295426,-0.1825096488184519,-0.09855626986296338,0.6128527644217285,0.7357492790402244,0.23395261478657065,0.6640743304213621,0.5073619413893521,0.35139383314526934,0.5407353152566909
Thal_MGN_L,-0.07334347589440939,0.18502906079689363,0.273765826443057,0.4114465684012841,0.1375867402407246,1.0,0.06773775582699833,0.10522650058280729,0.4509092660755961,0.2032102716417387,0.16572423838004038,0.27042648080904497,0.05883589727029852,0.4100772741050567,0.032726335175773925,-0.06523986601425887,0.28363616794861135,0.14297454103256524,0.39591477534231023,0.08393427517868741,0.5440707650373223,0.4162564575543107,-0.08351125935974522,0.4300790082378121,0.21911526284266142,0.12888207335688098,0.36393070370984854,0.1523046358223891,0.36141420288226556,0.5417072811863741,0.07529210230787053,0.4101781954105923,0.24455373253260015,0.12115453141695441,0.12211002570237464,0.1940026439188455,0.5137635959688029,-0.011174810090470897,0.458359922875404,0.15945602451144392,0.31244753226335575,0.22433947452853187,0.5659253992617983,0.3061993632305485,0.7895271136461769,0.0706665308363234,0.12840397396260755,0.2566539890688706,-0.2246605999873019,0.2041827680217751,0.3210917232823385,-0.19877530336965352,0.14157993935545302,0.0037996529907649242,-0.16859818248437883,0.2831870050395107,0.40623405379682304,0.23301439398574333,0.12328217742152772,0.1536931780579338,0.6758802190661146,0.6020436317036648,0.17050101058957728,0.13584987473156068,0.32878225205044165,0.21310370143722784,0.11750684015073458,0.45678000431756394,0.1748240351687358,-0.06298934633276121,0.3988795439088154,0.11617236884723135,0.025132778554918408,0.2624776425808675,0.5829709347647305,0.0541665880605353,0.08255322085463429,0.2783570706935253,0.2907742888912757,0.05101509971194165,0.23412193904504036,-0.1598399495262796,0.25901380667323165,0.09076661855877885,-0.034823128394659224,0.27350327029968835,0.23178426105563824,-0.03190499042928775,0.01728918835876948,0.058323963936946124,0.47646203345175747,-0.03312596450356382,0.36471975013109426,0.0012187795442620583,0.20154971879435685
Thal_PuA_L,0.03845050967706341,0.46345164277417533,0.3607314650554877,0.4368923787305915,0.4319948866818061,0.06773775582699833,1.0,0.5834378967397877,0.4459485835087304,0.35709391291662057,0.43312234295231183,-0.11755054378104342,0.5922810856519609,-0.014543047813463196,0.6003693167215144,0.4582592310468079,0.08159916554376999,0.3950635888189053,0.1094498488008696,0.3811633303902959,0.2361300729347391,-0.14247575847773147,0.5208730627401008,-0.13904061094153408,-0.004029321413083374,-0.08634750510973976,0.4853666995134748,0.471536765495198,0.48700792615262317,0.37275688651411204,0.5209684452802583,0.42647121271725996,0.20422543312840438,0.5163104021397772,0.25016571585172176,0.4003805224996204,0.2724837099866841,0.30857800171835914,0.1555554119198739,0.5350736285966209,-0.014759972499190435,0.2474297026124901,0.45541239401337613,0.33971202828904357,0.0388689697240282,0.4182032633949916,0.3652088057495394,0.37184979220270165,0.3062222448586144,0.36032098688037145,0.37799758380535364,0.06116860701346121,0.18821944774982827,0.3628581013253159,0.020888416761624954,0.31237428500735365,0.1792580270761953,0.3353116406563225,0.5412918460294379,0.015638276929004994,-0.1845536514066204,-0.35056474200691085,0.31013789255599833,0.40404900034354074,0.2981525774182106,0.5547853237730548,0.09804356435918458,-0.1591090024746418,0.5800567824089726,0.5407821520087168,0.46167246178845717,0.43360314834526337,0.46795462557981765,0.5471363688748794,0.22414856561703989,0.589618291746864,0.05572554360224869,0.08832983358283149,0.37043627153493625,0.37365023477160725,0.269130094409859,0.4892069925917347,0.2819513478339114,0.5805953560679049,0.42704365342974465,0.254314147064154,0.021477985216792395,-0.09537272556788132,0.3101408773581744,0.4828521565494711,0.3987287174304182,0.5081583848072009,0.022370052173699313,0.6153057967245029,0.36021763305732063
Thal_PuM_L,0.12209086806455091,0.6172456618729504,0.408755166673265,0.4729701333504769,0.6739757740395756,0.10522650058280729,0.5834378967397877,1.0,0.6102720519545551,0.5616028157476574,0.6691833853513378,-0.18837022411557416,0.7577004680930897,-0.16616918553927026,0.5905847122151207,0.46130652804708017,0.0869851481445826,0.47298209649487455,0.1886876565227269,0.3355544149618219,0.4776966705890719,-0.18687723355106237,0.5079840674409247,-0.09340672618104766,0.09993328633885645,-0.16907158973743788,0.5958708096187147,0.6804060891074882,0.584304652057624,0.5370351249494999,0.711859454274226,0.5242231687754968,0.17282769637162748,0.5579260792746993,0.26606683117151436,0.3528531768782882,0.2383914506243911,0.2742397584544427,0.21483794934584277,0.5758150609477695,-0.17463739381291551,0.344817119888292,0.6711655997433218,0.5520336359588441,0.0683118462034962,0.6121375961927067,0.5036300891777081,0.5322449852881612,0.4847286142228232,0.49220303386017294,0.6124540222470902,0.08314317926089965,-0.04093446085089132,0.37846925709143686,0.050513749694028526,0.6092678488244817,0.36328488396633907,0.4002007205995712,0.7254739100712968,-0.1984930424296093,-0.26630656668577135,-0.2500527925894885,0.6306249475055007,0.46054839577684403,0.36468567606020336,0.7374096364544767,-0.30581619326080034,-0.3284028446954933,0.6496821702737952,0.5065950371663113,0.5827618216422522,0.691776409060411,0.5713365255423195,0.6740779160546847,0.3583250466179592,0.5478207863040319,0.009474490124827078,0.2255116300307298,0.537493840640017,0.5836256604993435,0.32428986229364754,0.5276473884914525,0.4989525840194261,0.6528812903534296,0.4986541467724506,0.550222579670056,-0.0791954840299495,0.014735156674941284,0.5334882973488057,0.5689350025358337,0.3397730738114098,0.5598231464150587,0.3897865600134578,0.5059485389626176,0.6180139908093856
Hippocampus_L,-0.12025625440437882,0.7657389840535387,0.663816945672061,0.5661542406590672,0.5124919397078008,0.4509092660755961,0.4459485835087304,0.6102720519545551,1.0,0.5796939695462002,0.641401434621682,-0.06397404076577662,0.5855513823815304,0.2506997886517405,0.4416134868306904,0.49790900808617694,0.3647085018579232,0.4802030399065281,0.441389848563553,0.411666940861973,0.7442371682955541,0.1772344894072896,0.4893126597239969,0.20655599962652305,0.015387036832142865,0.09985135528380625,0.6949788958755272,0.6619337095551363,0.7216679219319443,0.685270688325187,0.5637659863069133,0.7189040230619581,0.3886864171884274,0.5707313950332576,0.5067498385137553,0.31252916708607764,0.4933015248724771,0.2936601722373387,0.4856828842935073,0.5704348734607179,0.10596146863077618,0.5900417449828016,0.7396914189808825,0.5226845749783264,0.42458305106283206,0.5688063401743814,0.5729379021511277,0.4642638929192724,0.3461518767644601,0.6054583241524816,0.5517520471407389,0.2568175706653399,0.11112935075375534,0.5077639716466418,0.25343138745847704,0.6448519891258921,0.4284440569944517,0.6808852257891757,0.6749454301679055,0.01722225525384682,0.19857620122375358,0.22414681636903167,0.49652624677810164,0.6671451742750596,0.5019090787435966,0.6956682139726434,-0.02048751538590587,0.1516085558425876,0.5429818471027891,0.5167728225288758,0.7295844562951281,0.5125226110663679,0.5936787056206653,0.7228555409561356,0.5885641856981767,0.51610781753062,0.014514907201348182,0.2854896052292705,0.688613858072649,0.3959209536877832,0.6398172666250325,0.38770532492866283,0.4746310977367614,0.5089132461148665,0.4777504098488391,0.4805733823618768,0.03601973924004354,-0.04590357398526497,0.4116214481398243,0.4918978895778757,0.619720551440901,0.39526718202785127,0.48548664783870277,0.4441097231912691,0.57200146870685
Rectus_L,-0.013052910620474444,0.6539465959379178,0.5168826389865214,0.6514938175983657,0.5571098421307786,0.2032102716417387,0.35709391291662057,0.5616028157476574,0.5796939695462002,1.0,0.4899734497243814,-0.10455935744983627,0.5353457703139227,-0.23705271957094454,0.44034966784401336,0.4681789657973749,0.045050858747139245,0.613618339470707,0.39402640107850756,0.30698338695854804,0.3806705975051986,0.006533488437850621,0.49371159491407335,-0.15635272205501544,0.11475203743296365,0.034791170555339715,0.7298669592964782,0.46060704368692057,0.5380637788095243,0.5803934747575857,0.4434795112628197,0.5512766502700887,0.33398564429661576,0.4233817490909823,0.39192087591778235,0.18186591604562602,0.42425117203178253,0.2855453777051195,0.20134065941682275,0.597025661707962,-0.2698484555873238,0.33955213252689365,0.5421377998629631,0.3211312741087931,0.020638391288775634,0.6009781350039387,0.6100131430466605,0.5715981461816262,0.43832078427933163,0.5765234886823456,0.5894266818913041,0.20204881381205722,-0.025580352094870442,0.3195196948384868,0.21373831826607373,0.3955791575125048,0.30276318752823633,0.45305915149544,0.5767404247631363,-0.07217018581107759,-0.2584513203600471,-0.07411194121701543,0.43613066871070055,0.49829718258450817,0.6573452337692651,0.5917709002916978,-0.2600716146279605,-0.2665484014024114,0.43375811883338755,0.49122791385171527,0.5599398955105611,0.4388086162891539,0.7247207910068593,0.666307107367641,0.530382289077803,0.4709552246919708,-0.241600648870174,0.31680146433345785,0.7860478005680311,0.4156493709726943,0.26865956713076433,0.508750604469655,0.3056634749249755,0.5195741265022251,0.4310390600022495,0.42200605667089414,-0.19939053767552575,0.0841399465316902,0.5110870004550345,0.5800995896674045,0.34324443426468776,0.4704557792313467,0.6238713132506789,0.28938052925735513,0.5605123661964377
