,Paracentral_Lobule_R,Temporal_Pole_Sup_L,Frontal_Inf_Orb_2_L,Pallidum_L,Vermis_4_5,Thal_MGN_L,Thal_PuA_L,Thal_PuM_L,Hippocampus_L,Rectus_L,Lingual_R,Paracentral_Lobule_L,Cerebellum_8_R,Thal_Re_L,Frontal_Mid_2_L,Rolandic_Oper_L,Thal_MDl_L,SN_pr_L,SN_pc_R,Supp_Motor_Area_L,Hippocampus_R,Occipital_Mid_R,Thal_LP_L,Thal_AV_L,Parietal_Sup_R,Cuneus_R,Frontal_Med_Orb_R,Vermis_10,Fusiform_R,Fusiform_L,Vermis_9,Temporal_Pole_Mid_R,Thal_MGN_R,Cerebellum_Crus1_R,Amygdala_L,Thal_PuL_L,Caudate_L,Supp_Motor_Area_R,Amygdala_R,Frontal_Sup_Medial_L,Occipital_Sup_L,OFClat_R,Cerebellum_4_5_L,Cerebellum_3_L,Thal_VL_L,Cerebellum_Crus1_L,Frontal_Sup_2_R,Vermis_3,Raphe_D,Cerebellum_10_L,Cerebellum_3_R,Postcentral_R,Parietal_Sup_L,Cerebellum_10_R,SupraMarginal_R,Thal_VL_R,Thal_PuA_R,Frontal_Inf_Orb_2_R,Cerebellum_9_L,Occipital_Sup_R,Thal_IL_L,Thal_LGN_R,Thal_PuM_R,Insula_L,N_Acc_L,Cerebellum_9_R,Angular_R,Red_N_L,Cerebellum_Crus2_R,Rolandic_Oper_R,ACC_pre_L,Vermis_8,OFClat_L,Temporal_Mid_L,SN_pc_L,Frontal_Inf_Tri_L,Parietal_Inf_L,Occipital_Inf_L,Temporal_Pole_Mid_L,Thal_MDl_R,ACC_sub_R,Vermis_1_2,Thal_IL_R,Frontal_Sup_2_L,Precuneus_R,Thal_MDm_R,Angular_L,VTA_L,Thal_AV_R,Frontal_Sup_Medial_R,OFCant_L,VTA_R,OFCmed_R,Precentral_L,Thal_MDm_L
Lingual_R,0.04976586941823434,0.589234832471538,0.34046100399712553,0.4052144282808499,0.7568907609049751,0.16572423838004038,0.43312234295231183,0.6691833853513378,0.641401434621682,0.4899734497243814,1.0,-0.09976383228584366,0.753458875909247,-0.06767780780176301,0.41516366301971136,0.3881621885663526,0.16904085889666487,0.27723115399252196,0.3745264474854162,0.4106314334765494,0.47112221715205665,0.053578026848924196,0.5369333145634767,0.0024821147892080397,0.05687779577720572,0.1991370244692885,0.523792998385013,0.8432445609107279,0.7146923043334081,0.5583785111435334,0.7999094890861539,0.4536980020783571,0.21260323776775633,0.7219112204797146,0.26159548078456507,0.258584073829006,0.2653115915835184,0.3435200113543812,0.3008615345763748,0.49856057889535105,-0.0027018683206532224,0.4418172500720703,0.6499571128263059,0.5578922998412966,0.14442718228038975,0.7997849455737762,0.5379764782057351,0.4391770188219307,0.41746980978736964,0.49815527032019874,0.4681026421263551,0.21966349312720998,0.03618758346338467,0.5771398214522437,0.2770953568329417,0.6667420777334183,0.32097033538842706,0.46364485789193655,0.8305360560110842,-0.08505299777017117,-0.10243448567955982,0.0024922846253816132,0.545256255826254,0.4142283422485288,0.3496804938415323,0.8321328887690269,-0.11605148259985634,-0.07771288740757668,0.6817246338824586,0.4310743771457555,0.5621876580060692,0.7699386982530999,0.5095964403522465,0.6478324395207936,0.39624619742866535,0.34749722519380555,-0.02509196231904293,0.3071114636329048,0.5012255455375912,0.5565095930014792,0.35222493391525733,0.3889468022367521,0.43867533935914377,0.5692993977150759,0.7614222395997469,0.5981837233539677,-0.04380401744890204,-0.09443986183165677,0.5630783485205781,0.5643384712264564,0.2847171951716476,0.6464530442465303,0.5265228845259831,0.41476638018385925,0.5380311705402824
Paracentral_Lobule_L,-0.11299032101508821,-0.08582211303817516,-0.11006070705693259,0.1622081241007892,-0.08417170936616283,0.27042648080904497,-0.11755054378104342,-0.18837022411557416,-0.06397404076577662,-0.10455935744983627,-0.09976383228584366,1.0,-0.13634287146649246,0.07958276873145942,-0.09127186603655918,-0.18110586419183403,0.06878441108851548,-0.05309254260821883,-0.029563517438234634,-0.11782989069579204,0.042445988265436246,0.17852050018076662,-0.09517964617143332,0.18981724203359157,0.26774829594365723,0.04157649951907128,-0.0005594163458119794,-0.11647790885318474,-0.05617447007032174,0.06136650978465556,-0.0716597850847989,-0.046403808222085036,0.15828104983020452,-0.17028650988533803,-0.14585509973962818,-0.030683804870874333,0.11733513699407591,-0.22835163428205746,0.08940290853736876,-0.15099614727660626,0.24978368270927304,-0.11408525861489945,-0.017592636949819034,-0.09336568669473051,0.24147857719305046,-0.10782587049290313,-0.19730177800591922,-0.05779775630170476,-0.08449997755676568,-0.11846894830044095,-0.06960288281111296,-0.17249795235433615,0.0037380382920428803,-0.10563846439534326,-0.12415378839206555,-0.022672007410025456,0.1566166452096406,-0.028013035277506985,-0.09862929926129761,0.1694165593557269,0.21534677354698176,0.1704557351836375,-0.13579907928313106,-0.12347472309056849,0.13086306466692432,-0.07631190442223898,0.20032541564382567,0.04703003742660545,-0.10608780772403613,-0.13195570818657076,-0.06132408544788008,-0.05754352370114914,-0.17918422591826352,0.007632650604922586,0.1578040140392094,-0.1253283594830363,0.0344392743214178,0.031264956514173714,-0.052816098594386504,-0.1150990757892287,-0.11611881128723309,-0.1729394826178737,-0.05821421196103859,-0.1318641075591271,-0.11890392604349828,0.02459729379879152,0.2048906856029269,-0.08572676534548508,-0.12626184220725745,-0.17027632062694195,0.07407484434132973,-0.12215634107766193,-0.039949219447755355,-0.05618113478250707,0.0031039389499016076
Cerebellum_8_R,0.04561096378236486,0.6750830139959303,0.49613611929939067,0.42829026277821003,0.6955608129095482,0.05883589727029852,0.5922810856519609,0.7577004680930897,0.5855513823815304,0.5353457703139227,0.753458875909247,-0.13634287146649246,1.0,-0.15677224695602815,0.6848439439826614,0.5151295854767207,0.06993083794203062,0.3798347245818396,0.29854637089171143,0.5659663735991493,0.40390032032778467,-0.08090087750958656,0.6392046877772074,-0.1401178081808005,0.05638246177462487,-0.07682539353385065,0.5272777562577761,0.7266548489668889,0.7823374472352904,0.5884417702264783,0.8364776089607834,0.6562731921449956,0.14302884815989697,0.848755029430992,0.25552390108327283,0.28477015100354647,0.22763984693513828,0.503469666294935,0.13920416332990843,0.7339350179105945,-0.1402099914738503,0.3861651715005152,0.6143309366321692,0.5835237005279713,-0.0033443331223303027,0.7947265420243429,0.6237462368303026,0.5406475128591548,0.41644279388304306,0.5457972858774116,0.5512791700251521,0.15385905327266225,0.07821746642979584,0.5440736556868893,0.1360992760445941,0.45649050793891527,0.1766707270441369,0.47991749968659403,0.8903932782324135,-0.15820678101002264,-0.24677814978598625,-0.2059784491115516,0.4280418847872282,0.4837827667807111,0.28162439450249255,0.8905306904669843,-0.2042386905988051,-0.211830852194729,0.9186019541770865,0.5643221988409499,0.5764388072813333,0.7641108275202194,0.6815767066065451,0.7180530715386411,0.3980548943022838,0.6822083596457571,-0.030206234840882633,0.26236598547019196,0.573800465325864,0.4822208097277032,0.35364054747890805,0.5313197779392087,0.3633717193657827,0.7670575425022539,0.7063767828826306,0.49631855504512135,-0.052123043344597254,-0.02122260944712611,0.5536960607890937,0.7636011861694794,0.4349348547463691,0.7176557403401677,0.3714693721584749,0.6652326799796675,0.5037136252015706
Thal_Re_L,-0.004273107443344265,-0.008861024942781605,0.19071570362241824,-0.06939640809869295,-0.23107282096597456,0.4100772741050567,-0.014543047813463196,-0.16616918553927026,0.2506997886517405,-0.23705271957094454,-0.06767780780176301,0.07958276873145942,-0.15677224695602815,1.0,-0.17083102011585505,-0.008886665716961586,0.6682822157810744,-0.09885367073622665,0.2579671815179693,0.012300209629689137,0.29680430518003453,0.34279696588405434,-0.1546076334692812,0.5131456092375827,-0.08222655376278228,0.25315802620113387,-0.09331624277146008,-0.013618796147573494,0.2743087523583144,0.2695583768879192,-0.1305891065288893,0.2681690050548411,0.015775816307307323,0.1485060819130252,0.04934751743957253,0.008277157964991908,0.2824889990384834,0.07440807178364874,0.22303483326764834,-0.09499339778403472,0.43008734677078675,0.2088617405867256,0.18025606703294803,0.14963718134490098,0.6582583571638881,-0.08561021827815161,-0.050493980397477156,-0.1210210120060068,-0.32472058964924777,0.08036208806893748,-0.04986732816824228,0.11706703910414201,0.14049187234979024,0.21801387759407848,0.0890490290356062,-0.0052222338261919046,0.03352457400221865,0.15076322016235585,-0.03725748674424276,0.1131816680051327,0.7147994892157657,0.4255908243720837,-0.06708745710787072,0.10164370617990869,-0.1849041086468423,-0.04108117809166469,0.29385991240534093,0.793028471659748,-0.0003593588679219747,-0.09082968554946232,0.07154190885373066,-0.1847983115978286,-0.18345974722373287,-0.047825881995125386,0.08545744564542225,-0.056361060060796345,0.13904839085378798,0.12202021127251153,0.011165117340927884,-0.4118076324598211,0.4868848731894618,-0.3752106736209716,0.0905112702806304,-0.20052925476569325,-0.09374351920316305,-0.18805204592923808,0.18955258144522888,-0.054005833117485906,-0.4346351550404551,-0.2213008526466635,0.3553412001436657,-0.24166748934636254,0.004550583684943141,-0.025979837299286403,-0.017109830097627024
Frontal_Mid_2_L,-0.0659640153615548,0.5897575824366741,0.628213135419927,0.43617558726489475,0.5474821546963867,0.032726335175773925,0.6003693167215144,0.5905847122151207,0.4416134868306904,0.44034966784401336,0.41516366301971136,-0.09127186603655918,0.6848439439826614,-0.17083102011585505,1.0,0.5065633622028969,-0.07475999816958223,0.3456805646235184,0.16198538142966035,0.6222309988690159,0.3186038816529069,-0.2084082786718347,0.5503319494183784,-0.21660908003716348,0.04407982723650869,-0.08872696818895215,0.5025180020266182,0.4411155019115492,0.5484380723283686,0.5038229449999039,0.532307460354516,0.5116340167517369,0.06743617683549939,0.5165112230290528,0.23051496901072532,0.29954763601721945,0.1829874852460372,0.5199172182157099,0.09087161083492404,0.8136163754672102,-0.040102606946087145,0.3388916856643234,0.4716524024594392,0.40016082301175604,-0.027193771517553946,0.42991561901363623,0.6087421309715424,0.5198857729915162,0.3700454332890319,0.4036204056727703,0.46991209842314896,0.015270624021664944,0.2560543303340482,0.30352122851212915,-0.042208780583173136,0.30851804249141235,0.09691832301134258,0.4697854330678197,0.5782467351715032,-0.03819464322649225,-0.20889415032048017,-0.2674564812701427,0.35659928801655705,0.49760683304614606,0.29507991388381677,0.5599403151208293,-0.1424163948328167,-0.3424253483872024,0.592621224576958,0.5457753798948567,0.6110034086541725,0.4600144679645777,0.6968055559296478,0.723963594290146,0.22042211966586586,0.9126000715142242,0.1826195710175086,0.18593472141176706,0.4535968812338535,0.44872829320637797,0.360558518105868,0.6660771497888074,0.3040319975425865,0.9194244231335726,0.5509251606666447,0.383179199044791,0.08823598966507147,-0.029909079393390776,0.49192028443284597,0.735813485396647,0.5149862213219011,0.5382884352217124,0.11071383600574283,0.8335615541210564,0.3760649676776436
Rolandic_Oper_L,-0.1273179688730767,0.7774673418880675,0.6639923476615665,0.14435807556639865,0.2767258449999941,-0.06523986601425887,0.4582592310468079,0.46130652804708017,0.49790900808617694,0.4681789657973749,0.3881621885663526,-0.18110586419183403,0.5151295854767207,-0.008886665716961586,0.5065633622028969,1.0,0.2273534744391465,0.20733443775487354,0.29644575546880836,0.5608079017003821,0.11364940394147637,0.011930556199437793,0.7739410782759607,-0.1619843379036619,0.07704418093317318,0.1981252532329584,0.369145489021703,0.47050018528997556,0.4656076162604749,0.28473787674738105,0.38539026331474774,0.5693669313900921,0.04415423348402667,0.6001104358176899,0.2208808046772244,0.04682498884996054,0.07395610536876888,0.5575353636268058,-0.17739594861371014,0.5189324585958516,-0.16129755759616246,0.5366375227150014,0.22901493083969351,0.14216108977027,-0.16564288536319094,0.5329651585328332,0.5284054345496821,0.20242644647849814,0.1580903979092226,0.4750370661749305,0.25952842165914164,0.6987912034328649,0.062622972445884,0.4435627890758213,0.6203321555829924,0.14505949993792305,-0.09689976104531257,0.6494865640079487,0.5486568585465761,0.00040818045547216374,-0.18510294704150537,-0.11512227587852569,0.18902297925963904,0.8753498214781842,0.08946038023774154,0.5005537714903867,-0.09684535502185793,-0.06995654046941395,0.4256890549422598,0.9490676693805334,0.4472534557460006,0.16110883176522697,0.6949796320788734,0.5638683113900311,0.15534890033571105,0.6163641343318345,-0.00872412757434542,0.11963960713975673,0.5078456304224263,0.24625709188331182,0.46307109609789154,0.44984832704229394,0.02106804144458077,0.5013199704580039,0.5857771135229702,0.14626166656429906,-0.08758807891631262,-0.02211592705515609,0.38429556411501686,0.521664237404171,0.46422013007997104,0.355611310582133,0.15012207833327737,0.6850739721672231,0.31027758666039496
Thal_MDl_L,-0.046918780522675396,0.18766109926878835,0.2747960126179726,-0.008163472330321586,0.043256587659838225,0.28363616794861135,0.08159916554376999,0.0869851481445826,0.3647085018579232,0.045050858747139245,0.16904085889666487,0.06878441108851548,0.06993083794203062,0.6682822157810744,-0.07475999816958223,0.2273534744391465,1.0,-0.02700409068370457,0.15486675814673076,0.0863333485926202,0.33388166381467765,0.3340938374247051,0.11843911845642559,0.5020286733647772,-0.0036580509214681318,0.23891065851349133,0.19878644534663883,0.2577292109744086,0.3978204837627522,0.3332220810231781,0.18678975207530407,0.31796737024835564,0.18424686097432103,0.31375590107416,0.21679185955361782,0.08586985377739019,0.25593691174075667,0.09811212254897642,0.2720073312731045,0.07896209369613716,0.36518668117067715,0.2969684036517282,0.24617502129977648,0.19615268031209207,0.5753955079277123,0.11761836140073571,0.11602084531570583,0.08434293410759083,0.0005650240865482182,0.22614641816748685,0.1039320491414764,0.3254918724430681,0.09490622797009801,0.2988810211922774,0.3121257609961822,0.2194747429876706,0.2187397534326594,0.3011795344271777,0.23914272549567592,0.09057364070060778,0.481475987531365,0.2623171916970725,0.2172041393205249,0.3176765701276549,-0.07694839949663967,0.25581021905723944,0.13626470028035692,0.5929911379983966,0.1442363569861437,0.2275012418984449,0.21656824646648123,0.10382194677235311,0.088220817928729,0.11085449229810564,0.09919717010873559,0.05087379869417897,-0.041316568408092266,0.045386429231212014,0.18001958540644947,-0.0896344802898157,0.5037838500558343,-0.08323727199593915,0.15670745283851922,-0.06525542592284483,0.08751974262772527,0.04235417084307037,0.1516334689900605,-0.12317595828785002,-0.18959801353040037,0.00303182850623369,0.37395973086251244,-0.06698517268876858,0.1711334185683711,0.056971258697546885,0.2418111584815791
SN_pr_L,-0.027030209343709845,0.43544405303479267,0.2846649162171898,0.5694468718688154,0.34214099847842805,0.14297454103256524,0.3950635888189053,0.47298209649487455,0.4802030399065281,0.613618339470707,0.27723115399252196,-0.05309254260821883,0.3798347245818396,-0.09885367073622665,0.3456805646235184,0.20733443775487354,-0.02700409068370457,1.0,0.2778637984992954,0.08304666661965775,0.42464069035719526,-0.11815792020054648,0.23517489880731265,-0.0702823607905649,-0.02415687546052286,-0.20852912767880544,0.5736243587315754,0.2194906061268205,0.3078147871514601,0.3481254198780655,0.3152252042828971,0.42514754638600594,0.3263976297002056,0.1607826188347746,0.4587819942367702,0.19224828004823336,0.3373453410672551,0.08251733091024069,0.2649452708903975,0.35948284662372265,-0.06083888456312444,0.1865238371195046,0.5205781290638634,0.2683834762342947,0.03896956151284423,0.2732847376281275,0.30517880595117036,0.3192193733072033,0.4310982318302793,0.5597723406880141,0.41604347401927405,-0.08855775202049898,-0.0011754882066784425,0.2156507207240833,-0.10945750072895083,0.36546012681679374,0.30659814362384197,0.19658350335231428,0.39325730962741784,-0.12058950264022611,-0.1960817565866857,-0.22842808637593043,0.2840821208467829,0.3305246874951274,0.6369148538793863,0.41195874386078196,-0.19259740251243337,-0.24420063551773258,0.3345345931282252,0.2328262871326052,0.4561610066785512,0.39844216785757985,0.38671526607267337,0.42792170929344187,0.6149240364793311,0.33659355434964233,-0.05776269133531923,0.07230228166446584,0.5157304461850825,0.2850104729699968,0.1802121693278432,0.34000309215270635,0.30663097974387876,0.35704987568328883,0.1769247813723547,0.22056422911617624,-0.11299761687247709,0.3287763162424337,0.34833540386958434,0.2449329407906204,0.25050691366091077,0.22838854232481168,0.259037903708315,0.20734196874796781,0.5040064079113445
SN_pc_R,-0.11658280293392621,0.4344931693675519,0.4171734808453771,0.37433721433786415,0.3074626343107798,0.39591477534231023,0.1094498488008696,0.1886876565227269,0.441389848563553,0.39402640107850756,0.3745264474854162,-0.029563517438234634,0.29854637089171143,0.2579671815179693,0.16198538142966035,0.29644575546880836,0.15486675814673076,0.2778637984992954,1.0,0.36069924738008646,0.23889272070007556,0.3461787314903701,0.3033608914517107,0.07603358756717456,0.0270734843047605,0.2580668913909404,0.2449782118236052,0.2446837476289846,0.42745634742249783,0.5251778872251591,0.1435936082693337,0.497705058358981,0.06384997017895723,0.4132615099628469,0.0011900077024961818,0.08527044121791448,0.4242051218452526,0.4218667312050518,0.07641649589462934,0.3449079767278217,-0.014620390129969473,0.36002856755601154,0.44496540520523414,0.278945616671056,0.23306611302192656,0.543145397940095,0.4226086194407023,0.28060691062478216,-0.12710758639502534,0.3528097451411303,0.29842725849069957,0.28393321771839863,0.010787781830539923,0.30867068730672537,0.31251677918447146,0.12446736086887114,0.06246320679851118,0.2953860178621368,0.32312373100563163,0.012525013359716933,0.202691292215873,0.38996652799620973,0.02344749765436961,0.30127732958803205,0.3106631200797465,0.3525048603221609,-0.07959855033568299,0.32818834786078765,0.35081860566600387,0.2390001286822185,0.3844031959043262,0.09498495526994626,0.37133952890232164,0.49717241219669034,0.5170960562534876,0.2077047754071967,-0.17040619349304323,0.5578575690254821,0.5351707078223645,0.07194089156558306,0.2713390045576936,0.0078913795467814,0.0655884541023583,0.26160344475992137,0.407281942381767,0.18232863050582196,-0.0742161661754271,0.1131173517620123,0.2297666823191964,0.32371228615095493,0.2865801303197514,0.2806611731646272,0.4146625605128362,0.20277713154274363,0.2051982623113194
Supp_Motor_Area_L,-0.16284246020077756,0.5258678845021183,0.5699307807840094,0.19708753089267125,0.45547646359759925,0.08393427517868741,0.3811633303902959,0.3355544149618219,0.411666940861973,0.30698338695854804,0.4106314334765494,-0.11782989069579204,0.5659663735991493,0.012300209629689137,0.6222309988690159,0.5608079017003821,0.0863333485926202,0.08304666661965775,0.36069924738008646,1.0,0.18407835755647275,0.07138349682756863,0.5541946044006939,-0.15218162026736154,0.04815159162222842,0.33428235291056363,0.36406787470482904,0.4123838560522348,0.4977998128769494,0.47736882817908477,0.3698924589229607,0.5291342241433936,0.005961425141248882,0.6104455025261236,0.21060708280716672,0.18070959356382219,0.17924688350377782,0.8111627174779933,0.04185667371184515,0.7749046700530255,-0.03458843280540437,0.47453139570520153,0.35912052360370333,0.3796004591424789,-0.0029518868413061124,0.49170515817952937,0.7495209428687901,0.4606002917596735,0.11231874340901689,0.29857536469722007,0.3712066065309059,0.519830616226228,0.20168255380673755,0.4114930915939529,0.4594194577298488,0.20174009039145405,-0.16431337331901533,0.44536892704207165,0.505212771327849,0.10224564625085443,0.010809091321256094,0.06922461079272228,0.09319527893267862,0.5277299466296083,0.14805321658048684,0.4890878586017089,0.03124147614733532,0.010796773397174268,0.4774240031753153,0.5801150718878244,0.5093112289956682,0.23356914298010725,0.6136224110883072,0.5361986949436722,0.24503625267575352,0.6893843320589024,0.1407841779944575,0.1989379777054297,0.4506273666244049,0.35737254548903014,0.4214504917657171,0.49783793110291413,0.1148548953750972,0.6544041718034713,0.6911640585625998,0.31961550970616787,-0.07382352350770902,-0.21374586830198875,0.5341154190669047,0.7917410002906287,0.4963742984868024,0.5047027007718918,0.22515357299578462,0.6514395872831801,0.22653668261586318
Hippocampus_R,-0.07025938917103301,0.4180793809808185,0.4408774195263886,0.37958862636096113,0.42026344457927706,0.5440707650373223,0.2361300729347391,0.4776966705890719,0.7442371682955541,0.3806705975051986,0.47112221715205665,0.042445988265436246,0.40390032032778467,0.29680430518003453,0.3186038816529069,0.11364940394147637,0.33388166381467765,0.42464069035719526,0.23889272070007556,0.18407835755647275,1.0,0.14179126176802326,0.05731648165960008,0.37690329609409146,0.04046642724084147,0.03341436006759803,0.5381419299181575,0.5018424366148345,0.5972229825343761,0.6007927928385732,0.44480890928076106,0.5278982067325556,0.16965317660906332,0.33135403078602055,0.5584080807774703,0.07294823037624482,0.2734063907923663,0.03643874668396469,0.7006761703438169,0.4097335237005006,0.27815723216387384,0.36000775784731004,0.7316025178811439,0.5905015832249775,0.5956757434716549,0.22582586312099812,0.37710916565805325,0.4380310049205559,0.35200108049498524,0.36564362847438375,0.4893076110500237,-0.07743965666681596,0.021189240014749273,0.20772601092477536,-0.09635211455819484,0.6679515042922964,0.552887741590215,0.4516787575194142,0.4805407123524225,-0.09918684940508445,0.37011906482095275,0.32799954120345104,0.5495876145707508,0.41001710173687217,0.40815943992673626,0.5166249755805914,-0.07674915732705216,0.19515196530125886,0.36929155408013986,0.1138942283633517,0.649606350533333,0.4880838320663835,0.2455669983589416,0.39809469898425526,0.5732253425549546,0.3072870894674725,0.1354312117955671,0.09115525883192738,0.3766417753897212,0.3778180227625505,0.5028396266058205,0.2598784630358532,0.6139152330418015,0.39991187515093224,0.25401134982803547,0.5434474778625474,0.1488729193275962,0.02711993366013934,0.3365811482189508,0.32126821074726003,0.4870360674145239,0.2631739360948403,0.48573403106423846,0.19594211846515808,0.5568217304649341
Occipital_Mid_R,-0.22193007098135561,0.028847366951788155,0.13426861718953478,0.09548317786722701,-0.0346301250543217,0.4162564575543107,-0.14247575847773147,-0.18687723355106237,0.1772344894072896,0.006533488437850621,0.053578026848924196,0.17852050018076662,-0.08090087750958656,0.34279696588405434,-0.2084082786718347,0.011930556199437793,0.3340938374247051,-0.11815792020054648,0.3461787314903701,0.07138349682756863,0.14179126176802326,1.0,-0.028848295587627738,0.2681274046563714,0.07939689349808636,0.3153496456765829,0.07998063519676468,-0.02785911716151448,0.13841942984877317,0.22143860120122089,-0.08356907668627847,0.1437145868244475,0.09064934899628543,0.09144141114972026,0.0641555450740298,0.02973371291329074,0.23181060328897785,0.017176469008907992,0.23764853779569844,-0.031108801076553578,0.24824175907812146,0.18917368805459386,0.16985364101792114,0.0852006567115377,0.3554100753292241,-0.004904716418175267,0.033076414252803936,0.03898087697681421,-0.3053801903420032,-0.026976486462937765,0.06212361158373395,0.14849593549569104,0.16052770349896836,-0.02385200698055032,0.19942709144488316,0.04281594832648203,0.10180280541725241,0.10478942253839443,-0.052980447499404115,0.37128087135782,0.4610436307026934,0.47630748321899014,-0.08332176816748296,0.11248255529845713,0.09461107531556202,0.04543455134407576,0.1566360191860643,0.4433909325961661,0.03039382804260835,0.008886101439750943,0.179129760407959,-0.08260717366241788,-0.07763522156977384,0.006924303564445708,0.27262254006901393,-0.136561622208045,-0.04390908447428102,0.22030164520243065,0.030567788886895653,-0.05425646979031394,0.08959382293468947,-0.1635528021393434,0.007346011120991576,-0.1312927002954908,0.05964650792399577,0.0579844098390948,0.1332915595747668,-0.21942087243500824,-0.015707882274819594,-0.03295080088211008,0.19783560183260418,-0.07891852904700883,0.16673337210471587,-0.08369247040168672,0.04200409901767554
Thal_LP_L,-0.06311864746623815,0.7090733477383355,0.5136449048166921,0.3140841787442486,0.4286140424422318,-0.08351125935974522,0.5208730627401008,0.5079840674409247,0.4893126597239969,0.49371159491407335,0.5369333145634767,-0.09517964617143332,0.6392046877772074,-0.1546076334692812,0.5503319494183784,0.7739410782759607,0.11843911845642559,0.23517489880731265,0.3033608914517107,0.5541946044006939,0.05731648165960008,-0.028848295587627738,1.0,-0.1963197500812399,0.027044863478467136,0.1604282510944515,0.4696992794955993,0.5315719374720177,0.5070755613668625,0.334569970182284,0.5179877118692758,0.4890649574196971,0.2220660684984646,0.6503625191929757,0.19017602538031567,0.25026575104891163,0.18865364233499937,0.519768674617214,-0.08716530369408727,0.5333940207828444,-0.0871564707605764,0.4560444231681122,0.2669843657652277,0.15123397243843711,-0.16306783542092265,0.6712347446945944,0.5227146972523802,0.2971837713914615,0.2622382824267192,0.440083930464417,0.2972759644216474,0.5210111189019665,0.18079016362180994,0.5295739717691489,0.5173180254205522,0.22117102241355968,-0.04278612228850035,0.5547711111766044,0.6319964932439429,0.07046755796835252,-0.2997292837257632,-0.19107008679205148,0.2029834580171695,0.6516795500235179,0.2569287695822164,0.6199593150459319,-0.030116915102605592,-0.22436545692544785,0.5426640734133983,0.8106417717346752,0.45046356185311365,0.3424852631915701,0.69348508859056,0.6591483452332709,0.15853280913941625,0.6009419663158185,-0.0512355444059666,0.16510707331464664,0.5572975475644781,0.34299016882048566,0.33619560900889406,0.4981603003620691,-0.01098135264147181,0.5452391940463189,0.6639372778722713,0.20905807633163315,-0.023685184359084187,-0.18629692593990368,0.41753320148164574,0.5805801947462905,0.3881864469291934,0.5099988457470391,0.1601951148388528,0.6922665454074105,0.377453256080645
Thal_AV_L,-0.02681636176332516,-0.0460394278126126,0.06845344543488546,-0.14007365290527643,-0.12075743269543118,0.4300790082378121,-0.13904061094153408,-0.09340672618104766,0.20655599962652305,-0.15635272205501544,0.0024821147892080397,0.18981724203359157,-0.1401178081808005,0.5131456092375827,-0.21660908003716348,-0.1619843379036619,0.5020286733647772,-0.0702823607905649,0.07603358756717456,-0.15218162026736154,0.37690329609409146,0.2681274046563714,-0.1963197500812399,1.0,0.10199484870526768,0.10938032710896146,-0.03134531894607237,0.06713121178765888,0.1016581453022077,0.1491627971134586,0.0041330887494110576,0.029439350622299614,0.03952272715790722,0.005193869432859747,0.10980169176878773,-0.20588111454428054,0.0982584343179164,-0.19172157618580554,0.35626655846293165,-0.1504853925539204,0.41167962002136116,0.13232359607990193,0.15843702334480353,0.09657726080870543,0.6247124260265292,-0.10761025242820735,-0.14811663272011674,-0.12508224047612646,-0.06676309486259704,0.001273075520339835,-0.08363759543182817,-0.03190528178703519,-0.020172362188743596,0.019600713675526706,0.01236869883591181,0.19571235211870944,0.24699013517138232,0.13733634134060219,-0.01716474109906884,-0.00472611224453853,0.587549259477879,0.45742299329429575,0.10255285631596339,0.06047920332303054,-0.10569194550165464,0.024873616101679347,0.0340158289569545,0.488483869519885,-0.04705218576583536,-0.17248488593613964,0.13383496699043346,0.03195168469749246,-0.2472248606322331,-0.08661012249255401,0.11047933298103182,-0.22311867195998605,0.02220897034005993,0.018610500230762432,-0.07505591367976033,-0.11244539418761593,0.30126449627297713,-0.3208064688524289,0.07322862239061287,-0.15841873892271757,-0.17438242153140923,0.04894440660132278,0.22002066709438056,-0.005052385684753276,-0.22416100654190807,-0.25652290060397914,0.13706329170311993,-0.27583847136870543,0.18141843472772826,-0.1933222815426696,0.20239493855214016
