,Cerebellum_Crus2_L,Precuneus_R,Frontal_Inf_Orb_2_L,Thal_PuA_R,OFCant_L,Cerebellum_Crus1_R,Lingual_R,Amygdala_R,Thal_MGN_L,Cerebellum_9_L,SupraMarginal_L,Thal_VPL_R,Thal_MGN_R,Thal_IL_R,Cerebellum_7b_L,Temporal_Pole_Mid_R,ACC_pre_L,Temporal_Pole_Sup_R,Red_N_L,Vermis_10,Cuneus_L,Cingulate_Mid_L,Red_N_R,ParaHippocampal_L,Vermis_8,Frontal_Sup_2_R,OFClat_L,SN_pr_L,Putamen_L,Thal_IL_L,Frontal_Mid_2_L,Frontal_Inf_Oper_L,Raphe_D,Insula_L,Frontal_Med_Orb_R,Hippocampus_R,Occipital_Sup_L,N_Acc_L,Temporal_Pole_Sup_L,Postcentral_L,Insula_R,Cerebellum_Crus2_R,Cerebellum_6_L,Cerebellum_10_R,Vermis_1_2,Thal_PuM_L,Thal_LGN_L,Angular_R,Cerebellum_3_L,ACC_sub_R,Heschl_R,Paracentral_Lobule_L,SN_pr_R,Thal_LP_L,Occipital_Inf_R,Caudate_R,Thal_VL_R,Amygdala_L,Heschl_L,Thal_VPL_L,Temporal_Mid_L,SN_pc_L,Rectus_R,Cingulate_Post_L,ACC_sub_L,Cerebellum_7b_R,SN_pc_R,Pallidum_L,ACC_sup_L,Angular_L,Fusiform_R,Putamen_R,VTA_L,Frontal_Med_Orb_L,ACC_pre_R,Olfactory_L,Frontal_Sup_2_L,Precentral_L,Precuneus_L,Frontal_Inf_Tri_L,Thal_PuL_R,Rolandic_Oper_L,Precentral_R,Calcarine_R,OFCpost_L,Thal_PuI_R,Cingulate_Mid_R,Hippocampus_L,Supp_Motor_Area_L,ParaHippocampal_R,OFClat_R,Rectus_L,Olfactory_R,Occipital_Inf_L,Frontal_Sup_Medial_R,Frontal_Inf_Oper_R,Vermis_4_5,Thal_LGN_R,Supp_Motor_Area_R,Thal_Re_L,Vermis_7,Fusiform_L,Frontal_Sup_Medial_L,Thal_AV_R,Vermis_9,Paracentral_Lobule_R,Thal_MDl_L,Cuneus_R,Frontal_Inf_Tri_R,Pallidum_R,Cerebellum_3_R,Temporal_Pole_Mid_L,Thal_VL_L,Postcentral_R,Thal_PuI_L
Red_N_R,0.25442737537001026,0.3051304720568507,0.21428365209340605,0.29701923691967413,0.27483289153041607,0.20671114756920916,0.38383180050604504,0.38357564957506063,0.24374838651077232,0.29337202301551973,-0.03258949639508255,0.39922289531633287,0.23015737858158566,0.419253449549176,0.2551862127177025,0.3518839809740091,0.4177729931553004,0.21957739272967017,0.09835374014223242,0.24956535366979732,0.37731877285409404,0.19775927662118023,1.0,0.41478540573559985,0.28507459608684144,0.36914298369996823,0.23213031886595614,0.4978045633509952,0.3435227341100594,0.07856102625452314,0.18772632729640432,0.14206358897042512,0.36632916398474397,0.211293405069057,0.46983682772797875,0.4561614651228894,0.051884555780775526,0.45323949518529794,0.31111218002734886,0.06281736195905215,0.29024225408959664,0.21810196629725023,0.3272169615063322,0.22748051097881455,0.22047410305736612,0.3044370883235237,0.3093806956942755,-0.08802425180085957,0.34283699905396603,0.26592589551753165,0.07626377481241702,-0.14715194738287338,0.5048604836748928,0.12166145520011022,-0.06939176953710831,0.22039724209485778,0.4932282209260148,0.3575591948301836,0.13020566757612503,0.3276847281536645,0.3796510222126709,0.47084185007706564,0.32261096576668913,0.3029307410395648,0.22969541975829466,0.19879422487393444,0.39711841578363755,0.4167047191091143,0.288132468795627,-0.01953889104265977,0.29080515468074636,0.31209633714839696,0.09646164988398448,0.39721318607138406,0.5100640898489126,0.4700775327408121,0.28641487304943763,0.10123491988435818,0.29394753178845495,0.16901697716917352,0.15898508102518108,0.07384453074639151,0.03412382294082379,0.2261410849551283,0.2555607536975502,0.2710605554206528,0.18936052284407298,0.4397639507789721,0.19917019484991794,0.49587967489893603,0.35337078928282206,0.4273287070822489,0.5225385915936117,0.16380994504137514,0.2739280211269078,0.20237834818352396,0.3764043707309756,0.10446056663385353,0.17849790967974094,0.05231014998981081,0.30474078522447445,0.38453220160564106,0.29627829704093817,0.35004086039656485,0.20662210278346763,-0.02651860830694359,0.08598017285289633,0.1043558032945319,0.2965028632841997,0.2349338747880548,0.3468937548544052,0.367882546096343,0.21439520676112117,0.024605214210404132,0.08425251839112179
ParaHippocampal_L,0.22308032022947408,0.11993827046898427,0.36158538675543606,0.46449034399903977,0.5338440614877534,0.2797016138350376,0.40008621047752896,0.672018530157927,0.7183746161133068,0.4311811551731638,0.19024217099774782,0.47647136847834254,0.3863395423815558,0.4619593991693373,0.18875380507833697,0.508595713364403,0.6556861529686084,0.262881568100505,0.16303694019282208,0.3853919110145707,0.20857155854762777,0.05510704978539566,0.41478540573559985,1.0,0.5067528004299415,0.2463358075015051,0.2205518585289008,0.48923301223738896,0.47036825950140937,0.4165316102505109,0.3540586885670287,0.2131291641784942,0.18244156863872396,0.1993955078762141,0.638440300941291,0.7704357571584118,0.28799509818078706,0.5409982400663014,0.34034270102370084,0.29692689035623354,0.35162309937822983,0.41206603524251917,0.4750291456870607,0.23009986594377954,0.1210088176862525,0.44739767385535045,0.47749724101593133,0.09174237806210596,0.4549721159112868,0.3684518845783302,0.17054568947396456,0.16537834514095662,0.4857574048232623,0.06058935063154806,0.014042881977498686,0.6228052819228365,0.5386624958492107,0.42344353551216607,0.06893232267374345,0.6630233448153844,0.48007225094263817,0.6173830538958666,0.5341230578112911,0.19498108888792678,0.1071403756292233,0.3714567758064347,0.3006776916772538,0.6597447376242953,0.3077145034036809,0.2838242468043797,0.5630494992731748,0.6972824602492546,0.028558939424225323,0.6161803503633951,0.4741516395552997,0.5883661291418522,0.36888679579190065,0.25024759283371334,0.18224536139813097,0.2969040079143892,0.2483695730285948,-0.01660138604110614,-0.28832899838424497,0.2477477334644537,0.3935255373983343,0.28230016650698,-0.00033130555974532263,0.6374869364285123,0.1382854492275703,0.8520153984805557,0.2390277036052949,0.3997464417573999,0.7739901844854904,0.1045357227936494,0.25104359358733636,0.1730681259116803,0.34863366730078726,0.2647074897419504,0.014059086912847997,0.2691804196401912,0.4204889710032334,0.6125866565477511,0.3634259610496724,0.20580552359454546,0.43406355729395035,0.04316270920143244,0.2621699560214896,-0.11161753542318033,0.14907821078168354,0.5943114642396073,0.4615139241978163,0.43575269856183496,0.6976713051470417,-0.3363348880582959,0.4298562663136513
Vermis_8,0.6029041301368794,0.47819321216233956,0.25892965466507545,0.43100117067317756,0.21431711244134904,0.5761544400320332,0.7699386982530999,0.43764410742124227,0.11617236884723135,0.7977387638703453,0.21723788805446723,0.5612036328420809,0.27059613469168803,0.46012332988308335,0.6534278959387151,0.31749799513120297,0.5291529006963067,0.3524982336984097,-0.2647934728521252,0.7549032699295029,0.4176500514903562,0.4156354894856368,0.28507459608684144,0.5067528004299415,1.0,0.34008152518384516,0.43568377796372576,0.39844216785757985,0.34679450409812895,-0.14746848446219998,0.4600144679645777,0.3175839263055405,0.5443832455377167,0.22914571421613705,0.5188484124237238,0.4880838320663835,0.00672764466340574,0.35025475500779313,0.43366201590788434,0.2730427011563235,0.42076690599500044,0.7004013636802354,0.7637291939327542,0.43642958362589074,0.3970612761423268,0.691776409060411,0.350822741326442,-0.14263395414722255,0.5539725751136383,0.19947459269875237,0.35939721208676173,-0.05754352370114914,0.23120747930130833,0.3424852631915701,-0.19838818994351232,0.19442000038624765,0.6445794376465975,0.34134079792922256,0.16948433468583612,0.40723197955973023,0.549066840691668,0.34633155980057284,0.221012541023999,0.6247113883343388,0.13050773990200928,0.7235937173142422,0.09498495526994626,0.430577651789258,0.3774223300552936,0.07184591103968302,0.6273961214343234,0.2808986563710701,-0.07406965337705407,0.4234582017545845,0.505186561429621,0.31107418606127213,0.5242257388425351,0.3935797172557002,0.6667067286026798,0.36479589683613145,0.38673995580360077,0.16110883176522697,-0.08094282245232302,0.6712475378704896,0.18139905789186642,0.25089974006396804,0.3433219708916583,0.5125226110663679,0.23356914298010725,0.4507368720218343,0.2533092465674851,0.4388086162891539,0.42460859972712695,0.13249809437451732,0.46415427660179964,0.24670010117634764,0.6312394071892,-0.17756714159138995,0.1326936305056989,-0.1847983115978286,0.6384877416238959,0.44948765250073996,0.43794637108133944,0.48642842866775127,0.9201332645944116,0.14267617077515915,0.10382194677235311,-0.09324634247642387,0.27468478149430037,0.04982430849423813,0.45101391067936275,0.37332839392440775,0.1479226876317056,-0.12677423610355473,0.2975924637652707
Frontal_Sup_2_R,0.6360637565241967,0.6978613550586261,0.5734054780312479,0.09172193210638907,0.4329789765589265,0.6098420556214775,0.5379764782057351,0.11761135012356039,0.12840397396260755,0.5888435014556079,0.10893211284595364,0.37103969336606923,0.009490858206208366,0.3324786393292006,0.6885689874808869,0.5888784629198481,0.6034607787522469,0.5568890816553752,-0.06722151564240307,0.5177923687781246,0.46983591269892855,0.7120149782762176,0.36914298369996823,0.2463358075015051,0.34008152518384516,1.0,0.7036598334870894,0.30517880595117036,0.2856960262578788,-0.16168692580291374,0.6087421309715424,0.6177715253576905,0.2754270606525593,0.5508873322554924,0.5395066755950271,0.37710916565805325,-0.24114423181176783,0.343351994766693,0.6239091508971799,0.30106840110978067,0.6097796566660102,0.506605141431144,0.5744309699026534,0.3406712050546596,0.6214337333644673,0.5036300891777081,0.29859235974383147,-0.22112815783709494,0.5109199814951716,0.48963203321906773,0.4299081853072993,-0.19730177800591922,0.3871061984368446,0.5227146972523802,-0.0025425156942919863,0.43958928541849235,0.36782038757480107,0.3356556423386488,0.524619290935533,0.2541597153707573,0.6377410118630018,0.42269833812027185,0.3859061345824776,0.7242293436408588,0.4087867514845246,0.5258465752984701,0.4226086194407023,0.35123419685115015,0.645229093087261,-0.3005909796276622,0.6120452751843344,0.15666050216182634,-0.036613236813119295,0.6287474746660978,0.7719220110366234,0.4936032410955785,0.7328775354118394,0.432330893319242,0.6691069319120895,0.6418293802570976,0.43652164352051726,0.5284054345496821,0.5398344548037061,0.5923410974886173,0.39795694345147087,0.28852430928138184,0.6978897482429556,0.5729379021511277,0.7495209428687901,0.4299076565639715,0.5422222501044056,0.6100131430466605,0.35537266018127944,0.43126426214417396,0.8991861834430812,0.5579949389621073,0.659021224863394,0.05680832813839108,0.7483546275502516,-0.050493980397477156,0.2448056580767582,0.6683158627538613,0.8846866267033892,0.6174046144505793,0.4001242866140842,-0.04780773798138911,0.11602084531570583,0.2640322923771728,0.8229761489657322,0.053519117506578076,0.5971833878126306,0.6416581646663406,0.04497318148147459,0.4709277669202315,0.13958171433040342
OFClat_L,0.6086509402131567,0.5978678839522958,0.7638073270519742,0.033830167356527135,0.49122417704006593,0.5924399392074521,0.5095964403522465,0.0253726435841262,0.025132778554918408,0.6822159714366152,0.1452510069849322,0.209726701370942,0.24836543691298912,0.19822429333089786,0.7217670050610773,0.6325837278769427,0.5599553923113457,0.6981844941706775,-0.26851039168594687,0.5455869367471462,0.49952870536936933,0.798484402438181,0.23213031886595614,0.2205518585289008,0.43568377796372576,0.7036598334870894,1.0,0.38671526607267337,0.2413717056396256,-0.33083201530822354,0.6968055559296478,0.8278906787618635,0.36501412707815095,0.6571966521802994,0.5974248237525848,0.2455669983589416,-0.24506806206200632,0.4240670444916317,0.8130963625237835,0.37274595113963477,0.7304901093241462,0.5413246727070011,0.6588083086275779,0.4817403208464563,0.5747195744147232,0.5713365255423195,0.21535077138764783,-0.2055387537929004,0.29489476322045544,0.3779606561249173,0.6076130771722669,-0.17918422591826352,0.34769681521843465,0.69348508859056,-0.11875612239318721,0.37102878323293004,0.2892165314475804,0.2679550881802702,0.645414143776351,0.11852591431586418,0.8008690492875761,0.3569062702770345,0.30137462766400064,0.7478599445364928,0.5108049321942374,0.5662476021645614,0.37133952890232164,0.498003541948194,0.7956191045187909,-0.1374402622183304,0.5831200958493646,0.12159022554593772,-0.07839488000363201,0.683678920497246,0.6296800578486207,0.5958971704854722,0.7035100583300166,0.6447409375671537,0.6451498988436434,0.7877393407557319,0.49897084496251604,0.6949796320788734,0.5138859016452522,0.5827665640136737,0.3528080803112106,0.31142518376377404,0.7738521995602153,0.5936787056206653,0.6136224110883072,0.34384394009086644,0.49795506078493473,0.7247207910068593,0.149867406413726,0.26701516054057367,0.7446187139914452,0.5819469633291349,0.5746418346818073,-0.16147668759423847,0.5196322998673237,-0.18345974722373287,0.32437524527715417,0.5436777727926001,0.7852781335601587,0.5059593021983412,0.5465749468867868,-0.07503155832546647,0.088220817928729,0.019415898194533886,0.7475817055029713,-0.06687725514361893,0.471086848706632,0.7963949033680514,-0.10756536448642555,0.40719447304846845,0.1707618884143294
SN_pr_L,0.2824525023456828,0.1769247813723547,0.2846649162171898,0.30659814362384197,0.25050691366091077,0.1607826188347746,0.27723115399252196,0.2649452708903975,0.14297454103256524,0.39325730962741784,-0.005247018612974185,0.2937223165856608,0.3263976297002056,0.30663097974387876,0.3586555036959898,0.42514754638600594,0.4561610066785512,0.2314774562881081,-0.24420063551773258,0.2194906061268205,0.3207357114104036,0.2442234530708245,0.4978045633509952,0.48923301223738896,0.39844216785757985,0.30517880595117036,0.38671526607267337,1.0,0.4775315402950491,-0.1960817565866857,0.3456805646235184,0.3099438532631233,0.4310982318302793,0.3305246874951274,0.5736243587315754,0.42464069035719526,-0.06083888456312444,0.6369148538793863,0.43544405303479267,0.12858106500106453,0.3283484213789341,0.3345345931282252,0.39375154026696113,0.2156507207240833,0.34000309215270635,0.47298209649487455,0.3048819011991858,-0.19259740251243337,0.2683834762342947,0.1802121693278432,0.21412364988444313,-0.05309254260821883,0.6698227612003013,0.23517489880731265,-0.2460699277245837,0.22678996844194366,0.36546012681679374,0.4587819942367702,0.28415446270541816,0.29237840225207484,0.42792170929344187,0.6149240364793311,0.32179493472968856,0.37024827623942436,0.25793246652913027,0.38722477763968155,0.2778637984992954,0.5694468718688154,0.46254539890876684,-0.11299761687247709,0.3078147871514601,0.288407996543886,0.3287763162424337,0.5275151453147596,0.4217598605513335,0.6041704034211965,0.35704987568328883,0.20734196874796781,0.23487526355540292,0.33659355434964233,0.35796771410875117,0.20733443775487354,-0.041337332127487914,0.19402404653062227,0.27971562375376763,0.3483898341850005,0.20012079611384176,0.4802030399065281,0.08304666661965775,0.5993819749972531,0.1865238371195046,0.613618339470707,0.5015671981245993,0.07230228166446584,0.2449329407906204,0.1970460209870332,0.34214099847842805,-0.22842808637593043,0.08251733091024069,-0.09885367073622665,0.3055909009895481,0.3481254198780655,0.35948284662372265,0.34833540386958434,0.3152252042828971,-0.027030209343709845,-0.02700409068370457,-0.20852912767880544,0.2283535949799494,0.0850650425891809,0.41604347401927405,0.5157304461850825,0.03896956151284423,-0.08855775202049898,0.27556900226373277
Putamen_L,0.22900021083235533,0.20531030431232983,0.3432044231298448,0.4385348077179255,0.30456725645028465,0.14443561283885775,0.3292066627508921,0.520988953877705,0.3960868171749742,0.3627439706850079,0.08581719284562428,0.3245786508325278,0.3122593319041956,0.28212199214281336,0.20569530990610246,0.31091560693369225,0.547512010422453,0.26402641512836206,0.08445312813887661,0.3360198938156488,0.36362721178397067,0.17796482531241223,0.3435227341100594,0.47036825950140937,0.34679450409812895,0.2856960262578788,0.2413717056396256,0.4775315402950491,1.0,0.22989373336779803,0.129113951494683,0.13030310941437892,0.3444657418721422,0.4407195761929247,0.5319634334736388,0.6092423713355212,0.32715587043341293,0.4295002545823809,0.4181084575473297,-0.05800480651398492,0.32405076318386405,0.1295815550155329,0.36944403773067774,0.23168614339071364,0.12054951054959981,0.2615430098221596,0.0067541772985323925,-0.12055192909807495,0.32608252374849106,0.4173291418140578,-0.06672923665661021,0.1872751670648302,0.32297506362181577,0.19408218292270593,0.05737787352317126,0.45111688889673507,0.45394293039729744,0.4567911155023271,0.25326179485166495,0.4182072804909656,0.3166654446501777,0.5033377789795312,0.4873583224332349,0.22714673414743838,0.40964818301177247,0.20127903614645726,0.25453566201208944,0.3462802131820064,0.2474002843093489,0.10914894821236094,0.3291071136815342,0.5058211569996909,-0.0642581294021329,0.4982478851297357,0.5094666311259396,0.49588315647757525,0.1961879460732823,0.04730932135455348,0.21956719553176987,0.12904308197131142,0.17494605467641866,0.15502241433578015,0.028823298060842915,0.17390013278821834,0.46502235838230266,0.37700446087550665,0.19285112543096705,0.5530003828198276,0.11710469660051068,0.5838181842039082,0.36477387556667,0.4148344902103243,0.5815280979639627,0.07834195757035554,0.1709611761990061,0.23945403757477557,0.3228762486491969,0.28822688714312744,-0.005038236951983144,0.20059730416705887,0.35897915460180546,0.44657824218344905,0.24365995298027354,0.2608888286885613,0.2954880567791777,-0.22615035528367725,0.35002851622155323,0.2340701442798393,0.2597462902306193,0.5066718357415487,0.31980107175647216,0.3907414820263,0.43354593456151164,0.13179976679925987,0.06920291152891299
Thal_IL_L,-0.23120279315333386,-0.18061786018963258,0.1251490674490057,0.14447895184608642,0.38897801615439476,0.015109913202577301,-0.10243448567955982,0.382437444185541,0.6758802190661146,-0.1392624235352711,0.19518257136424444,0.04078713598242571,0.10965895948017562,0.09485260317313002,-0.3833023046598642,0.17287467643169807,0.15421852196660657,-0.060918068564467465,0.7610280248392917,-0.07282309200018483,0.03426600021902938,-0.33512338609953785,0.07856102625452314,0.4165316102505109,-0.14746848446219998,-0.16168692580291374,-0.33083201530822354,-0.1960817565866857,0.22989373336779803,1.0,-0.20889415032048017,-0.1124683437478467,-0.4088499174744887,0.007433691804679849,-0.00581573526667673,0.37011906482095275,0.5898983551595622,-0.08899810362970587,-0.1518454585682521,0.05371845183735814,-0.021889316054115003,-0.05612727696748542,-0.09280669302414968,0.05220497638512866,-0.3885145416384619,-0.26630656668577135,0.14851750235945443,0.40520719122467846,0.1057677352529182,0.30770303253169184,-0.13592686969489118,0.21534677354698176,0.16781156333473515,-0.2997292837257632,0.4496330105228695,0.5082533424841192,0.11109178804714674,0.10030404968728068,-0.10042759692511732,0.2605437658799164,-0.1242149223464704,0.2106569199692592,0.3166764098618091,-0.38571656842172525,0.11236358322534958,-0.20167329103745982,0.202691292215873,-0.016584459516809574,-0.18812771638100345,0.42522835279493393,0.16244450922840215,0.5007835395469394,-0.07961937507498924,0.0438903901827876,0.04247052080370028,0.17560177413805683,-0.229823105618124,-0.09019605678285504,-0.28738385932407134,-0.14887999998870285,-0.1651344863109264,-0.18510294704150537,-0.18583518206023394,-0.1584822952210926,0.40477432442723443,-0.0579971838932218,-0.30027757021076235,0.19857620122375358,0.010809091321256094,0.3674943773816349,0.13105955413662684,-0.2584513203600471,0.43443251806051275,0.001804039374887077,-0.24740686999275074,0.08583626705233052,-0.2548849813930951,0.6859182531413711,-0.05056212288318963,0.7147994892157657,0.18754734513065116,0.2250269548223811,-0.15450209835331355,-0.29863597982157586,-0.1643437405805581,-0.10643517875017997,0.481475987531365,0.2924404875165068,-0.11981540780309756,0.7040093130722265,-0.0691553622315403,-0.12535606831971266,0.7874423923434154,-0.10679399726697633,0.054966356022600284
Frontal_Mid_2_L,0.3576442545105917,0.5509251606666447,0.628213135419927,0.09691832301134258,0.5149862213219011,0.5165112230290528,0.41516366301971136,0.09087161083492404,0.032726335175773925,0.5782467351715032,0.5511245862508353,0.3481545478784821,0.06743617683549939,0.3040319975425865,0.5239435489794202,0.5116340167517369,0.6110034086541725,0.5021483286195932,-0.3424253483872024,0.4411155019115492,0.47470008898016197,0.6563812218972508,0.18772632729640432,0.3540586885670287,0.4600144679645777,0.6087421309715424,0.6968055559296478,0.3456805646235184,0.129113951494683,-0.20889415032048017,1.0,0.8102434089730878,0.3700454332890319,0.49760683304614606,0.5025180020266182,0.3186038816529069,-0.040102606946087145,0.29507991388381677,0.5897575824366741,0.7317967772890808,0.5373600163632452,0.592621224576958,0.5299675191634082,0.30352122851212915,0.6660771497888074,0.5905847122151207,0.46797713493901666,-0.1424163948328167,0.40016082301175604,0.360558518105868,0.6357754142317465,-0.09127186603655918,0.2871615977639338,0.5503319494183784,-0.23457845818183912,0.32793004637847123,0.30851804249141235,0.23051496901072532,0.4530025820155631,0.1589130278663672,0.723963594290146,0.22042211966586586,0.15677856430763418,0.6796118380981558,0.3431605094591749,0.6007920885479626,0.16198538142966035,0.43617558726489475,0.7124403980307382,0.08823598966507147,0.5484380723283686,0.15078567396704162,-0.029909079393390776,0.5586487117188591,0.5614596516848968,0.41044888560667336,0.9194244231335726,0.8335615541210564,0.5942687142653422,0.9126000715142242,0.483741497634404,0.5065633622028969,0.10408011955488589,0.5342115855505712,0.27368272774382374,0.08918700836580518,0.5608301393576587,0.4416134868306904,0.6222309988690159,0.33757998563105324,0.3388916856643234,0.44034966784401336,0.2073543032364111,0.18593472141176706,0.735813485396647,0.38137901223515,0.5474821546963867,-0.2674564812701427,0.5199172182157099,-0.17083102011585505,0.2287763737266324,0.5038229449999039,0.8136163754672102,0.49192028443284597,0.532307460354516,-0.0659640153615548,-0.07475999816958223,-0.08872696818895215,0.5761732571350856,-0.0659189109339161,0.46991209842314896,0.4535968812338535,-0.027193771517553946,0.015270624021664944,0.31534584729446424
Frontal_Inf_Oper_L,0.41670235487640195,0.6020739633570625,0.7961591479965222,-0.016018899194142573,0.648629884556533,0.65394899585253,0.3717154527914491,-0.02954495989641757,0.0818176357223536,0.5995030500761834,0.4939149125867736,0.1256447999505719,0.11714488072309122,0.18351702524684815,0.54660531383636,0.6714018497038332,0.5105511837058103,0.6520887841809097,-0.05553780887765473,0.4662903939927753,0.5913144880620597,0.7784809930978227,0.14206358897042512,0.2131291641784942,0.3175839263055405,0.6177715253576905,0.8278906787618635,0.3099438532631233,0.13030310941437892,-0.1124683437478467,0.8102434089730878,1.0,0.20091792948884218,0.7121318178830054,0.4546695145744272,0.2260747182486086,-0.032883588138809,0.2521191563127158,0.7218879289671137,0.6361255302313815,0.6700361096443808,0.6084636141243611,0.5447274913264161,0.4555103795158598,0.589050520606287,0.4660986017171655,0.38081636953948456,-0.009698853997893607,0.3139081019334772,0.4230986392193332,0.7534523979510547,-0.12294292820400854,0.39911284249947393,0.6753314508015162,-0.011606119653962977,0.44655969786244676,0.17092649088355485,0.26014301269800244,0.6905613158034107,0.0469649277339923,0.7221385909254314,0.28313186730069295,0.24304326565768303,0.6832324594185455,0.5223221300910321,0.574106477578586,0.35054179259794316,0.35462448710901023,0.807044184958796,0.04015029095728468,0.6361255760752754,0.1519180782429082,-0.07365602992819674,0.5603130839368463,0.5640546973477057,0.5185927398626434,0.7396474363982805,0.8525673466246406,0.5732882238253674,0.9100547828205305,0.5589276675084465,0.7379723500425345,0.4298529402330192,0.5824789382071038,0.4769849445116095,0.13596879402709794,0.7452369743208945,0.5232097721406973,0.6843554611307693,0.3185137350510366,0.4761399721724476,0.5043812556072088,0.19269782154532628,0.22033053214336357,0.6923283165716972,0.6888424561690164,0.413327508222041,-0.1592056993294436,0.622518445204356,0.019717043936692793,0.2580611842547969,0.5080358087987531,0.7828067553086707,0.38418681722658005,0.46870787178169243,-0.12121391456439774,0.1545398369609401,0.06466555147494434,0.7299788340069242,0.0018519095974569191,0.40066931765111485,0.5710870670325928,-0.014619574013708772,0.3551008604976774,0.2060376176040933
Raphe_D,0.25536067673322416,0.33967330864737233,0.11950401418268825,0.31221417541814545,0.06232126328437966,0.16750768945558459,0.41746980978736964,0.26621427229366523,-0.2246605999873019,0.4106057360672731,0.05725530237045898,0.5285333909025022,0.1879254250118342,0.4786955562296471,0.39210080926896046,0.15059110689022828,0.3055742212149025,0.26279488000727214,-0.4246560582586465,0.4039720702253814,0.25740703265756126,0.31175140548591096,0.36632916398474397,0.18244156863872396,0.5443832455377167,0.2754270606525593,0.36501412707815095,0.4310982318302793,0.3444657418721422,-0.4088499174744887,0.3700454332890319,0.20091792948884218,1.0,0.2218252367033969,0.4830979443792408,0.35200108049498524,-0.07607448102535927,0.2768839796109413,0.3301571030613487,0.05226587449870942,0.27123581152658727,0.2710365392994133,0.40799270768156026,0.16450736937505822,0.5026572599573552,0.4847286142228232,0.09490345329339235,-0.27947552857805247,0.3082037507571406,0.12718301688385025,0.17087779062053568,-0.08449997755676568,0.005544540487937917,0.2622382824267192,-0.23179362243545662,-0.02039735674788098,0.5478768395383214,0.31479295483832015,0.15476995089476983,0.12379402793117497,0.3570059888701171,0.06781709244244868,0.16799786217389057,0.472661544266145,0.15612649352452204,0.3981481222709515,-0.12710758639502534,0.2593044573221065,0.2990227692688821,-0.09786275469754836,0.24275842958016713,0.1362302679052444,0.05086142827349041,0.28903530652932025,0.3957207457593892,0.22925523642625673,0.41048499652980647,0.19414126690524727,0.44090281548793836,0.3015940465894515,0.3015237899267392,0.1580903979092226,-0.03354898044108052,0.3185749883701779,0.03106935081188043,0.3264292947819846,0.28304294475450087,0.3461518767644601,0.11231874340901689,0.22490465551076957,0.1811822683331785,0.43832078427933163,0.17946755831805344,-0.03389497320423096,0.34323307220548055,0.09403327678587196,0.5242874703108437,-0.3739424869242783,0.014289018036008955,-0.32472058964924777,0.14520505017795995,0.23184171173870907,0.31930313331927634,0.3810370970625429,0.4721095594376411,-0.004952894715202503,0.0005650240865482182,-0.04744984571672949,0.30733709595678854,-0.011767794378852024,0.3549598059305974,0.2803654082706257,-0.14345925327701747,-0.01452353062678248,0.14773345587231576
Insula_L,0.3358916554753789,0.5548375544445422,0.7675612793630646,0.09761282549335193,0.6016861205569523,0.5452644614394326,0.4142283422485288,0.09992575909030005,0.13584987473156068,0.5625312806766868,0.3999400356308565,0.18114905778251555,0.10160599932852747,0.15804781382064667,0.42655185541044294,0.6374475520999235,0.5907195692089132,0.8046631294959994,0.04032469691212811,0.5210895725477915,0.5394417801888016,0.7389718562319397,0.211293405069057,0.1993955078762141,0.22914571421613705,0.5508873322554924,0.6571966521802994,0.3305246874951274,0.4407195761929247,0.007433691804679849,0.49760683304614606,0.7121318178830054,0.2218252367033969,1.0,0.4667767116366298,0.41001710173687217,0.009046147616612748,0.19327210661588917,0.8306918324937728,0.4636714177315297,0.8024957436625997,0.39045695975901484,0.5564239778308053,0.42361189413936473,0.44974569788021185,0.46054839577684403,0.21367092614452313,-0.05487982145363224,0.2565918250835034,0.5850740756492898,0.6835192610240712,-0.12347472309056849,0.3261483473782055,0.6516795500235179,-0.029969784354607634,0.5638702785926147,0.30323486592137705,0.4591499165833442,0.8575172039718225,0.002165467604253604,0.5584963585757652,0.32784736529623426,0.3676367194436609,0.5830168552962988,0.6709931682647912,0.3878801309707542,0.30127732958803205,0.19699884694325778,0.7547839406168119,-0.0061983762176784606,0.5538367896022929,0.24302287342195278,-0.009668734897551944,0.5433012775903181,0.6169437156276522,0.5400146613411696,0.5037519774169991,0.6108200840012307,0.47963406403178094,0.6120527253230794,0.6169480397802953,0.8753498214781842,0.6050102650275244,0.5141144288918522,0.7425421909109182,0.1721986127518876,0.763810824721603,0.6671451742750596,0.5277299466296083,0.387349843870907,0.647589418642579,0.49829718258450817,0.26609130683516835,0.0517160545464293,0.47893444456141504,0.7827214481213146,0.2751239849896662,0.025432182845520915,0.45721309632174467,0.10164370617990869,0.25662372016091606,0.3770678086574803,0.5377033097277989,0.4060180383335152,0.40471747833030225,-0.21477784654364512,0.3176765701276549,0.2556842161497746,0.6662363871236038,0.21491289394691626,0.3161981000256742,0.5135291497252468,0.051763097519490826,0.614545020069054,0.09763300176080345
