,ACC_sup_R,Frontal_Inf_Orb_2_L,Vermis_9,Cerebellum_10_R,Thal_PuA_R,Parietal_Sup_R,Thal_MGN_L,Parietal_Sup_L,Cuneus_L,OFCmed_R,VTA_R,Postcentral_L,Cerebellum_10_L,Frontal_Inf_Tri_R,Occipital_Mid_R,OFCmed_L,Fusiform_L,ACC_sup_L,Putamen_R,OFCant_L,Temporal_Sup_L,Supp_Motor_Area_R,Thal_MDm_R,Thal_VA_L,Temporal_Sup_R,OFCpost_L,Parietal_Inf_L,Cingulate_Post_R,Thal_MGN_R,Thal_Re_L,Vermis_7,Heschl_R,Caudate_L,Thal_AV_L,Fusiform_R,Cerebellum_8_R,Thal_MDl_L,N_Acc_R,Cerebellum_3_R,Frontal_Inf_Tri_L,ACC_sub_L,Cerebellum_7b_R,Thal_VPL_L,Temporal_Mid_L,ParaHippocampal_R,Cerebellum_3_L,Precentral_L,Temporal_Pole_Mid_L,Thal_PuA_L,Occipital_Sup_L,Insula_L,Hippocampus_L,Supp_Motor_Area_L,Postcentral_R,Cerebellum_6_R,ACC_pre_L,Parietal_Inf_R,Frontal_Inf_Oper_R,OFClat_L,ParaHippocampal_L,Precuneus_R,Angular_L,Frontal_Sup_Medial_L,Temporal_Inf_R,Rolandic_Oper_L
ACC_sup_R,1.0,0.7221603365274465,0.4022424711518793,0.3262699261920538,0.3051723117231991,0.0929683088186484,0.22836158186669192,0.1616259912244842,0.3711239805791043,0.33000047557644435,0.24343224763438706,0.35570674238574856,0.406924927785047,0.586070119563249,0.08191374301258657,0.45401544431370083,0.33678512962775864,0.7238296746563302,0.3274915150692609,0.6243092122897106,0.630704153904462,0.33020452902809877,0.31644967356615744,0.08597698548639031,0.6917051560770089,0.7176042808256149,0.07898997221865924,0.5273233894450696,0.2055476466962629,0.0518734575186537,0.206664717193668,0.5272518918485165,0.1726531305652918,0.14274055996609755,0.5117115529246133,0.4304289986255314,0.2290850597180242,0.49260832667099674,0.2888637772536336,0.49004261253829356,0.596427093132649,0.35119075679416284,0.021395626804240047,0.5545878413531283,0.39496056281726005,0.24816511424435928,0.5020165792079379,0.4210849667438024,0.32920866527940407,0.027314600431785904,0.7918789812501379,0.6879235631938226,0.4262339063892491,0.36373532914467116,0.49617130423487826,0.6505121524065383,-0.11786172151214373,0.733983606805485,0.543374769777449,0.3249973520708612,0.4519434967550759,0.07114427620552376,0.4704159230482968,0.3514105867690356,0.6307358428125694
Frontal_Inf_Orb_2_L,0.7221603365274465,1.0,0.3819459264471276,0.44106943482595923,0.06810186029671025,-0.006529969545102224,0.273765826443057,0.1798422459224126,0.44192222857558466,0.29951398443015964,0.25850312451840496,0.47569712366730255,0.4946098566358807,0.6582329712212694,0.13426861718953478,0.36269710957353263,0.48886518690740155,0.7769878548191517,0.2515986062489523,0.6888714522724044,0.7213188838708552,0.482619617898484,0.22310045930897537,0.22279775139464975,0.6662730478627913,0.7485540130819981,0.024748710783887202,0.5613866075400145,0.19142852899362958,0.19071570362241824,0.28823877566951195,0.5646893411310006,0.3649172504260188,0.06845344543488546,0.6048686119056254,0.49613611929939067,0.2747960126179726,0.45377984408562005,0.3140346864879911,0.7305305225811304,0.6203071412487913,0.41323626632459015,0.0918110917381259,0.6698159385178849,0.49575730436962473,0.25672127145727536,0.6521238643271382,0.6407558536244309,0.3607314650554877,-0.011429696435659952,0.7675612793630646,0.663816945672061,0.5699307807840094,0.33602266849519274,0.547616786503398,0.6515851675690902,-0.1465550573431601,0.6970047182676731,0.7638073270519742,0.36158538675543606,0.4171456072291385,0.10237456323671362,0.6403441946895726,0.3864256171492674,0.6639923476615665
Vermis_9,0.4022424711518793,0.3819459264471276,1.0,0.5888896311855308,0.30258909988003435,-0.0033034533805073665,0.07529210230787053,0.08383806126336145,0.4994353095226195,0.37513799873816633,0.6085413428736277,0.41369293727297,0.4596644811130529,0.3725204757797386,-0.08356907668627847,0.3374997735733182,0.4482814007369333,0.5116837866919163,0.24036505878197448,0.30024938120687406,0.5852964879234025,0.25288829908789257,0.47542088803470056,-0.050244375098258465,0.5014310284186503,0.2682565121599216,0.042584225398921295,0.6665901682403319,0.25077846779009644,-0.1305891065288893,0.6465287822219145,0.547441227748753,0.2244786504213968,0.0041330887494110576,0.6877085247190006,0.8364776089607834,0.18678975207530407,0.573476975361616,0.38788330145844413,0.4972095691841378,0.25815050244348603,0.7517464029332898,0.3276897298612871,0.6184996449794048,0.39791471491676883,0.5023376911438375,0.5557173647086273,0.4497934592182163,0.5209684452802583,-0.0017619495624815011,0.40471747833030225,0.5637659863069133,0.3698924589229607,0.07822488100125925,0.8770382541544729,0.544411079931713,-0.03609018421884455,0.3996697968431714,0.5465749468867868,0.43406355729395035,0.5705547500855289,0.08961421092479836,0.5143526299848669,0.44498563709752137,0.38539026331474774
Cerebellum_10_R,0.3262699261920538,0.44106943482595923,0.5888896311855308,1.0,0.02213388507603374,-0.05425518082673172,0.0037996529907649242,0.272062275797481,0.595237200794893,0.22035287369111348,0.3585044610414592,0.32441730587485607,0.5996629772978257,0.39561467546846407,-0.02385200698055032,0.2197830598653343,0.36808044927448047,0.48459321508637937,0.17126543942827552,0.3941826719544009,0.5704368969116446,0.39598961761926027,0.14423390786290696,0.11345741257713865,0.5651396733867421,0.35704523295306234,0.045758037175690706,0.5945311189526158,0.41508152491807987,0.21801387759407848,0.5579345275715729,0.4148956612186861,0.4178789047694163,0.019600713675526706,0.5841575749740003,0.5440736556868893,0.2988810211922774,0.3540536917981544,0.19754578581674317,0.4076537799714449,0.4539480145674592,0.42112434693561507,0.210261489214848,0.5386548180320998,0.258139035956448,0.2477408738959147,0.5026623568314071,0.5394603435978127,0.3628581013253159,0.1682409048418147,0.42361189413936473,0.5077639716466418,0.4114930915939529,0.3471427964353408,0.7046912629949232,0.34971744034073077,0.04601494039065347,0.5458144621177545,0.4817403208464563,0.23009986594377954,0.5536018522110939,0.11051295308419234,0.3239854573077398,0.23595302560318787,0.4435627890758213
Thal_PuA_R,0.3051723117231991,0.06810186029671025,0.30258909988003435,0.02213388507603374,1.0,0.055693706412512235,0.40623405379682304,-0.0036738423044512304,0.059295149532733266,0.3893526885119222,0.16985478759862577,-0.08203726880332703,0.20482520737769652,0.14657965445408586,0.10180280541725241,0.18844756169110632,0.3829529003427043,0.058171926649610774,0.49398848983282856,0.17616777858392912,0.03218732626959531,-0.26126159692254713,0.48260354959126994,0.1931034233883223,-0.00631838442185209,0.16143411833686108,-0.004483676889689064,0.12579720820025092,0.3305274391005375,0.03352457400221865,0.161156671473063,-0.01711660216294582,0.21234129446246003,0.24699013517138232,0.3122308480250259,0.1766707270441369,0.2187397534326594,0.2996977540069143,0.45816252008163627,0.021937829675691887,0.16374657015286664,0.2557803296383738,0.3546808348384708,0.27887422392754946,0.40594228042178576,0.3864511232166506,-0.03503201109973565,0.15119208544981402,0.1792580270761953,0.22043089802831575,0.09761282549335193,0.4284440569944517,-0.16431337331901533,-0.2512042865887224,0.21266160430285408,0.33277205958945366,-0.1534865253596536,0.0859011358563963,0.033830167356527135,0.46449034399903977,0.09002593236275369,0.08575087605043706,0.0979581280532502,0.49292897351654463,-0.09689976104531257
Parietal_Sup_R,0.0929683088186484,-0.006529969545102224,-0.0033034533805073665,-0.05425518082673172,0.055693706412512235,1.0,0.21911526284266142,-0.05767069295732535,0.02602423866655369,0.15981759563664844,0.04645477425692898,-0.03333612001734405,0.057098066146645,0.025772566870582887,0.07939689349808636,0.03066853705307206,0.1428467164512054,0.07913837843060803,0.12810160975711077,0.12783865439768313,0.03065245529355296,-0.07134287869682046,0.1023149573502638,-0.060533354192924396,-0.033828325732580815,-0.06617145475878469,-0.03645499895220014,0.004926210381054504,0.07363212242578952,-0.08222655376278228,-0.03506716149346881,0.013538894221452703,0.08559819497124845,0.10199484870526768,-0.03656883290708017,0.05638246177462487,-0.0036580509214681318,0.10424263327946336,0.0801864064870815,0.02524460176520548,-0.010201971737428855,0.05782516171435623,0.2298566140875788,0.16963850625870253,0.01968683170498313,-0.00999225542207507,0.015865157653231158,0.11899973534202957,-0.004029321413083374,-0.06347206616322759,0.06221661665092154,0.015387036832142865,0.04815159162222842,-0.020343172916464616,0.016027912775646788,0.0007809235400903557,0.18720388221661347,-0.04912003831165982,0.0664309663074465,0.09337943608846079,0.010088413260069842,0.030427983239789715,0.0726018039931356,0.10958474370384405,0.07704418093317318
Thal_MGN_L,0.22836158186669192,0.273765826443057,0.07529210230787053,0.0037996529907649242,0.40623405379682304,0.21911526284266142,1.0,0.14157993935545302,0.0785940438295196,0.36471975013109426,-0.03312596450356382,0.06577274646034362,0.2041827680217751,0.09230030217385116,0.4162564575543107,0.023714615942079652,0.5417072811863741,0.07595481190630689,0.6004914072592675,0.47646203345175747,0.01876386605081872,-0.011174810090470897,0.27350327029968835,0.6021806900289054,0.04019472372417998,0.3836826949899107,0.08255322085463429,-0.07557839613720663,0.24455373253260015,0.4100772741050567,0.27139965317794795,-0.0053395699039149,0.5137635959688029,0.4300790082378121,0.36141420288226556,0.05883589727029852,0.28363616794861135,0.19432842501778594,0.3210917232823385,0.0541665880605353,0.02267587913120642,0.10564320889475307,0.5788068813852388,0.2624776425808675,0.6472309252478863,0.3061993632305485,0.0012187795442620583,0.2907742888912757,0.06773775582699833,0.31244753226335575,0.13584987473156068,0.4509092660755961,0.08393427517868741,-0.19877530336965352,0.16319059385290427,0.3988795439088154,-0.06264932569301157,0.14144060986761392,0.025132778554918408,0.7183746161133068,-0.034823128394659224,0.23178426105563824,0.15945602451144392,0.4980864106178987,-0.06523986601425887
Parietal_Sup_L,0.1616259912244842,0.1798422459224126,0.08383806126336145,0.272062275797481,-0.0036738423044512304,-0.05767069295732535,0.14157993935545302,1.0,0.17606988307302388,-0.26521099923962016,0.10475499907979464,0.3376745013568259,0.13356735343155432,0.1428666978686016,0.16052770349896836,-0.1803466619751972,0.08827935207342799,0.16140166130316758,0.238168009863789,0.4035563812569217,0.1271511261524577,0.11718112929088347,-0.05688549535920539,0.2041929039224392,0.11009741765674078,0.1319442565377619,0.30467580661596827,0.03182003281744844,0.274387021946841,0.14049187234979024,0.03359210312864251,0.17878554615125666,0.2860746704861662,-0.020172362188743596,0.1908283784735966,0.07821746642979584,0.09490622797009801,0.10675920525083772,0.02420395875156884,0.28505970099894345,0.14714508978940333,-0.01938026697803125,0.0818736620206746,0.16514627282766958,0.0624685645124963,-0.031183387921741464,0.35597246567350366,0.01360567907464055,0.18821944774982827,0.31886500849770805,0.08279305720156527,0.11112935075375534,0.20168255380673755,-0.07471475570933422,0.0967005013220726,0.2229991875533847,0.1379151853327689,0.21374285866200388,0.0887707128476543,0.2558749021760897,0.12467305721986968,0.40124791180043595,0.15117169098166355,0.2142825053757359,0.062622972445884
Cuneus_L,0.3711239805791043,0.44192222857558466,0.4994353095226195,0.595237200794893,0.059295149532733266,0.02602423866655369,0.0785940438295196,0.17606988307302388,1.0,0.24860481887762112,0.5099227619420944,0.42253200431684307,0.4830648039236499,0.4850936427076685,0.1672005865611256,0.16687006168111782,0.46893305852653433,0.5328082948814384,0.1677728983719987,0.48006191520665353,0.5994338181208837,0.47291567660288875,0.34768879229652017,-0.07547601134786713,0.5301664267160552,0.4149172645607067,0.08615361889259467,0.6900512540350076,0.1880177724385116,0.11251960952031263,0.6044534231196919,0.4195725557655722,0.14432165645488565,-0.0014011339118508055,0.5614992144999882,0.5780587189050271,0.20984301837466207,0.554458341848346,0.302999833133189,0.47037237639296764,0.39754119286853623,0.4969838998491637,0.21023743478340473,0.5468560106905138,0.3375732101779272,0.3800144113673825,0.599368748358166,0.39775800757539787,0.3829170151109999,0.30295671246434475,0.5394417801888016,0.4772172796078496,0.5680392321310299,0.3925135901037328,0.6486641310699035,0.4464554045425734,-0.1569995685532682,0.4876851268320071,0.49952870536936933,0.20857155854762777,0.8115142135687239,0.13406552404708313,0.4928916549062719,0.40966610918012947,0.518905985913296
OFCmed_R,0.33000047557644435,0.29951398443015964,0.37513799873816633,0.22035287369111348,0.3893526885119222,0.15981759563664844,0.36471975013109426,-0.26521099923962016,0.24860481887762112,1.0,0.3198975370440482,-0.169832177968135,0.37613627351321566,0.38858886893563466,0.16673337210471587,0.5854235254573803,0.5831136645590262,0.3113830947557253,0.23345696241742842,0.18850249623357562,0.25113302179504643,0.20629836077703465,0.5221253108195493,0.09357058075097943,0.31134724827143134,0.29252425244386576,-0.25404933968436555,0.3582644194976584,0.10842762850200849,0.004550583684943141,0.3861451160946192,0.01565923823130648,0.2832669832261724,0.18141843472772826,0.46605219808911286,0.3714693721584749,0.1711334185683711,0.3309484888848881,0.5006938719493403,0.09704214368874224,0.22111330359456607,0.37064339419237774,0.36997670909908803,0.3949644673059978,0.5120955112002098,0.43008903920728375,-0.07169294274052275,0.5698792634167559,0.022370052173699313,-0.2191482592941678,0.26046312933388543,0.48548664783870277,0.22515357299578462,0.17520238158179896,0.4527366667324766,0.46682825679408074,-0.10937097758717297,0.2202593952869628,0.3583285675803997,0.3496003618625174,0.3567285434895378,-0.24520130184012814,0.35068048567207183,0.2472127895218981,0.15012207833327737
