,Paracentral_Lobule_R,Thal_MGN_L,Thal_PuI_R,Temporal_Pole_Mid_L,Frontal_Inf_Oper_L,Frontal_Sup_Medial_L,Putamen_L,Cerebellum_6_R,SupraMarginal_L,Cerebellum_9_R,Rolandic_Oper_L,Angular_R,Frontal_Mid_2_R,Vermis_8,Thal_PuM_R,Cerebellum_Crus2_L,Amygdala_L,Cerebellum_Crus1_R,Cingulate_Mid_L,Frontal_Inf_Orb_2_L,Putamen_R,Thal_PuI_L,Precentral_R,Thal_MDm_L,Thal_VA_R,SN_pr_L,Hippocampus_L,Cingulate_Post_R,Red_N_L,Temporal_Pole_Sup_L,ACC_pre_L,Thal_MGN_R,OFCpost_L,Thal_VPL_L,VTA_R,Cerebellum_4_5_R,ACC_sup_L,Frontal_Mid_2_L,Cerebellum_3_R,OFCant_R,Occipital_Mid_R,Temporal_Inf_R,Fusiform_L,Thal_LP_L,Temporal_Inf_L,ParaHippocampal_L,Pallidum_L,Thal_LP_R,Occipital_Sup_R,SN_pr_R,Lingual_L,ACC_pre_R,Occipital_Mid_L,Cerebellum_9_L,Fusiform_R,Cuneus_R,Frontal_Med_Orb_L,Insula_R,Temporal_Pole_Mid_R,Cerebellum_Crus2_R,Vermis_7,Temporal_Mid_R,Vermis_10,OFCmed_L,Frontal_Sup_Medial_R,Precentral_L,Parietal_Inf_L,Precuneus_L,Heschl_R,Parietal_Inf_R,Thal_MDl_R,Thal_AV_R,Frontal_Sup_2_R,Thal_VA_L,Thal_PuA_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Oper_R,Lingual_R,Occipital_Inf_R,SupraMarginal_R,Frontal_Inf_Tri_L,Supp_Motor_Area_R,Cerebellum_6_L,Heschl_L,Amygdala_R,Calcarine_L,Cuneus_L,Occipital_Sup_L,OFCmed_R,Thal_PuA_L,Olfactory_L,OFClat_L,Vermis_6,Rolandic_Oper_R,Postcentral_L,Frontal_Sup_2_L,Insula_L,Caudate_R,Angular_L,Thal_VL_R
Paracentral_Lobule_R,1.0,-0.07334347589440939,-0.07096213354775985,-0.11922845071911561,-0.12121391456439774,-0.0579828028212615,-0.22615035528367725,0.023585390626169104,-0.06521473324682994,-0.005947789065788462,-0.1273179688730767,0.014905704206681634,-0.1281765965123295,0.14267617077515915,0.08777067882871768,0.09837873545445101,-0.08247072457789234,0.08546846201461172,-0.07262562505167722,-0.1677934918757632,-0.008445644806118615,0.21914228463712407,-0.09920159631298761,-0.1542572692093222,-0.04339644395287038,-0.027030209343709845,-0.12025625440437882,-0.03485555468486411,0.018825011290616235,-0.1127528248184128,-0.0823415671059442,-0.07972890795157855,-0.1277175846233357,0.06515077795175167,0.06536434735011912,0.0059704693434983165,-0.05175937508295107,-0.0659640153615548,-0.02315614574670797,-0.08748426229301351,-0.22193007098135561,-0.05883298198780058,-0.042568074104106644,-0.06311864746623815,-0.06553621928929763,0.04316270920143244,-0.04129563381688873,0.07261882010536988,-0.1785318003567005,-0.054600394380018076,0.014725428006428608,-0.03344767258468535,-0.08830615197142015,0.0063414086811259505,0.00886148305329775,-0.1724703422203016,-0.11979379473702674,-0.07939936519323161,-0.05929560284721756,0.11641408587078685,0.10786861997150479,-0.08451870088981629,0.04549432882957027,0.01830855298355706,-0.022230507822327845,-0.10950171291203518,-0.1172045919830079,0.03847145954302999,0.009171092302954167,0.03893772364772417,0.04092358366793409,-0.002989177930926018,-0.04780773798138911,-0.04168714975001156,-0.010881757894120467,-0.11002942139313412,-0.10081372895735372,0.04976586941823434,-0.03104702501330489,-0.16195109596386026,-0.13861194107056407,-0.1278413368492421,0.029746267969425665,-0.13683223854137616,0.01175450472342029,0.05297041811129489,-0.12276957884367368,-0.16561818434185968,-0.025443128998220554,0.03845050967706341,-0.12040221423545448,-0.07503155832546647,0.04448421418080332,-0.15065890477373756,-0.04690040672324799,-0.05645920682132702,-0.21477784654364512,-0.1601246317074122,-0.02392316984556227,0.05637859067787471
Thal_MGN_L,-0.07334347589440939,1.0,0.15721303946504,0.2907742888912757,0.0818176357223536,0.15945602451144392,0.3960868171749742,0.16319059385290427,0.03572756505414967,0.21310370143722784,-0.06523986601425887,0.11750684015073458,-0.026924425253160716,0.11617236884723135,0.17050101058957728,0.10366264893674229,0.12211002570237464,0.12115453141695441,-0.10817739707023052,0.273765826443057,0.6004914072592675,0.22771712870465038,-0.19085046241086537,0.20154971879435685,0.5282669308654239,0.14297454103256524,0.4509092660755961,-0.07557839613720663,0.45678000431756394,0.18502906079689363,0.3988795439088154,0.24455373253260015,0.3836826949899107,0.5788068813852388,-0.03312596450356382,0.18249538095181853,0.07595481190630689,0.032726335175773925,0.3210917232823385,0.5437952970678878,0.4162564575543107,0.4980864106178987,0.5417072811863741,-0.08351125935974522,0.1472612140931471,0.7183746161133068,0.4114465684012841,0.10399016098698423,0.1536931780579338,0.4394236599112798,0.08402125119956436,0.3271677088333322,0.39265527860367516,0.12328217742152772,0.36141420288226556,0.12888207335688098,0.45862821070321647,0.2057372652408008,0.4101781954105923,0.1748240351687358,0.27139965317794795,0.33424020602759663,0.1523046358223891,0.023714615942079652,0.058323963936946124,0.0012187795442620583,0.08255322085463429,-0.05604883115424108,-0.0053395699039149,-0.06264932569301157,0.05101509971194165,0.01728918835876948,0.12840397396260755,0.6021806900289054,0.40623405379682304,0.23301439398574333,0.14144060986761392,0.16572423838004038,0.1940608297388072,-0.16859818248437883,0.0541665880605353,-0.011174810090470897,0.18285717677219293,0.014575185611156106,0.458359922875404,0.0027464031403743846,0.0785940438295196,0.31244753226335575,0.36471975013109426,0.06773775582699833,0.4115417043454604,0.025132778554918408,0.06048965740633747,-0.06298934633276121,0.06577274646034362,0.09076661855877885,0.13584987473156068,0.6057151222503074,0.23178426105563824,0.2831870050395107
Thal_PuI_R,-0.07096213354775985,0.15721303946504,1.0,0.3973625129882196,0.13596879402709794,0.23395820230306416,0.37700446087550665,0.23304301631145433,-0.2197387317432171,0.30337934171492903,0.09968545271576607,-0.06472963539946332,0.2538434994158318,0.25089974006396804,0.354932531109487,0.2716001130221814,0.2893128889886719,0.09847937858505583,0.18680972187791947,0.16653303989554596,0.3751144113989615,0.22285167882797138,0.06122374511721237,0.4282848446801894,0.1526083353221048,0.3483898341850005,0.44188731898821615,0.23883783744841033,-0.04657045461808156,0.2759995347251114,0.23504156391523406,0.4207393796196334,0.10004595770133193,0.29395710776666606,0.2386398482159996,0.2759574978601642,0.1905969074253719,0.08918700836580518,0.3176734444549537,0.39136411094988865,0.02200781302023843,0.2605390087859259,0.3303064120915767,0.19101307370392243,0.3910604978904961,0.28230016650698,0.3711101148248282,0.2519784787201606,-0.005247411042667998,0.14487241129119025,0.23758128248559376,0.33970417803247294,0.28946050618752367,0.3014133096227953,0.2312448383866839,0.0689116132567514,0.3953528988859344,0.2848034515744125,0.20407163671456013,0.09801641114239826,0.06734487728749616,0.3187552727626513,0.26958827551235975,0.2915391825619895,0.21385624443814827,0.01979199052379514,-0.2878196384676864,0.23749903780985246,-0.009226468039423747,-0.033773649570233016,0.2604344024935207,0.21997859275331139,0.28852430928138184,0.049510767105049105,0.414087374626268,0.19247315181173277,0.1867630690859154,0.31805553990901503,0.12208582227177175,0.1159637376549013,0.13375330888439738,0.007357183691545693,0.3342323217688954,0.07253144906363426,0.28924456660708114,0.27364506883568857,0.1996502278192295,0.06619451534980929,0.389879347269482,0.123368406064046,0.37855319883175603,0.31142518376377404,0.13514171244399112,0.1448436958839528,-0.15034945070109226,0.18547303717555066,0.1721986127518876,0.23545301139236346,0.0018011484686916337,0.4305539854187622
Temporal_Pole_Mid_L,-0.11922845071911561,0.2907742888912757,0.3973625129882196,1.0,0.5710870670325928,0.615901115529827,0.3907414820263,0.6177053340454716,-0.06824819519308198,0.6133158422215153,0.5078456304224263,-0.2157375140997848,0.5037142307178903,0.37332839392440775,0.23160624506669525,0.6477999351516659,0.22036982079611073,0.4960830756998335,0.5572384025056782,0.6407558536244309,0.2355418727522058,0.23367881200408738,0.43615682581289916,0.49120847516525834,0.17218710322872935,0.5157304461850825,0.688613858072649,0.5875199113399118,-0.11459193548101343,0.7661162823420865,0.5689952624512892,0.3914840718738144,0.3768032132551292,0.3312876540114284,0.4140248127112524,0.5836010208532036,0.6869408127115786,0.4535968812338535,0.5526802945190002,0.6471765293492069,0.030567788886895653,0.28883085598531516,0.6922802496022951,0.5572975475644781,0.8489609716606213,0.43575269856183496,0.691191803855002,0.3194521493245765,0.01821378002443639,0.5174756891855948,0.5418980885171913,0.5763748508144012,0.3078817169855635,0.6459059295884818,0.6057724470584861,0.02590050178065429,0.7518449260020948,0.7005370394873113,0.7416771869737996,0.4506620301835365,0.39910101151822824,0.4333711061790944,0.4888157869609153,0.5456176991543724,0.5739829128157506,0.37631434736247815,-0.210874090063913,0.46833272904815615,0.39248925744090035,0.08815922136200335,0.20736212485269495,0.35878425106692563,0.6416581646663406,0.0476225188217256,0.15119208544981402,0.544868389561197,0.4800774204038387,0.5012255455375912,-0.0005501366779572853,0.31541813793106316,0.5539007366259995,0.42126534259260107,0.6903072782089609,0.5433881591790352,0.17413544894426172,0.4912253481696713,0.39775800757539787,-0.21400753303290782,0.5698792634167559,0.37043627153493625,0.7562966065021374,0.7963949033680514,0.5064137813049839,0.5215830095639388,0.18237534805830818,0.49110024787502676,0.5135291497252468,0.5311090519166346,-0.17709829257445742,0.32828201818464164
Frontal_Inf_Oper_L,-0.12121391456439774,0.0818176357223536,0.13596879402709794,0.5710870670325928,1.0,0.7828067553086707,0.13030310941437892,0.5983294799398142,0.4939149125867736,0.5787484356794497,0.7379723500425345,-0.009698853997893607,0.3986737637570528,0.3175839263055405,0.22134787353272387,0.41670235487640195,0.26014301269800244,0.65394899585253,0.7784809930978227,0.7961591479965222,0.1519180782429082,0.2060376176040933,0.4298529402330192,0.316707406589918,0.052942913989621934,0.3099438532631233,0.5232097721406973,0.7091530935156494,-0.05553780887765473,0.7218879289671137,0.5105511837058103,0.11714488072309122,0.4769849445116095,0.0469649277339923,0.5003376416877808,0.5864222450531846,0.807044184958796,0.8102434089730878,0.40066931765111485,0.4413901418065086,0.0007585273762118823,0.45110503564364124,0.5080358087987531,0.6753314508015162,0.5216614474821403,0.2131291641784942,0.35462448710901023,0.2969756790541191,0.03646276510426447,0.39911284249947393,0.507446211125888,0.5640546973477057,0.3307153354664578,0.5995030500761834,0.6361255760752754,0.06466555147494434,0.5603130839368463,0.6700361096443808,0.6714018497038332,0.6084636141243611,0.2580611842547969,0.5120432172529317,0.4662903939927753,0.3062323596767496,0.6923283165716972,0.8525673466246406,0.055319296266554095,0.5732882238253674,0.7534523979510547,-0.017749725424262033,0.2443407689691438,0.38418681722658005,0.6177715253576905,-0.03347653935091363,-0.016018899194142573,0.6046822126366471,0.6888424561690164,0.3717154527914491,-0.011606119653962977,0.27985159130101367,0.9100547828205305,0.622518445204356,0.5447274913264161,0.6905613158034107,-0.02954495989641757,0.5831914023074818,0.5913144880620597,-0.032883588138809,0.1077598172926446,0.5450477904285129,0.5185927398626434,0.8278906787618635,0.420587283155066,0.7575357126990767,0.6361255302313815,0.7396474363982805,0.7121318178830054,0.44655969786244676,0.04015029095728468,0.17092649088355485
Frontal_Sup_Medial_L,-0.0579828028212615,0.15945602451144392,0.23395820230306416,0.615901115529827,0.7828067553086707,1.0,0.24365995298027354,0.6055054954407745,0.254550469400976,0.6372199595072671,0.5189324585958516,-0.1752568172063495,0.5803400921019278,0.43794637108133944,0.3682629203312473,0.5670695888226364,0.35399147553783955,0.6464170764906746,0.7341401346031061,0.6403441946895726,0.27586961480597005,0.22408710641908602,0.34207642140172956,0.404525566317039,0.20293890503215342,0.35948284662372265,0.5704348734607179,0.674788990950955,-0.1435156630846449,0.610869265452417,0.6290630039485383,0.06483287784679986,0.3382953962492871,0.2895206987058612,0.6718013128662285,0.6746215305866138,0.6965606923823147,0.8136163754672102,0.6170665603604181,0.5352668359902494,-0.031108801076553578,0.5677818624834495,0.6934554157097575,0.5333940207828444,0.6981838983906165,0.3634259610496724,0.44326456164757183,0.26731961156015993,-0.05003454916870582,0.40910435189995226,0.532249409685322,0.714147195057471,0.44809936788304544,0.643195728990186,0.6465013371933702,0.05669095437338857,0.6963985521023648,0.5889509538124337,0.6282655746289924,0.6454329970327397,0.2652453633121267,0.5303882898346409,0.5200822260169963,0.38085650285375017,0.9398453640756318,0.6288269715630205,-0.048388139488913386,0.6818857588508058,0.5508676253204137,-0.07910459815664807,0.49827106808089966,0.6045950840358194,0.8846866267033892,-0.01830241380288208,0.0979581280532502,0.4590271180077859,0.5070681077017338,0.49856057889535105,-0.06979850560441354,0.2115189604477763,0.8434878040989248,0.6614283112271088,0.5829763787309511,0.4886527277375597,0.17051109304837037,0.626792317362405,0.4928916549062719,-0.15866257710128975,0.35068048567207183,0.5350736285966209,0.5048285168093456,0.7852781335601587,0.40385971986128666,0.5565470557007114,0.4780299134824308,0.8809561707511334,0.5377033097277989,0.4513770668544475,-0.15771520945386083,0.3529555081612449
Putamen_L,-0.22615035528367725,0.3960868171749742,0.37700446087550665,0.3907414820263,0.13030310941437892,0.24365995298027354,1.0,0.34752104805531053,0.08581719284562428,0.39993821993725776,0.15502241433578015,-0.12055192909807495,0.27048780508496456,0.34679450409812895,0.3104355130188952,0.22900021083235533,0.4567911155023271,0.14443561283885775,0.17796482531241223,0.3432044231298448,0.5058211569996909,0.06920291152891299,0.028823298060842915,0.6229333436172783,0.36424703581020734,0.4775315402950491,0.5530003828198276,0.21311112924716577,0.08445312813887661,0.4181084575473297,0.547512010422453,0.3122593319041956,0.46502235838230266,0.4182072804909656,0.08699155818276506,0.3097956640573479,0.2474002843093489,0.129113951494683,0.31980107175647216,0.5550010980637845,0.2158654211064049,0.36409859541145007,0.44657824218344905,0.19408218292270593,0.312269459691281,0.47036825950140937,0.3462802131820064,0.3138095103387026,0.05956639578574591,0.32297506362181577,0.2671854984264302,0.5094666311259396,0.18155095530614068,0.3627439706850079,0.3291071136815342,0.2340701442798393,0.4982478851297357,0.32405076318386405,0.31091560693369225,0.1295815550155329,0.35897915460180546,0.37439118230899116,0.3360198938156488,0.3012239169470977,0.1709611761990061,0.04730932135455348,0.02511575904971492,0.21956719553176987,-0.06672923665661021,-0.17928055809254154,0.25042981460101105,0.2608888286885613,0.2856960262578788,0.2561158101341808,0.4385348077179255,0.3807041698745604,0.23945403757477557,0.3292066627508921,0.05737787352317126,0.20340022925638995,0.12904308197131142,-0.005038236951983144,0.36944403773067774,0.25326179485166495,0.520988953877705,0.23185292998055088,0.36362721178397067,0.32715587043341293,0.48428843875266236,0.11392750343487032,0.49588315647757525,0.2413717056396256,0.22486330527837917,0.17182290464722583,-0.05800480651398492,0.1961879460732823,0.4407195761929247,0.45111688889673507,0.10914894821236094,0.45394293039729744
Cerebellum_6_R,0.023585390626169104,0.16319059385290427,0.23304301631145433,0.6177053340454716,0.5983294799398142,0.6055054954407745,0.34752104805531053,1.0,0.3924932226018081,0.9363055634552018,0.5714049757635891,-0.09343895236826934,0.39924175064074763,0.777701367868217,0.44328729619352053,0.7703848505656383,0.3051804944430856,0.8661713978806891,0.732932571087367,0.547616786503398,0.2328467799710648,0.2806171896942489,0.31963925213760574,0.5424338205281249,0.2708944417867037,0.3334033974701552,0.7019157637982613,0.8101122548695854,-0.055551721916980955,0.7307094550495747,0.6361298877071382,0.23512791781580192,0.4376238156371764,0.3803401926759278,0.6476455555153743,0.8017650789872596,0.654359286398215,0.5690687285255416,0.4722225334583601,0.5817391925192683,-0.013566658677293899,0.46837033480117785,0.6083220602388313,0.6720949506726381,0.5738835993143108,0.4467897296030603,0.4163176428137371,0.5868934363918413,-0.07183866886370008,0.3700102811191478,0.8846452500329575,0.6104809476000489,0.2754387542148408,0.9398998267622782,0.8520287423683689,0.07958196769901682,0.5740392329070908,0.7301517446646477,0.6465727674388354,0.8164992668319077,0.7318726486913302,0.5552394450469853,0.844834572194815,0.42819961762334874,0.6327979700725115,0.6259574258847216,0.0167515112731563,0.8155810716456865,0.643933168639025,-0.09162133257138848,0.40149769318067996,0.4783153212650516,0.5635223179509721,0.06152345728879278,0.21266160430285408,0.5957344648203904,0.5503476554646639,0.8732544307397326,-0.06880856774560815,0.2965287968985884,0.5723266366834031,0.46669231797392324,0.9525798194014476,0.5501308796083607,0.25773150366247,0.827588559827141,0.6486641310699035,-0.0003656764781897959,0.4527366667324766,0.5518602656586622,0.4557001602697504,0.6566392322674985,0.8919504846078083,0.609447940254814,0.4805437706560089,0.6358488497457866,0.5748382128080244,0.44454069740106633,0.018950899094729974,0.5393986955762297
SupraMarginal_L,-0.06521473324682994,0.03572756505414967,-0.2197387317432171,-0.06824819519308198,0.4939149125867736,0.254550469400976,0.08581719284562428,0.3924932226018081,1.0,0.2978067546157042,0.4082329532266675,0.19537471578288207,-0.0541434155660958,0.21723788805446723,0.20491708788899532,0.00016250057646647226,0.1296398166463923,0.43827782937932785,0.3753544813005851,0.3433671523390157,0.0981571310535665,0.1492454838083085,-0.03756506384059892,0.16571473881443402,0.15609137485855304,-0.005247018612974185,0.18307770410146812,0.33259282219911157,0.07590267834306666,0.28275334745036546,0.3635994590668466,-0.10807717685788006,0.358664859978998,-0.005714855274202801,0.18517616651956317,0.2638594980753941,0.3498303891318508,0.5511245862508353,0.053770595406278966,0.1739156995924984,-0.03823487633708734,0.3425338286651607,0.14040338901233307,0.3925349365467199,-0.1854426802927526,0.19024217099774782,-0.02896747577859004,0.2942162284517836,0.0033307974456102955,0.10320509742453515,0.31405910515354174,0.21026625778171207,0.18042710393652397,0.29350137889835265,0.3869299263618699,0.09578172841246017,0.10385851089258186,0.27293488323107007,0.2699623492957387,0.4086869502710454,0.21908304292539146,0.22774688122498524,0.28171472873115755,-0.2083885694713104,0.22726125375662887,0.7019631201065177,0.4665059438048783,0.31131277770631877,0.5355489308420472,-0.1681992869638461,0.13306442775553626,0.14817415493875452,0.10893211284595364,0.20266264232445974,0.002072593273795326,0.37275846783656635,0.27946960577407093,0.19539749499408093,-0.02023517183394644,-0.027363418769675376,0.4781546078487875,0.3134510853150798,0.2508287602057151,0.36980451762984073,0.023318109869037762,0.3083291012862318,0.4363653197156237,0.3736278965163694,-0.22311082441455093,0.3850468280852312,0.041122935404542794,0.1452510069849322,0.2533494859367155,0.3824236282501648,0.7993316664806854,0.4260124268111711,0.3999400356308565,0.2550919893553724,0.43393527670636795,0.12539740969559354
Cerebellum_9_R,-0.005947789065788462,0.21310370143722784,0.30337934171492903,0.6133158422215153,0.5787484356794497,0.6372199595072671,0.39993821993725776,0.9363055634552018,0.2978067546157042,1.0,0.5005537714903867,-0.12655292013782163,0.36937935484430995,0.8349115382404203,0.4860053585980267,0.7414065293657812,0.38862774779176695,0.7966412352723747,0.6903919385237762,0.5193807491784811,0.3267934450170501,0.3061797341724824,0.24927981624251053,0.5741389028545375,0.2645150718442752,0.41195874386078196,0.6956682139726434,0.7722200285165433,-0.11268458791535742,0.6890237679619258,0.6468017481047458,0.2994643778745984,0.39317168525270485,0.42305567972036395,0.6543675520550822,0.7934936535547018,0.628009794184504,0.5599403151208293,0.5240001709476635,0.580528351362583,0.04543455134407576,0.5096166239446425,0.6042092654941311,0.6199593150459319,0.5960682240531421,0.5139754761061861,0.47648236969796076,0.5868170783464247,-0.046670160393776916,0.38790391853307293,0.8056688944326631,0.6377148550563791,0.28315829179521235,0.9632117879877183,0.8138472520731562,0.04520719164347306,0.6385040211608118,0.6963086002742144,0.6046119190650823,0.7998580208037483,0.6534895845685392,0.5387639485539705,0.8438699650238395,0.44994371528983834,0.6549157738182925,0.5860330347426366,-0.013465957951653156,0.7709478482583608,0.5999503058649253,-0.04322366072114813,0.4573073491176439,0.5042990311315437,0.5617250214392379,0.022027718977419123,0.30148588869609355,0.5464044556818743,0.5460674448776486,0.8321328887690269,-0.09717186175022759,0.22506935052840804,0.5685661430923998,0.39734240504900026,0.9165660146580258,0.4891907573014796,0.34614250021262216,0.7860465326050613,0.5995754702104669,0.025897682579899762,0.4683266227156932,0.5547853237730548,0.48786182941675427,0.6560112953286595,0.8102378389147354,0.5835376391430739,0.42972300923287904,0.6325456674523819,0.5363811188696879,0.4400164928347546,0.02785682267943637,0.5663283079571235
